subject,slug,boundary_body
CHEMISTRY,海水提取镁,本知识点讲从海水中提取镁的流程，涵盖提镁的四个步骤及相关反应。范围以海水提镁的工艺路线为主，区别于镁的化合物性质及镁的冶炼原理。
CHEMISTRY,单质铜的化学性质,本知识点讲铜单质的化学性质，涵盖铜的主要化学反应。范围以铜单质参与的反应为主，区别于铜的化合物性质及铜的冶炼。
CHEMISTRY,氢氧化铜,本知识点讲氢氧化铜的性质，涵盖其受热分解、与酸的反应及检验醛基等应用。范围以氢氧化铜为主，区别于其它铜化合物及铜单质的性质。
CHEMISTRY,铜盐,本知识点讲铜盐，涵盖常见铜盐的性质与用途，以及铜盐与含铜化合物间的转化。范围以铜盐性质应用为主，区别于铜单质的化学性质。
CHEMISTRY,合金的概念及性能,本知识点讲合金的概念与性能，涵盖合金的形成条件、特性及判断方法。范围以合金的定义、性能特点与易错点为主，区别于单一金属的性质及合金的制备工艺。
CHEMISTRY,金属矿物的开发利用,本知识点讲金属矿物的开发利用，涵盖金属在自然界的存在、合理开发途径及金属冶炼的实质与方法。范围以金属资源的利用与冶炼为主，区别于具体金属化合物的性质。
CHEMISTRY,镁及其化合物的难点释疑,本知识点释疑镁及其化合物的学习难点，涵盖氢氧化镁与碳酸镁的转化等多个难点细节。范围以难点辨析为主，区别于镁单质及化合物的系统性质讲解。
CHEMISTRY,金属及其化合物的制备,本知识点讲金属及其化合物的制备，涵盖金属冶炼的实质与方法及制备路径的选择。范围以制备工艺与流程设计为主，区别于金属及其化合物的性质讲解。
CHEMISTRY,热重分析确定金属化合物的组成,本知识点讲用热重分析确定金属化合物的组成，涵盖分步加热中失重的先后顺序及组成的计算步骤。范围以热重曲线的分析与计算为主，区别于一般物质的量与摩尔质量换算。
CHEMISTRY,铜及其化合物的易错点,这个知识点围绕铜及其化合物的易混淆判断展开，梳理其性质与反应中的主要易错环节，并与冶炼方法选择、化学键判断、硫化合物辨析等相关易错点加以区分。
CHEMISTRY,铁及其化合物的转化,这个知识点围绕铁及其化合物的转化展开，梳理价、类之间的主要转化逻辑，可与氮等其他元素的价类转化相互参照。
CHEMISTRY,有关铁及其化合物的除杂,这个知识点围绕铁及其化合物的除杂展开，梳理调pH除铁等主要方法与试剂选择，并与铜盐溶液除铁、含铁废料制盐等易混场景加以区分。
CHEMISTRY,铁的原子结构和存在,这个知识点围绕铁的原子结构与存在展开，涵盖其在周期表中的位置、存在形态与物理性质，重点区分存在形态的易混点。
CHEMISTRY,金属材料和金属的冶炼易错点,这个知识点围绕金属材料与金属冶炼的易错点展开，梳理合金性质与冶炼方法的主要易错环节，并区分电解冶炼与其他冶炼方法的易混点。
CHEMISTRY,金属材料,这个知识点围绕金属材料展开，涵盖金属材料的主要类别与常见用途，重点区分含金属元素的物质不一定是金属材料。
CHEMISTRY,金属的冶炼-金属矿物的开发利用,这个知识点围绕金属冶炼与金属矿物的开发利用展开，涵盖冶炼主要方法与原料选择，重点区分电冶金中原料选择的易混点。
CHEMISTRY,核素,这个知识点围绕核素展开，涵盖核素概念与原子构成，重点区分核素、同位素与元素之间的易混界限。
CHEMISTRY,离子键,这个知识点围绕离子键展开，涵盖离子键的概念与形成，重点区分离子键与金属键，以及含离子键与属于离子化合物的易混关系。
CHEMISTRY,电子式,这个知识点围绕电子式展开，涵盖电子式的书写规则与主要判断要点，重点区分简单粒子电子式书写的易混之处。
CHEMISTRY,位-构-性-关系的应用,这个知识点围绕位构性关系的应用展开，涵盖元素位置、结构与性质之间相互推断的主要逻辑，可作为元素推断的常用入口。
CHEMISTRY,元素非金属性强弱的判断,这个知识点围绕元素非金属性强弱的判断展开，涵盖判断的主要依据与常用比较方法，重点区分须以最高价氧化物对应水化物的酸性为前提。
CHEMISTRY,电负性的三个重要应用,这个知识点围绕电负性的重要应用展开，涵盖该物理量的主要用途，重点区分电负性与电离能的含义及应用易混之处。
CHEMISTRY,掌握周期表的结构及周期表中的一些特殊规律,这个知识点围绕周期表的结构及一些特殊规律展开，涵盖表的结构与记忆方法，重点区分短周期元素特殊结构与位置的易混点。
CHEMISTRY,根据文字描述信息推断元素,这个知识点围绕依据文字描述信息推断元素展开，涵盖从物质性质与转化关系中提取线索的主要方法，并整理元素推断的常用思维路径。
CHEMISTRY,根据分子-离子-结构推断元素,这个知识点围绕依据分子（离子）结构推断元素展开，涵盖利用成键特征与结构式推断的主要方法，并整理此类元素推断的通法。
CHEMISTRY,元素周期表,这个知识点围绕元素周期表展开，涵盖表的分区、各周期元素种数与族的构成，重点区分周期与族的易混界限。
CHEMISTRY,元素周期律,这个知识点围绕元素周期律展开，涵盖规律的主要内容与常见应用，重点区分周期律的认识误区与易混易错点。
CHEMISTRY,元素周期表的结构,这个知识点围绕元素周期表的结构展开，涵盖周期、族与分区的主要方面，重点区分分区及价层电子排布规律的易混概念。
CHEMISTRY,元素周期表的应用,这个知识点围绕元素周期表的应用展开，涵盖预测元素性质与寻找相关材料的常见用途，重点区分各应用的适用范围。
CHEMISTRY,元素周期律的内容及实质,这个知识点围绕元素周期律的内容及实质展开，涵盖内容的主要表述与内在成因，重点区分内容、实质与化合价的易混点。
CHEMISTRY,硫,这个知识点围绕硫元素展开，涵盖硫元素的存在形态与硫单质的性质，重点区分不同硫形态的易混界限。
CHEMISTRY,二氧化硫,这个知识点围绕二氧化硫展开，涵盖其性质、实验室制备与检验的主要方面，重点区分漂白与还原褪色的区别及沉淀生成的判断。
CHEMISTRY,三氧化硫,这个知识点围绕三氧化硫展开，涵盖其性质及与碱、盐溶液反应的主要方面，重点区分酸性氧化物通性与其相关反应的界限。
CHEMISTRY,浓硫酸,这个知识点围绕浓硫酸展开，涵盖其特性的主要应用与易混点，重点区分气体干燥与净化试剂选择及可干燥气体范围。
CHEMISTRY,氮气,这个知识点围绕氮气展开，涵盖氮元素的存在形态与氮气性质的主要方面，重点区分氮的固定与氮气相关反应的易混界限。
CHEMISTRY,一氧化氮,这个知识点围绕一氧化氮展开，涵盖其性质的主要方面，重点区分一氧化氮与其他氮氧化物性质及氮气性质的易混之处。
CHEMISTRY,二氧化氮,这个知识点围绕二氧化氮展开，涵盖其性质与溶于水规律的主要方面，重点区分二氧化氮与其他氮氧化物性质的易混之处。
CHEMISTRY,氨,这个知识点围绕氨展开，涵盖其分子结构与物理、化学性质的主要方面，重点区分氨水成分与保存的易混点。
CHEMISTRY,铵盐,这个知识点围绕铵盐展开，涵盖其性质、受热分解与检验的主要方面，重点区分铵盐与强碱反应的不同情形。
CHEMISTRY,硝酸,这个知识点围绕硝酸展开，涵盖其性质的主要方面，重点区分使用其酸性时不可忽略强氧化性，以及久置浓硝酸变黄的处理。
CHEMISTRY,酸雨,这个知识点围绕酸雨展开，涵盖硫酸型酸雨的形成、危害与治理，重点区分其形成途径与防治方法的界限。
CHEMISTRY,硫单质,这个知识点围绕硫单质展开，涵盖其存在、性质与应用的主要方面，重点区分硫与非金属、强酸强碱反应的易混界限。
CHEMISTRY,硫酸,这个知识点围绕硫酸展开，涵盖其性质与工业制备的主要方面，重点区分硫酸与亚硫酸性质的易混界限。
CHEMISTRY,硫酸是中学化学实验室的常见药品-其性质有,这个知识点围绕硫酸的性质与实验应用展开，涵盖其特性的主要用途，重点区分实验操作与试剂使用的易混点。
CHEMISTRY,某小组同学设计实验实现几种价态硫元素的转化,这个知识点围绕价态硫转化的实验设计展开，涵盖实现不同价态硫转化的主要方法，重点区分微型实验设计的基本要求。
CHEMISTRY,熟练掌握溶解-过滤-蒸发等操作-认识化学方法在物质分离和提纯中的重要作用,这个知识点围绕物质分离提纯的常用方法展开，涵盖操作要点与解题步骤，重点区分分离装置的选择与溶解度的应用。
CHEMISTRY,本实验中加入试剂的顺序是什么-按照其他顺序加入试剂能否达到同样的目的,这个知识点围绕实验操作目的与试剂的选择展开，涵盖实验操作与试剂选择保存的要点，重点区分液体与固体试剂保存瓶选择的易混点。
CHEMISTRY,在实验操作②中为什么依次加入的试剂都要略微过量-实验操作④中加入盐酸的目的是什么,这个知识点围绕除杂原则与试剂作用分析展开，涵盖除杂操作与试剂作用分析的要点，重点区分实验操作与仪器选择的易混点。
CHEMISTRY,步骤③和步骤④的操作顺序能否颠倒-为什么,这个知识点围绕坩埚灼烧固体的操作要点展开，涵盖主要操作要求，重点区分操作顺序能否颠倒的易混点。
CHEMISTRY,粗盐水中加入氯化钡溶液使s沉淀而除去-如何检验s是否沉淀完全,这个知识点围绕沉淀完全的检验方法展开，涵盖检验沉淀是否完全与是否洗净的要点，重点区分溶解性界定与沉淀完全标准的易混概念。
CHEMISTRY,硫化钠转化为单质硫,这个知识点围绕硫化钠转化为单质硫展开，涵盖反应情形与实验现象的主要方面，重点区分与不同试剂发生转化的易混点。
CHEMISTRY,浓硫酸转化为二氧化硫,这个知识点围绕浓硫酸转化为二氧化硫展开，涵盖反应情形与实验现象的主要方面，重点区分硫代硫酸盐遇酸分解的易混点。
CHEMISTRY,硫转化为硫化亚铁,这个知识点围绕硫转化为硫化亚铁展开，涵盖硫与金属反应的主要方面，重点区分硫与不同金属反应产物的易混点。
CHEMISTRY,铁粉与硫粉在空气中混合燃烧时-可能发生哪些反应,这个知识点围绕铁与硫的反应展开，涵盖反应情形与产物的主要方面，重点区分在空气中燃烧的产物易混点。
CHEMISTRY,二氧化硫的尾气处理,这个知识点围绕二氧化硫的尾气处理展开，涵盖常用脱硫方法与选择思路，重点区分各处理方法的适用条件。
CHEMISTRY,浓硫酸与金属的反应规律,这个知识点围绕浓硫酸与金属的反应规律展开，涵盖与不同金属反应的情形及对应规律，重点区分反应产物与气体生成的易混点。
CHEMISTRY,氮的氧化物,这个知识点围绕氮的氧化物展开，涵盖不同氮氧化物性质的主要方面，重点区分NO与NO2性质及氮气性质的易混点。
CHEMISTRY,nox是汽车尾气中的主要污染物之一,这个知识点围绕NOx对大气的污染展开，涵盖其污染与处理的主要方面，重点区分尾气吸收处理的易混点。
CHEMISTRY,氨的化学性质,这个知识点围绕氨的化学性质展开，涵盖氨与水、酸反应的主要方面，重点区分氨的催化氧化及其与NOx归中反应的易混点。
CHEMISTRY,喷泉实验,讲喷泉实验的基本原理与装置：容器内气体溶于溶液或与之迅速反应，使瓶内压强减小，液体被压入而形成喷泉，并给出常见的引发方法。不展开正压喷泉等变式，那属于另设的知识点。
CHEMISTRY,铵盐及nh的检验,涵盖铵盐的共性性质与铵根离子的检验方法：与强碱溶液混合加热，用湿润的红色石蕊试纸检验产生的气体。限定在铵根离子的检验现象，不涉及一般盐类的性质与制备。
CHEMISTRY,nh3是中学化学中唯一的碱性气体-能使湿润的-色石蕊试纸变,指出氨气是中学化学中唯一的碱性气体，能使湿润的红色石蕊试纸变蓝，并给出氨气与铵根离子的常用检验方法。限定在氨的碱性及其检验，不涉及其他酸性或中性气体。
CHEMISTRY,氮元素的价类二维图及转化关系,按氮元素化合价与物质类别两条线索梳理常见含氮物质，给出它们之间的主要转化关系与对应方程式。限定在氮及其化合物的价类关系图，不涉及工业生产的具体条件。
CHEMISTRY,常见喷泉的类型,按成因区分喷泉类型：负压喷泉依靠容器内气体极易溶于水或迅速与溶液反应使压强减小；正压喷泉依靠受热或反应产生大量气体使压强增大。并列举能形成喷泉的常见物质组合。
CHEMISTRY,常见的装置,归纳几种常见喷泉装置的组装与引发原理：挤压滴管引发溶解、受热或受冷促使气体溶解、容器内反应产气增压、向喷泉瓶通入与之反应的气体减压。限定在装置变式，不涉及气体与吸收剂的选择。
CHEMISTRY,n2o-no和no2等氮氧化物是空气污染物-含有氮氧化物的尾气需处理后才能排放,涵盖含氮氧化物尾气的主要处理方法：N2O的催化分解、碱液对NO与NO2的吸收、氧化性吸收剂增强NO的去除。侧重处理途径的选择与对应方程式，不涉及氮氧化物本身的性质与制备。
CHEMISTRY,工业上制备的盐酸显黄色是因为溶有fe3-而浓hno3显黄色是因为溶有no2,分析常见物质显色的原因，如工业盐酸因溶有铁离子而显黄色、浓硝酸因溶有二氧化氮而显黄色。属于归因分析类内容，重点在区分同一颜色对应的不同致色成分。
CHEMISTRY,浓盐酸和浓氨水反应有白烟生成-常用于hcl和nh3的相互检验,说明浓氨水与浓盐酸均有挥发性，二者挥发出的气体在空气中相遇产生白烟，可利用这一现象相互检验。限定在气相接触检验，不涉及两种溶液各自的其他性质。
CHEMISTRY,氮及化合物的-十大-误区,逐条梳理氮及其化合物的常见误区，如氮的氧化物是否有毒、二氧化氮与四氧化二氮的平衡对测得相对分子质量的影响。侧重判断纠错与原因分析，不复述物质本身性质。
CHEMISTRY,验证某无色气体为no的方法是向无色气体中通入o2-或空气-无色气体变为红棕色,讲一氧化氮的特征检验：向无色气体中通入氧气或空气，气体变为红棕色；并说明收集方法的选择，NO用排水法，二氧化氮用向上排空气法，二者不可混用。
CHEMISTRY,常温下-铁-铝遇浓硝酸能发生-钝化-并非不反应-故常温下浓硝酸可以用铁桶盛放,指出常温下铁、铝遇浓硝酸会在表面生成致密氧化膜而钝化，并非不反应，因此浓硝酸可用铁桶贮存。限定在常温下铁、铝的钝化现象，不展开其他强氧化酸或其他条件。
CHEMISTRY,吸收氨气-或hcl-时要注意防止倒吸,说明吸收氨气、氯化氢等极易溶于水的气体时必须防止溶液倒吸，并给出常用防倒吸装置的原理与使用。限定在尾气吸收与装置设计，不涉及其他气体的吸收。
CHEMISTRY,现象描述答题模板,给出实验现象描述的规范表述模板：按溶液、固体、气体依次说明变化，用“由……变为……”“产生……气泡”“产生……沉淀（浑浊）”等句式。属于答题表述规范，不涉及具体实验原理。
CHEMISTRY,实验室闻cl2及其他气体的方法是怎样的,说明实验室闻气体的规范方法：在容器口上方用手轻轻扇动，使少量气体飘入鼻孔，不能把鼻孔凑到容器口直接闻。适用于各种气体，尤其是氯气等有毒气体。
CHEMISTRY,若某溶液中既含又含-请设计实验检验混合溶液中是否存在,针对溶液中多种成分共存时如何设计实验方案验证指定成分是否存在。关键是所选试剂彼此不干扰、不引入新杂质。属于实验方案设计规范，不涉及具体物质性质。
CHEMISTRY,硫及其化合物之间的转化规律,从价态与物质类别两个角度梳理含硫物质的相互转化：不同价态之间互变属于氧化还原反应，化合价变化一般呈台阶式到相邻价态；同价态之间互变属于非氧化还原反应，是酸性氧化物、正盐、酸式盐等类别的转化。
CHEMISTRY,硫及其重要化合物的知识盲点,梳理含硫物质中易被忽略和易混淆的细节，如二氧化硫的多种性质表现、通入氯化钡溶液生成沉淀的条件、反应进行过程中产物的变化。侧重纠盲补漏，不系统介绍物质性质。
CHEMISTRY,硅,涵盖硅元素的存在、晶体硅单质的性质与用途，以及硅作为重要无机非金属材料的特点。限定在硅单质层面，硅的化合物性质由另设知识点覆盖。
CHEMISTRY,二氧化硅,涵盖二氧化硅的存在、晶体结构、化学性质与用途，重点是不溶于水、空间网状结构中没有单个分子、能与氢氟酸反应等特殊性质，区别于其他常见酸性氧化物。
CHEMISTRY,硅酸盐,涵盖硅酸盐的组成与结构，以及陶瓷、玻璃、水泥三大传统硅酸盐材料的原料与制备。限定在硅酸盐的通性，化学式的氧化物形式改写与各材料细节由另设知识点覆盖。
CHEMISTRY,陶瓷,涵盖陶瓷的原料、制备与组成，以及传统陶瓷与新型陶瓷的种类和用途。限定在陶瓷材料，不涉及其他无机非金属材料的制备。
CHEMISTRY,玻璃,讲普通玻璃的组成与制备，重点是原料高温熔融时发生的主要反应，以及玻璃的常见用途。限定在普通玻璃，不展开特种玻璃的生产。
CHEMISTRY,水泥,涵盖水泥的主要原料与组成，并介绍其水化硬化特性与常见用途。限定在水泥的基础知识，不涉及其他建筑材料的制备。
CHEMISTRY,c-si单质的存在形态-物理性质及用途,比较碳、硅单质的存在形态、物理性质与用途：碳在自然界中既有游离态又有化合态且有多种同素异形体，硅只有化合态；同时给出硅单质的主要形态与性质。
CHEMISTRY,碳-硅单质的化学性质-还原性,说明碳、硅常温下化学性质一般稳定，反应中主要表现还原性：碳能还原金属氧化物、浓硫酸和浓硝酸；硅常温下只与少数物质反应，加热时反应增多。侧重化学性质，物理性质由另设知识点覆盖。
CHEMISTRY,写出除去下列气体中混有的杂质-括号内为杂质-可采取的方法,讲气体混合物除杂的试剂选择与操作方法，如除去CO中的CO2、CO2中的CO、CO2中的HCl。关键是除去杂质同时不损失主体物质、不引入新杂质。
CHEMISTRY,硅酸和硅酸盐,涵盖硅酸的制备与性质：难溶于水、酸性弱于碳酸、受热分解、可聚合形成硅胶；并介绍硅酸钠等可溶性硅酸盐的性质与用途。注意区分硅酸与硅酸盐溶液。
CHEMISTRY,设计制备纯硅的实验题中重要的知识点,涵盖制备纯硅的主线：碳高温还原二氧化硅得粗硅、粗硅转化为中间化合物、再经氢气高温还原得纯硅；并包括中间化合物的水解及硅与镁的反应。限定在这一制备路线。
CHEMISTRY,碳-硅及其化合物的知识盲点,梳理碳、硅及其化合物的易混判断点：硅在自然界的存在状态、工业制粗硅的副产物、二氧化硅与氢氟酸的反应、试剂容器的选择、不同条件下硅酸盐转化的方向。侧重纠错。
CHEMISTRY,硅酸盐改写成氧化物形式的方法,讲硅酸盐化学式改写为氧化物形式的规则：按活泼金属氧化物、较活泼金属氧化物、二氧化硅、水的顺序书写，系数满足原子守恒并化为整数，不同氧化物之间用间隔号隔开。属于式子表述规范，不涉及物质性质。
CHEMISTRY,各种硅酸的结构,区分原硅酸、硅酸与多硅酸：原硅酸分子之间失水可生成一系列多硅酸，硅酸一般以H2SiO3表示，其水溶液易形成胶体。限定在硅酸的结构形式，不涉及硅酸盐。
CHEMISTRY,写出除去下列固体粉末中混有杂质-括号内为杂质-可采取的方法-写出有关反应的方程式,讲固体混合物除杂的试剂选择或操作并书写相应反应方程式，如碳酸钙与二氧化硅的相互除杂、二氧化硅中铵盐杂质的除去。关键是分离杂质且不损失主体物质。
CHEMISTRY,放热反应,讲放热反应的概念与常见放热反应的判断，注意区分“反应放热”与“过程放热”。不涉及反应热的定量计算。
CHEMISTRY,吸热反应,讲吸热反应的概念与常见吸热反应的判断，注意区分反应的能量变化与其他吸热或放热过程。不涉及反应热的定量计算。
CHEMISTRY,燃料电池,讲燃料电池的工作原理，包括不同电解质中氢氧燃料电池的电极反应及其变式如微生物燃料电池。侧重化学能转化为电能的原理，不涉及其他原电池类型。
CHEMISTRY,可逆反应,讲可逆反应的概念，即同一条件下正、逆反应同时进行，并以二氧化硫、氧气与三氧化硫的互变为例说明可逆反应中焓变的含义及其与实际放热量的关系。
CHEMISTRY,转化率,讲反应物转化率的含义及其在化学平衡体系中的计算方法，可与平衡状态的判断配合使用。限定在反应限度的定量描述，不涉及平衡条件的选择。
CHEMISTRY,勒夏特列原理,讲勒夏特列原理的内容：改变影响平衡的一个条件，平衡向减弱这种改变的方向移动；并说明其适用范围、使用限制与特殊情形的判断。只适用于已达到平衡的可逆体系。
CHEMISTRY,在一定温度下-利用催化剂将nh3分解为n2和h2-相关化学键的键能数据如下,针对用催化剂分解氨并给出键能数据的情境，涵盖由断键与成键的能量差计算反应热，以及化学键的分类。限定在具体反应的热效应计算。
CHEMISTRY,主要方法,系统归纳反应热的主要计算方法：由热化学方程式按比例计算、由反应物与生成物总能量差计算、由断键成键的能量变化计算、盖斯定律的加和运用、由燃烧热或比热公式计算热量。
CHEMISTRY,热化学方程式书写注意事项,讲热化学方程式书写要点：物质状态标注、焓变的符号与单位、计量数与焓变的对应、原子与得失电子守恒，以及与普通化学方程式在标注上的区别。
CHEMISTRY,分析图像书写热化学方程式,讲依据能量变化图像书写热化学方程式：读取反应物与生成物的能量差确定焓变，再结合物质状态与计量数写出方程式。限定在由图写式，不涉及键能数据的直接计算。
CHEMISTRY,基元反应,讲基元反应的概念：反应实际经历的每一个步骤，及其速率方程中指数为该步反应物的计量数、速率与反应物浓度的幂乘积成正比。限定在单步反应，总反应的速率方程不能由总方程式直接确定。
CHEMISTRY,反应机理,讲反应机理的概念：复杂反应由多个基元反应构成，基元反应加总得到总反应；重点是从历程中识别中间产物与决速步骤（慢反应）。
CHEMISTRY,过渡态理论,讲过渡态理论的主要内容：化学反应经过高能活化络合物，活化能是活化络合物与反应物之间的能量差；活化能越小反应越快。限定在速率的微观解释，不涉及反应的热效应。
CHEMISTRY,催化剂与反应历程,讲催化剂在反应历程中的作用：降低活化能、加快反应而不改变焓变，催化历程往往分步进行，其中活化能最大的一步是决速步骤。
CHEMISTRY,能垒与决速步骤,讲反应历程图中能垒的含义：反应进程里向上爬坡的最高能量，包含它的步骤即为决速步骤；并说明依据能垒大小比较催化效果与竞争反应的产物占比。
CHEMISTRY,甲烷与氯气在光照条件下存在如下反应历程-表示电子,讲甲烷与氯气在光照条件下的自由基取代机理：反应经自由基生成、取代、再生等步骤进行，较慢的步骤决定总反应速率；取代逐步进行，生成多种氯代物的混合物。
CHEMISTRY,速率常数和速率方程,讲速率方程的含义与速率常数的特点：在给定温度下、反应物浓度为单位浓度时的反应速率，只受温度影响，浓度与压强不改变它。可用于比较反应速率的大小。
CHEMISTRY,若上述题目中的-1-4-改成一定温度下的恒压密闭容器-结果又如何,本项是对某一气相平衡体系的变式问题，将原条件改为某一温度下的恒压密闭容器，讨论平衡状态与移动的响应，属于恒压容器模型下的平衡分析。
CHEMISTRY,可逆反应的特点及应用,本项梳理可逆反应的概念与特点：可逆反应属于化学变化，与可逆过程并不等同；体系内反应物与生成物的相互转化不能进行完全，反应存在限度；还包含用极值法确定浓度范围。
CHEMISTRY,催化剂-催化剂同等程度改变正逆反应速率-不影响平衡移动,本项梳理催化剂对反应速率与化学平衡的影响：催化剂改变反应历程，同等程度改变正、逆反应速率，只使体系更快达到平衡，不引起平衡移动，是与引起平衡移动的条件易混的辨析点。
CHEMISTRY,某温度下-在一恒容密闭容器中进行如下两个反应并达到平衡,本项梳理一定温度下恒容密闭容器中两个共享同一组分的耦合可逆反应体系的分析，包括两平衡的相互影响、条件改变时各自的移动，以及对平衡状态速率-时间与浓度-时间图像的判读。
CHEMISTRY,工业上常用甲烷-水蒸气重整制备氢气-体系中发生如下反应,本项以甲烷水蒸气重整制氢的两个反应体系为背景，梳理提高某一反应物平衡转化率的操作性选择，重点分析条件变化对多个耦合平衡的影响，属于平衡移动知识的综合应用。
CHEMISTRY,一次电池,本项梳理一次电池的概念与电极反应书写：一次电池是放电后不能再充电恢复使用的电池，包括碱性锌锰干电池、纽扣式锌银电池等常见类型，要求写出其总反应与正、负极反应。
CHEMISTRY,二次电池,本项梳理二次电池的概念与铅蓄电池的充放电过程：二次电池是放电后可再充电反复使用的电池；重点是放电时正、负极与充电时阴、阳极反应的书写，以及充电时电极与外电源的连接对应关系。
CHEMISTRY,甲烷作燃料电池的负极反应物时-其电极反应式在不同的介质中有不同的写法,本项梳理甲烷作燃料电池负极反应物时电极反应式的书写：在强酸、导氧离子固体、熔融碳酸盐等不同介质中，氧化产物形式不同，需分别书写，重点是产物形式随介质变化并保持原子与电荷守恒。
CHEMISTRY,手机-电脑的锂电池是一次电池还是二次电池,本项梳理手机、电脑所用锂电池属于一次还是二次电池的判断，以及新型电源的常识；还包含依据单位质量物质失去电子数比较不同金属材料的能量密度。
CHEMISTRY,o2作为原电池的正极反应物时-其电极反应在不同的介质中有不同的写法,本项梳理氧气作为原电池正极反应物时电极反应式的书写：在强酸、强碱、导氧离子固体、熔融碳酸盐、熔融硝酸盐等不同介质中，还原产物不同，需分别书写；还可能生成过氧根、超氧根等特殊离子。
CHEMISTRY,已知总方程式-书写电极反应式,本项梳理已知电池总方程式书写电极反应式的一般方法：先标出电子转移的方向与数目，再确定正负极与介质的酸碱性，按负极失电子、正极得电子的规则分别书写；某一电极难写时可用总反应减去较易电极反应，电子数须与总方程式一致。
CHEMISTRY,可充电电池题目的解答思路,本项梳理可充电（二次）电池问题的一般解题流程：依据充电与放电的互逆关系，结合电子与离子的移动方向判断电极与反应类型，并书写、核对电池总反应与各电极反应。
CHEMISTRY,浓差电池-的分析方法,本项梳理浓差电池的分析方法：浓差电池利用同一物质的浓度差产生电流，离子由高浓度一侧移向低浓度一侧；解题关键是依据阴离子移向负极、阳离子移向正极的规则判断正负极，并包含同金属置于不同浓度盐溶液中的典型体系。
CHEMISTRY,平衡常数的应用,本项梳理平衡常数的主用途：判断可逆反应进行的程度；用反应商与平衡常数的大小比较判断体系是否达到平衡及反应方向；由平衡常数随温度的变化推断反应的热效应；还包含水解常数的应用。
CHEMISTRY,平衡转化率,本项梳理平衡转化率的概念与意义：平衡时某物质已转化的量与其初始量的比值，用于描述一定条件下可逆反应进行的限度；还包含条件变化对转化率的影响，以及平衡转化率与产率两个概念的辨析。
CHEMISTRY,在一定温度下-已知以下三个反应的平衡常数,本项梳理多个反应平衡常数之间的定量关系：当一个反应方程式可由其他反应方程式线性组合得到时，其平衡常数可用各反应平衡常数作相应的乘除运算表示；还包含结合平衡常数随温度变化判断反应热效应，以及比较某时刻正逆反应速率。
CHEMISTRY,压强平衡常数,本项梳理压强平衡常数的概念与计算：压强平衡常数用各气体的分压表示，某气体的分压等于总压强与其体积分数（物质的量分数）的乘积；常规解法是按三段式求平衡量，再求物质的量分数、分压，最后代入表达式。
CHEMISTRY,平衡常数与速率常数的有关计算,本项梳理平衡常数与速率常数的关系：对某基元反应，平衡常数等于正、逆反应速率常数之比；还包含方程式写法对平衡常数的影响，以及利用不同温度下两速率常数之比推断温度相对大小与反应热效应。
CHEMISTRY,利用nh3的还原性可以消除氮氧化物的污染-其中除去no的主要反应如下,本项以氨还原一氧化氮等氮氧化物（产物为氮气与水）的反应为背景，梳理平衡常数表达式与正、逆速率式中指数的确定：各物质的指数由其状态与方程式中的计量数决定，液态物质不写入平衡常数表达式。
CHEMISTRY,压强平衡常数的计算,本项梳理压强平衡常数计算的标准流程：先用三段式求各气体起始、变化、平衡量，再计算各组分物质的量（体积）分数，用总压强乘体积分数得各气体分压，最后代入表达式计算；包含已知起始分压与已知起始总压和转化率两类情境。
CHEMISTRY,平衡常数的综合计算,本项梳理平衡常数与压强平衡常数的综合计算：一是三段式法，求出平衡量后再算物质的量分数与分压，代入表达式；二是原子守恒法，利用体系中某元素守恒直接关联各物质的平衡量。两者也可与转化率结合计算。
CHEMISTRY,物质变化过程中的化学键变化,本项梳理不同过程中化学键与分子间作用力的变化：化学反应中断旧键、成新键，但反应物的化学键未必全部被破坏；离子化合物溶解或熔化时发生电离；分子构成的物质熔化只破坏分子间作用力；原子晶体熔化破坏共价键；活泼非金属单质溶于水时先与水反应。
CHEMISTRY,甲-乙-丙三种有机物的结构如下,本项梳理依据所给有机物（含乙烯等）的结构式判断分子中 σ 键与 π 键的数目，以及分子中是否含有极性键、是否为极性分子。
CHEMISTRY,价层电子对互斥模型,本项梳理价层电子对互斥模型：价层电子对在空间相互排斥、尽量远离；价层电子对数等于 σ 键电子对数与中心原子孤电子对数之和，前者即与中心原子结合的原子数，后者按中心微粒电性用公式求出；再依据有无孤电子对区分 VSEPR 模型与分子空间结构。
CHEMISTRY,杂化轨道理论,本项梳理杂化轨道理论的基本内容：同一原子中能量相近的原子轨道混合，重新组合成数目相同、能量完全相等的新轨道；杂化只在成键过程中发生，杂化前后轨道数目不变；sp、sp2、sp3 等不同类型杂化轨道对应不同的键角与分子空间结构。
CHEMISTRY,键的极性和分子的极性,本项梳理键的极性与分子极性两层概念：不同原子间的共价键是极性键，同种原子间的是非极性键；正负电荷中心重合的是非极性分子，不重合的是极性分子；含极性键的分子不一定是极性分子，分子极性由各个键极性的向量和决定；还包含键的极性与羧酸酸性的关系。
CHEMISTRY,有关分子的溶解性-解答下列各题,本项梳理从分子极性角度解释物质溶解性的相似相溶原理：极性分子易溶于极性溶剂，非极性分子易溶于非极性溶剂；分子间能否形成氢键也显著影响其在水中的溶解性。
