subject,slug,candidate,reason
MATH,在棱长为的正四面体中-高-外接球半径-内切球半径,正棱锥（圆锥）外接球勾股方程 R²=r²+(h−R)²,超长（>24 字）
MATH,在求函数的最值时-一定要在定义域-使实际问题有意义的自变量的取值范围-内求解,已知函数模型与构造模型求解实际问题,以题面/指令开头（是题干不是名字）
MATH,在求函数的最值时-一定要在定义域-使实际问题有意义的自变量的取值范围-内求解,"椭圆焦半径的取值范围 [a−c, a+c]",含逗号/句末标点（是句子不是名字）
MATH,在求函数的最值时-一定要在定义域-使实际问题有意义的自变量的取值范围-内求解,求离心率取值范围的本质：建立 a 与 c 的关系,以题面/指令开头（是题干不是名字）
MATH,在求函数的最值时-一定要在定义域-使实际问题有意义的自变量的取值范围-内求解,自变量差 $2a$ 等值式：$f(x+a)=f(x-a)\Rightarrow T=2a$,超长（>24 字）
MATH,均匀分组与分配问题,"部分平均分组公式：恰有 i 组人数相等时除以 A(i,i)",超长（>24 字）
MATH,基本不等式,均值定理：积定和最小、和定积最大,被 2 个节点同时 claim（全局互斥）
MATH,基本不等式,积定和最小、和定积最大,被 2 个节点同时 claim（全局互斥）
MATH,基本初等函数的导数,基本初等函数的导数公式与运算法则,被 2 个节点同时 claim（全局互斥）
MATH,基本初等函数的导数,导数讨论的核心函数：提出恒正（恒负）因子后决定导数符号的因式,超长（>24 字）
MATH,处理空间几何体体积的基本思路,祖暅原理（等积原理）,被 2 个节点同时 claim（全局互斥）
MATH,复合函数定义域忽略内层值域与外层定义域关系致错,复合函数奇偶性：内层函数为奇函数则复合函数奇偶性与外层函数相同,超长（>24 字）
MATH,复合函数定义域忽略内层值域与外层定义域关系致错,嵌套（镶嵌）函数 $f(f(x))$ 的处理,含 LaTeX 定界符（是公式片段不是名字）
MATH,复合函数求导-漏层-或-错层-致错,求导的三类基本要领,以题面/指令开头（是题干不是名字）
MATH,复合函数求导-漏层-或-错层-致错,求导运算的策略与易错点,以题面/指令开头（是题干不是名字）
MATH,复合函数的导数,复合函数零点换元解套两层法：令 $t=g(x)$，先解 $f(t)=0$ 再解 $t=g(x)$,超长（>24 字）
MATH,复合函数的导数,求复合函数导数的四个步骤与注意事项,以题面/指令开头（是题干不是名字）
MATH,复数的四则运算,复数的模及其运算性质,被 2 个节点同时 claim（全局互斥）
MATH,复数的概念,判断复数实部与虚部的三个要点,以题面/指令开头（是题干不是名字）
MATH,复数的概念,易错辨析：虚部概念与分母实数化,坏名检测：题干/答案标记
MATH,复数的模,复数的模及其运算性质,被 2 个节点同时 claim（全局互斥）
MATH,奇偶分类数列的递推,用两个子列的关系求前 2n 项和,以虚词结尾（截断残片）
MATH,奇偶分类数列的递推,等和数列与等积数列的通项与求和,以虚词结尾（截断残片）
MATH,奇偶分类数列的递推,递推式含(-1)^n的奇偶讨论与并项求和,以虚词结尾（截断残片）
MATH,奇偶项与含(-1)^n的数列求和,奇偶项讨论与含(-1)^n的数列求和,以虚词结尾（截断残片）
MATH,奔驰定理,奔驰定理与三角形四心的向量式,被 2 个节点同时 claim（全局互斥）
MATH,子集与集合的相等,子集、真子集与集合相等,被 2 个节点同时 claim（全局互斥）
MATH,子集的个数问题,已知两边及一边对角时解的个数判断,以题面/指令开头（是题干不是名字）
MATH,存在量词与存在量词命题,全称量词与存在量词,被 2 个节点同时 claim（全局互斥）
MATH,存在量词与存在量词命题,量词命题真假的判断方法,被 2 个节点同时 claim（全局互斥）
MATH,对命题条件探索的三种方法,判断不等式是否成立的三种方法,以题面/指令开头（是题干不是名字）
MATH,对命题条件探索的三种方法,命题的结构“若p，则q”,含逗号/句末标点（是句子不是名字）
MATH,对命题条件探索的三种方法,条件概率的三种求法,被 2 个节点同时 claim（全局互斥）
MATH,对命题条件探索的三种方法,求零点个数的三种方法,以题面/指令开头（是题干不是名字）
MATH,对命题条件探索的三种方法,集合的三种表示法,被 2 个节点同时 claim（全局互斥）
MATH,对导数正负与函数图象升降关系理解不准确致错,"三次函数图象关于点 $\left(-\dfrac{b}{3a},f\left(-\dfrac{b}{3a}\right)\right)$ 中心对称且无对称轴",超长（>24 字）
MATH,对导数正负与函数图象升降关系理解不准确致错,"偶函数加点对称求周期：偶函数图象关于 $(a,0)\ (a\neq 0)$ 对称 $\Rightarrow 4|a|$ 为一个周期",超长（>24 字）
MATH,对导数正负与函数图象升降关系理解不准确致错,奇函数加轴对称求周期：奇函数图象关于 $x=a\ (a\neq 0)$ 对称 $\Rightarrow 4|a|$ 为一个周期,超长（>24 字）
MATH,对折叠与展开问题认识不清致误,翻折处理策略：不变关系在平面图中处理，变化关系在立体图中处理,超长（>24 字）
MATH,对数,对数的概念与运算性质,被 2 个节点同时 claim（全局互斥）
MATH,对数,解对数不等式的四种类型,以题面/指令开头（是题干不是名字）
MATH,对数与对数运算,$\forall$ 与 $\exists$ 及 $\lg$、$\ln$ 的速辨,超长（>24 字）
MATH,对数与对数运算,对数的概念与运算性质,被 2 个节点同时 claim（全局互斥）
MATH,对数函数,抽象函数模型：对数函数型对应 $f(xy)=f(x)+f(y)$,超长（>24 字）
MATH,对数函数,指数函数与对数函数互为反函数,被 3 个节点同时 claim（全局互斥）
MATH,对数函数图象的常用结论,$\mathrm{i}$ 的幂次循环与常用结果速算,超长（>24 字）
MATH,对数函数图象的常用结论,偶函数加轴对称求周期：偶函数图象关于 $x=a\ (a\neq 0)$ 对称 $\Rightarrow 2|a|$ 为一个周期,超长（>24 字）
MATH,对数函数图象的常用结论,"奇函数加点对称求周期：奇函数图象关于 $(a,0)\ (a\neq 0)$ 对称 $\Rightarrow 2|a|$ 为一个周期",超长（>24 字）
MATH,对数平均不等式,对数均值不等式,被 2 个节点同时 claim（全局互斥）
MATH,对数混合运算的一般原则,$a^b$ 与 $b^a$ 型（幂指混合）比大小的同构法,超长（>24 字）
MATH,寻找角的关系,已知角求目标角时的拆角与缩角,以题面/指令开头（是题干不是名字）
MATH,寻找角的关系,计算与化简中的拆角与常值代换,以题面/指令开头（是题干不是名字）
MATH,导数与函数的单调性的关系,奇偶性与单调性的关系,被 2 个节点同时 claim（全局互斥）
MATH,导数与函数零点问题,已知零点个数求参数的切入点,以题面/指令开头（是题干不是名字）
MATH,导数与函数零点问题,已知零点个数求参数范围,以题面/指令开头（是题干不是名字）
MATH,导数与函数零点问题,已知零点求参数取值范围的思路,以题面/指令开头（是题干不是名字）
MATH,导数与函数零点问题,求函数零点个数的两种方法（数形结合与分类讨论）,以题面/指令开头（是题干不是名字）
MATH,导数压轴题的解题流程,解答题中前后问的隐藏关联,以题面/指令开头（是题干不是名字）
MATH,导数构造法解函数不等式,同构解不等式三步骤：配凑相同结构→构造新函数判单调→去外层结构化简,超长（>24 字）
MATH,导数构造法解函数不等式,逆向构造：$\dfrac{f'(x)}{f(x)}>0$（$f(x)>0$）时构造 $h(x)=\ln[f(x)]$,超长（>24 字）
MATH,导数构造法解函数不等式,逆向构造：$f'(x)+\lambda f(x)>0$ 时构造 $h(x)=\mathrm{e}^{\lambda x}f(x)$,超长（>24 字）
MATH,导数构造法解函数不等式,逆向构造：$f'(x)-\lambda f(x)>0$ 时构造 $h(x)=\dfrac{f(x)}{\mathrm{e}^{\lambda x}}$,超长（>24 字）
MATH,导数构造法解函数不等式,逆向构造：$f'(x)g(x)+f(x)g'(x)>0$ 时构造 $h(x)=f(x)g(x)$,超长（>24 字）
MATH,导数构造法解函数不等式,逆向构造：$f'(x)g(x)-f(x)g'(x)>0$ 时构造 $h(x)=\dfrac{f(x)}{g(x)}\ (g(x)\neq 0)$,超长（>24 字）
MATH,导数构造法解函数不等式,逆向构造：$xf'(x)+\lambda f(x)>0$ 时构造 $h(x)=x^{\lambda}f(x)$,超长（>24 字）
MATH,导数构造法解函数不等式,逆向构造：$xf'(x)-\lambda f(x)>0$ 时构造 $h(x)=\dfrac{f(x)}{x^{\lambda}}\ (x\neq 0)$,超长（>24 字）
MATH,导数构造法解函数不等式,配凑同构（和差型）：$a^{x}>\log_a x$ 型化为 $a^{x}+x>\log_a x+x=a^{\log_a x}+\log_a x$ 后构造同型函数,超长（>24 字）
MATH,导数法求函数单调区间的步骤,函数单调性的定义,被 2 个节点同时 claim（全局互斥）
MATH,导数法求函数单调区间的步骤,单调区间的书写规范,被 2 个节点同时 claim（全局互斥）
MATH,导数法求函数单调区间的步骤,求不含参函数的单调性、极值和最值的思路,以题面/指令开头（是题干不是名字）
MATH,导数法求函数单调区间的步骤,求单调区间的两个注意点,以题面/指令开头（是题干不是名字）
MATH,导数的几何意义,切线问题的三个关系列方程,被 2 个节点同时 claim（全局互斥）
MATH,导数的几何意义,求三角曲线的切线方程,以题面/指令开头（是题干不是名字）
MATH,导数的几何意义,用“切线平行”求平方和的最小值（距离最小值的平方）,超长（>24 字）
MATH,导数的几何意义,相切问题核心思想：有切点用切点，无切点设切点，以导数几何意义构造方程组,超长（>24 字）
MATH,导数的概念,导数的概念与导函数,被 2 个节点同时 claim（全局互斥）
MATH,导数的运算法则,基本初等函数的导数公式与运算法则,被 2 个节点同时 claim（全局互斥）
MATH,导数的运算法则,求导公式与四则运算法则,以题面/指令开头（是题干不是名字）
MATH,已知函数单调性求参数,三次函数 $a<0$ 且 $\Delta>0$：先减后增再减，$x_1$ 极小值点、$x_2$ 极大值点,超长（>24 字）
MATH,已知函数单调性求参数,三次函数 $a>0$ 且 $\Delta>0$：先增后减再增，$x_1$ 极大值点、$x_2$ 极小值点,超长（>24 字）
MATH,已知函数单调性求参数,已知函数在区间上单调递增求参数（分离参数）,以题面/指令开头（是题干不是名字）
MATH,已知函数的极值求参数,已知极大值点求参数（比较两根大小）,以题面/指令开头（是题干不是名字）
MATH,已知函数的极值求参数,由“x=0 是极大值点”求参数范围（奇偶性 + 分类讨论）,超长（>24 字）
MATH,已知函数的极值求参数,由“x=x₀ 是极大值点”分类讨论参数（比较导数的根与 x₀）,超长（>24 字）
MATH,已知函数的极值求参数,由“有两个极值点”转化为“二次方程有两个不等正根”,超长（>24 字）
MATH,已知函数零点求参数的方法,已知函数的零点（个数）求参数,以题面/指令开头（是题干不是名字）
MATH,已知零点个数求参数的方法,已知零点个数求参数取值范围的方法,以题面/指令开头（是题干不是名字）
MATH,幂函数,幂函数的定义与性质,被 2 个节点同时 claim（全局互斥）
MATH,幂函数,幂函数的解析式与图象性质,被 2 个节点同时 claim（全局互斥）
MATH,幂函数的图象与性质,幂函数的定义与性质,被 2 个节点同时 claim（全局互斥）
MATH,幂函数的图象与性质,幂函数的解析式与图象性质,被 2 个节点同时 claim（全局互斥）
MATH,幂函数的性质,幂函数的单调性与奇偶性,被 2 个节点同时 claim（全局互斥）
MATH,平行关系之间的转化,隐零点代换类型3（指对同构）：关系同时含 $\mathrm{e}^{x_0}$、$x_0$ 与 $\ln x_0$ 时同构变形转化,超长（>24 字）
MATH,平行四边形恒等式与中线定理,求三角形中线长的两种方法,以题面/指令开头（是题干不是名字）
MATH,平行四边形恒等式与中线定理,解三角形中的中线问题处理,以题面/指令开头（是题干不是名字）
MATH,平面与平面垂直,面面垂直的判定与性质,被 2 个节点同时 claim（全局互斥）
MATH,平面与平面平行,球面与平面相交：交线为圆，勾股定理求截面圆半径,含逗号/句末标点（是句子不是名字）
MATH,平面与平面平行,面面平行的判定：一个平面内两条相交直线分别平行于另一平面,超长（>24 字）
MATH,平面向量基本定理,判断两向量能否作为一组基,以题面/指令开头（是题干不是名字）
MATH,平面向量基本定理,用基底表示向量的方法,被 2 个节点同时 claim（全局互斥）
MATH,平面向量的坐标运算,求向量坐标的一般方法,以题面/指令开头（是题干不是名字）
MATH,平面向量的数量积,求平面向量数量积的三种方法,以题面/指令开头（是题干不是名字）
MATH,平面向量的数量积,求数量积的四种方法,以题面/指令开头（是题干不是名字）
MATH,平面向量的数量积,用数量积建模“注意力机制”的加权求和,以虚词结尾（截断残片）
MATH,平面向量的概念,$0$、$\{0\}$、$\varnothing$ 与零向量的辨析,超长（>24 字）
MATH,平面向量的概念,向量的定义与模,被 2 个节点同时 claim（全局互斥）
MATH,平面向量的概念,平面法向量的求法,被 2 个节点同时 claim（全局互斥）
MATH,平面向量的线性运算,正多边形顶点向量的和,以虚词结尾（截断残片）
MATH,异面直线所成角,异面直线所成角的定义与求法,被 2 个节点同时 claim（全局互斥）
MATH,异面直线所成角的求法,异面直线所成角的定义与求法,被 2 个节点同时 claim（全局互斥）
MATH,待定系数法-若已知函数的类型-如一次函数-二次函数等-可用待定系数法,一阶线性递推的待定系数构造（含一次函数型非齐次项）,超长（>24 字）
MATH,待定系数法-若已知函数的类型-如一次函数-二次函数等-可用待定系数法,已知模型确定待定系数,以题面/指令开头（是题干不是名字）
MATH,待定系数法-若已知函数的类型-如一次函数-二次函数等-可用待定系数法,待定系数法求圆的方程,被 2 个节点同时 claim（全局互斥）
MATH,待定系数法-若已知函数的类型-如一次函数-二次函数等-可用待定系数法,求直线方程的两种方法,以题面/指令开头（是题干不是名字）
MATH,必要性探路,必要性探路的本质与适用场景,被 2 个节点同时 claim（全局互斥）
MATH,忽略二次型式子最高次系数为0致错,最高次项系数含参时须讨论系数为零及其正负（开口方向防写反）,超长（>24 字）
MATH,忽略对指数与对数底数的讨论致错,指数函数与对数函数互为反函数,被 3 个节点同时 claim（全局互斥）
MATH,忽略建系的条件而出错,圆的标准方程与一般方程,被 2 个节点同时 claim（全局互斥）
MATH,忽视异面直线的夹角与向量的夹角范围不同,"线面角的范围 [0, π/2]",含逗号/句末标点（是句子不是名字）
MATH,忽视集合元素的互异性致错,n 个元素排好后 n+1 个空位插入 m 个元素的计数公式,超长（>24 字）
MATH,忽视集合元素的互异性致错,离散型集合含参问题：列等号→解参数→代回集合检验互异性,超长（>24 字）
MATH,忽视集合元素的互异性致错,集合元素的三个特性,被 2 个节点同时 claim（全局互斥）
MATH,忽视零向量,解决向量概念问题要注意的两点,以题面/指令开头（是题干不是名字）
MATH,性质法-利用函数性质-若能确定函数的单调性-则其零点个数不难得到,三次函数 $\Delta\le 0$ 时有且只有一个零点,超长（>24 字）
MATH,性质法-利用函数性质-若能确定函数的单调性-则其零点个数不难得到,幂函数的单调性与奇偶性,被 2 个节点同时 claim（全局互斥）
MATH,性质法-利用函数性质-若能确定函数的单调性-则其零点个数不难得到,确定零点个数方法一：令 $f(x)=0$ 直接求解，由方程根的个数定零点个数,超长（>24 字）
MATH,性质法-利用函数性质-若能确定函数的单调性-则其零点个数不难得到,确定零点个数方法二①：画 $f(x)$ 的大致图象数与 $x$ 轴的交点,超长（>24 字）
MATH,性质法-利用函数性质-若能确定函数的单调性-则其零点个数不难得到,确定零点个数方法二②：拆成 $f(x)=h(x)-g(x)$，数两函数图象交点,超长（>24 字）
MATH,性质法-利用函数性质-若能确定函数的单调性-则其零点个数不难得到,确定零点个数：零点存在定理＋导数单调性＋端点值（极值）符号综合,超长（>24 字）
MATH,扇形弧长与面积公式,扇形的弧长公式与面积公式,被 2 个节点同时 claim（全局互斥）
MATH,扇形的弧长与面积公式,扇形的弧长公式与面积公式,被 2 个节点同时 claim（全局互斥）
MATH,抛物线,抛物线焦点弦的常用结论,被 3 个节点同时 claim（全局互斥）
MATH,抛物线焦半径,双曲线焦半径公式（带绝对值，口诀：左加右减、下加上减）,超长（>24 字）
MATH,抛物线焦半径,抛物线焦点弦的常用结论,被 3 个节点同时 claim（全局互斥）
MATH,抛物线焦半径,抛物线的焦半径与焦点弦,被 2 个节点同时 claim（全局互斥）
MATH,抛物线的标准方程,求抛物线标准方程的三步流程,以题面/指令开头（是题干不是名字）
MATH,抛物线的焦点与准线,抛物线焦点弦定值：1/|AF|+1/|BF|=2/p,超长（>24 字）
MATH,抛物线的焦点与准线,抛物线焦点弦的常用结论,被 3 个节点同时 claim（全局互斥）
MATH,抛物线的焦点与准线,抛物线焦点弦：以 AB 为直径的圆与直线 MN 相切（∠AHB=90°）,超长（>24 字）
MATH,抛物线的焦点与准线,抛物线焦点弦：以 MN 为直径的圆与 AB 切于焦点 F（∠MFN=90°）,超长（>24 字）
MATH,抛物线的焦点与准线,抛物线的焦半径与焦点弦,被 2 个节点同时 claim（全局互斥）
MATH,抽象函数的性质综合,抽象函数模型：一次函数型对应 $f(x\pm y)=f(x)\pm f(y)\mp b$,超长（>24 字）
MATH,抽象函数的性质综合,抽象函数模型：余弦型对应 $f(x)+f(y)=2f\left(\dfrac{x+y}{2}\right)f\left(\dfrac{x-y}{2}\right)$,超长（>24 字）
MATH,抽象函数的性质综合,抽象函数模型：幂函数型对应 $f(xy)=f(x)f(y)$,超长（>24 字）
MATH,抽象函数的性质综合,抽象函数模型：正切型对应 $f(x\pm y)=\dfrac{f(x)\pm f(y)}{1\mp f(x)f(y)}$,超长（>24 字）
MATH,抽象函数的性质综合,抽象函数模型：正弦型对应 $f(x+y)f(x-y)=f^{2}(x)-f^{2}(y)$,超长（>24 字）
MATH,抽象函数的性质综合,抽象函数模型：正比例函数型对应 $f(x\pm y)=f(x)\pm f(y)$,超长（>24 字）
MATH,抽象函数的性质综合,"抽象函数赋值法：赋特殊值 $0,\pm1,\pm2$ 求特殊函数值",超长（>24 字）
MATH,指数不等式,不等式中同一表达式（如 $x-1$）多次出现时换元简化运算,超长（>24 字）
MATH,指数不等式,解指数不等式的一般解法,以题面/指令开头（是题干不是名字）
MATH,指数不等式,解指数方程与指数不等式的方法,以题面/指令开头（是题干不是名字）
MATH,指数不等式,解简单对数不等式的三种形式,以题面/指令开头（是题干不是名字）
MATH,指数不等式,（x−a)(x−b)型不等式解集,括号不配对（截断残片）
MATH,指数函数,三类函数模型的增长差异,被 2 个节点同时 claim（全局互斥）
MATH,指数函数,抽象函数模型：指数函数型对应 $f(x+y)=f(x)f(y)$,超长（>24 字）
MATH,指数函数与对数函数的图象关系,指数函数与对数函数互为反函数,被 3 个节点同时 claim（全局互斥）
MATH,指数函数及其性质,同构的含义：变形使两式结构相同或相似，按该结构构造新函数并利用其性质简化问题,超长（>24 字）
MATH,指数函数及其性质,指数函数的图象与性质,被 2 个节点同时 claim（全局互斥）
MATH,指数函数及其性质,指数函数的概念与图象性质,被 2 个节点同时 claim（全局互斥）
MATH,指数函数的图象与性质应用,指数函数的图象与性质,被 2 个节点同时 claim（全局互斥）
MATH,指数函数的图象与性质应用,指数函数的概念与图象性质,被 2 个节点同时 claim（全局互斥）
MATH,挖掘单调性解不等式,利用单调性解函数不等式,被 2 个节点同时 claim（全局互斥）
MATH,捆绑法与插空法,捆绑法处理相邻问题,被 2 个节点同时 claim（全局互斥）
MATH,捆绑法与插空法,插空法处理不相邻问题,被 2 个节点同时 claim（全局互斥）
MATH,换元法-主要用于解决已知的解析式-求函数的解析式的问题,三次函数 $\Delta>0$ 且某极值函数值为零：有两个零点，且解析式含二重因式,超长（>24 字）
MATH,换元法-主要用于解决已知的解析式-求函数的解析式的问题,分段函数求值：先判断自变量所在子集再代入对应解析式,超长（>24 字）
MATH,换元法-主要用于解决已知的解析式-求函数的解析式的问题,换元法：令新元为满足条件的式子整体替代，破解直接配凑困难,超长（>24 字）
MATH,换元法-主要用于解决已知的解析式-求函数的解析式的问题,由图象定 $y=A\sin(\omega x+arphi)$ 解析式的“三看”,超长（>24 字）
MATH,换元法-主要用于解决已知的解析式-求函数的解析式的问题,由图象求 $y=A\sin(\omega x+\varphi)$ 解析式,超长（>24 字）
MATH,排列,捆绑法处理相邻问题,被 2 个节点同时 claim（全局互斥）
MATH,排列,插空法处理不相邻问题,被 2 个节点同时 claim（全局互斥）
MATH,数列不等式的放缩,把通项放缩成等差数列再求和,以虚词结尾（截断残片）
MATH,数列不等式的放缩,用 ln(1+x)<x 放缩求和,以虚词结尾（截断残片）
MATH,数列求和,数列放缩：先放缩后求和,以虚词结尾（截断残片）
MATH,数列求和,数列求和之公式法与常用求和,以虚词结尾（截断残片）
MATH,数列求和,求数列前n项和的常用方法,以题面/指令开头（是题干不是名字）
MATH,数列的公共项问题,公共项的结构与两数列并集求和,以虚词结尾（截断残片）
MATH,数列的公共项问题,去项后余下项的前 N 项和,以虚词结尾（截断残片）
MATH,数列的单调性与最值问题,判断数列单调性与求最值项的方法,以题面/指令开头（是题干不是名字）
MATH,数列的单调性与最值问题,判断数列单调性的三种方法,以题面/指令开头（是题干不是名字）
MATH,数列的单调性与最值问题,判断数列单调性的方法,以题面/指令开头（是题干不是名字）
MATH,数列的单调性与最值问题,判断数列单调性的注意点,以题面/指令开头（是题干不是名字）
MATH,数列的单调性与最值问题,求数列最大项与最小项的常用方法,以题面/指令开头（是题干不是名字）
MATH,数列的单调性与最值问题,求数列最大项与最小项的方法,以题面/指令开头（是题干不是名字）
MATH,数列的单调性与最值问题,求数列最大项最小项的两法,以题面/指令开头（是题干不是名字）
MATH,数列的单调性与最值问题,等比数列增减性与 $q$、$a_1$ 符号的关系,含 LaTeX 定界符（是公式片段不是名字）
MATH,数列的插项与去项问题,插项问题的项数与块求和,以虚词结尾（截断残片）
MATH,数列通项公式的求法,求数列通项的方法分类,以题面/指令开头（是题干不是名字）
MATH,数列通项公式的求法,求通项公式的通用注意事项,以题面/指令开头（是题干不是名字）
MATH,数列通项公式的求法,裂项公式：[1+tan(n+1)tan n]tan 1,超长（>24 字）
MATH,曲线-在-某点处的切线问题,已知切点求切线方程的三步,以题面/指令开头（是题干不是名字）
MATH,曲线-在-某点处的切线问题,已知切线斜率求切线方程,以题面/指令开头（是题干不是名字）
MATH,曲线-在-某点处的切线问题,求“在”某点处的切线方程,以题面/指令开头（是题干不是名字）
MATH,曲线-在-某点处的切线问题,求“过”某点处的切线方程,以题面/指令开头（是题干不是名字）
MATH,曲线-在-某点处的切线问题,求切线方程的两类步骤,以题面/指令开头（是题干不是名字）
MATH,曲线-在-某点处的切线问题,求切线方程的方法总结（在点处与过点）,以题面/指令开头（是题干不是名字）
MATH,曲线-在-某点处的切线问题,求曲线“在”某点处的切线方程,以题面/指令开头（是题干不是名字）
MATH,曲线-在-某点处的切线问题,求曲线在一点处切线方程的三步,以题面/指令开头（是题干不是名字）
MATH,曲线-在-某点处的切线问题,求曲线在某点处的切线方程,以题面/指令开头（是题干不是名字）
MATH,曲线-在-某点处的切线问题,求曲线在某点处的切线方程（三步法）,以题面/指令开头（是题干不是名字）
MATH,曲线-过-某点的切线问题,求曲线“过”某点的切线方程（设切点三步法）,以题面/指令开头（是题干不是名字）
MATH,曲线-过-某点的切线问题,求曲线过一点切线方程的四步,以题面/指令开头（是题干不是名字）
MATH,曲线-过-某点的切线问题,求曲线过某点的切线方程,以题面/指令开头（是题干不是名字）
MATH,曲线-过-某点的切线问题,求过一点的切线方程（设切点 + 化为方程解的个数）,超长（>24 字）
MATH,曲线-过-某点的切线问题,求过某点的切线方程,以题面/指令开头（是题干不是名字）
MATH,曲线-过-某点的切线问题,过圆 (x−a)²+(y−b)²=r² 上一点的切线方程公式,超长（>24 字）
MATH,曲线的轨迹方程,求圆的轨迹方程的基本方法,以题面/指令开头（是题干不是名字）
MATH,曲线的轨迹方程,求轨迹方程的一般步骤,以题面/指令开头（是题干不是名字）
MATH,曲线的轨迹方程,求轨迹方程的五种常用方法,以题面/指令开头（是题干不是名字）
MATH,条件概率,条件概率定义与公式 P(B|A)=P(AB)/P(A),超长（>24 字）
MATH,条件概率,条件概率的三种求法,被 2 个节点同时 claim（全局互斥）
MATH,条件概率,求条件概率 P(B|A) 的两种方法,以题面/指令开头（是题干不是名字）
MATH,条件概率,求条件概率方法一：公式法（四步）,以题面/指令开头（是题干不是名字）
MATH,条件概率,求条件概率方法二：缩样法（缩小样本空间）,以题面/指令开头（是题干不是名字）
MATH,条件概率,求条件概率的步骤,以题面/指令开头（是题干不是名字）
MATH,极值点偏移问题,极值点偏移设问形式①：证 x₁+x₂ 与 2x₀ 的大小,超长（>24 字）
MATH,极值点偏移问题,极值点偏移设问形式②：证 x₁x₂ 与 x₀² 的大小,超长（>24 字）
MATH,极值点偏移问题,极值点偏移设问形式③：令 x₀=(x₁+x₂)/2 证 f′(x₀)>0,超长（>24 字）
MATH,构造函数-运用函数的单调性比较,构造函数比较大小核心：将代数式变形为可构造函数的形式，用新函数单调性判断,超长（>24 字）
MATH,构造函数-运用函数的单调性比较,由 $xf'(x)-f(x)>0$ 构造 $g(x)=\frac{f(x)}{x}$ 并比较函数值,超长（>24 字）
MATH,构造法求数列通项,和差型通用构造法：化为 $g(x)f(x)+f'(x)$，配凑 $G'(x)=g(x)$ 后构造 $\mathrm{e}^{G(x)}f(x)$,超长（>24 字）
MATH,构造法求数列通项,构造数列法类型3：a₍ₙ₊₁₎=kaₙ+p·qⁿ⁺¹ 两步构造,超长（>24 字）
MATH,根据交集-并集-补集的运算结果求参数,集合运算关系等价式：B⊆A⇔A∩B=B⇔A∪B=A,超长（>24 字）
MATH,根据全称-存在量词命题的真假求参数,全称量词命题与存在量词命题的否定,被 2 个节点同时 claim（全局互斥）
MATH,椭圆,方程 $mx^2+ny^2=1$ 表示的曲线类型,含 LaTeX 定界符（是公式片段不是名字）
MATH,椭圆的离心率,求椭圆离心率取值的方法,以题面/指令开头（是题干不是名字）
MATH,椭圆的离心率,求椭圆离心率的常用方法,以题面/指令开头（是题干不是名字）
MATH,正弦定理,已知两边及一边对角时解的多解讨论,以题面/指令开头（是题干不是名字）
MATH,正弦定理,已知两边及一边对角的解的个数,以题面/指令开头（是题干不是名字）
MATH,正弦定理,已知两边及一边对角的解的判断,以题面/指令开头（是题干不是名字）
MATH,正弦定理,解三角形的定理选择与 SSA 判断,以题面/指令开头（是题干不是名字）
MATH,正态分布,正态曲线位于 x 轴上方且与 x 轴之间面积为 1,超长（>24 字）
MATH,正方体、长方体与球,正方体的内切球、棱切球与外接球,被 2 个节点同时 claim（全局互斥）
MATH,比较函数值的大小-先将自变量转化到同一个单调区间内-然后利用函数的单调性解决,三角函数 $\omega$ 取值范围的条件转化,含 LaTeX 定界符（是公式片段不是名字）
MATH,比较函数值的大小-先将自变量转化到同一个单调区间内-然后利用函数的单调性解决,具体数值比较大小：观察重复数字，配凑后把数字替换为自变量构造函数,超长（>24 字）
MATH,比较函数值的大小-先将自变量转化到同一个单调区间内-然后利用函数的单调性解决,利用单调性求 ω 思路1：单调区间长度不超过半周期,超长（>24 字）
MATH,比较函数值的大小-先将自变量转化到同一个单调区间内-然后利用函数的单调性解决,单调性求参与去外壳时定义域对自变量及单调区间的限制,超长（>24 字）
MATH,比较函数值的大小-先将自变量转化到同一个单调区间内-然后利用函数的单调性解决,双变量同构变形①：$g(x_1)-g(x_2)>\lambda[f(x_1)-f(x_2)]$ 型整理为同一函数 $h(x)=g(x)\pm\lambda f(x)$ 两点取值的比较,超长（>24 字）
MATH,比较函数值的大小-先将自变量转化到同一个单调区间内-然后利用函数的单调性解决,含未知数比较大小：作差（作商）化为相同结构，构造单元函数讨论单调性,超长（>24 字）
MATH,比较函数值的大小-先将自变量转化到同一个单调区间内-然后利用函数的单调性解决,奇偶函数在对称区间上的单调性,被 2 个节点同时 claim（全局互斥）
MATH,求体积的常用方法,求体积的四种常用方法,以题面/指令开头（是题干不是名字）
MATH,求体积的常用方法,求体积的常用方法,以题面/指令开头（是题干不是名字）
MATH,求体积的常用方法,求函数值域的常用方法,以题面/指令开头（是题干不是名字）
MATH,求体积的常用方法,求圆的方程与轨迹的常用方法,以题面/指令开头（是题干不是名字）
MATH,求函数最值的方法,求函数最值的一般思路,以题面/指令开头（是题干不是名字）
MATH,求函数解析式的常用方法,求函数解析式的四种方法,以题面/指令开头（是题干不是名字）
MATH,求函数解析式的常用方法,求函数解析式的常用方法,以题面/指令开头（是题干不是名字）
MATH,求函数解析式的常用方法,求解析式的四种方法要点,以题面/指令开头（是题干不是名字）
MATH,求圆锥曲线离心率的四步法,求圆锥曲线离心率的四步法,以题面/指令开头（是题干不是名字）
