subject,material,current_node_slug,verdict,node_slug,evidence,slice
PHYSICS,ext-phy-e342c3c922-005,圆周运动常见的临界状态,REBIND,斜面上圆周运动的临界问题,材料讲斜面圆盘上物体在最低点摩擦力达最大的临界条件（μmgcosθ−mgsinθ=mω²R）；候选节点同名且边界讲沿斜面与垂直斜面分量的向心力方程与临界位置；现挂节点是绳杆弹力与摩擦临界的一般汇总,slice_09
PHYSICS,ext-phy-e7ae1dda3f-018,变压器,REBIND,探究变压器电压与匝数关系的实验,材料是探究变压器电压与匝数关系的实验（目的/原理/器材/步骤/结论/误差分析/注意事项）；候选节点名即材料标题且边界正是必须交流电源、断电改接匝数、漏磁致电压比偏离匝数比；现挂「变压器」边界讲工作原理与理想变压器电压匝数关系及互感器、自耦变压器,slice_10
PHYSICS,ext-phy-eaffbd3f7f-008,力的分解,REBIND,力的正交分解法,材料专讲正交分解法（沿两个互相垂直方向分解与以少分解力便于分解为原则并与效果分解作比较）；候选节点边界即坐标轴必须互相垂直与分量须带符号且同一个力不能重复计入；现挂节点是含效果分解与正交分解两种方法的总节点,slice_11
PHYSICS,ext-phy-f2e423daf2-005,摩擦力,REBIND,摩擦力大小的计算方法,材料讲滑动摩擦力用f=μFN且FN不一定等于重力、静摩擦力用平衡条件或牛顿第二定律求解；候选节点边界即这两条与正压力的说明；现挂节点边界是摩擦力的概念与分类、三个方向与叠放物块临界、未声明大小计算,slice_12
PHYSICS,ext-phy-f42dc02f15-002,必备实验仪器的原理及使用,REBIND,螺旋测微器的原理与读数,材料讲螺旋测微器的螺距与精确度0.01mm及读数方法（半毫米刻度线与可动刻度估读一位）；候选节点边界即这两处失分点；现挂节点是实验仪器总论（边界从打点计时器列起）,slice_01
PHYSICS,ext-phy-f42dc02f15-006,滑动变阻器的限流式与分压式,REBIND,滑动变阻器两种接法的选择,材料讲限流式与分压式的结构差异及选择原则与必须用分压式的三种情况（要求电压从零起调、Rx远大于R滑、限流时最小电流仍超限）；正对候选节点边界「滑动变阻器必须采用分压式接法的几种情况」与「两种接法都能满足时优先选用限流式」,slice_02
PHYSICS,ext-phy-f42dc02f15-009,实验基础知识,REBIND,实物图连接的注意事项,材料讲实物连线顺序（从电源正极按原理图依次单线连接）与导线不交叉与电表量程与正负接线柱与变阻器限流分压接法与连后走一遍电流路径检查；现挂节点是实验基础知识总表（误差与器材选择与操作）；候选节点边界即电表接反指针反偏与变阻器接错失去调节与连线时保持开关断开,slice_03
PHYSICS,phys-ampamp-method,特点-整个导体回路的电阻一般很小-感应电流很大-故金属块的发热功率很大,REBIND,安安法测电阻,材料讲用两只电流表测电阻且本质仍是欧姆定律（(I₂−I₁)Rx=I₁(R+RA₁)）；候选节点名即安安法测电阻且已收四条同名材料；现挂节点是涡流的特点与能量转化、与材料内容完全无关,slice_04
PHYSICS,phys-fx-alternating-field-motion,带电粒子在交变电磁场中的运动,REBIND,带电粒子在交变电场中的运动,材料只讲交变电场中粒子运动（单向直线、往返、偏转三类分段分析与力或功能两条思路）；现挂节点边界覆盖交变电场与交变磁场三类组合并含配速法；候选节点是交变电场专点且已收周期性与对称性分段分析的同题材料,slice_05
PHYSICS,phys-fx-ammeter-ammeter-method,电压表-电流表的改装,REBIND,安安法测电阻,材料讲安安法测电阻（A2 量程须大于 A1、用已知内阻的电流表当电压表、由 I1r1/(I2-I1) 求 Rx、也可串电阻箱改装成电压表）；现挂节点边界是表头改装成电流表电压表的原理与两表改装对比；同名节点边界即两表量程搭配、把电流表当电压表用须已知内阻、分清干路支路的 I2-I1,slice_06
PHYSICS,phys-fx-autotransformer-instrument-transformer,变压器,REBIND,自耦变压器与互感器,材料三条即自耦变压器以线圈一部分作副线圈升降压、电压互感器并联与电流互感器串联；候选边界正是「自耦变压器匝数按实际接入的圈数算、电压互感器并联而电流互感器串联」；现挂「变压器」为覆盖该子题的上位节点且已另有多条互感器与自耦变压器材料,slice_07
PHYSICS,phys-fx-current-half-bias-method,小量程电流表-表头,REBIND,电流半偏法测电流表内阻,材料讲半偏法步骤（先满偏再并电阻箱调半偏）与R1远大于RA前提与测量值偏小为系统误差；现挂「小量程电流表（表头）」边界是工作原理与Ig与Rg与Ug三参数；候选节点同名且边界即该方法的前提与读数取半偏时刻,slice_08
PHYSICS,phys-fx-momentum-conservation-procedure,多物体-多过程问题中动量守恒定律的应用,REBIND,应用动量守恒定律的解题步骤,材料给出确定系统 判断守恒 规定正方向写初末动量 列式求解四步；现挂节点讲多物体多过程的分段与反冲 未收解题步骤；候选节点同名且边界讲合外力为零 单一方向守恒与正方向参考系统一,slice_09
PHYSICS,phys-fx-power-average-instantaneous,平均速度与瞬时速度的区别,REBIND,平均功率与瞬时功率,材料讲平均功率用P=W/t（对恒力变力做功均适用）与瞬时功率用P=Fvcosα并强调先明确是哪个力的功率；候选边界正对求瞬时功率不能用W/t、比较功率要抓力与速度方向的夹角；现挂节点的边界与材料（功率）无关,slice_10
PHYSICS,phys-fx-voltage-half-bias-method,电压表-电流表的改装,REBIND,电压半偏法测电压表内阻,材料讲电压半偏法步骤（先满偏再串电阻箱至半偏读R0）与成立条件与测量值偏大且与电流半偏法误差方向相反；候选节点边界即R1远小于RV是前提与电阻箱应从零开始；现挂节点只讲表头改装原理与两表改装对比,slice_11
PHYSICS,phys-fx-voltmeter-voltmeter-method,电压表-电流表的改装,REBIND,伏伏法测电阻,材料讲伏伏法测电阻的条件（V2量程大于V1）与由读数差除以电压表内阻求电流再求Rx的原理；候选节点边界即量程要求与「把电压表当电流表用须已知内阻」；现挂节点边界只讲表头改装原理与两表改装对比、不涉及测电阻,slice_12
PHYSICS,phys-hj-032-newton-second-law,如果要列出各物理量在某一时刻的关系式-可用牛顿第二定律,REBIND,牛顿第二定律,材料给出牛顿第二定律表达式F=ma与加速度同合外力方向关系及国际单位制要求；候选节点边界即该表达式与定律理解；现挂节点力学规律的选用策略讲动量能量守恒三观点的选用、不涉及定律本身,slice_01
PHYSICS,phys-hj-062-motion-composition-properties,核心处理思想-运动的合成与分解-约束条件,REBIND,合运动与分运动的关系,材料讲合运动与分运动的等时性、独立性与等效性；正对候选节点边界「等时性常用来把绳子收缩的时间转化为物体移动的时间、分运动的独立性只在经典力学范围内成立」、而现挂节点实际收的是沿绳或接触面法线方向的约束分解,slice_02
PHYSICS,phys-hj-167-circuit-dynamic-methods,平行板电容器的动态分析问题的两种情况,REBIND,电路动态分析的方法,材料讲电路动态分析的程序法与串反并同法与滑动变阻器的极限法；现挂节点边界是平行板电容器U不变与Q不变两类动态分析；候选节点边界即串反并同要求电源内阻不能忽略与程序法须先明确总电流变化方向与极限法只给边界情形,slice_03
PHYSICS,phys-hj-169-micrometer-reading,必备实验仪器的原理及使用,REBIND,螺旋测微器的原理与读数,材料讲螺旋测微器螺距0.5mm、可动刻度50等份、精确度0.01mm且估读一位到0.001mm；候选节点边界「必须看清半毫米刻度线是否露出…可动刻度必须估读一位」与之对应；现挂节点是跨册综合的仪器桶、边界只写到打点计时器,slice_04
PHYSICS,phys-hj-173-resistivity-exp-notes,注意事项-x1,REBIND,测量金属丝电阻率的注意事项,材料讲电阻率实验操作要点（金属丝电阻小用电流表外接法、测有效长度须拉直、直径三处测量取平均）；现挂节点边界是热学实验里注射器封闭气体的质量与温度控制；候选节点边界正是金属丝电阻小与温度升高使电阻率变大,slice_05
PHYSICS,phys-hj-182-volt-volt-method,路端电压与外电阻的关系,REBIND,伏伏法测电阻,材料讲定值电阻与电压表串联、由 U0=U2-U1 求流过电压表的电流并进而求电压表内阻或定值电阻；现挂节点边界讲路端电压随外电阻的变化、断路短路与焦耳定律、与材料内容无交集；同名节点边界即 V2 量程须大于 V1、把电压表当电流表用须已知内阻,slice_06
PHYSICS,phys-hj-183-amp-amp-method,特点-整个导体回路的电阻一般很小-感应电流很大-故金属块的发热功率很大,REBIND,安安法测电阻,材料讲定值电阻与电流表并联、由I0=I2-I1求电流表内阻的安安法；候选边界正是「两表量程须搭配A2大于A1、I2-I1是另一支路的电流」；现挂「涡流的特点与能量转化」讲电磁感应中的涡流发热、与该材料无关,slice_07
PHYSICS,phys-hj-189-multimeter-usage,利用电场线和等势面解决带电粒子运动问题的方法,REBIND,多用电表的使用方法,材料讲机械调零与红黑表笔孔位与测电压并联与测电流串联与测电阻选倍率并调零；现挂节点边界是带电粒子轨迹与电场线和等势面的关系 与多用电表无关；候选节点同名且边界即换挡后重新欧姆调零与读数乘倍率 已挂三条同题材料,slice_08
PHYSICS,phys-hj-191-magnetic-field-line-features,波动图象的特点,REBIND,磁感线的特点,材料讲磁感线切线方向为磁场方向 疏密表强弱 闭合不相交；现挂节点波动图象的特点讲波形与质点振动步调及起振方向 与材料完全无关；候选节点同名且边界讲磁感线是假想曲线 相交即方向不唯一,slice_09
PHYSICS,phys-hj2-chaozhong-shizhong-panfang-fangfa,波的干涉中振动加强点和减弱点的判断方法,REBIND,超重与失重的判断方法,材料讲超重/失重/完全失重的定义、三种判断角度（受力、加速度、速度变化）与实重视重之分；候选边界正对只看加速度方向、斜向加速度取竖直分量、完全失重仅对应a=g且方向向下；现挂「波的干涉中振动加强点和减弱点的判断方法」与超失重无关,slice_10
PHYSICS,phys-hj2-dianlu-dongtai-fenxi,平行板电容器的动态分析问题的两种情况,REBIND,电路动态分析的方法,材料讲滑片移动与开关通断引起的电路动态分析（程序法链路与串反并同结论法与极限法）；候选节点边界即串反并同须电源内阻不为零与程序法每一步要明确总电流变化方向；现挂节点讲的是平行板电容器的电容与场强随板距板正对面积的动态分析,slice_11
PHYSICS,phys-hj2-dianshi-gaodi-panfang,利用电场线和等势面解决带电粒子运动问题的方法,REBIND,电势高低与电势能大小的判断方法,材料讲判断电势高低与电势能大小的方法（沿电场线电势降低、由φ=Ep/q结合电荷正负、点电荷场φ=kQ/r、等势面）；候选节点边界即必须同时考虑电荷正负与同一零电势参考；现挂节点边界是带电粒子运动轨迹与电场力电性的判断、材料不讲轨迹,slice_12
PHYSICS,phys-hj2-heyundong-fenyundong-guanxi,核心处理思想-运动的合成与分解-约束条件,REBIND,合运动与分运动的关系,材料讲合运动与分运动的等时性独立性等效性及位移速度加速度按平行四边形法则合成；候选节点边界即等时性与分运动独立性；现挂节点收分解依据与绳杆等约束方向的分运动,slice_01
PHYSICS,phys-hj2-kulunli-pingheng-wenti,安培力作用下导体的平衡与加速问题,REBIND,库仑力作用下的平衡问题,材料讲带电体受力分析后按共点力平衡列式、库仑力与弹簧弹力重力共同作用的多球平衡及两大夹小两同夹异；正对候选节点「库仑力作用下的平衡问题」、而现挂节点边界通篇是安培力作用下导体的平衡与俯视剖面视图转换,slice_02
PHYSICS,phys-hj2-luoxuan-ceweiqi-dushu,必备实验仪器的原理及使用,REBIND,螺旋测微器的原理与读数,材料讲螺旋测微器螺距0.5mm与可动刻度50等份与读数＝固定刻度＋可动刻度×0.01且要估读一位并注意半毫米刻度线；现挂节点边界只是「一、打点计时器」的残句（仪器总表）；候选节点边界即半毫米刻度线是否露出与可动刻度估读一位,slice_03
PHYSICS,phys-hj2-pingpao-jieti-silu,等效法求解电场中圆周运动问题的解题思路,REBIND,平抛运动问题的解题思路,材料讲平抛的两条解题思路（已知速度方向先分解速度、已知位移方向先分解位移以及斜面上的两向分解）；候选节点名与其边界（tanθ=2tanα）即平抛解题思路；现挂节点是等效重力场中的圆周运动、与材料无关,slice_04
PHYSICS,phys-hj2-tanhuang-shiyan-yuanli-buzhou,探究结果-胡克定律-x为形变量,REBIND,探究弹簧弹力与形变量关系的实验,材料讲实验步骤（竖直悬挂测原长、逐个挂钩码、用弹力与伸长量数据探究 F 与 x 的关系）；现挂节点边界是探究结论（斜率即劲度系数与图像横截距）；候选节点边界正是钩码不可过多与伸长量须等于长度减原长,slice_05
PHYSICS,phys-hj2-weixing-zhuiji-xiangyu,追及相遇问题的实质及分析思路,REBIND,卫星的追及与相遇问题,材料讲同轨道面两卫星由相距最近到再次最近或用最远时的转角与周期关系（(ωA±ωB)t=2πn 等）并提示计入初始夹角；现挂节点边界是匀变速直线运动的追及相遇（速度相等临界与时间位移两个等量关系）与卫星无关；同名节点边界即绕同一中心天体同向用角速度差、反向用角速度之和,slice_06
PHYSICS,phys-hj2-youbmogu-shiyan-yuanli,物体看作质点的条件-物体的大小和形状对研究问题的影响可以忽略,REBIND,用油膜法估测油酸分子的大小,材料讲油酸酒精溶液滴入水中形成单分子油膜、以d=V/S估测分子直径并用数格法求面积；候选边界正是「必须按配制比例换算纯油酸体积、本实验只作数量级估算」；现挂「物体看作质点的条件」讲质点理想模型、与该材料无关,slice_07
PHYSICS,phys-hj3-collision-classification,非弹性碰撞,REBIND,碰撞的分类与比较,材料讲弹性与非弹性与完全非弹性三类碰撞的动量守恒与机械能损失比较；现挂「非弹性碰撞」只收介于弹性与完全非弹性之间的那一类；候选节点同名且边界即判断碰撞可能时按类型分别讨论与动能只减不增,slice_08
PHYSICS,phys-hj3-composition-nature-judge,定义-物体具有保持原来匀速直线运动状态或静止状态的性质-质量是惯性的唯一量度,REBIND,两个直线运动合运动性质的判断,材料讲分别合成初速度与加速度 按 v合 与 a合 是否共线判断合运动性质；现挂节点惯性讲保持运动状态的性质与质量量度 与材料无关；候选节点同名且边界讲先把分运动整理成初速度与加速度再合成,slice_09
PHYSICS,phys-hj3-gas-image-analysis,分析方法,REBIND,气体状态变化图像的分析方法,材料讲气体图像的点表示平衡状态、p-1/V与p-T图线斜率的含义、p-V图线面积表示功；候选边界正对看状态点到原点连线斜率比较压强体积、求功必须用p-V图像面积；现挂slug为分析方法（名字是运动描述的分析方法）且边界是斜面上圆周运动分析,slice_10
PHYSICS,phys-hj3-incline-circular-motion,平抛运动的临界问题,REBIND,斜面上圆周运动的临界问题,材料讲斜面上圆周运动按控制因素分摩擦力与杆与绳型并分析最高点最低点受力与立体图转平面图；候选节点边界即沿斜面与垂直斜面分量的向心力方程与临界位置须结合转动方向判断；现挂节点讲平抛的障碍物与坑洞临界,slice_11
PHYSICS,phys-hj3-micrometer-reading,必备实验仪器的原理及使用,REBIND,螺旋测微器的原理与读数,材料讲螺旋测微器螺距0.5mm与可动刻度50等分对应0.01mm精确度以及固定刻度加可动刻度乘0.01的读数与估读要求；候选节点边界即半毫米刻度线是否露出与可动刻度估读一位；现挂节点是各仪器材料的上位汇总节点、边界只写到打点计时器,slice_12
PHYSICS,phys-hj3-motion-composition-relations,核心处理思想-运动的合成与分解-约束条件,REBIND,合运动与分运动的关系,材料讲合运动是实际运动并给出等时性等效性独立性三条关系；候选节点边界即这三条关系（渡河时间与绳收缩时间）；现挂节点收约束方向分运动与分解依据、与材料内容不符,slice_01
PHYSICS,phys-hj3-oil-film-exp-principle,物体看作质点的条件-物体的大小和形状对研究问题的影响可以忽略,REBIND,用油膜法估测油酸分子的大小,材料讲油酸酒精溶液滴在水面形成单分子油膜、分子直径d=V/S与纯油酸体积V=V0k/N的数据处理；正对候选节点边界「必须按配制比例换算纯油酸的体积」与「本实验只作数量级估算」、与现挂「物体看作质点的条件」的质点理想化模型无关,slice_02
PHYSICS,phys-hj3-particle-ac-field,带电粒子在交变电磁场中的运动,REBIND,带电粒子在交变电场中的运动,材料只讲交变电场（方波电压）中垂直射入的粒子沿初速度方向匀速与沿电场方向周期运动且需分段求解；现挂节点覆盖交变电场与交变磁场与两者同时变化三类并讲配速法与加速器；候选节点边界即交变电场中加速度分段恒定与往返运动须判断速度减零时刻与一周期电场力做功可能为零,slice_03
PHYSICS,phys-kb-circuit-dynamic-analysis,平行板电容器的动态分析问题的两种情况,REBIND,电路动态分析的方法,材料讲电路动态分析的三种方法（程序法、串反并同结论法、极限法）；候选节点名与边界（串反并同需电源内阻不能忽略、程序法每步明确总电流方向）与材料逐条对应；现挂节点是平行板电容器的两类动态分析、与材料无关,slice_04
PHYSICS,phys-kb-newton-second-law,牛顿第二定律的理解-五性,KEEP,,材料讲 F合=ma 的理解与瞬时性、矢量性、同体性、独立性和惯性参考系适用范围；正落在现挂节点（定律的理解与特性）的范围内；候选节点同名只是标题泛指上位概念；前批同类（牛顿第二定律的理解五性）已判保留,slice_05
PHYSICS,phys-kb-oscillation-symmetry,运动的对称性,REBIND,对称性,材料讲简谐运动的时间对称（对称点到平衡位置用时相等）、速度对称（连续两次过同一点等大反向）与能量对称；现挂节点边界是竖直上抛的对称性（t上=t下、经过同一点速度等大反向）与运动学图像；同名节点边界即机械振动中关于平衡位置对称的 tOB=tBO 等四类对称关系,slice_06
PHYSICS,phys-kb-satellite-chase-encounter,追及相遇问题的实质及分析思路,REBIND,卫星的追及与相遇问题,材料讲同向转动角度差为2nπ、相距最远为(2n-1)π、反向用角速度之和及t/TA-t/TB=n的卫星追及算法；候选边界正是「同向用角度之差、反向用角度之和不可混用、角速度由各自轨道半径求出」；现挂「追及相遇问题的实质及分析思路」边界讲匀变速直线运动的临界条件与等量关系,slice_07
PHYSICS,phys-kb-series-parallel-rules,匀变速直线运动的规律,REBIND,串并联电路的规律,材料讲串联等流分压与并联等压分流的电流电压电阻与功率比例及总电阻随任一电阻的变化；现挂节点边界是匀变速直线运动的特点 与电路无关；候选节点同名且边界即并联总电阻小于任一支路与任意电阻变大则总电阻变大,slice_08
PHYSICS,phys-mo-l05-three-nature-forces-b,模型示意图,REBIND,力的概念,材料讲力是物体对物体的相互作用且不能脱离施力受力物体 并讲图示与示意图的表示；现挂节点（力的图示与力的示意图）只收表示方法 材料主体是概念；候选节点同名且边界正讲力不能脱离物体而存在,slice_09
PHYSICS,phys-mo-l09-newton-laws-basic-b-2,牛顿第二定律的理解-五性,REBIND,牛顿第二定律,材料给牛顿第二定律的内容（F=ma、加速度与作用力成正比与质量成反比且方向相同）与适用范围（惯性参考系、宏观低速）；候选节点名即材料标题且边界为表达式、理解与六性、应用方法；现挂「牛顿第二定律的理解：五性」是理解性专题节点,slice_10
PHYSICS,phys-mo-l14-projectile-b-2,竖直上抛运动的处理方法,REBIND,斜抛运动,材料讲斜抛运动的定义与性质（加速度为g的匀变速曲线运动与水平方向匀速竖直方向上抛或下抛）以及平抛与斜抛同为匀变速曲线运动；候选节点边界即只受重力是前提与最高点竖直分速度为零水平分速度不变；现挂节点讲竖直上抛的两段处理与多解性,slice_11
PHYSICS,phys-voltvolt-method,路端电压与外电阻的关系,REBIND,伏伏法测电阻,材料讲两只电压表串联时由(U1−U2)/U2=Rx/RV2求待测电阻并须知道其中一只电压表的内阻；候选节点边界即量程搭配与须已知一只电压表内阻；现挂节点边界讲路端电压随外电阻变化与焦耳定律、与伏伏法无交集,slice_12
