subject,slug,material_slug,current_node_slug,suggested_node_slug,verdict,evidence,slice
CHEMISTRY,电解原理易错点,chem-kb-electrode-discharge-order,电解原理易错点,,KEEP,正文『阳极（惰性）放电顺序：S2－＞I－＞Br－＞Cl－＞OH－等，最常用Cl－＞OH－。』『阴极放电顺序：Ag＋＞Cu2＋＞H＋（酸）；K＋、Ca2＋、Na＋、Mg2＋、Al3＋在水溶液中不放电，故不能用电解水溶液的方法制得这些金属。』与本节点 boundary 第(3)条『②最常用、最重要的放电顺序是阳极：Cl－＞OH－；阴极：Ag＋＞Cu2＋＞H＋。③电解水溶液时，K＋～Al3＋不可能在阴极放电…』近乎逐字同义；首句『活性电极（金属活动性顺序中Ag及以前的金属如Zn、Fe、Cu、Ag）作阳极时电极本身先失电子』落在 boundary 第(1)条 ⇒ 判据1/4/5 成立。源文件：core/data/src/main/resources/knowledge/moe-2025-teaching-support-v2-03.json,slice-03
CHEMISTRY,电解原理易错点,ext-che-1422ee20c2-065b,电解原理易错点,,KEEP,正文『阳极（铜）：**铜本身失电子**：$\mathrm{Cu}-e^-=\mathrm{Cu^+}$，生成的 $\mathrm{Cu^+}$ 与溶液中的 $\mathrm{Cl^-}$ 结合为难溶的 $\mathrm{CuCl}$，阳极区出现**白色浑浊**而溶液不变蓝——说明生成的 $\mathrm{Cu^+}$ 并没有大量被氧化为 $\mathrm{Cu^{2+}}$。』『当铜电极表面因快速生成 $\mathrm{Cu_2O}$ 而**钝化**后，阳极反应转变为溶液中的 $\mathrm{OH^-}$ 失电子』＝本节点 boundary 第(1)条『金属活动性顺序中银以前的金属(含银)作电极时，由于金属本身可以参与阳极反应，称为金属电极或活性电极(如Zn、Fe、Cu、Ag等)』的展开 ⇒ 判据4 成立；材料自述 boundaryMarkdown『“阳极一定是溶液中的阴离子失电子”是错的』亦属电解易错点 ⇒ 判据2 成立。旁注：词面候选判据 C1′（own-title-alias-only）在本条是假阳性——§4.2 五条不含『标题必须含节点名』的硬条、第4条（boundary 能框住）已成立 ⇒ 维持。源文件：core/data/src/main/resources/knowledge/moe-2025-teaching-support-v2-02.json,slice-03
CHEMISTRY,电解原理易错点,ext-che-3bca327ab1-003,电解原理易错点,,KEEP,正文『1. 在水溶液中，含氧酸根离子（如 NO3-、SO4^2-、CO3^2-）与 F- 一般不放电。』『2. 电解水溶液时，K+~Al3+ 不可能在阴极放电，即不能用电解水溶液的方法得到金属 K、Ca、Na、Mg、Al。』与本节点 boundary 第(3)③条同义；『易错警示：氧化性、还原性的强弱受试剂浓度、反应温度、溶液酸碱性等外界因素的影响，放电顺序并非一成不变、具体应用时要结合试题情境加以分析』正对『易错点』的名；标题《放电顺序的应用限制与易错点》含节点名核心词 ⇒ 判据1/2/4/5 成立。源文件：core/data/src/main/resources/knowledge/moe-2025-teaching-support-v2-07.json,slice-03
CHEMISTRY,电解原理易错点,ext-che-3bca327ab1-005,电解原理易错点,,KEEP,正文『2. 阴极不管是什么材料，电极本身都不反应，一定是电解质溶液（或熔融电解质）中的阳离子放电。』与本节点 boundary 第(3)①条『阴极不管是什么材料，电极本身都不反应，一定是溶液(或熔融电解质)中的阳离子放电』近乎逐字；首句『两项容易漏掉的检查：』及其第1条『电解质溶液中未参与放电的离子，是否会与放电后生成的离子发生反应（即离子共存问题）』也响应 boundary 第(2)条『在溶液中是靠离子移动导电』的邻域；标题《电解分析中易漏的两项检查》＝易错点自述 ⇒ 判据1/2/4 成立。源文件：core/data/src/main/resources/knowledge/moe-2025-teaching-support-v2-07.json,slice-03
CHEMISTRY,电解原理易错点,ext-che-62064c1daf-014b,电解原理易错点,,KEEP,正文『③冶炼铝：2Al₂O₃(熔融、冰晶石)--电解-->4Al+3O₂↑，阳极反应为 2O²⁻-4e⁻=O₂↑，阴极反应为 Al³⁺+3e⁻=Al。④不用 AlCl₃ 冶炼铝的原因：AlCl₃ 为共价化合物，熔融状态下不导电。⑤冰晶石的作用：作助熔剂，节能。』正对本节点 boundary『③电解水溶液时，K＋～Al3＋不可能在阴极放电，即不可能用电解水溶液的方法得到K、Ca、Na、Mg、A1等金属。』的熔融电解侧；type=MISCONCEPTION_GUIDE＋标题《熔融电解冶炼钠镁铝的易错点》含节点名核心词『易错点』⇒ 判据2/4/5 成立。旁注：节点『金属材料和金属的冶炼易错点』亦可承接『冶炼』面、但材料落点在『熔融态导电/电解』（④⑤）而非冶炼方法比较 ⇒ 维持现绑。源文件：core/data/src/main/resources/knowledge/moe-2025-teaching-support-v2-02.json,slice-03
CHEMISTRY,电解原理易错点,ext-che-d70850b5c7-004,电解原理易错点,,NONE,两头都占、拿不准：首句『书写电极反应式、电解方程式的一般步骤：』与第1–3步『1. 首先判断阴、阳极，分析阳极材料是活性电极还是惰性电极。』『2. 再分析电解质水溶液的组成，找全离子并分为阴、阳离子两组，不要忘记水溶液中的H⁺和OH⁻。』『3. 排出阴、阳两极的放电顺序：阳极常用顺序为Cl⁻＞OH⁻，阴极常用顺序为Ag⁺＞Cu2⁺＞H⁺。』近乎逐字落在另一节点『分析电解过程的思维程序』的 boundary（『①首先判断阴、阳极，分析阳极材料是惰性电极还是活性电极。②再分析电解质水溶液的组成，找全离子并分阴、阳两组(不要忘记水溶液中的H＋和OH－)。③然后排出阴、阳两极的放电顺序』）⇒ 判据1/5 指向错绑（标题《电极反应式与电解方程式的书写步骤》无『易错』『原理』核心词、首句动作落在『书写』）；但尾部『易错提醒：①阴极不论是什么材料，电极本身都不反应…③电解水溶液时K⁺至Al3⁺不可能在阴极放电…⑤要检查未参与放电的离子是否与放电后生成的离子反应；』又逐条落在本节点 boundary 的(3)①②③ ⇒ 判据4 成立。两节点同属 topic『化学必修第一册·第三章·铁与金属材料』、且候选目标节点已挂同题材料 ext-che-02e43d3aeb-001d《电解池中电极反应式的书写方法》（373 字）、§4.5 去重是否该整条退场亦无人定 ⇒ 留人工裁。源文件：core/data/src/main/resources/knowledge/moe-2025-teaching-support-v2-07.json,slice-03
CHEMISTRY,硫代硫酸钠,ext-che-004850c1e8-015b,硫代硫酸钠,,KEEP,标题与节点同名、正文即节点的物理与化学性质面：「与酸反应生成单质硫并放出SO₂气体」「Na₂S₂O₃是中等强度的还原剂，能被I₂、Cl₂、KMnO₄等氧化剂氧化」「此反应用于定量测定碘」。｜材料正文原句（materials[17]）,slice-06
CHEMISTRY,铁三角-中的转化关系,chem-hj-lvsanjiao-zhuanhua,铁三角-中的转化关系,铝及其化合物之间的性质与应用,REBIND,全文无一处涉铁：首句『Al3+→Al(OH)3：加适量氨水 Al3++3NH3·H2O=Al(OH)3↓+3NH4+，或加适量强碱 Al3++3OH-=Al(OH)3↓。』末句『双水解：Al3++3AlO2-+6H2O=4Al(OH)3↓。』标题《铝三角的转化关系》；本节点 boundary 全为 Fe3＋/Fe2＋ 的氧化还原（『2Fe3＋＋S2－===2Fe2＋＋S↓』『2Fe2＋＋Cl2===2Fe3＋＋2Cl－』）⇒ 判据1/3/5 均不成立（邻近章节的铝素材挂在铁节点）。建议目标节点 boundary『定位：化学必修第一册·第三章 铁 金属材料·综合。铝及其化合物的转化关系(二维图)』能框住四条转化＋双水解的每条原句。落表前按 §4.5 去重：该目标节点已挂 ext-che-947add6b4a-014《铝三角的转化关系》511 字与 ext-che-edc670dfda-014《铝三角的相互转化关系》425 字；备选目标＝含铝物质的制备和转化。源文件：core/data/src/main/resources/knowledge/moe-2025-teaching-support-v2-03.json,slice-03
CHEMISTRY,铁三角-中的转化关系,chem-hj-tiesanjiao-zhuanhua,铁三角-中的转化关系,,KEEP,正文首句『Fe→Fe2+：与弱氧化剂（HCl、CuSO4）反应。』续『Fe2+→Fe3+：Cl2、H2O2（2Fe2++H2O2+2H+=2Fe3++2H2O）、稀硝酸（3Fe2++4H++NO3-=3Fe3++NO↑+2H2O）。』『Fe3+→Fe2+：加 Fe、Cu 或还原性离子（2Fe3++SO2+2H2O=2Fe2++SO42-+4H+；2Fe3++H2S=2Fe2++S↓+2H+）。』标题《铁三角的转化关系》去节点词后无独立主题（只剩『的转化关系』）、三向转化正是本节点 boundary 的正/逆反应 ⇒ 判据1/4/5 成立。源文件：core/data/src/main/resources/knowledge/moe-2025-teaching-support-v2-03.json,slice-03
CHEMISTRY,铁三角-中的转化关系,chem-kb-iron-triangle-transforms,铁三角-中的转化关系,,KEEP,正文首句『Fe2＋→Fe3＋：2Fe2＋＋Cl2=2Fe3＋＋2Cl－、2Fe2＋＋H2O2＋2H＋=2Fe3＋＋2H2O。』次句『Fe3＋→Fe2＋：2Fe3＋＋Fe=3Fe2＋、Cu＋2Fe3＋=Cu2＋＋2Fe2＋、2Fe3＋＋H2S=2Fe2＋＋S↓＋2H＋。』首句主语＝Fe2＋/Fe3＋ 的相互转化、逐条落在本节点 boundary『Fe3＋具有较强的氧化性，可以氧化H2S、S2－、I－、SO2、SO、Fe、Cu 等物质』与『2Fe2＋＋Cl2===2Fe3＋＋2Cl－；2Fe2＋＋H2O2＋2H＋===2Fe3＋＋2H2O』；type=METHOD_MODEL 给的正是本节点的方法（各转化选什么氧化剂/还原剂＋除杂试剂）⇒ 判据1/2/5 成立。源文件：core/data/src/main/resources/knowledge/moe-2025-teaching-support-v2-03.json,slice-03
CHEMISTRY,铁三角-中的转化关系,ext-che-500c33e244-016,铁三角-中的转化关系,,KEEP,正文『1. 硫化氢通入氯化铁溶液产生淡黄色沉淀：$2Fe^{3+}+H_2S=2Fe^{2+}+S \downarrow +2H^+$。』『4. 过氧化氢滴入酸性氯化亚铁溶液：$2Fe^{2+}+H_2O_2+2H^+=2Fe^{3+}+2H_2O$。』『三、规律…$Fe^{3+}$ 处于高价态，遇 Fe、Cu、$HI$、$H_2S$、$H_2SO_3$ 等较强还原性物质被还原为亚铁盐；$Fe^{2+}$ 处于中间价态但常表现还原性，遇 $Cl_2$、$Br_2$、$HNO_3$、酸性 $KMnO_4$、$H_2O_2$ 等强氧化剂被氧化为铁盐。』与本节点 boundary『Fe3＋具有较强的氧化性，可以氧化…』『主要表现还原性，易被氧化剂氧化成Fe3＋』逐条对应；标题含节点名核心词『铁三角的转化关系』⇒ 判据4/5 成立。源文件：core/data/src/main/resources/knowledge/moe-2025-teaching-support-v2-07.json,slice-03
CHEMISTRY,铁三角-中的转化关系,ext-che-78beaac7a8-015,铁三角-中的转化关系,,KEEP,第一节标题即『**一、铁三角**』；正文『$Fe^{3+} \rightarrow Fe^{2+}$：与铁、铜、碘离子等还原剂反应，$2Fe^{3+}+Fe=3Fe^{2+}$。』『$Fe \rightarrow Fe^{2+}$：与盐酸、稀硫酸等较弱的氧化剂反应』；第三节应用『（$Fe^{2+}$ 与 $NO_3^-$ 和 $H^+$、$ClO^-$、$MnO_4^-$ 因氧化还原不能共存；$Fe^{3+}$ 与 $S^{2-}$、$I^-$、$SO_3^{2-}$ 不能共存…）』与本节点 boundary『Fe2＋与MnO、NO(H＋)、ClO－等因发生氧化还原反应而不能大量共存』同义 ⇒ 判据1/4 成立；『价类二维图的三类变化』一节虽比节点 boundary 宽、但实例全部铁内化（『$Fe^{2+}$ 与 $Fe^{3+}$ 遇碱生成氢氧化物』）、属该节点内容的应用面 ⇒ 维持。源文件：core/data/src/main/resources/knowledge/moe-2025-teaching-support-v2-07.json,slice-03
CHEMISTRY,铁三角-中的转化关系,ext-che-aaecb28e19-004,铁三角-中的转化关系,,KEEP,正文首句『铁及其化合物的转化可按“铁三角”（Fe、Fe2＋、Fe3＋）掌握。』随后 ①～⑥ 六向转化（『⑤Fe2＋→Fe3＋（加氧化剂）：2Fe2＋＋Cl2==2Fe3＋＋2Cl－、2Fe2＋＋H2O2＋2H＋==2Fe3＋＋2H2O…』『⑥Fe3＋→Fe2＋（加还原剂）：2Fe3＋＋Fe==3Fe2＋…2Fe3＋＋H2S==2Fe2＋＋S↓＋2H＋』）逐条覆盖本节点 boundary 的两组氧化还原反应；标题即节点名核心词 ⇒ 判据1/2/4/5 成立。源文件：core/data/src/main/resources/knowledge/moe-2025-teaching-support-v2-07.json,slice-03
CHEMISTRY,铁三角-中的转化关系,ext-che-d46a1fe501-013,铁三角-中的转化关系,,KEEP,正文首句『向铁粉中加入稀盐酸制取氢气：$Fe+2H^+=Fe^{2+}+H_2\uparrow$；』末段『转化思路：由铁单质出发，与弱氧化剂（盐酸、CuSO4、S、I2）反应得到+2价铁，与强氧化剂（Cl2、Br2、硝酸）反应得到+3价铁；Fe2+与Fe3+之间通过氧化还原反应相互转化。』9 个方程式全为本节点 boundary 的实例（Fe3＋氧化 Cu/H2S/I－、Fe2＋被 Cl2/H2O2/KMnO4 氧化）⇒ 判据1/2/5 成立；标题《铁三角转化关系与核心离子方程式》去节点词后剩『核心离子方程式』＝节点 boundary 的反应本体、非独立主题。源文件：core/data/src/main/resources/knowledge/moe-2025-teaching-support-v2-07.json,slice-03
CHEMISTRY,铁的化学性质,chem-hj-tie-yufeijinshu-fanying,铁的化学性质,,KEEP,四条反应的反应物均为铁单质（原句「与 O2：点燃 3Fe+2O2=Fe3O4」「与 Cl2：2Fe+3Cl2=2FeCl3（点燃，无论用量多少都生成 FeCl3）」）；它是节点「铁单质参与的反应」的一个面（与非金属单质），不是邻近的其它节点内容。,slice-04
CHEMISTRY,铁的化学性质,ext-che-03eac4cd30-001,铁的化学性质,,KEEP,主体 8 条反应均为铁单质参与（原句「1. 与氯气点燃：$2Fe+3Cl_2=2FeCl_3$（生成＋3价）。」「8. 常温下遇浓硝酸、浓硫酸发生钝化，可用铁制容器盛装运输。」）；前两段物理性质与原子结构（约四分之一）为成分前引，未取代化学反应这一主体。,slice-04
CHEMISTRY,铁的化学性质,ext-che-10003de2c3-003b,铁的化学性质,,KEEP,全篇为铁单质的产物价态易错辨析（原句「铁元素性质活泼，主要化合价为 +2 价和 +3 价，产物价态由氧化剂的强弱决定」「铁与 $Cl_2$ 反应只生成 $FeCl_3$，无论氯气是少量还是过量」）；type=MISCONCEPTION_GUIDE 与节点 boundary「主要化学反应及常见易错点」相符。,slice-04
CHEMISTRY,铁的化学性质,ext-che-223c7fdfd7-001,铁的化学性质,,KEEP,四个小标题（与非金属单质、与水蒸气、与酸、与盐溶液）下全部是铁单质反应（原句「- 与 S：加热时 Fe+S=FeS，生成+2价铁。」「- 与稀硝酸：铁少量时 Fe+4H++NO3-=Fe3++NO↑+2H2O；铁过量时 3Fe+8H++2NO3-=3Fe2++2NO↑+4H2O」）。,slice-04
CHEMISTRY,铁的化学性质,ext-che-500c33e244-002,铁的化学性质,,KEEP,标题后半即节点名，正文主体 4 条反应与规律均为铁单质参与（原句「1. 与氯气、硫反应：$2Fe+3Cl_2$ 加热 $2FeCl_3$（生成高价铁），$Fe+S$ 加热 $FeS$（只生成 $+2$ 价铁）。」，材料原文用 xrightarrow 记号）；开篇一句物理性质（「铁具有金属的共性，具有能被磁铁吸引的特性。」）为一句前引。,slice-04
CHEMISTRY,铁的化学性质,ext-che-78beaac7a8-002b,铁的化学性质,,KEEP,四段（氧气、水蒸气、非金属、酸）加规律小结的反应物均为铁单质（原句「**与氧气**：$3Fe+2O_2$ 点燃 $Fe_3O_4$，剧烈燃烧、火星四射、生成黑色固体。」，材料原文用 xrightarrow 记号）；水蒸气实验的三句细节是该反应的过程性说明，仍在本节点范围内。,slice-04
CHEMISTRY,铁的化学性质,ext-che-aaecb28e19-001b,铁的化学性质,,KEEP,全篇为铁单质参与的反应（生锈、O2、Cl2、Br2、I2、S、水蒸气、非氧化性酸、氧化性酸、盐溶液）（原句「与氯气反应 2Fe＋3Cl2==2FeCl3（产生棕褐色烟，无论铁的用量多少产物都是 FeCl3）」）。,slice-04
CHEMISTRY,铁的化学性质,ext-che-d46a1fe501-002b,铁的化学性质,,KEEP,正文五段（非金属、水、酸、盐溶液、变价规律）均为铁单质参与的反应（原句「与盐溶液：$Fe+2FeCl_3=3FeCl_2$；$Fe+CuSO_4=FeSO_4+Cu$」「变价规律：铁与Cl2反应无论用量多少都生成FeCl3，与盐酸反应生成FeCl2」）；仅末尾 1 句铝热反应为延伸（$2Al+Fe_2O_3$ 高温 $Al_2O_3+2Fe$，材料原文用 xrightarrow 记号），不改变材料的对象。,slice-04
CHEMISTRY,铁的化学性质,wusan-chem-b1c3-iron-chemistry,铁的化学性质,,KEEP,三段全部为铁单质参与的反应（原句「与非金属单质：2Fe + 3Cl₂ →Δ 2FeCl₃；Fe + S →Δ FeS——非金属单质的氧化性强弱决定铁显 +3 还是 +2。」「与水和酸：高温下与水蒸气反应生成 Fe₃O₄ 和 H₂」），与节点 boundary「铁单质参与的反应」一致。,slice-04
CHEMISTRY,镁的化学性质,chem-fx-you-yu-neng-gou-zai-zhong-ran-shao-f17x09,镁的化学性质,,NONE,跨节点混合：首句（=标题与摘要）为节点内反应「④由于Mg能够在CO2中燃烧，所以镁着火时不能用干冰灭火器和泡沫灭火器灭火。」，但正文 125/174 字是另一节点内容「(2)铝与酸、碱反应生成氢气的量的关系 ①等物质的量的Al分别与足量的非氧化性酸(H+)和碱(OH-)反应…」；逐字比对：镁句与 ext-che-29b4143ea2-004b 重复、铝①句与 ext-che-29b4143ea2-004c ① 重复 ⇒ 首要对象不唯一、无唯一改绑目标，留人工（拆条/去重）。,slice-04
CHEMISTRY,镁的化学性质,ext-che-29b4143ea2-004b,镁的化学性质,,KEEP,全篇以镁的燃烧为对象（原句「镁在空气中燃烧除了与O2反应生成MgO外，还会与N2反应生成Mg3N2、与CO2反应生成C和MgO。由于Mg能够在CO2中燃烧，所以镁着火时不能用干冰灭火器和泡沫灭火器灭火。」），节点 boundary 亦明列镁燃烧的特点与灭火注意事项；正文无其它主题。,slice-04
CHEMISTRY,镁的化学性质,ext-che-2a6b2482d9-014,镁的化学性质,,KEEP,首句主语即镁单质、全篇为镁的反应（原句「镁是活泼金属，具有很强的还原性。在空气中燃烧时，镁既能与 O₂ 反应生成 MgO，又能与 N₂ 反应生成 Mg₃N₂，所以燃烧产物是 MgO 与 Mg₃N₂ 的混合物」；末句「也能与浓硫酸、浓硝酸反应，常温下不发生类似铝的钝化」）。,slice-04
CHEMISTRY,镁的化学性质,ext-che-8200320f62-001,镁的化学性质,,NONE,跨节点并列：首段为节点内反应（原句「1. 与氧气反应：$2Mg + O_2 → 2MgO$。」），后半整节「## 重要化合物 氧化镁…氢氧化镁…镁元素在水垢中的存在形式是$Mg(OH)_2$」属镁化合物专题（节点 boundary 明写「区别于镁的化合物专题」），且与 ext-che-8200320f62-001b、chem-fx-mei-de-zhong-yao-hua-he-wu-f17x07（现挂「镁的重要化合物」）内容重复 ⇒ 两段并列、无唯一目标，留人工（拆条：化合物段在候选节点上已有同内容材料）。,slice-04
CHEMISTRY,镁的化学性质,ext-che-8200320f62-009,镁的化学性质,,NONE,跨节点混合：标题与首段以化合物（氮化镁）为首要对象（原句「## 氮化镁的性质 $Mg_3N_2$能与水剧烈反应生成$Mg(OH)_2$沉淀并放出氨气：$Mg_3N_2 + 6H_2O = 3Mg(OH)_2↓ + 2NH_3↑$，所以只能在干态下制取。」），后半「关联结论」主体为镁单质（原句「镁在空气中燃烧时能与$O_2$、$N_2$、$CO_2$反应，产物是$MgO$、$Mg_3N_2$和$C$的混合物；因此镁着火时不能用$CO_2$灭火器或泡沫灭火器扑灭」）⇒ 无唯一目标，留人工（拆条；化合物段的候选节点=镁的重要化合物，其别名含「氮化镁的性质」）。,slice-04
CHEMISTRY,镁的化学性质,ext-che-a4da4e924e-001,镁的化学性质,,KEEP,文首即自陈对象「镁的化学性质（要求能写出化学方程式）」，6 条（O2、N2、盐酸或硫酸、CO2、盐溶液、H2O）全部为镁单质参与的反应（原句「4. 与二氧化碳反应：2Mg+CO2 点燃 2MgO+C，故镁着火不能用 CO2 灭火器灭火。」）。,slice-04
CHEMISTRY,镁的化学性质,ext-che-aa594dae5a-002,镁的化学性质,,KEEP,②③④⑤四条为正文主体且均为镁单质反应（原句「2Mg＋O2—→2MgO（耀眼白光）；3Mg＋N2—→Mg3N2」「2Mg＋CO2—→2MgO＋C（镁着火不能用 CO2 灭火）」）；①原子结构、⑥用途各一句为前引与收尾，不改变材料的对象。,slice-04
CHEMISTRY,镁的化学性质,ext-che-edc670dfda-002,镁的化学性质,,KEEP,第三节「3、化学性质」为主体、六条全部为镁单质反应（原句「- 与 O2：点燃时 2Mg+O2=2MgO，发出耀眼的白光并生成白色固体。」「- 与 CO2：点燃时 2Mg+CO2=2MgO+C，故镁着火不能用二氧化碳灭火器灭火。」）；前两节原子结构与存在、物理性质为成分前引。,slice-04
CHEMISTRY,镁的化学性质,wusan-chem-b1c3-magnesium-chemistry,镁的化学性质,,KEEP,正文四条均为镁单质参与的反应（原句「与 N₂ 点燃生成 Mg₃N₂；与 CO₂ 点燃生成 MgO + C；与 O₂ 点燃生成 MgO；与煮沸的水反应生成 Mg(OH)₂ + H₂」）；末句物理性质为一句前引，节点以镁单质化学性质为主。,slice-04
MATH,不等式的基本性质,math-mo-jiaobing-bu-xingzhi-qingdan,不等式的基本性质,交集与并集,REBIND,材料全篇是集合交并运算性质、与不等式无关：「交集性质：$A\cap B\subseteq A$…并集性质：$A\cup B\supseteq A$…」「由运算结果求参时，若条件含 $A\cup B=B$ 型，转化为包含关系后注意 $A=\varnothing$ 的情况。」；现绑节点「不等式的基本性质」是七条不等式性质（其 boundary 把「交集并集运算性质」写成延伸内容才容下这条材料）；包内 交集与并集（必修一·第一章·集合与常用逻辑用语）边界即「交并运算的基本性质与韦恩图示法」。｜材料正文原句（materials[24]）,slice-06
MATH,函数图象的对称变换,ext-mat-80fe6c0ef5-001l,函数图象的对称变换,,KEEP,材料是该节点的互对称面：「$y=f(x)$ 与 $y=-f(x)$ 的图象关于 $x$ 轴对称」「$y=f(x)$ 与 $y=f(-x)$ 的图象关于 $y$ 轴对称」「$y=a^{x}$…与 $y=\log_{a}x$…的图象关于直线 $y=x$ 对称」；节点边界区分自对称与互对称，本材料属后者（节点别名「两个函数图象之间的对称关系」）。｜材料正文原句（materials[26]）,slice-06
MATH,函数图象的翻折变换,ext-mat-6065724639-001d,函数图象的翻折变换,,KEEP,§4.2-1 首要教学对象｜正文原句「两条翻折规律：一是由函数图象得到“函数值取绝对值”后的图象：把 $x$ 轴下方的部分沿 $x$ 轴翻折到 $x$ 轴上方」「常见错误：把两者混为一谈。」,slice-07
MATH,函数图象的翻折变换,ext-mat-80fe6c0ef5-001x12,函数图象的翻折变换,,KEEP,§4.2-1 首要教学对象｜正文原句「### 一、由 $y=f(x)$ 到 $y=|f(x)|$ 保留 $x$ 轴上及 $x$ 轴上方的图象，将 $x$ 轴下方的图象翻折上去。」标题与节点同名。,slice-07
MATH,函数图象的翻折变换,ext-mat-91e0c2ace8-016b,函数图象的翻折变换,,KEEP,§4.2-1 首要教学对象｜正文原句「**① 下翻上**：以 $g(x)=|f(x)|$ 为例，只需把 $f(x)$ 图象中 $f(x)<0$ 部分的图形沿 $x$ 轴翻折上来」「**② 右翻左**：以 $g(x)=f(|x|)$ 为例」——标题与节点同名；候选行 own-subject-detached 属机械口径把公式首行当主语所致，材料本身正是节点面。,slice-07
MATH,函数图象的翻折变换,ext-mat-a0656377b5-004b,函数图象的翻折变换,,KEEP,§4.2-1 首要教学对象｜正文原句「**两种翻折**：① $y=|f(x)|$：先画 $y=f(x)$，保留 $x$ 轴及其上方的部分，把 $x$ 轴下方的部分沿 $x$ 轴翻折到上方」「② $y=f(|x|)$：先画 $y=f(x)$ 在 $y$ 轴右侧的部分并去掉左侧，再把右侧部分沿 $y$ 轴翻折到左侧，所得图象关于 $y$ 轴对称，函数为偶函数。」后两段（含绝对值方程、四个根成对）落在节点边界明写的【含参数时注意水平直线与翻折图象相切】范围内。,slice-07
MATH,函数极值与最值的关系,ext-mat-04db4c6b00-003,函数极值与最值的关系,,KEEP,标题与节点同轴、正文即节点的核心辨析：「函数的极值是局部概念…函数的最值是整体概念…极大值不一定比极小值大，极大值也不一定是最大值」，与节点边界(1)(2)（整体概念、开区间唯一极值即最值）逐句对应。｜材料正文原句（materials[29]）,slice-06
MATH,函数极值与最值的关系,math-hj-s35-param-extreme,函数极值与最值的关系,,KEEP,材料是含参最值讨论的操作面：「按参数分类确定单调区间并画草图」「由最值（值域）条件列关于参数的方程或不等式」「检验解是否落在对应讨论分支内」；同节点既有「含参数函数最值的讨论」「由最值求参数（最值在极值点处取到）」「条件最值的消参法与换元法」同类材料。｜材料正文原句（materials[23]）,slice-06
MATH,利用奇偶性求值-将待求函数值或不等式利用奇偶性转化为已知区间上的函数值求解,ext-mat-ad72a3be75-002,利用奇偶性求值-将待求函数值或不等式利用奇偶性转化为已知区间上的函数值求解,利用奇偶性求解析式,REBIND,§4.2-1/5 首要教学对象+首句动作｜正文原句「已知奇函数在一侧的解析式，可以利用 $f(x)=-f(-x)$ 求另一侧对称区间上的表达式。」——首段即求对称区间解析式，与目标节点边界【用 $f(-x)=-f(x)$ 时要先确认 $-x$ 落在已知解析式的区间内】逐句对应；第三段才延伸到零点个数。,slice-07
MATH,利用奇偶性求值-将待求函数值或不等式利用奇偶性转化为已知区间上的函数值求解,math-derivative-closed-interval-max-min-endpoints,利用奇偶性求值-将待求函数值或不等式利用奇偶性转化为已知区间上的函数值求解,利用导数研究函数的最值,REBIND,§4.2-1/5 首要教学对象+首句动作｜正文原句「1. 求出区间内的所有极值点及极值。2. 计算区间端点处的函数值。3. 比较各值大小，最大者为最大值，最小者为最小值。」——全篇与奇偶性无关；目标节点已收 4 条同型《闭区间上求（函数）最值的步骤》，同页同源材料 math-derivative-monotonicity-three-steps 亦现绑该节点。,slice-07
MATH,利用奇偶性求值-将待求函数值或不等式利用奇偶性转化为已知区间上的函数值求解,math-even-function-opposite-interval-monotonicity,利用奇偶性求值-将待求函数值或不等式利用奇偶性转化为已知区间上的函数值求解,利用奇偶性与单调性解不等式,REBIND,"§4.2-1/5 首要教学对象+首句动作｜正文原句「1. 偶函数 $f(x)$ 在 $(-b,-a)$ 与 $(a,b)$ 上单调性相反。2. 若 $f(x)$ 在 $[0,+\infty)$ 上递增，则 $f(A)<f(B)\Leftrightarrow|A|<|B|$；递减时不等号反向。3. 解绝对值不等式得自变量范围。」——全篇动作落在解不等式（脱 f、去绝对值），不是求值；目标节点已收同型材料《用奇偶性加单调性解抽象不等式》。",slice-07
MATH,利用奇偶性求值-将待求函数值或不等式利用奇偶性转化为已知区间上的函数值求解,math-fx-geijiao-qiuzhi-chaiteshu,利用奇偶性求值-将待求函数值或不等式利用奇偶性转化为已知区间上的函数值求解,三角恒等变换,REBIND,"§4.2-1 首要教学对象｜正文原句「1. 拆分：找目标角与特殊角（$30°,45°,60°,90°$ 等）的和差倍半关系，如 $15°=45°-30°$、$75°=45°+30°$」——对象是非特殊角的求值拆分；目标节点已收《给角求值的三个处理方向》《给角求值的拆分与凑角》（该节点 55 条材料，已远超 §4.4 的 4 条上限，旁车登记）。",slice-07
MATH,利用奇偶性求值-将待求函数值或不等式利用奇偶性转化为已知区间上的函数值求解,math-fx-jidi-youxian-sixiang,利用奇偶性求值-将待求函数值或不等式利用奇偶性转化为已知区间上的函数值求解,平面向量基本定理,REBIND,§4.2-1/5 首要教学对象+首句动作｜正文原句「1. 基底选择原则：选已知长度、夹角的向量（如矩形邻边、菱形边）」「2. 唯一性转化：若 $x\vec{e_1}+y\vec{e_2}=x'\vec{e_1}+y'\vec{e_2}$（基底不共线），则 $x=x'$ 且 $y=y'$，由此列方程组求参数。」——全篇讲平面向量的基底表示与表示唯一性，与奇偶性无关。,slice-07
