subject,point_slug,prereq_slug,verdict,reason
CHEMISTRY,合金,各类物质的化学通性,unrelated,物质通性与合金概念无前置关系
CHEMISTRY,铁的物理性质,铁的氧化物组成的确定,unrelated,氧化物组成确定与铁物理性质无关
CHEMISTRY,铁的化学性质,铁的制备和性质,inverted,化学性质是制备与性质主题的一部分
CHEMISTRY,铁盐的性质及应用,铁盐,valid,性质应用建立在铁盐知识之上
CHEMISTRY,fe2-与fe3-的相互转化,fe-oh-3胶体的制备,unrelated,胶体制备非Fe2+与Fe3+转化的前置
CHEMISTRY,铁的制备和性质,铁及其化合物的转化,inverted,转化关系图基于铁及其化合物性质
CHEMISTRY,铁与水蒸气反应的注意事项,钠的用途,unrelated,钠的用途与铁水蒸气反应无关
CHEMISTRY,铁的氢氧化物的稳定性,铁的氢氧化物,valid,稳定性是铁的氢氧化物的性质
CHEMISTRY,铁的氧化物组成的确定,铁的氧化物,valid,确定组成需先掌握铁的氧化物种类与铁价
CHEMISTRY,电解和电解池,电解原理易错点,inverted,易错点是电解基础的派生 方向反
CHEMISTRY,电解饱和食盐水-氯碱工业,电解质的电离的-易错点,unrelated,易错点总结非氯碱工业的前置
CHEMISTRY,金属腐蚀的类型,金属腐蚀的本质,valid,本质失电子是划分腐蚀类型的基础
CHEMISTRY,了解电镀原理,主要仪器,unrelated,仪器知识不是电镀原理的前置
CHEMISTRY,设计和制作一个氢氧燃料电池,胶体知识易错点,unrelated,胶体易错点与燃料电池无关
CHEMISTRY,电解水,电解和电解池,valid,电解水是电解基础的具体应用
CHEMISTRY,制作一个氢氧燃料电池,分析电解过程的思维程序,unrelated,燃料电池属原电池 与电解程序无关
CHEMISTRY,电解原理易错点,电解原理应用的四点注意事项,unrelated,二者平行 同为电解易错点
CHEMISTRY,电解原理应用的四点注意事项,电荷守恒在离子推断中的应用,unrelated,离子推断技巧非电解注意事项前置
CHEMISTRY,分析电解过程的思维程序,分散系的分类,unrelated,分散系分类与电解分析无关
CHEMISTRY,镁的化学性质,镁及其化合物的难点释疑,inverted,难点释疑是镁性质基础的派生 方向反
CHEMISTRY,镁的重要化合物,镁的化学性质,unrelated,单质与化合物是平行内容
CHEMISTRY,海水提取镁,海水提取溴,unrelated,平行工艺流程 无前置关系
CHEMISTRY,单质铜的化学性质,化学键,unrelated,化学键理论非铜性质的前置
CHEMISTRY,氢氧化铜,气体摩尔体积,unrelated,气体摩尔体积与氢氧化铜无关
CHEMISTRY,铜盐,铜及其化合物的易错点,inverted,易错点是铜化合物基础的派生 方向反
CHEMISTRY,金属矿物的开发利用,金属材料和金属的冶炼易错点,inverted,易错点是冶炼基础的派生 方向反
CHEMISTRY,海水提镁的工艺流程分析,海水提取镁,valid,流程分析需先掌握提镁工艺
CHEMISTRY,铜及其化合物的性质,铁盐的性质及应用,unrelated,铜化合物与铁盐是平行内容
CHEMISTRY,红色物质cu和cu2o的检验,离子键,unrelated,离子键与cu和cu2o检验无关
CHEMISTRY,镁及其化合物的难点释疑,铜盐,unrelated,铜盐与镁化合物无关
CHEMISTRY,金属及其化合物的制备,还原剂,valid,冶炼属氧化还原 需先掌握还原剂
CHEMISTRY,热重分析确定金属化合物的组成,漂白粉,unrelated,漂白粉与热重分析无关
CHEMISTRY,铜及其化合物的易错点,铜及其化合物的性质,valid,易错点建立在性质基础之上
CHEMISTRY,铁及其化合物的转化,铁与水蒸气反应的注意事项,unrelated,具体反应注意事项非整体转化前置
CHEMISTRY,有关铁及其化合物的除杂,忽视溶液中水的存在,unrelated,溶液中的水属计算易错点 与除杂无关
CHEMISTRY,铁的原子结构和存在,铁的化学性质,inverted,结构是性质基础 方向反
CHEMISTRY,常见金属材料,常见的物质分类的几个误区,unrelated,物质分类误区与金属材料无关
CHEMISTRY,金属材料和金属的冶炼易错点,金属材料,valid,易错点建立在金属材料基础之上
CHEMISTRY,金属材料,金属及其化合物的制备,unrelated,合金概念与制备技法平行
CHEMISTRY,核素,有关铁及其化合物的除杂,unrelated,核素概念与铁除杂无关
CHEMISTRY,离子键,离子方程式,unrelated,离子键属结构概念 与离子方程式无关
CHEMISTRY,电子式,物质间转化的5个常见易错点,unrelated,电子式与转化易错点无关
CHEMISTRY,对角线规则,对物质的元素组成的几个误区,unrelated,元素组成误区与对角线规则无关
CHEMISTRY,元素金属性强弱的判断,元素周期表的结构,valid,金属性判断依托周期表位置
CHEMISTRY,元素非金属性强弱的判断,元素金属性强弱的判断,unrelated,金属性与非金属性判断平行
CHEMISTRY,电负性的三个重要应用,电负性,valid,应用建立在电负性概念之上
CHEMISTRY,根据文字描述信息推断元素,根据分子-离子-结构推断元素,unrelated,两种平行的元素推断题型
CHEMISTRY,元素周期表,元素周期律的内容及实质,inverted,周期表是周期律的基础 方向反
CHEMISTRY,元素周期律,从海水中提取物质的思路,unrelated,海水提取思路与周期律无关
CHEMISTRY,元素周期表的结构,元素周期表的应用,inverted,应用是结构的派生 方向反
CHEMISTRY,元素周期表的应用,元素周期表及其应用易混易错点,inverted,易错点是派生总结 方向反
CHEMISTRY,元素周期律的内容及实质,元素周期律,unrelated,同概念的不同侧面
CHEMISTRY,元素周期表及其应用易混易错点,元素周期表,valid,易错点建立在周期表基础之上
CHEMISTRY,二氧化硫,二氧化硅,unrelated,二氧化硫与二氧化硅平行氧化物
CHEMISTRY,三氧化硫,一氧化氮,unrelated,三氧化硫与一氧化氮无关联
CHEMISTRY,氮气,氮及化合物的-十大-误区,inverted,十大误区是章节派生总结 方向反
CHEMISTRY,一氧化氮,一次电池,unrelated,一氧化氮与一次电池无关
CHEMISTRY,二氧化氮,二次电池,unrelated,二氧化氮与二次电池无关
CHEMISTRY,铵盐,金属冶炼,unrelated,铵盐与金属冶炼无关
CHEMISTRY,硝酸,硅酸盐,unrelated,硝酸与硅酸盐无关
CHEMISTRY,酸雨,酯化反应,unrelated,酸雨与酯化反应无关
CHEMISTRY,硫单质,硫化钠转化为单质硫,inverted,具体转化实验是基础的派生 方向反
CHEMISTRY,硫酸,硫转化为硫化亚铁,unrelated,硫到硫化亚铁不在硫酸路径上
CHEMISTRY,硫化钠转化为单质硫,硝酸,unrelated,硝酸与硫化钠转化无关
CHEMISTRY,浓硫酸转化为二氧化硫,浓硫酸,valid,浓硫酸性质是该反应的基础
CHEMISTRY,硫转化为硫化亚铁,硫及其重要化合物的知识盲点,inverted,知识盲点是派生总结 方向反
CHEMISTRY,二氧化硫的尾气处理,二氧化硫,valid,尾气处理是二氧化硫性质的应用
CHEMISTRY,氮的氧化物,氮气,valid,氮气是制取氮的氧化物的起点
CHEMISTRY,氨的化学性质,杂化轨道理论,unrelated,氨的性质属必修内容，与杂化轨道理论无关
CHEMISTRY,铵盐及nh的检验,铵盐,valid,铵盐与碱加热放氨是检验铵根的前提
CHEMISTRY,形成喷泉的原理,平衡转化率,unrelated,喷泉由溶解造成压强差，与平衡转化率无关
CHEMISTRY,常见的装置,常见有机合成路线,unrelated,实验装置与有机合成路线无前置关系
CHEMISTRY,碳中和,碳-硅及其化合物的知识盲点,unrelated,碳中和是碳循环概念，不依赖碳硅盲点汇总
CHEMISTRY,氮及化合物的-十大-误区,氨的化学性质,valid,氮化合物误区辨析需先掌握氨的化学性质
CHEMISTRY,现象描述答题模板,物质的量-或浓度-时间图像,unrelated,现象描述模板与速率平衡图像无关联
CHEMISTRY,硫及其重要化合物的知识盲点,硫单质,valid,硫的知识盲点建立在硫单质等基础知识上
CHEMISTRY,二氧化硅,二氧化氮,unrelated,两种不同元素的化合物，名称相似无关系
CHEMISTRY,硅酸盐,硅酸和硅酸盐,unrelated,硅酸盐包含于该复合点中，不构成前置
CHEMISTRY,陶瓷,键的极性和分子的极性,unrelated,陶瓷属硅酸盐材料，与键极性和分子极性无关
CHEMISTRY,玻璃,现象描述答题模板,unrelated,玻璃成分性质与现象答题模板无关
CHEMISTRY,水泥,氮的氧化物,unrelated,水泥属硅酸盐材料，与氮的氧化物无关
CHEMISTRY,硅酸和硅酸盐,硅的工业制法,unrelated,硅酸硅酸盐学习不需要先会工业制硅
CHEMISTRY,熟记硅及其化合物的特殊性质,烷烃的命名,unrelated,硅化合物特殊性质与烷烃命名无关
CHEMISTRY,硅的工业制法,硅及其化合物的-七大-误区,inverted,误区汇总以制粗硅等基础为前置，方向反
CHEMISTRY,碳-硅及其化合物的知识盲点,硫酸,unrelated,碳硅盲点与硫酸属不同元素体系，无关
CHEMISTRY,硅及其化合物的-七大-误区,盖斯定律的应用,unrelated,硅化合物误区与盖斯定律应用无关
CHEMISTRY,各种硅酸的结构,可逆反应的特点及应用,unrelated,硅酸结构属无机非金属，与可逆反应无关
CHEMISTRY,吸热反应,含量-转化率-投料比图像,unrelated,吸放热反应概念与平衡投料图像无关
CHEMISTRY,燃料电池,熵和熵变的含义,unrelated,燃料电池属原电池，不依赖熵变概念
CHEMISTRY,燃料电池,制作一个氢氧燃料电池,inverted,制作氢氧电池是燃料电池的实验应用，方向反
CHEMISTRY,可逆反应,可充电电池题目的解答思路,unrelated,可逆反应概念不是电池题解答的前置
CHEMISTRY,转化率,超分子,unrelated,转化率属化学平衡，与超分子无关
CHEMISTRY,勒夏特列原理,加成反应,unrelated,勒夏特列原理与有机加成反应无关
CHEMISTRY,吸热反应和放热反应,吸热反应,valid,选修反应热建立在必修吸放热反应基础上
CHEMISTRY,盖斯定律的应用,盖斯定律,valid,先掌握盖斯定律才能应用其计算反应热
CHEMISTRY,主要依据,中心原子杂化类型的判断,unrelated,点名残缺且属热效应章节，与杂化判断无关
CHEMISTRY,规避两个易失分点,苯的同系物的命名,unrelated,失分点所属内容不明，与苯同系物命名无关
CHEMISTRY,δh与反应的-可逆性,so检验的易错点,unrelated,反应可逆性与硫酸根检验无关
CHEMISTRY,反应机理,原电池原理的应用,unrelated,反应机理属反应速率，与原电池应用无关
CHEMISTRY,过渡态理论,转化率,unrelated,过渡态理论讲活化能，与平衡转化率无关
CHEMISTRY,催化剂与反应历程,催化剂与化学反应,valid,先懂催化剂概念才能学其改变反应历程
CHEMISTRY,速率常数和速率方程,速率-时间图像,unrelated,速率方程与速率时间图像属平行内容
CHEMISTRY,可逆反应的特点及应用,可逆反应,valid,先学可逆反应概念再学其特点及应用
CHEMISTRY,勒夏特列原理及应用,勒夏特列原理,valid,先学勒夏特列原理再学其应用
CHEMISTRY,一次电池,一些有机物的命名,unrelated,一次电池属电化学，与有机物命名无关
CHEMISTRY,二次电池,乙醇,unrelated,二次电池与乙醇属不同领域，无关
CHEMISTRY,可充电电池题目的解答思路,取代反应,unrelated,电池题解答与有机取代反应无关
CHEMISTRY,平衡常数的应用,平衡常数-x1,valid,先学平衡常数概念才能应用其判断方向
CHEMISTRY,平衡转化率,平衡类问题需考虑的几个方面,inverted,平衡问题分析常用转化率，方向反
CHEMISTRY,压强平衡常数,化工生产中的复杂图像分析,unrelated,压强平衡常数是概念，不依赖图像分析
CHEMISTRY,价层电子对互斥模型,二氧化硫的尾气处理,unrelated,价层电子对互斥模型与尾气处理无前置关系
CHEMISTRY,杂化轨道理论,有机物组成和结构的确定,unrelated,杂化轨道理论与有机物结构测定无关
CHEMISTRY,等电子原理,碳中和,unrelated,等电子原理与碳中和概念无关
CHEMISTRY,键的极性和分子的极性,键参数及其应用,unrelated,键极性由电负性决定，与键参数平行无关
CHEMISTRY,配位键,配位化合物,inverted,配位化合物基于配位键概念，方向反
CHEMISTRY,配位化合物,速率常数和速率方程,unrelated,配合物属分子结构，与速率方程无关
CHEMISTRY,键参数及其应用,键参数,valid,先学键参数再学其应用
CHEMISTRY,分子空间构型,分子的性质,inverted,分子极性溶解性由空间构型决定，方向反
CHEMISTRY,配位键和配合物,配位键,valid,配合物学习以配位键知识为前提
CHEMISTRY,有关化学键易错点,有关化学平衡常数易混易错点,unrelated,化学键易错点与平衡常数易错点无关
CHEMISTRY,有关分子的性质的易混易错点,放热反应,unrelated,分子性质易错点与放热反应无关
CHEMISTRY,有关配合物的易混易错点,有关化学键易错点,valid,配位键属特殊共价键，需化学键基础
CHEMISTRY,中心原子杂化类型的判断,中和热-燃烧热的注意点,unrelated,杂化类型判断与中和热燃烧热无关
CHEMISTRY,分子间作用力对物质性质的影响,分子间作用力,valid,先学分子间作用力再学其对性质的影响
CHEMISTRY,影响分子溶解性的因素,形成喷泉的原理,unrelated,溶解性因素是理论点，不依赖喷泉实验
CHEMISTRY,自发反应,聚合反应,unrelated,自发反应判据与聚合反应无关
CHEMISTRY,熵和熵变的含义,熟记硅及其化合物的特殊性质,unrelated,熵的含义与硅化合物特殊性质无关
CHEMISTRY,合成氨反应的特点,各种硅酸的结构,unrelated,合成氨反应特点与硅酸结构无关
CHEMISTRY,平衡类问题需考虑的几个方面,平衡常数的应用,valid,平衡常数的应用是处理平衡问题的核心方面
CHEMISTRY,速率-时间图像,过渡态理论,unrelated,速率-时间图像不需要过渡态理论
CHEMISTRY,全程速率-时间图像,催化剂与反应历程,unrelated,全程速率图像与催化剂历程无关联
CHEMISTRY,含量-转化率-投料比图像,同系物,unrelated,平衡投料比图像与有机同系物无关
CHEMISTRY,工业生产中的速率和平衡图像,工业生产中化学反应条件的选择,valid,工业图像是速率与平衡条件选择的体现
CHEMISTRY,化工生产中的复杂图像分析,化学键对物质性质的影响,unrelated,化学键与物质性质和化工图像无关
CHEMISTRY,多重平衡体系类型,外界条件对化学平衡的影响,valid,多重平衡分析须先会外界条件移动
CHEMISTRY,多重平衡体系规则,多重平衡体系类型,valid,多重平衡规则建立在体系类型之上
CHEMISTRY,取代反应,反应热-焓变,unrelated,有机取代反应与反应热无关
CHEMISTRY,同系物,同分异构现象和同分异构体,unrelated,同系物与同分异构体为平行概念
CHEMISTRY,同分异构体,合成氨反应的特点,unrelated,同分异构体与合成氨特点无关
CHEMISTRY,加成反应,判断化学反应的自发性,unrelated,加成反应与自发性判断无关
CHEMISTRY,聚合反应,绿色化学,unrelated,聚合反应与绿色化学无关
CHEMISTRY,酯化反应,配位键和配合物,unrelated,酯化反应与配位键无关
CHEMISTRY,苯的同系物的命名,自然资源的开发利用,unrelated,苯同系物命名与资源利用无关
CHEMISTRY,同分异构现象和同分异构体,同分异构体,unrelated,同一概念在不同教材的侧面
CHEMISTRY,简单有机物同分异构体的书写,等电子原理,unrelated,同分异构体书写与等电子原理无关
CHEMISTRY,命名原则,吸热反应和放热反应,unrelated,有机命名原则与吸放热反应无关
CHEMISTRY,一些有机物的命名,δh与反应的-可逆性,unrelated,有机命名与ΔH可逆性无关
CHEMISTRY,有机物的分离和提纯,有机物命名易错点,unrelated,分离提纯与命名易错点平行
CHEMISTRY,有机物组成和结构的确定,有机物的分离和提纯,unrelated,结构确定与分离提纯为并列知识点
CHEMISTRY,有机物分类易混易错点,有机物分子结构的确定,unrelated,分类易错点与结构确定无关
CHEMISTRY,有机物命名易错点,有机物分类易混易错点,unrelated,命名易错点与分类易错点并列
CHEMISTRY,常见有机反应类型总结,常见喷泉的类型,unrelated,有机反应类型与喷泉实验无关
CHEMISTRY,依据反应条件判断有机反应类型,价层电子对互斥模型,unrelated,有机反应类型判断与VSEPR无关
CHEMISTRY,常见的限制条件总结,常见的装置,unrelated,合成限制条件与无机组件无关
CHEMISTRY,乙烯,影响化学反应速率的因素,unrelated,乙烯与速率影响因素无关
CHEMISTRY,乙醇,乙酸,unrelated,乙醇与乙酸为平行物质
CHEMISTRY,乙酸,乙烯,unrelated,乙酸与乙烯为平行物质
CHEMISTRY,基本营养物质,基元反应,unrelated,基本营养物质与基元反应无关
CHEMISTRY,有机物分子结构的确定,有机合成中碳骨架的构建,unrelated,结构确定与碳骨架构建无关
CHEMISTRY,海水资源,浓硫酸转化为二氧化硫,unrelated,海水资源与二氧化硫制法无关
CHEMISTRY,金属冶炼,酸雨,unrelated,金属冶炼与酸雨无关
CHEMISTRY,自然资源的开发利用,自发反应,unrelated,资源利用与自发反应无关
CHEMISTRY,绿色化学,简单有机物同分异构体的书写,unrelated,绿色化学与同分异构体书写无关
CHEMISTRY,焓变,烷烃的命名,unrelated,焓变与烷烃命名无关
CHEMISTRY,热化学方程式,炔烃的化学性质,unrelated,热化学方程式与炔烃性质无关
CHEMISTRY,盖斯定律,盐类水解的影响因素,unrelated,盖斯定律与盐类水解因素无关
CHEMISTRY,盖斯定律,甲烷,unrelated,盖斯定律与甲烷无关
CHEMISTRY,燃烧热,煤的综合利用,unrelated,燃烧热与煤的综合利用无关
CHEMISTRY,燃烧热,燃料电池,unrelated,燃烧热与燃料电池无关
CHEMISTRY,中和热,中和滴定,unrelated,中和热与中和滴定无关
CHEMISTRY,键能,键参数,inverted,键能是基本概念且为键参数组成部分
CHEMISTRY,常见的氧化剂与还原剂,常见仪器,unrelated,氧化还原剂与常见仪器无关
CHEMISTRY,氧化性-还原性的判断,氢键,unrelated,氧化还原性判断与氢键无关
CHEMISTRY,根据反应事实判断性质的强弱,核酸的结构与性质,unrelated,氧化还原判断与核酸无关
CHEMISTRY,反应热,原电池,unrelated,反应热与原电池无关
CHEMISTRY,反应热-焓变,反应机理,unrelated,反应热与反应机理无关
CHEMISTRY,活化能,油脂,unrelated,活化能与油脂无关
CHEMISTRY,催化剂,以烯烃-炔烃为原料的有机合成,unrelated,催化剂概念与有机合成无关
CHEMISTRY,平衡常数-x1,常见的氧化剂与还原剂,unrelated,平衡常数与常见氧化还原剂无关
CHEMISTRY,平衡常数-x1,常见的限制条件总结,unrelated,平衡常数与合成限制条件无关
CHEMISTRY,等效平衡,离子晶体,unrelated,等效平衡与离子晶体无关
CHEMISTRY,强电解质与弱电解质,弱电解质的电离平衡,inverted,强电解质弱电解质分类先于电离平衡
CHEMISTRY,电离常数,电极反应式,unrelated,电离常数与电极反应式无关
CHEMISTRY,电离度,电离平衡中的7个易错点,inverted,易错点预设电离度这一概念
CHEMISTRY,部分弱酸的电离常数如下表,过滤,unrelated,Ka比较酸性强弱与过滤无关
CHEMISTRY,ksp的影响因素,陶瓷,unrelated,Ksp影响因素与陶瓷无关
CHEMISTRY,沉淀滴定法,沉淀溶解平衡的应用,valid,沉淀滴定是沉淀溶解平衡的应用
CHEMISTRY,化学平衡,化学反应速率,valid,平衡的条件是正逆反应速率相等
CHEMISTRY,化学平衡状态的判断,化学平衡状态,valid,平衡状态概念是判断是否达到平衡的基础
CHEMISTRY,化学平衡状态的特征及判断,化学平衡状态的判断,unrelated,判断只是特征及判断的组成部分，同概念重叠
CHEMISTRY,影响化学平衡的因素,影响化学反应速率的因素,unrelated,可用勒夏特列原理独立分析，非速率因素必需前置
CHEMISTRY,关于化学平衡状态的易错易混点,关于化学反应速率易错易混点,unrelated,两个不同主题的易错点集合，互不依赖
CHEMISTRY,化学平衡常数,化学平衡,valid,先理解化学平衡，才能建立平衡常数概念
CHEMISTRY,化学平衡常数的影响因素,化学平衡常数的应用,inverted,常数的应用应在影响因素之后，方向反
CHEMISTRY,化学平衡常数及影响因素,化学平衡常数,unrelated,常数及影响因素包含常数本身，同概念重叠
CHEMISTRY,化学平衡常数的应用,化学平衡常数及影响因素,valid,先掌握常数及影响因素，才能进行应用
CHEMISTRY,有关化学平衡常数易混易错点,有关分子的性质的易混易错点,unrelated,平衡常数易错点与分子结构性质无关
CHEMISTRY,化学平衡状态,化学反应速率,valid,平衡态由正逆反应速率相等定义，须先懂速率
CHEMISTRY,化学平衡状态,化学平衡常数的影响因素,inverted,平衡常数是平衡态之后的内容，方向反
CHEMISTRY,化学平衡的移动,化学平衡状态,valid,先有平衡状态概念，才能讨论平衡移动
CHEMISTRY,化学平衡的移动,化学平衡状态的特征及判断,valid,移动分析依赖平衡特征如正逆速率相等
CHEMISTRY,物质的量-或浓度-时间图像,物质变化过程中的化学键变化,unrelated,浓度时间图像属速率平衡，与化学键变化无关
CHEMISTRY,化学反应的本质,勒夏特列原理及应用,unrelated,反应本质是断键成键，与勒夏特列原理无关
CHEMISTRY,化学反应速率,化学反应的热效应的易混易错点,unrelated,反应速率与热效应易错点无依赖关系
CHEMISTRY,化学反应速率,分离提纯,unrelated,分离提纯是实验技术，与反应速率无关
CHEMISTRY,影响化学反应速率的因素,影响分子溶解性的因素,unrelated,溶解性因素属分子结构章，与速率因素无关
CHEMISTRY,影响化学反应速率的因素,主要依据,unrelated,主要依据指热化学判断，与速率因素无关
CHEMISTRY,化学反应的热效应的易混易错点,化学反应的本质,valid,反应热源于断键吸热成键放热，本质是前提
CHEMISTRY,催化剂与化学反应,依据反应条件判断有机反应类型,unrelated,有机反应类型判断与催化剂概念无关
CHEMISTRY,关于化学反应速率易错易混点,共价键的分类,unrelated,共价键分类属结构章，与速率易错点无关
CHEMISTRY,判断化学反应的自发性,分子间作用力对物质性质的影响,unrelated,自发性用焓熵判据，与分子间作用力无关
CHEMISTRY,工业生产中化学反应条件的选择,工业合成氨的适宜条件,inverted,合成氨是条件选择原理的应用实例，方向反
CHEMISTRY,弱电解质的电离,平衡常数-x1,valid,电离常数是平衡常数的特例，须先懂平衡常数
CHEMISTRY,酸碱中和滴定,酸-碱稀释时的两个误区,unrelated,稀释误区讲稀释时pH变化，非滴定前置
CHEMISTRY,盐类水解,盐溶液酸碱性的判断,inverted,盐溶液酸碱性正由水解理论判断，方向反
CHEMISTRY,溶度积,活化能,unrelated,溶度积是沉淀溶解平衡常数，与活化能无关
CHEMISTRY,酸碱中和滴定的关键,酸碱中和滴定-八-个提醒,unrelated,关键与八个提醒均为滴定操作提示，平行
CHEMISTRY,滴定曲线,溶液的酸碱性,valid,滴定曲线解释溶液酸碱性变化，须先懂酸碱性
CHEMISTRY,误差分析,蛋白质的结构与性质,unrelated,滴定误差分析与蛋白质结构性质无关
CHEMISTRY,盐溶液,电负性,unrelated,盐溶液与电负性原子结构无关
CHEMISTRY,ph试纸的规范使用,vsepr模型,unrelated,pH试纸使用与VSEPR分子模型无关
CHEMISTRY,酸-碱稀释时的两个误区,酰胺,unrelated,酸碱稀释误区与酰胺有机物无关
CHEMISTRY,酸碱中和滴定-八-个提醒,酸碱中和滴定,valid,八个提醒是滴定操作的细节提示，须先懂滴定
CHEMISTRY,盐类水解的影响因素,盐类水解的三个误区,inverted,水解误区针对影响因素中的位移与程度，方向反
CHEMISTRY,溶液中微粒种类的判断,溶度积,unrelated,微粒种类判断用于浓度比较，与溶度积无关
CHEMISTRY,六种盐溶液蒸干后产物的判断,元素-核素-同位素,unrelated,蒸干产物依据盐的水解性质，与核素无关
CHEMISTRY,盐类水解的三个误区,盐类水解,valid,三个误区针对盐类水解理论，须先懂水解
CHEMISTRY,盐溶液酸碱性的判断,盐溶液,valid,先理解盐水解致酸碱性的原理，再学判断方法
CHEMISTRY,电离平衡,电离常数,inverted,电离常数在电离平衡基础上定义，方向反
CHEMISTRY,弱电解质的电离平衡,弱电解质的电离,valid,先懂弱电解质部分电离，再建立电离平衡
CHEMISTRY,电离平衡中的7个易错点,电离平衡,valid,易错点针对电离平衡知识，须先懂电离平衡
CHEMISTRY,水的电离,氨基酸的结构与性质,unrelated,水的电离与氨基酸结构性质无关
CHEMISTRY,溶液的ph,溶液中微粒种类的判断,unrelated,pH定义不依赖微粒种类判断，二者无前后关系
CHEMISTRY,水的离子积常数,水的电离易错-七-点,inverted,KW由水电离定义，先于其易错点，方向反
CHEMISTRY,水的电离平衡移动的影响因素,水的电离,valid,先有水的电离，再分析条件使其平衡移动
CHEMISTRY,溶液的酸碱性,溶液的ph,inverted,酸碱性由氢氧离子相对大小定，先于pH
CHEMISTRY,外界条件对水的电离平衡的影响,基本概念,unrelated,单体链节聚合度属高分子，与水电离无关
CHEMISTRY,水的电离易错-七-点,水的电离平衡移动的影响因素,valid,易错点针对水电离移动规律，须先懂影响因素
CHEMISTRY,沉淀溶解平衡,水的离子积常数,unrelated,溶度积基于平衡常数，Kw仅作类比非必需
CHEMISTRY,影响沉淀溶解平衡的因素,强电解质与弱电解质,unrelated,沉淀溶解平衡移动靠平衡分析，与强弱电解质无关
CHEMISTRY,沉淀溶解平衡的应用,沉淀溶解平衡易错六点,unrelated,应用与易错点均为沉淀溶解平衡派生内容
CHEMISTRY,沉淀溶解平衡易错六点,沉淀溶解平衡,valid,易错六点针对沉淀溶解平衡知识，须先懂
CHEMISTRY,电极反应式,电子数相等的粒子的判断与应用,unrelated,电极反应式依氧化还原，与等电子微粒无关
CHEMISTRY,电解原理,电离能,unrelated,电解原理与电离能原子结构无关
CHEMISTRY,原电池,原子结构易混易错知识点,unrelated,原电池基于氧化还原，与原子结构易错点无关
CHEMISTRY,原电池,原子经济性,unrelated,原子经济性是绿色化学概念，与原电池无关
CHEMISTRY,原电池原理的应用,原电池,valid,先懂原电池原理，再学其应用如腐蚀防护
CHEMISTRY,电解池,电解原理,valid,先有电解概念与原理，再具体到电解池
CHEMISTRY,金属的腐蚀,金属晶体,unrelated,腐蚀机理属电化学，与晶体结构无关
CHEMISTRY,金属的防护,金属的腐蚀,valid,防护措施针对腐蚀机理提出
CHEMISTRY,键参数,铝的物理性质,unrelated,铝的物理性质与键参数无关
CHEMISTRY,键参数,铵盐及nh的检验,unrelated,铵盐检验与键参数无关
CHEMISTRY,共价键,元素非金属性强弱的判断,unrelated,非金属性强弱判断与共价键无关
CHEMISTRY,共价键,全程速率-时间图像,unrelated,速率时间图像与共价键无关
CHEMISTRY,共价键,共价晶体,inverted,共价晶体是依托共价键的后续晶体概念
CHEMISTRY,共价键的分类,共价键及键参数易混易错点,unrelated,易错点为同主题归纳，非前置
CHEMISTRY,共价键及键参数易混易错点,共价键,valid,易错点需先掌握共价键
CHEMISTRY,分子的极性,分子晶体,unrelated,两概念分属不同章，互非前置
CHEMISTRY,杂化轨道,有机物的结构特点,unrelated,有机物结构特点与杂化轨道无关
CHEMISTRY,vsepr模型,ksp的影响因素,unrelated,Ksp影响因素与VSEPR模型无关
CHEMISTRY,分子的性质,分子-或离子-空间结构的判断,valid,分子极性依赖空间结构判断
CHEMISTRY,晶体,新型化学电源,unrelated,新型化学电源与晶体无关
CHEMISTRY,物质的聚集状态,物质检验,unrelated,物质检验与聚集状态无关
CHEMISTRY,晶胞,晶体与非晶体,valid,晶胞描述晶体结构，先需晶体概念
CHEMISTRY,过渡晶体与混合型晶体,误差分析,unrelated,滴定误差分析与晶体分类无关
CHEMISTRY,分子晶体,几种重要的醛-酮,unrelated,醛酮内容与分子晶体无关
CHEMISTRY,共价晶体,六种盐溶液蒸干后产物的判断,unrelated,蒸干产物判断与共价晶体无关
CHEMISTRY,晶体与非晶体,晶体,valid,晶体非晶体比较需先有晶体概念
CHEMISTRY,分子间作用力,分子空间构型,unrelated,分子间作用力不依赖空间构型
CHEMISTRY,金属晶体,重结晶,unrelated,重结晶实验技术与金属晶体无关
CHEMISTRY,离子晶体,石油的综合利用,unrelated,石油综合利用与离子晶体无关
CHEMISTRY,配合物,部分弱酸的电离常数如下表,unrelated,电离常数与配合物无关
CHEMISTRY,超分子,规避两个易失分点,unrelated,反应热易失分点与超分子无关
CHEMISTRY,原子结构易混易错知识点,原子结构,valid,易错点需先掌握原子结构
CHEMISTRY,能层,胺-酰胺的结构和性质,unrelated,胺酰胺与能层无关
CHEMISTRY,能级,能层,valid,能级是能层的细分，先学能层
CHEMISTRY,构造原理,杂化轨道,unrelated,杂化轨道与构造原理无依赖
CHEMISTRY,电离能,电离度,unrelated,电离能与电离度是不同概念
CHEMISTRY,电负性,电解池,unrelated,电解池与电负性无关
CHEMISTRY,电负性,电解饱和食盐水-氯碱工业,unrelated,氯碱工业与电负性无关
CHEMISTRY,元素-核素-同位素,催化剂,unrelated,催化剂与核素同位素无关
CHEMISTRY,核外电子运动状态,构造原理,inverted,电子运动状态（泡利）是构造原理基础
CHEMISTRY,原子核外电子排布,卤代烃的结构和性质易混易错点,unrelated,卤代烃易错点与电子排布无关
