subject,slug,alias
MATH,二倍角公式,二倍角公式与升幂、降幂公式
MATH,二倍角公式,二倍角公式与降幂公式
MATH,二倍角公式,半角公式
MATH,二倍角公式,半角公式及符号处理
MATH,二倍角公式,和差倍角公式的逆用与“1 的代换”
MATH,二倍角公式,和差角公式与二倍角公式组
MATH,二倍角公式,整体代换用二倍角
MATH,二倍角公式,由 cos x 用降幂公式求半角
MATH,二倍角公式,辅助角公式
MATH,二倍角公式,辅助角公式及特殊角的代入结果
MATH,二倍角公式,辅助角公式（合一变形）
MATH,二倍角公式,降幂公式与切化弦型的二倍角
MATH,二分法,二分法及其适用条件
MATH,二分法,二分法求方程近似解
MATH,二分法,二分法逐步缩小隐零点的范围
MATH,二次函数在闭区间上的最值问题,二次函数定轴动区间与动轴定区间问题
MATH,二次函数在闭区间上的最值问题,二次函数闭区间上的最值
MATH,二次函数在闭区间上的最值问题,区间表示法与数轴端点
MATH,二次函数在闭区间上的最值问题,对钩函数在闭区间上的最值比较
MATH,二次函数在闭区间上的最值问题,闭区间上最值的求解步骤
MATH,二次函数的零点分布,二次函数的零点分布问题
MATH,二次函数的零点分布,二次方程根的分布（两根与定值比较）
MATH,二面角,二面角及其平面角
MATH,二面角,二面角（两面）结构的外接球
MATH,二面角,作棱的垂线构造二面角的平面角（直三棱柱中）
MATH,二面角,圆锥中二面角平面角的取法（取弦的中点）
MATH,二面角,射影面积法求二面角
MATH,二面角,最大角定理（线面角不超过二面角的平面角）
MATH,二面角,正八面体中的二面角与平面夹角
MATH,二面角概念模糊,二面角与二面角的平面角
MATH,二面角的求法,二面角的作法与求法汇总
MATH,二面角的求法,用“作棱的垂线再连线”找二面角的平面角
MATH,二面角的求法,用三垂线定理作二面角的平面角（作垂线、连斜线）
MATH,二面角的求法,用两次线面垂直作出二面角的平面角
MATH,二面角的求法,等腰三角形中作二面角的平面角并用等面积法求线段
MATH,二面角的求法,线面角的三步求法与距离法
MATH,二项分布,两点分布与二项分布的期望和方差
MATH,二项分布,二项分布概率最大问题
MATH,二项分布,二项分布概率计算公式
MATH,二项分布,二项分布模型的确定与解题步骤
MATH,二项分布,二项分布的期望与方差公式
MATH,二项分布,二项分布的本质与特征（有放回独立重复）
MATH,二项分布,二项分布的识别与公式
MATH,二项分布,伯努利试验与二项分布
MATH,二项展开式系数最大项,二项展开式中系数最大项的求法
MATH,二项式定理,n 为偶数时二项式系数在中间一项取最大
MATH,二项式定理,n 为奇数时二项式系数在中间两项取最大
MATH,二项式定理,二项式中的赋值法
MATH,二项式定理,二项式定理与二项式系数性质
MATH,二项式定理,二项式定理与展开式通项
MATH,二项式定理,二项式定理与通项
MATH,二项式定理,二项式定理与通项公式
MATH,二项式定理,二项式定理处理整除与余数
MATH,二项式定理,二项式系数和为 2ⁿ
MATH,二项式定理,用二项式定理证明整除与求余数
MATH,二项式系数的性质,二项式系数的三条性质
MATH,互为反函数的图象对称性,互为反函数的两个函数的交点问题
MATH,交集与并集,交集的定义与符号表示
MATH,交集与并集,并集、交集、补集的符号、图形与性质
MATH,交集与并集,并集的定义与符号表示
MATH,代数式的几何意义,代数式的几何意义四类转化
MATH,代数式的几何意义,半圆上代数式的取值范围
MATH,代数式的几何意义,换元化为圆、用几何意义求最值
MATH,代数式的几何意义,距离与距离平方的几何含义辨析
MATH,任意角与弧度制,任意角与终边相同的角
MATH,任意角与弧度制,常用特殊角的度数与弧度对照
MATH,任意角与弧度制,弧度制定义与角度弧度互化
MATH,任意角与弧度制,角度制与弧度制的换算
MATH,众数、中位数与平均数,集中趋势的三个统计量：众数、中位数与平均数
MATH,估值法-1-估算要比较大小的两个值所在的大致区间,零点所在区间的两种判断方法
MATH,余弦定理,“a²+b²−c²”形式用余弦定理化边为角
MATH,余弦定理,余弦定理及其变形
MATH,余弦定理,余弦定理及其变形公式
MATH,余弦定理,余弦定理及其推论与变形
MATH,余弦定理,余弦定理的三种形式与求角变形
MATH,余弦定理,余弦定理的变形（求角公式）
MATH,余弦定理,余弦定理解一元二次方程求边要检验取舍
MATH,余弦定理,正余弦定理的边角互化策略
MATH,余弦定理,用余弦定理判断三角形形状
MATH,余弦定理,角的余弦用余弦定理化角为边
MATH,余数列周期性,递推数列周期性的发现与求值
MATH,作差法,比较大小的作差法与作商法
MATH,作差法,点差法：设点、作差、表斜率三步处理中点弦
MATH,作差法-作商法,作差法与作商法比较大小
MATH,偶次方根的被开方数的被开方数必须大于等于零-即中,有限集子集个数的计数公式
MATH,充分性与必要性位置颠倒理解错误致错,单端点的必要性探路
MATH,充分性与必要性位置颠倒理解错误致错,必要性探路的本质与适用场景
MATH,充分条件与必要条件的判断,f'(x0)=0 是极值的必要不充分条件
MATH,充分条件与必要条件的判断,充分与必要条件的判定（定义法与集合法）
MATH,充分条件与必要条件的判断,充分必要条件的三种判断方法
MATH,充分条件与必要条件的判断,充分条件、必要条件的判断与求参步骤
MATH,充分条件与必要条件的判断,充分条件与必要条件
MATH,充分条件与必要条件的判断,充分条件与必要条件的判定
MATH,充分条件与必要条件的判断,充分条件与必要条件的定义
MATH,充分条件与必要条件的判断,因式分解型条件的使用
MATH,充分条件与必要条件的判断,多重充分必要条件的传递判断（树图法）
MATH,充分条件与必要条件的判断,探求某命题的充分（必要）条件
MATH,充分条件与必要条件的判断,既不充分也不必要条件的判定
MATH,充分条件与必要条件的判断,用特值法与不等式性质速判充分性
MATH,充分条件与必要条件的判断,用集合的包含关系判断充分必要
MATH,充要条件,充分条件、必要条件与充要条件
MATH,充要条件,充分条件与必要条件的集合刻画
MATH,充要条件,充要条件在恒等变形中的应用
MATH,充要条件,充要条件（等价）
MATH,全期望公式,全期望公式与概率新定义问题
MATH,全概率,全概率公式
MATH,全概率,全概率公式与贝叶斯公式
MATH,全概率,全概率公式与贝叶斯思想
MATH,全概率,全概率公式及其证明
MATH,全概率,全概率公式在抽取问题中的应用
MATH,全概率,全概率公式的应用要点
MATH,全概率,概率的乘法公式、全概率公式与贝叶斯公式
MATH,全称量词与全称量词命题,量词命题的结构与否定
MATH,公式法,数列求和方法与适用条件对照
MATH,共焦点的椭圆与双曲线,共焦点的椭圆与双曲线的离心率关系
MATH,共轭复数,共轭与模的运算结论
MATH,共轭复数,共轭复数的性质与分母实数化
MATH,共轭复数,复数相等的条件与共轭复数
MATH,共轭复数,实系数方程的虚根与韦达定理
MATH,关于点对称,中心对称的等价式与推论
MATH,关于点对称,圆的对称性与“被直线平分”问题
MATH,关于点对称,点与直线的对称问题求法
MATH,关于点对称,直线关于点与直线的对称
MATH,关于线对称,对称问题的类型与处理方法
MATH,关于线对称,正态曲线是单峰曲线且关于直线 x=μ 对称
MATH,关于线对称,由 f(a+x)=f(b-x) 判定对称轴
MATH,关于线对称,轴对称的等价式与推论
MATH,内切球与球的相切问题,内切球与平行截面相切时建立 d 与 r 的关系
MATH,内切球与球的相切问题,内切球与相切问题的临界处理
MATH,内切球与球的相切问题,几何体内切球问题的四条处理技巧
MATH,内切球与球的相切问题,几何体内切球问题的处理技巧
MATH,内切球与球的相切问题,圆台的内切球与轴截面中的直角三角形
MATH,内切球与球的相切问题,多个球叠切问题的一般思路（球心截面与相似）
MATH,内切球与球的相切问题,常见几何体的内切球模型
MATH,内切球与球的相切问题,棱柱存在内切球的条件与线面角的计算
MATH,内切球与球的相切问题,正三棱柱棱切球与外接球半径之比
MATH,内切球与球的相切问题,正四面体内切球与四个等球（半径与高的比）
MATH,内切球与球的相切问题,正多面体的内切球半径与体积、表面积之比
MATH,内切球与球的相切问题,球与两个平行平面都相切时半径等于两平面距离的一半
MATH,内切球与球的相切问题,球与棱有公共点的半径范围
MATH,内切球与球的相切问题,用轴截面（平面几何法）求内切球半径
MATH,内切球与球的相切问题,等体积法求内切球半径
MATH,几何体展开图最短距离问题,几何体表面最短距离的展开法
MATH,几何体展开图最短距离问题,展开图求表面最短距离
MATH,几何体展开图最短距离问题,用对称与平移把折线化为直线段
MATH,几何体展开图最短距离问题,翻折问题之平面化
MATH,函数y-asin-ωx-φ-的图象,y=Asin(ωx+φ) 的图象与变换
MATH,函数y-asin-ωx-φ-的图象,ω 未限定正负时必须分情况讨论
MATH,函数y-asin-ωx-φ-的图象,三角函数中 ω 的范围问题知识地图
MATH,函数y-asin-ωx-φ-的图象,三角函数中 ω 范围问题的总览
MATH,函数y-asin-ωx-φ-的图象,两函数图象重合的化归
MATH,函数y-asin-ωx-φ-的图象,区间一端为定值时由零点个数求 ω 范围
MATH,函数y-asin-ωx-φ-的图象,区间两端都不定时先缩小范围再讨论
MATH,函数y-asin-ωx-φ-的图象,单调性条件只是必要条件
MATH,函数y-asin-ωx-φ-的图象,图象变换的逆推
MATH,函数y-asin-ωx-φ-的图象,对称轴与对称中心的间距结论
MATH,函数y-asin-ωx-φ-的图象,用整体代换研究正弦型函数
MATH,函数y-asin-ωx-φ-的图象,由两交点的横坐标差求 ω
MATH,函数y-asin-ωx-φ-的图象,由单调区间求 ω 的范围（先粗后细）
MATH,函数y-asin-ωx-φ-的图象,由图象与特殊点确定解析式的三步法
MATH,函数y-asin-ωx-φ-的图象,由图象求解析式的三步
MATH,函数y-asin-ωx-φ-的图象,由对称性求 φ 并逐项判断性质
MATH,函数y-asin-ωx-φ-的图象,由对称轴与最值条件求 ω 的值
MATH,函数y-asin-ωx-φ-的图象,类型一：区间一端为定值的解题模板
MATH,函数y-asin-ωx-φ-的图象,类型三的完整检验示范
MATH,函数y-asin-ωx-φ-的图象,类型三：非充要条件的完整检验流程
MATH,函数y-asin-ωx-φ-的图象,类型二：区间两端都不定的解题模板
MATH,函数y-asin-ωx-φ-的图象,非充要条件推出的 ω 范围必须检验
MATH,函数值域的求法,三角函数值域的三种求法
MATH,函数值域的求法,函数值域的常用求法
MATH,函数值域的求法,指数型与对数型函数值域的换元法
MATH,函数单调性的性质,单调性的运算性质
MATH,函数单调性的性质,单调性的运算性质与书写易误点
MATH,函数单调性的性质,正弦函数的性质
MATH,函数图象的对称变换,关于点与关于直线 y=x 的对称变换
MATH,函数图象的对称变换,函数图象的四种对称变换
MATH,函数图象的对称变换,函数图象的对称变换与同步变换
MATH,函数图象的翻折变换,图象的翻折变换与含绝对值方程
MATH,函数图象的识别,由解析式识别函数图象的方法
MATH,函数奇偶性的几个重要结论,三角函数奇偶性的化归判别
MATH,函数奇偶性的几个重要结论,函数奇偶性的定义与判定前提
MATH,函数奇偶性的几个重要结论,函数奇偶性的定义与判定方法
MATH,函数奇偶性的几个重要结论,可导函数奇偶周期性的导数性质
MATH,函数奇偶性的几个重要结论,奇偶性的定义与四条常用结论
MATH,函数奇偶性的几个重要结论,奇偶性的常用结论
MATH,函数奇偶性的几个重要结论,常见的奇函数与偶函数模型
MATH,函数奇偶性的几个重要结论,抽象函数奇偶性的证明要点
MATH,函数奇偶性的几个重要结论,指数函数奇偶性的三种构造类型
MATH,函数奇偶性的几个重要结论,用奇偶性的乘除法则定参数
MATH,函数定义域的常见类型,具体函数与抽象函数定义域的求法
MATH,函数定义域的常见类型,函数定义域的常见限制
MATH,函数定义域的常见类型,函数定义域的求解原则
MATH,函数定义域的常见类型,常见奇偶函数类型
MATH,函数定义域的常见类型,平移齐次化的适用范围与常见目标类型
MATH,函数定义域的常见类型,抽象函数定义域的传递规则
MATH,函数定义域的常见类型,抽象函数定义域的转移法
MATH,函数极值与最值的关系,函数最大值与最小值的定义
MATH,函数极值与最值的关系,函数极值的定义与判定条件
MATH,函数极值与最值的关系,函数极值（极大值、极小值）
MATH,函数极值与最值的关系,含参数函数最值的讨论
MATH,函数极值与最值的关系,唯一极值点与最值的关系
MATH,函数极值与最值的关系,最值与极值的关系
MATH,函数极值与最值的关系,条件最值的消参法与换元法
MATH,函数极值与最值的关系,极值不一定是最值
MATH,函数极值与最值的关系,极值与最值的判定与四条注意
MATH,函数极值与最值的关系,由“极小值小于 0”求参数范围
MATH,函数极值与最值的关系,由导函数图象判断极值点
MATH,函数极值与最值的关系,由最值求参数（最值在极值点处取到）
MATH,函数模型与增长速度的比较,半衰期指数衰减模型的建立与求解
MATH,函数模型与增长速度的比较,用函数模型刻画现实问题的方法要点
MATH,函数模型（指数、对数型）的应用,指数、对数型函数模型的应用
MATH,函数的三要素,函数的三要素与表示方法
MATH,函数的三要素,双刀（双曲型）函数的识别要素
MATH,函数的单调区间,正弦函数与余弦函数的核心性质
MATH,函数的单调性,函数单调性的定义与等价形式
MATH,函数的单调性,单调性的定义与两种等价形式
MATH,函数的单调性与导数,三次函数的单调性与极值
MATH,函数的单调性与导数,单调性与导数恒成立的关系
MATH,函数的单调性与导数,导数综合大题的通用流程
MATH,函数的周期性,周期性的四条常用结论
MATH,函数的周期性,常见的周期性结论
MATH,函数的周期性,正切型函数的最小正周期 T=π/|ω|
MATH,函数的周期性,正弦余弦型函数的最小正周期 T=2π/|ω|
MATH,函数的周期性,正弦型函数的周期
MATH,函数的周期性,简谐运动模型中参数的物理意义
MATH,函数的奇偶性,y=Acos(ωx+φ) 的奇偶性判定
MATH,函数的奇偶性,y=Asin(ωx+φ) 的奇偶性判定
MATH,函数的奇偶性,y=Atan(ωx+φ) 的奇偶性判定
MATH,函数的奇偶性,乘积型函数奇偶性的判断
MATH,函数的奇偶性,奇偶性判定前提与四则保持性
MATH,函数的奇偶性,奇函数在 x=0 处有定义则 f(0)=0
MATH,函数的奇偶性,常见奇偶性函数模型
MATH,函数的奇偶性,平移构造抽象函数的奇偶性
MATH,函数的奇偶性,由奇偶性求参数的三种技巧
MATH,函数的奇偶性-周期性-对称性关系,三角函数对称性与周期性的关系
MATH,函数的奇偶性-周期性-对称性关系,五种常用对称关系
MATH,函数的奇偶性-周期性-对称性关系,双对称函数的周期性
MATH,函数的奇偶性-周期性-对称性关系,双对称推周期
MATH,函数的奇偶性-周期性-对称性关系,双对称推导函数周期
MATH,函数的奇偶性-周期性-对称性关系,可导函数的奇偶性、周期性与导函数
MATH,函数的奇偶性-周期性-对称性关系,奇偶性、对称性、周期性、单调性联用
MATH,函数的奇偶性-周期性-对称性关系,奇偶性、对称性与周期性的互推关系
MATH,函数的奇偶性-周期性-对称性关系,奇偶性与对称性组合的周期结论
MATH,函数的奇偶性-周期性-对称性关系,奇偶性周期性与对称性的联动
MATH,函数的奇偶性-周期性-对称性关系,奇函数叠加反对称推周期
MATH,函数的奇偶性-周期性-对称性关系,对称性与周期性的三条关系结论
MATH,函数的奇偶性-周期性-对称性关系,对称性与周期性的联动结论
MATH,函数的奇偶性-周期性-对称性关系,抽象函数奇偶、周期、对称的融合推断
MATH,函数的奇偶性-周期性-对称性关系,纵向伸缩变换中周期、对称轴及对称中心不变
MATH,函数的定义域,交集的定义与符号
MATH,函数的定义域,使用正切和差公式的三重定义域检验
MATH,函数的定义域,函数最值的定义
MATH,函数的定义域,函数的定义与三要素
MATH,函数的定义域,分数指数幂幂函数的定义域与奇偶性
MATH,函数的定义域,分段函数的定义与求值
MATH,函数的定义域,分段函数的定义域与值域
MATH,函数的定义域,取整函数（高斯函数）的定义与性质
MATH,函数的定义域,命题的定义与分类
MATH,函数的定义域,奇函数与偶函数的定义
MATH,函数的定义域,子集与真子集的定义
MATH,函数的定义域,子集的定义与记号
MATH,函数的定义域,对数反比例型函数对称中心的定位巧法
MATH,函数的定义域,导数的定义
MATH,函数的定义域,并集的定义与符号
MATH,函数的定义域,描述法的定义与格式
MATH,函数的定义域,数列的定义与函数本质
MATH,函数的定义域,正切函数的核心性质
MATH,函数的定义域,正弦、余弦、正切函数的定义域与值域对照
MATH,函数的定义域,特殊类型函数的定义域求法
MATH,函数的定义域,百分位数的定义
MATH,函数的定义域,真子集的定义与记号
MATH,函数的定义域,补集的定义与符号
MATH,函数的对应关系,函数三要素与同一函数的判定
MATH,函数的对应关系,函数对应关系的图象判定
MATH,函数的对应关系,样本相关系数的公式与解读
MATH,函数的对称性,f(x+1) 为偶函数的对称轴
MATH,函数的对称性,y=Acos(ωx+φ) 的对称轴与对称中心
MATH,函数的对称性,y=Asin(ωx+φ) 的对称轴与对称中心
MATH,函数的对称性,y=Atan(ωx+φ) 的对称中心
MATH,函数的对称性,三次函数的凹凸性与拐点
MATH,函数的对称性,三次函数的拐点即对称中心
MATH,函数的对称性,三角函数对称轴与对称中心的求法
MATH,函数的对称性,函数图象对称性的四条常用结论
MATH,函数的对称性,函数自对称的两类公式
MATH,函数的对称性,函数轴对称与点对称的两个条件式
MATH,函数的对称性,图象的对称、伸缩与翻折变换
MATH,函数的对称性,图象的对称与翻折变换
MATH,函数的对称性,图象的对称轴与对称中心条件
MATH,函数的对称性,奇函数平移后的对称性结论
MATH,函数的对称性,对数无理型函数对称中心的叠加
MATH,函数的对称性,对称条件式构造辅助函数定两根范围
MATH,函数的对称性,正切型函数对称中心的“水平间隔”
MATH,函数的对称性,正弦余弦型函数对称元素的“水平间隔”
MATH,函数的对称性,正态分布的对称性概率性质
MATH,函数的对称性,由 f(x) 的对称性推出 f′(x) 的对称性
MATH,函数的对称性,等差等比数的对称设元法
MATH,函数的最值,函数最值的求法与极值的关系
MATH,函数的概念,导数的概念与导函数
MATH,函数的概念,排列与组合的概念及公式
MATH,函数的概念,由方程判断是否构成函数关系
MATH,函数的概念,绝对值型函数的处理方式
MATH,函数的隐零点问题,三角函数型隐零点借助值域与周期性
MATH,函数的隐零点问题,含三角函数的隐零点：用值域缩小范围
MATH,函数的隐零点问题,含参隐零点问题的消参技巧
MATH,函数的隐零点问题,用二分法缩小隐零点的范围求最值
MATH,函数的隐零点问题,隐极值点代换
MATH,函数的隐零点问题,隐零点含参问题：用零点方程消去参数
MATH,函数的隐零点问题,隐零点问题的实质与三步框架
MATH,函数的隐零点问题,隐零点问题的知识框架与三步解题流程
MATH,函数的隐零点问题,隐零点（虚设零点代换）
MATH,函数零点存在定理,二次求导的四步核心法
MATH,函数零点存在定理,函数零点存在定理及其使用条件
MATH,函数零点存在定理,函数零点存在定理的两条结论
MATH,函数零点存在定理,导数研究函数零点个数
MATH,函数零点存在定理,导数零点问题与隐零点
MATH,函数零点存在定理,用零点存在定理判断零点个数（表格型）
MATH,函数零点存在定理,零点存在定理
MATH,函数零点存在定理,零点存在定理及其适用边界
MATH,函数零点存在定理,零点存在定理的找点技巧
MATH,函数零点存在定理,零点存在性定理的“反之不成立”
MATH,函数零点的定义,三角函数零点的公式化求法
MATH,函数零点的定义,函数的零点与三个等价关系
MATH,函数零点的定义,函数零点的概念
MATH,函数零点的定义,分段（复合）函数零点的分段计数
MATH,函数零点的定义,图象交点问题转化为差函数的零点
MATH,函数零点的定义,对数绝对值型函数两零点的条件
MATH,分层随机抽样,分层随机抽样与按比例分配
MATH,分层随机抽样,分层随机抽样的平均数公式
MATH,分层随机抽样,分层随机抽样的方差公式
MATH,分层随机抽样,比例分配分层抽样的总均值与方差
MATH,分式不等式的解法,分式不等式的等价转化步骤
MATH,分式型函数的值域,分式型函数值域的三种情形
MATH,分式放缩与糖水不等式,糖水不等式及其在数列放缩中的用法
MATH,分式放缩与糖水不等式,糖水不等式及其在比较对数大小中的应用
MATH,分指结构裂项放缩,分指结构裂项放缩的证明
MATH,分段函数的常见类型及解法,三类常见递推模型及解法
MATH,分段函数的常见类型及解法,分段函数的求值与不等式处理
MATH,分段函数的常见类型及解法,常见函数的泰勒展开式
MATH,分段函数的常见类型及解法,用 min、max 定义的分段函数
MATH,分离参数法-分离参数后转化为求函数的值域-最值-问题求解,不能分离参数的恒成立讨论法
MATH,分离参数法-分离参数后转化为求函数的值域-最值-问题求解,分离参数法处理恒成立问题
MATH,分离参数法-分离参数后转化为求函数的值域-最值-问题求解,分离参数法处理方程根的个数问题
MATH,分离参数法-分离参数后转化为求函数的值域-最值-问题求解,分离参数法解能成立（有解）问题
MATH,分离参数法-分离参数后转化为求函数的值域-最值-问题求解,参变分离后在给定区间上求最值
MATH,分离参数法-分离参数后转化为求函数的值域-最值-问题求解,参变分离求参数取值范围
MATH,分离参数法-分离参数后转化为求函数的值域-最值-问题求解,参变分离求参数范围（注意除以零的讨论）
MATH,分离参数法-分离参数后转化为求函数的值域-最值-问题求解,恒成立求参的分离参数法
MATH,分离参数法-分离参数后转化为求函数的值域-最值-问题求解,恒成立问题的分离参数法
MATH,分离参数法-分离参数后转化为求函数的值域-最值-问题求解,恒成立（有解）分离参数的四条等价
MATH,分离参数法-分离参数后转化为求函数的值域-最值-问题求解,极值差问题转化为参数函数值域
MATH,分离参数法-分离参数后转化为求函数的值域-最值-问题求解,由零点情况求参数的三种途径
MATH,分离参数法-分离参数后转化为求函数的值域-最值-问题求解,零点个数问题：分离参数作图
MATH,分类加法计数原理,Venn 图与容斥原理的计数应用
MATH,分类加法计数原理,Venn图与容斥计数
MATH,分类加法计数原理,不相邻型概率的插空计数
MATH,分类加法计数原理,两个计数原理的使用策略
MATH,分类加法计数原理,两个计数原理的区别
MATH,分类加法计数原理,分类加法与分步乘法计数原理
MATH,分类讨论法,恒成立求参中的分类讨论
MATH,分组-并项-法求数列的前n项和,分组求和法与并项求和法
MATH,分组分配问题,分组分配问题的解题策略
MATH,分组转化法,分组转化法求和的思路与两类模型
MATH,切点弦问题,双切线模型中切点弦的求法
MATH,切点弦问题,圆的切线、切线长与切点弦方程
MATH,切线放缩不等式,三个常用放缩不等式及其取等条件
MATH,切线放缩不等式,三个常用的切线放缩不等式
MATH,切线放缩不等式,切线放缩（指数与对数）
MATH,切线放缩不等式,用切线（割线）估计根的位置证明双变量不等式
MATH,列举观察法-列出几何中的全部元素-通过定义得出集合间关系,子集与相等关系的判断方法
MATH,列举观察法-列出几何中的全部元素-通过定义得出集合间关系,离心率取值范围——平面几何中的不等关系
MATH,判别式法-主要用于含有二次的分式函数-形如,一元二次方程根的分布（区间根问题）
MATH,判别式法-主要用于含有二次的分式函数-形如,判别式法求分式函数值域
MATH,判别式法-主要用于含有二次的分式函数-形如,用 Δ≥0 夹逼求参数（判别式法）
MATH,判断函数奇偶性时忽略定义域致错,函数奇偶性的定义与判断
MATH,判断函数奇偶性时忽略定义域致错,奇偶函数的定义域关于原点对称（判断奇偶性的前提）
MATH,判断函数奇偶性时忽略定义域致错,奇偶性的前提：定义域关于原点对称
MATH,判断抽象函数单调性的方法,抽象函数单调性的判定与证明（凑与赋值）
MATH,判断抽象函数单调性的方法,抽象函数周期性的判定与类比
MATH,判断抽象函数单调性的方法,抽象函数性质的应用
MATH,判断抽象函数单调性的方法,抽象函数赋值法与单调性判定要点
MATH,判断抽象函数单调性的方法,正弦余弦型函数单调性的整体代换判断
MATH,利用-线线平行-线面平行-面面平行-的相互转化,“线面平行加线面平行”推出面面平行
MATH,利用-线线平行-线面平行-面面平行-的相互转化,三个“二次”关系的相互转化
MATH,利用-线线平行-线面平行-面面平行-的相互转化,中位线与平行四边形证线面平行（BM∥平面CDE）
MATH,利用-线线平行-线面平行-面面平行-的相互转化,中位线加平行四边形证线线平行（AF∥DE）
MATH,利用-线线平行-线面平行-面面平行-的相互转化,倾斜容器中水面的形状与线面平行的性质
MATH,利用-线线平行-线面平行-面面平行-的相互转化,动态问题中不变关系的两条常用证明路径
MATH,利用-线线平行-线面平行-面面平行-的相互转化,构造平行四边形证线面平行并进一步证面面平行
MATH,利用-线线平行-线面平行-面面平行-的相互转化,用面面平行的性质证线面平行（两次线面平行）
MATH,利用-线线平行-线面平行-面面平行-的相互转化,用面面平行转化线面平行求轨迹长
MATH,利用不等式的性质求数-式-的范围,不等式性质求范围的整体系数换元
MATH,利用不等式的性质求数-式-的范围,切线夹与割线夹（剪刀模型）
MATH,利用不等式的性质求数-式-的范围,利用不等式性质求代数式范围的待定系数法
MATH,利用不等式的性质求数-式-的范围,各类“角”的范围汇总
MATH,利用不等式的性质求数-式-的范围,由不等式性质求取值范围（范围传递）
MATH,利用不等式的性质求数-式-的范围,空集的性质
MATH,利用元素与集合的关系求参数,与切线有关的参数问题（三个关系列方程）
MATH,利用元素与集合的关系求参数,利用 aₙ 与 Sₙ 的关系求通项
MATH,利用元素与集合的关系求参数,利用共轭与模的关系求复数
MATH,利用元素与集合的关系求参数,子集、真子集与集合相等
MATH,利用元素与集合的关系求参数,容斥原理之集合中元素个数
MATH,利用元素与集合的关系求参数,由元素与集合关系求参数须验互异性
MATH,利用元素与集合的关系求参数,由集合关系求参数的数轴法
MATH,利用元素与集合的关系求参数,由集合包含关系求参数的三步与空集讨论
MATH,利用元素与集合的关系求参数,由集合相等（双向包含）求参数
MATH,利用元素与集合的关系求参数,空集是任何集合的子集
MATH,利用元素与集合的关系求参数,集合与元素
MATH,利用元素与集合的关系求参数,集合求参切勿遗漏空集
MATH,利用元素与集合的关系求参数,集合的分类：有限集、无限集、空集
MATH,利用充分必要条件求参数,A的充分不必要条件是B的语句辨析
MATH,利用充分必要条件求参数,共线向量条件的双向应用（含参数）
MATH,利用充分必要条件求参数,用集合包含关系判定充分必要条件
MATH,利用充分必要条件求参数,由充分必要条件求参数的转化思路
MATH,利用充分必要条件求参数,由充分必要条件求参数（集合法）
MATH,利用充分必要条件求参数,由数列递增（递减）条件求参数范围
MATH,利用充分必要条件求参数,直线与圆相切条件求参数
MATH,利用函数的单调性求参数,利用单调性求参数取值范围的思路
MATH,利用函数的单调性求参数,幂函数解析式与参数的求法
MATH,利用函数的单调性求参数,由单调性求参数的三种情形
MATH,利用函数的单调性求参数,由单调性求参数的两种等价转化
MATH,利用函数的单调性求参数,由单调性求参数的转化原则
MATH,利用单调性解不等式时忽略定义域致错,“积、和”混合解不等式型及系数比陷阱
MATH,利用单调性解不等式时忽略定义域致错,利用单调性比较大小与解不等式
MATH,利用单调性解不等式时忽略定义域致错,利用单调性求 ω 思路2：整体法子区间包含
MATH,利用单调性解不等式时忽略定义域致错,利用单调性解函数不等式
MATH,利用单调性解不等式时忽略定义域致错,抽象不等式借助单调性求解
MATH,利用单调性解不等式时忽略定义域致错,抽象函数不等式的求解（脱 f 法）
MATH,利用单调性解不等式时忽略定义域致错,数列不等式证明的四类放缩
MATH,利用向量法解二面角问题的策略,二面角为钝角时余弦取负值
MATH,利用向量法解二面角问题的策略,二面角法向量的“同进同出、一进一出”
MATH,利用向量法解二面角问题的策略,先设长度参数再用数量积求余弦
MATH,利用向量法解二面角问题的策略,共零点问题的分类处理策略
MATH,利用向量法解二面角问题的策略,向量法解决几何问题的三步曲
MATH,利用向量法解二面角问题的策略,向量法解平面几何问题的三部曲
MATH,利用向量法解二面角问题的策略,在面上作垂线确定 z 轴后建系求二面角
MATH,利用向量法解二面角问题的策略,折叠体中用向量法求二面角的正弦值
MATH,利用向量法解二面角问题的策略,法向量夹角与二面角的正弦值（注意取正）
MATH,利用向量法解二面角问题的策略,用两个平面的法向量求二面角
MATH,利用向量法解二面角问题的策略,由三线两两垂直建系求二面角的正弦值
MATH,利用向量法解二面角问题的策略,由面面垂直确定竖轴后求二面角（翻折模型）
MATH,利用向量法解二面角问题的策略,空间向量求二面角与法向量方向的判断
MATH,利用向量法解二面角问题的策略,给值求角问题的策略
MATH,利用向量法解二面角问题的策略,翻折后求二面角的正弦值（建系求法向量）
MATH,利用基本不等式求最值,三棱锥体积最大值中凑“两线段和为定值”
MATH,利用基本不等式求最值,两线段之和为定值时三棱锥体积的最大值
MATH,利用基本不等式求最值,乘 1 法与拆项配凑求条件最值
MATH,利用基本不等式求最值,凑项配凑法求最值
MATH,利用基本不等式求最值,利用基本不等式求最值的五种方法
MATH,利用基本不等式求最值,含参条件等式的因式分解定型法
MATH,利用基本不等式求最值,均值定理：积定和最小、和定积最大
MATH,利用基本不等式求最值,基本不等式与恒成立（有解）问题的结合
MATH,利用基本不等式求最值,基本不等式求最值的“一正二定三相等”
MATH,利用基本不等式求最值,基本不等式求最值的凑、拆、除、代、解五技巧
MATH,利用基本不等式求最值,基本不等式求最值的构造模型
