subject,slug,name,book,chapter,section,score
PHYSICS,创新实验方法测玻璃砖的折射率,创新实验方法测玻璃砖的折射率,物理其余,1　实验：探究小车速度随时间变化的规律,3　探测射线的方法,0.27
PHYSICS,热学实验中的误差分析,热学实验中的误差分析,物理其余,1　实验：探究小车速度随时间变化的规律,3　实验：传感器的应用,0.22
PHYSICS,光学实验中的误差分析,光学实验中的误差分析,物理其余,1　实验：探究小车速度随时间变化的规律,3　实验：传感器的应用,0.22
PHYSICS,原子结构与波粒二象性,原子结构与波粒二象性,物理其余,1　实验：探究小车速度随时间变化的规律,3　粒子的波动性,0.40
PHYSICS,几个基本概念的理解,几个基本概念的理解,物理选必3,原子核和核反应,5 “基本”粒子,0.20
PHYSICS,特征谱线,特征谱线,物理必修二,抛体运动,1 曲线运动,0.14
PHYSICS,玻尔理论的几个重要概念,玻尔理论的几个重要概念,物理其余,1　实验：探究小车速度随时间变化的规律,4　玻尔的原子模型,0.17
PHYSICS,玻尔原子模型的三条假设,.玻尔原子模型的三条假设,物理其余,1　实验：探究小车速度随时间变化的规律,4　玻尔的原子模型,0.56
PHYSICS,玻尔理论对氢光谱的解析,玻尔理论对氢光谱的解析,物理选必3,原子核和核反应,4 氢原子光谱和玻尔的原子模型,0.56
PHYSICS,物质波,物质波,物理选必1,光,1 波的形成,0.20
PHYSICS,同位素,同位素,物理必修一,匀变速直线运动的研究,2 时间 位移,0.17
PHYSICS,核力的特点,核力的特点,物理必修一,运动和力的关系,5 共点力的平衡,0.29
PHYSICS,比结合能,比结合能,物理选必3,原子核和核反应,3 核力与结合能,0.50
PHYSICS,质能方程-该式表明物体的能量和质量之间存在着密切的联系,质能方程,物理其余,1　实验：探究小车速度随时间变化的规律,3　理想气体的状态方程,0.22
PHYSICS,常见基本粒子及其分类,常见基本粒子及其分类,物理选必3,原子核和核反应,5 “基本”粒子,0.57
PHYSICS,半衰期的理解-计算和应用,半衰期的理解、计算和应用,物理选必3,原子核和核反应,2 放射性元素的衰变,0.09
PHYSICS,常用公式-n-n-m-m,常用公式,物理选必3,原子核和核反应,3 原子的核式结构模型,0.12
PHYSICS,意义-表示放射性元素衰变的快慢,意义：表示放射性元素衰变的快慢．,物理选必3,原子核和核反应,2 放射性元素的衰变,0.50
PHYSICS,核反应的判断-方程与应用,核反应的判断、方程与应用,物理其余,1　实验：探究小车速度随时间变化的规律,3　理想气体的状态方程,0.18
PHYSICS,近代物理学史-相关粒子的发现和实验,近代物理学史——相关粒子的发现和实验,物理其余,1　实验：探究小车速度随时间变化的规律,1　电子的发现,0.21
PHYSICS,中子-卢瑟福预言中子的存在-查德威克证实,中子,物理必修三,电磁感应与电磁波初步,5 能量量子化,0.25
PHYSICS,第一次人工核反应,第一次人工核反应,物理必修一,运动和力的关系,1 牛顿第一定律,0.18
PHYSICS,光电效应现象,光电效应现象,物理选必3,原子核和核反应,2 光电效应,0.60
PHYSICS,光电效应的产生条件,光电效应的产生条件,物理其余,1　实验：探究小车速度随时间变化的规律,2　探究感应电流的产生条件,0.45
PHYSICS,光电效应的规律,光电效应的规律,物理选必3,原子核和核反应,2 光电效应,0.60
PHYSICS,光电效应方程,光电效应方程,物理选必3,原子核和核反应,2 光电效应,0.60
PHYSICS,光电效应的图像问题,光电效应的图像问题,物理选必3,原子核和核反应,2 光电效应,0.43
PHYSICS,原子核的组成-原子核是由质子和中子组成的-原子核的电荷数等于核内的质子数,原子核的组成,物理选必3,原子核和核反应,1 原子核的组成,1.00
PHYSICS,原子核衰变,原子核衰变,物理选必3,原子核和核反应,1 原子核的组成,0.43
PHYSICS,原子核衰变的类型判断和次数计算,原子核衰变的类型判断和次数计算,物理选必3,原子核和核反应,1 原子核的组成,0.21
PHYSICS,黑体辐射-黑体虽然不反射电磁波-却可以向外辐射电磁波,黑体辐射,物理选必3,原子核和核反应,1 普朗克黑体辐射理论,0.50
PHYSICS,氢原子光谱的实验规律,氢原子光谱的实验规律,物理其余,1　实验：探究小车速度随时间变化的规律,3　氢原子光谱,0.56
PHYSICS,氢原子能级跃迁与数学思想的结合,氢原子能级跃迁与数学思想的结合,物理选必3,原子核和核反应,3 核力与结合能,0.20
PHYSICS,光的波粒二象性,光的波粒二象性,物理其余,1　实验：探究小车速度随时间变化的规律,2　光的粒子性,0.43
PHYSICS,光的波粒二象性的表现规律,光的波粒二象性的表现规律,物理其余,1　实验：探究小车速度随时间变化的规律,2　光的粒子性,0.27
PHYSICS,核力,核力,物理其余,1　实验：探究小车速度随时间变化的规律,5　力的分解,0.50
PHYSICS,结合能,结合能,物理选必3,原子核和核反应,3 核力与结合能,0.60
PHYSICS,动力学三大观点的基本理解和应用,动力学三大观点的基本理解和应用,物理选必2,传感器,1 分子动理论的基本内容,0.23
PHYSICS,能量观点-用动能定理和能量守恒观点解题-可处理非匀变速运动问题,能量观点,物理必修三,电磁感应与电磁波初步,5 能量量子化,0.33
PHYSICS,常见的图象,常见的图象,物理其余,1　实验：探究小车速度随时间变化的规律,2　波的图象,0.67
PHYSICS,图象的应用,图象的应用,物理其余,1　实验：探究小车速度随时间变化的规律,2　波的图象,0.67
PHYSICS,动力学中的经典模型,动力学中的经典模型,物理必修一,运动和力的关系,4 力学单位制,0.29
PHYSICS,同条件同加速度轻绳连接体动力学的计算问题,同条件同加速度轻绳连接体动力学的计算问题,物理选必1,光,5 实验：用单摆测量重力加速度,0.17
PHYSICS,同速率轻绳连接体动力学的计算问题,同速率轻绳连接体动力学的计算问题,物理选必2,传感器,3 分子运动速率分布规律,0.15
PHYSICS,判断滑块和模板运动状态的技巧,判断滑块和模板运动状态的技巧,物理选必1,光,1 简谐运动,0.15
PHYSICS,技巧突破点,技巧突破点,物理必修一,运动的描述,1 质点 参考系,0.11
PHYSICS,分析板块模型的思路,分析板块模型的思路,物理其余,1　实验：探究小车速度随时间变化的规律,11　简单的逻辑电路,0.12
PHYSICS,弹簧不锁定模型,弹簧不锁定模型,物理其余,1　实验：探究小车速度随时间变化的规律,5　不确定性关系,0.20
PHYSICS,功能关系分析,功能关系分析,物理其余,1　实验：探究小车速度随时间变化的规律,1　功和内能,0.40
PHYSICS,如果要列出各物理量在某一时刻的关系式-可用牛顿第二定律,力学三大观点的选用原则,物理其余,1　实验：探究小车速度随时间变化的规律,5　热力学第二定律的微观解释,0.19
PHYSICS,若单独利用动量观点-或能量观点-无法解决问题-可尝试两种观点结合联立方程求解,动量与能量观点的综合应用,物理必修三,电磁感应与电磁波初步,1 动量,0.29
PHYSICS,动力学三大观点在多体问题和多过程运动中的应用,动力学三大观点在多体问题和多过程运动中的应用,物理其余,1　实验：探究小车速度随时间变化的规律,6　用牛顿运动定律解决问题（一）,0.20
PHYSICS,动力学三大观点在电磁学中的应用,动力学三大观点在电磁学中的应用,物理选必1,光,2 磁场对运动电荷的作用力,0.31
PHYSICS,能量观点和动量观点的应用条件,能量观点和动量观点的应用条件,物理必修三,电磁感应与电磁波初步,1 动量,0.29
PHYSICS,电磁感应中的线框模型,电磁感应中的线框模型,物理必修三,电磁感应与电磁波初步,1 磁场 磁感线,0.43
PHYSICS,实验基础知识,实验基础知识,物理其余,1　实验：探究小车速度随时间变化的规律,3　实验：传感器的应用,0.25
PHYSICS,常见的导出单位,常见的导出单位,物理必修一,匀变速直线运动的研究,2 时间 位移,0.17
PHYSICS,系统误差,系统误差,物理必修三,电磁感应与电磁波初步,3 电势差与电场强度的关系,0.20
PHYSICS,必备实验仪器的原理及使用,必备实验仪器的原理及使用,物理其余,1　实验：探究小车速度随时间变化的规律,3　实验：传感器的应用,0.30
PHYSICS,电磁打点计时器,电磁打点计时器,物理选必3,原子核和核反应,4　实验：用打点计时器测速度,0.42
PHYSICS,电火花打点计时器,电火花打点计时器,物理选必3,原子核和核反应,4　实验：用打点计时器测速度,0.38
PHYSICS,电表的改装,电表的改装,物理其余,1　实验：探究小车速度随时间变化的规律,8　多用电表的原理,0.33
PHYSICS,电压表-电流表的改装,电压表、电流表的改装,物理必修三,电磁感应与电磁波初步,1 电源和电流,0.29
PHYSICS,电表改装问题的两点提醒,电表改装问题的两点提醒,物理其余,1　实验：探究小车速度随时间变化的规律,8　多用电表的原理,0.17
PHYSICS,逐差法原理,逐差法原理,物理必修三,电磁感应与电磁波初步,2 电势差,0.17
PHYSICS,逐差法-的实际应用及小技巧,“逐差法”的实际应用及小技巧,物理选必2,传感器,2 实验：用油膜法估测油酸分子的大小,0.17
PHYSICS,电表的内接与外接,电表的内接与外接,物理其余,1　实验：探究小车速度随时间变化的规律,8　多用电表的原理,0.29
PHYSICS,电流表的内-外接法的选择,电流表的内、外接法的选择,物理必修三,电磁感应与电磁波初步,1 电源和电流,0.20
PHYSICS,滑动变阻器的限流式与分压式,滑动变阻器的限流式与分压式,物理选必2,传感器,3 变压器,0.33
PHYSICS,滑动变阻器两种接法的选择,滑动变阻器两种接法的选择,物理选必2,传感器,3 变压器,0.17
PHYSICS,实验仪器的估读问题分析,实验仪器的估读问题分析,物理其余,1　实验：探究小车速度随时间变化的规律,3　实验：传感器的应用,0.30
PHYSICS,必须估读的仪器-这类仪器是大多数-其读数需要包含一位可靠的估计值,必须估读的仪器,物理选必1,光,4 质谱仪与回旋加速器,0.17
PHYSICS,控制变量法,控制变量法,物理其余,1　实验：探究小车速度随时间变化的规律,2　描述交变电流的物理量,0.18
PHYSICS,转换法,转换法,物理必修三,电磁感应与电磁波初步,1 电路中的能量转化,0.12
PHYSICS,等效替代法,等效替代法,物理选必3,原子核和核反应,2 光电效应,0.17
PHYSICS,比较法,比较法,物理其余,1　实验：探究小车速度随时间变化的规律,3　探测射线的方法,0.12
PHYSICS,放大法,放大法,物理选必2,传感器,2 实验：用油膜法估测油酸分子的大小,0.17
PHYSICS,累积法,累积法,物理其余,1　实验：探究小车速度随时间变化的规律,3　探测射线的方法,0.12
PHYSICS,探究结果-胡克定律-x为形变量,探究结果,物理其余,1　实验：探究小车速度随时间变化的规律,2　探究感应电流的产生条件,0.18
PHYSICS,需要平衡摩擦力-为了使绳子拉力即合力,需要平衡摩擦力（为了使绳子拉力即合力）,物理必修一,运动和力的关系,2 摩擦力,0.23
PHYSICS,实验方法-控制变量法-保持m不变探究a与f关系-保持f不变探究a与m关系,实验方法,物理其余,1　实验：探究小车速度随时间变化的规律,3　实验：传感器的应用,0.29
PHYSICS,实验描迹法-一次抛动记录一个点-重复抛动,实验描迹法,物理其余,1　实验：探究小车速度随时间变化的规律,3　实验：传感器的应用,0.25
PHYSICS,实验结论,实验结论,物理其余,1　实验：探究小车速度随时间变化的规律,3　实验：传感器的应用,0.29
PHYSICS,实验误差,实验误差,物理其余,1　实验：探究小车速度随时间变化的规律,3　实验：传感器的应用,0.29
PHYSICS,小球碰撞平抛实验法步骤,小球碰撞平抛实验法步骤,物理其余,1　实验：探究小车速度随时间变化的规律,1　实验：探究碰撞中的不变量,0.27
PHYSICS,拓展-气垫导轨光电门测速实验法,拓展,物理必修三,电磁感应与电磁波初步,4 能源与可持续发展,0.12
PHYSICS,测周期-测n次-约50次-全振动的总时间,测周期,物理必修二,机械能守恒定律,1 圆周运动,0.17
PHYSICS,实验结论-周期的平方与摆长成正比,单摆周期与摆长的关系,物理其余,1　实验：探究小车速度随时间变化的规律,5　不确定性关系,0.20
PHYSICS,纸带在力学实验中的应用分析,纸带在力学实验中的应用分析,物理必修一,运动和力的关系,4 力学单位制,0.25
PHYSICS,创新实验验证动量守恒,创新实验验证动量守恒,物理选必1,动量守恒定律,4 实验：验证动量守恒定律,0.64
PHYSICS,用力传感器或已知质量的钩码等代替弹簧测力计,用力传感器或已知质量的钩码等代替弹簧测力计,物理选必2,传感器,1 认识传感器,0.18
PHYSICS,由测定加速度延伸为测定动摩擦因数,由测定加速度延伸为测定动摩擦因数,物理选必1,光,5 实验：用单摆测量重力加速度,0.21
PHYSICS,由测定加速度延伸为测定交流电的频率,由测定加速度延伸为测定交流电的频率,物理选必2,传感器,1 交变电流,0.21
PHYSICS,创新实验解决相关误差-质量关系,创新实验解决相关误差——质量关系,物理必修一,运动和力的关系,2 实验：探究加速度与力、质量的关系,0.33
PHYSICS,有效数字与小数位数的保留,有效数字与小数位数的保留,物理选必3,原子核和核反应,2 光电效应,0.11
PHYSICS,图像法在处理实验数据方面的应用,图像法在处理实验数据方面的应用,物理选必2,传感器,2 实验：用油膜法估测油酸分子的大小,0.17
CHEMISTRY,物理变化与化学变化的两种判断方法,物理变化与化学变化的两种判断方法,化学选必1,化学反应速率与化学平衡,第三节 化学反应的方向,0.25
CHEMISTRY,不同类别的物质之间的转化关系,不同类别的物质之间的转化关系,化学必修一,物质及其变化,第一节 物质的分类及转化,0.45
CHEMISTRY,判断下列转化能否实现-能实现的打-不能实现的打,判断下列转化能否实现，能实现的打“√”，不能实现的打“×”。,化学必修一,物质及其变化,第一节 物质的分类及转化,0.11
CHEMISTRY,分散系的分类,分散系的分类,化学选必3,生物大分子,第一节 糖类,0.25
CHEMISTRY,fecl3溶液-fe-oh-3胶体-fe-oh-3浊液是三种重要的分散系,三种分散系的比较,,,,0.00
CHEMISTRY,fe-oh-3胶体的制备,Fe(OH)3胶体的制备,化学选必2,晶体结构与性质,第二节 分子晶体与共价晶体,0.12
CHEMISTRY,常见的混合物,常见的混合物,化学必修一,海水中的重要元素——钠和氯,第一节 钠及其化合物,0.40
CHEMISTRY,氧化物的类型,氧化物的类型,化学必修一,物质及其变化,第一节 物质的分类及转化,0.50
CHEMISTRY,对下列物质分类-并完善表格内容,对下列物质分类，并完善表格内容,化学必修一,物质及其变化,第一节 物质的分类及转化,0.23
CHEMISTRY,下列有关物质的组成与分类的叙述正确的有________-填序号,下列有关物质的组成与分类的叙述正确的有________(填序号)。,化学必修一,物质及其变化,第一节 物质的分类及转化,0.19
CHEMISTRY,不同类别的无机物之间转化的一般规律,不同类别的无机物之间转化的一般规律,化学必修一,物质及其变化,第一节 物质的分类及转化,0.27
CHEMISTRY,各类物质的化学通性,各类物质的化学通性,化学必修一,物质及其变化,第一节 物质的分类及转化,0.44
CHEMISTRY,胶体的性质及应用,胶体的性质及应用,化学选必2,分子结构与性质,第三节 分子结构与物质的性质,0.25
CHEMISTRY,书写fe-oh-3胶体制备的化学方程式的五个易错点,Fe(OH)3胶体制备方程式的易错点,化学选必1,化学反应速率与化学平衡,第三节 化学反应的方向,0.07
CHEMISTRY,对物质的元素组成的几个误区,对物质的元素组成的几个误区,化学选必2,原子结构与性质,第二节 原子结构与元素的性质,0.20
CHEMISTRY,对氧化物认识的几个误区,对氧化物认识的几个误区,化学必修一,海水中的重要元素——钠和氯,第一节 钠及其化合物,0.22
CHEMISTRY,常见的物质分类的几个误区,常见的物质分类的几个误区,化学必修一,物质及其变化,第一节 物质的分类及转化,0.33
CHEMISTRY,常见的易混淆物质变化,常见的易混淆物质变化,化学必修一,物质及其变化,第一节 物质的分类及转化,0.33
CHEMISTRY,物质间转化的5个常见易错点,物质间转化的5个常见易错点,化学必修一,物质及其变化,第一节 物质的分类及转化,0.40
CHEMISTRY,胶体知识易错点,胶体知识易错点,化学选必2,晶体结构与性质,第二节 分子晶体与共价晶体,0.10
CHEMISTRY,物质的组成,物质的组成,化学必修一,海水中的重要元素——钠和氯,第三节 物质的量,0.40
CHEMISTRY,摩尔质量的计算方法,摩尔质量的计算方法,化学必修一,海水中的重要元素——钠和氯,第三节 物质的量,0.22
CHEMISTRY,阿伏加德罗定律及其推论,阿伏加德罗定律及其推论,化学必修一,物质结构 元素周期律,第二节 元素周期律,0.08
CHEMISTRY,n-的关系应用,n＝＝＝的关系应用,,,,0.00
CHEMISTRY,阿伏加德罗定律的应用,阿伏加德罗定律的应用,化学必修一,物质结构 元素周期律,第二节 元素周期律,0.09
CHEMISTRY,主要仪器,主要仪器,,,,0.00
CHEMISTRY,阿伏伽德罗常及其应用-七大误区,阿伏伽德罗常及其应用“七大误区”,,,,0.00
CHEMISTRY,看-气体-是否处于-标准状况-0-101kpa,阿伏加德罗常数题中标准状况的陷阱,化学选必2,晶体结构与性质,第一节 物质的聚集状态与晶体的常识,0.05
CHEMISTRY,d2o-h-h-d-h-t-h-三者中的中子数不同,D2O,,,,0.00
CHEMISTRY,淀粉-或纤维素-中含有的羟基数为3n,淀粉（或纤维素）中含有的羟基数为3n,化学必修一,物质结构 元素周期律,第二节 元素周期律,0.07
CHEMISTRY,计算下列小题中所含微粒数目,计算下列小题中所含微粒数目：,化学选必1,化学反应的热效应,第二节 反应热的计算,0.15
CHEMISTRY,误差分析的方法,误差分析的方法,化学选必3,合成高分子,第一节 合成高分子的基本方法,0.20
CHEMISTRY,定容时仰视或俯视刻度线产生的误差图解,定容时仰视或俯视刻度线产生的误差图解,化学选必3,烃的衍生物,第四节 羧酸 羧酸衍生物,0.05
CHEMISTRY,阿伏加德罗常数-10大-陷阱,阿伏加德罗常数“10大”陷阱,,,,0.00
CHEMISTRY,误将溶液体积看作1l,误将溶液体积看作1L,化学选必1,水溶液中的离子反应与平衡,第二节 水的电离和溶液的pH,0.18
CHEMISTRY,忽视溶液中水的存在,忽视溶液中水的存在,化学选必1,水溶液中的离子反应与平衡,第二节 水的电离和溶液的pH,0.38
CHEMISTRY,忽视物质溶于水时溶液体积的变化,忽视物质溶于水时溶液体积的变化,化学必修一,物质及其变化,第一节 物质的分类及转化,0.20
CHEMISTRY,审题抓关键条件-状态-温度-压强,审题抓关键条件（状态、温度、压强）,化学选必2,晶体结构与性质,第一节 物质的聚集状态与晶体的常识,0.11
CHEMISTRY,分析粒子种类-分子-离子-电子,分析粒子种类（分子/离子/电子）,化学必修一,物质及其变化,第二节 离子反应,0.29
CHEMISTRY,验证计算过程-比例关系,验证计算过程（比例关系）,化学选必1,化学反应的热效应,第二节 反应热的计算,0.17
CHEMISTRY,浓度计算的常用方法,浓度计算的常用方法,化学选必1,化学反应的热效应,第二节 反应热的计算,0.25
CHEMISTRY,物质的化学键,物质的化学键,化学必修一,物质结构 元素周期律,第三节 化学键,0.60
CHEMISTRY,物质的量-阿伏加德罗常数,物质的量、阿伏加德罗常数,化学必修一,海水中的重要元素——钠和氯,第三节 物质的量,0.33
CHEMISTRY,有关物质的量浓度的计算,有关物质的量浓度的计算,化学必修一,海水中的重要元素——钠和氯,第三节 物质的量,0.38
CHEMISTRY,溶液的配制步骤,溶液的配制步骤,化学选必1,水溶液中的离子反应与平衡,第二节 水的电离和溶液的pH,0.25
CHEMISTRY,看-标准状况-下物质是否为-气体,看“标准状况”下物质是否为“气体”,化学选必2,晶体结构与性质,第一节 物质的聚集状态与晶体的常识,0.25
CHEMISTRY,溶液的配制误差分析,溶液的配制误差分析,化学选必1,水溶液中的离子反应与平衡,第二节 水的电离和溶液的pH,0.22
CHEMISTRY,在化学研究中-物质的量浓度是使用最广泛的一种表示溶液浓度的方法,在化学研究中，物质的量浓度是使用最广泛的一种表示溶液浓度的方法。,化学选必3,有机化合物的结构特点与研究方法,第二节 研究有机化合物的一般方法,0.29
CHEMISTRY,溶液的稀释和混合问题,溶液的稀释和混合问题,化学选必1,水溶液中的离子反应与平衡,第二节 水的电离和溶液的pH,0.18
CHEMISTRY,物质的量是高中化学常用的物理量-请完成以下有关计算-设na为阿伏加德罗常数的值,物质的量是高中化学常用的物理量，请完成以下有关计算(设NA为阿伏加德罗常数的值)：,化学必修一,海水中的重要元素——钠和氯,第三节 物质的量,0.15
CHEMISTRY,电解质及其分类,电解质及其分类,化学必修一,物质及其变化,第一节 物质的分类及转化,0.33
CHEMISTRY,电解质的电离,电解质的电离,化学选必1,水溶液中的离子反应与平衡,第一节 电离平衡,0.40
CHEMISTRY,电解质溶液的导电性,电解质溶液的导电性,化学选必1,水溶液中的离子反应与平衡,第二节 水的电离和溶液的pH,0.38
CHEMISTRY,连续型离子方程式的书写-分类分析法,连续型离子方程式的书写(分类分析法),化学选必3,合成高分子,第一节 合成高分子的基本方法,0.19
CHEMISTRY,竞争型离子方程式的书写-先强后弱法,竞争型离子方程式的书写(先强后弱法),化学选必3,合成高分子,第一节 合成高分子的基本方法,0.16
CHEMISTRY,配比型离子方程式的书写-少定多变法,配比型离子方程式的书写(少定多变法),化学选必3,合成高分子,第一节 合成高分子的基本方法,0.16
CHEMISTRY,常见阳离子的检验与推断依据,常见阳离子的检验与推断依据,化学必修一,物质及其变化,第二节 离子反应,0.20
CHEMISTRY,常见阴离子的检验与推断依据,常见阴离子的检验与推断依据,化学必修一,物质及其变化,第二节 离子反应,0.20
CHEMISTRY,电解质溶液的导电原理,电解质溶液的导电原理,化学选必1,水溶液中的离子反应与平衡,第二节 水的电离和溶液的pH,0.38
CHEMISTRY,金属导电和电解质溶液导电的对比,金属导电和电解质溶液导电的对比,化学选必1,水溶液中的离子反应与平衡,第二节 水的电离和溶液的pH,0.30
CHEMISTRY,离子方程式的正误判断方法,离子方程式的正误判断方法,化学选必3,合成高分子,第一节 合成高分子的基本方法,0.20
CHEMISTRY,分析离子能否大量共存必备知识,分析离子能否大量共存必备知识,化学必修一,物质及其变化,第二节 离子反应,0.17
CHEMISTRY,电解质概念和判断的几个-特殊点,电解质概念和判断的几个“特殊点”,化学选必3,有机化合物的结构特点与研究方法,第一节 有机化合物的结构特点,0.11
CHEMISTRY,电解质的电离的-易错点,电解质的电离的“易错点”,化学选必1,水溶液中的离子反应与平衡,第一节 电离平衡,0.20
CHEMISTRY,电解质导电性的-易错点,电解质导电性的“易错点”,化学选必2,分子结构与性质,第三节 分子结构与物质的性质,0.15
CHEMISTRY,电离方程式的-易错点,电离方程式的“易错点”,化学选必1,水溶液中的离子反应与平衡,第一节 电离平衡,0.17
CHEMISTRY,离子方程式题设错方式,离子方程式题设错方式,化学必修一,物质及其变化,第二节 离子反应,0.22
CHEMISTRY,离子共存的判断易错点,离子共存的判断易错点,化学必修一,物质及其变化,第二节 离子反应,0.20
CHEMISTRY,与量有关的离子方程式书写技巧,与量有关的离子方程式书写技巧,化学必修一,物质及其变化,第二节 离子反应,0.17
CHEMISTRY,离子共存问题解题要点,离子共存问题解题要点,化学必修一,物质及其变化,第二节 离子反应,0.22
CHEMISTRY,下列溶液中-离子一定能大量共存的有____________,下列溶液中，离子一定能大量共存的有____________。,化学选必1,水溶液中的离子反应与平衡,第二节 水的电离和溶液的pH,0.21
CHEMISTRY,常见的与量无关的离子反应,常见的与量无关的离子反应,化学必修一,物质及其变化,第二节 离子反应,0.50
CHEMISTRY,书写离子方程式应注意的问题,书写离子方程式应注意的问题,化学必修一,物质及其变化,第二节 离子反应,0.17
CHEMISTRY,电荷守恒在离子推断中的应用,电荷守恒在离子推断中的应用,化学必修一,物质及其变化,第二节 离子反应,0.22
CHEMISTRY,化学性质,化学性质,化学必修一,物质结构 元素周期律,第三节 化学键,0.40
CHEMISTRY,钠的制取及保存,钠的制取及保存,化学必修一,海水中的重要元素——钠和氯,第一节 钠及其化合物,0.12
CHEMISTRY,钠的用途,钠的用途,化学必修一,海水中的重要元素——钠和氯,第一节 钠及其化合物,0.20
CHEMISTRY,金属钠露置在空气中的变化过程,金属钠露置在空气中的变化过程,化学必修一,海水中的重要元素——钠和氯,第一节 钠及其化合物,0.15
CHEMISTRY,碳酸钠与碳酸氢钠的相互转化,碳酸钠与碳酸氢钠的相互转化,化学必修一,海水中的重要元素——钠和氯,第一节 钠及其化合物,0.20
CHEMISTRY,na2co3-nahco3的应用,Na2CO3、NaHCO3的应用,,,,0.00
CHEMISTRY,联合制碱法-侯氏制碱法,联合制碱法——侯氏制碱法,化学选必3,合成高分子,第一节 合成高分子的基本方法,0.15
CHEMISTRY,碱金属的一般性与特殊性,碱金属的一般性与特殊性,化学必修一,铁 金属材料,第二节 金属材料,0.20
CHEMISTRY,焰色反应,焰色反应,化学选必1,化学反应的热效应,第一节 反应热,0.25
CHEMISTRY,碱金属元素单质及其化合物有广泛用途,碱金属元素单质及其化合物有广泛用途,化学必修一,海水中的重要元素——钠和氯,第一节 钠及其化合物,0.23
CHEMISTRY,钠与水及酸-碱-盐溶液的反应,钠与水及酸、碱、盐溶液的反应,化学选必1,水溶液中的离子反应与平衡,第二节 水的电离和溶液的pH,0.30
CHEMISTRY,na2o2的性质及应用,Na2O2的性质及应用,化学选必2,分子结构与性质,第三节 分子结构与物质的性质,0.33
CHEMISTRY,碳酸钠-碳酸氢钠与酸反应的特点,碳酸钠、碳酸氢钠与酸反应的特点,化学选必3,有机化合物的结构特点与研究方法,第一节 有机化合物的结构特点,0.15
CHEMISTRY,nahco3与碱反应的应用,NaHCO3与碱反应的应用,化学选必1,化学反应的热效应,第一节 反应热,0.33
CHEMISTRY,制备原料,制备原料,化学选必1,化学反应与电能,第一节 原电池,0.17
CHEMISTRY,反应原理,反应原理,化学必修一,物质及其变化,第三节 氧化还原反应,0.40
CHEMISTRY,绿色思想-循环使用的物质为co2-饱和食盐水,绿色思想,化学必修二,化学与可持续发展,第三节 环境保护与绿色化学,0.20
CHEMISTRY,焰色试验的应用,焰色试验的应用,化学必修二,化学与可持续发展,第三节 环境保护与绿色化学,0.09
CHEMISTRY,钠和钠的氧化物易错知识点,钠和钠的氧化物易错知识点,化学必修一,海水中的重要元素——钠和氯,第一节 钠及其化合物,0.33
CHEMISTRY,碳酸钠和碳酸氢钠易错知识点,碳酸钠和碳酸氢钠易错知识点,化学选必3,生物大分子,第三节 核酸,0.11
CHEMISTRY,碱金属元素易错知识点,碱金属元素易错知识点,化学必修一,铁 金属材料,第二节 金属材料,0.18
CHEMISTRY,焰色试验-易错点,焰色试验“易错点”,化学必修二,化学与可持续发展,第三节 环境保护与绿色化学,0.06
CHEMISTRY,过氧化钠的性质与探究,过氧化钠的性质与探究,化学必修一,海水中的重要元素——钠和氯,第一节 钠及其化合物,0.20
CHEMISTRY,na22,Na22,,,,0.00
CHEMISTRY,金属钠与二氧化碳反应的实验步骤及现象如下表,金属钠与二氧化碳反应的实验步骤及现象如下表：,化学必修一,物质及其变化,第三节 氧化还原反应,0.18
CHEMISTRY,na2co3-nahco3与酸反应的图像分析,Na2CO3、NaHCO3与酸反应的图像分析,化学选必1,化学反应的热效应,第一节 反应热,0.20
CHEMISTRY,从化合价的角度认识cl2的化学性质-歧化反应,从化合价的角度认识Cl2的化学性质——歧化反应,化学必修二,化学反应与能量,第二节 化学反应的速率与限度,0.31
CHEMISTRY,次氯酸和次氯酸盐,次氯酸和次氯酸盐,化学选必3,生物大分子,第三节 核酸,0.20
CHEMISTRY,cl2的实验室制法,Cl2的实验室制法,化学选必3,合成高分子,第一节 合成高分子的基本方法,0.08
CHEMISTRY,工业制法,工业制法,化学选必3,合成高分子,第一节 合成高分子的基本方法,0.09
CHEMISTRY,卤族元素,卤族元素,化学必修一,物质结构 元素周期律,第二节 元素周期律,0.29
CHEMISTRY,卤素离子的检验方法,卤素离子的检验方法,化学选必3,合成高分子,第一节 合成高分子的基本方法,0.23
CHEMISTRY,海水提取溴,海水提取溴,化学选必1,水溶液中的离子反应与平衡,第三节 盐类的水解,0.14
CHEMISTRY,海带中提取碘,海带中提取碘,,,,0.00
CHEMISTRY,实验室制取氯气装置的改进,实验室制取氯气装置的改进,化学必修一,海水中的重要元素——钠和氯,第二节 氯及其化合物,0.07
CHEMISTRY,实验室用mno2和浓盐酸制取cl2时注意-四点,实验室用MnO2和浓盐酸制取Cl2时注意“四点”,化学选必3,生物大分子,第三节 核酸,0.06
CHEMISTRY,卤族元素的易错点,卤族元素的易错点,化学必修一,物质结构 元素周期律,第二节 元素周期律,0.20
CHEMISTRY,从海水中提取物质的思路,从海水中提取物质的思路,化学必修一,海水中的重要元素——钠和氯,第三节 物质的量,0.22
CHEMISTRY,含氯消毒剂的计算与比较,含氯消毒剂的计算与比较,化学选必1,化学反应的热效应,第二节 反应热的计算,0.18
