subject,slug,name,bound_materials,figure_verbalized,hit,sample_content
BIOLOGY,细胞呼吸的影响因素及应用,细胞呼吸的影响因素及应用★★★★☆,51,yes,曲线,O2 浓度升高或 CO2 浓度降低→光呼吸增强 光呼吸强弱由 O2/CO2 相对浓度决定：O2↑或 CO2↓→加氧反应占优→光呼吸↑。 环境条件对光呼吸影响的判
BIOLOGY,光合作用与细胞呼吸过程-物质和能量的关系,光合作用与细胞呼吸过程、物质和能量的关系★★★☆☆,97,yes,曲线,完全抑制光呼吸未必有利：光呼吸可耗散过剩光能 光呼吸能消耗过剩光能与还原力、保护光系统，完全抑制在强光下可能造成光损伤。 '能否通过抑制光呼吸增产'类辩证题。 
BIOLOGY,种子萌发过程中细胞呼吸的变化分析,种子萌发过程中细胞呼吸的变化分析,17,yes,曲线,油料作物种子萌发初期干重增加的原因 油料种子萌发初期脂肪转化为糖类使氧元素增多，干重先增加后减少。 解释种子萌发干重曲线。 1. 种子形成时：非油料种子可溶性糖
BIOLOGY,细胞呼吸的类型判断-规律方法,细胞呼吸的类型判断（规律方法）,13,yes,图示,产生 CO2 的三种可能呼吸组合 产生 CO2 可能是：只有有氧呼吸、只有产酒精的无氧呼吸、或两者同时进行。 据 CO2 判断呼吸方式组合。 产生 CO2 → 
BIOLOGY,有丝分裂-x1,有丝分裂★★★☆☆,9,no,,有丝分裂各时期的特点 前期膜仁消失现两体，中期着丝粒排列在赤道板，后期着丝粒分裂，末期形成两个子细胞。 分裂图像时期判断。 1. 间期：DNA复制和有关蛋白质合
BIOLOGY,自由扩散,自由扩散,10,yes,曲线,自由扩散：脂溶性/小分子顺浓度梯度直接穿膜，不耗能、不需载体 物质直接穿过磷脂双分子层顺浓度梯度扩散，无需载体、不耗能。 被动运输分类判断。 自由扩散：顺浓度梯
BIOLOGY,质壁分离,质壁分离,15,yes,曲线,质壁分离曲线持续下降→细胞失水发生质壁分离 曲线（原生质体长度/液泡体积类）持续下降，表明外界溶液浓度高于细胞液，细胞失水发生质壁分离。 曲线判读题中'下降段'
BIOLOGY,动物细胞的吸水和失水,动物细胞的吸水和失水★★☆☆☆,38,yes,曲线,曲线从起点直接上升→外界低渗、细胞吸水 曲线从起点直接上升表明外界为低渗液，细胞吸水（可能涨破风险视细胞壁限制）。 曲线判读题中'上升段'的含义判定。 从起点直
BIOLOGY,成熟植物细胞的吸水和失水,成熟植物细胞的吸水和失水★★☆☆☆,34,no,,质壁分离只发生于有大液泡的成熟植物细胞 质壁分离需要大液泡与半透的原生质层及细胞壁，动物细胞无细胞壁不发生质壁分离。 质壁分离实验材料选择与概念边界题。 发生质
BIOLOGY,酶的本质,酶的本质,10,yes,流向,酶的本质与产生 酶是活细胞产生的具有催化作用的有机物，绝大多数是蛋白质，少数是RNA。 判断酶的化学本质、合成场所时使用。 绝大多数酶是蛋白质（合成原料为氨基酸
BIOLOGY,探究酶的专一性-高效性相关实验,探究酶的专一性、高效性相关实验★★★★☆,25,yes,曲线,酶的高效性 与无机催化剂相比，酶降低活化能的作用更显著，催化效率是无机催化剂的10的7至13次方倍。 判断高效性相关说法与曲线。 1. 同无机催化剂相比，酶降低
BIOLOGY,与酶有关的曲线分析,与酶有关的曲线分析,7,yes,曲线,电位曲线分段：上升支=Na+ 内流、下降支=K+ 外流、平稳段=Na+-K+ 泵 把电位曲线各段对应到离子流动：上升支去极化（Na+ 内流）、下降支复极化（K+
BIOLOGY,影响酶促反应的因素分析,影响酶促反应的因素分析,46,yes,曲线,影响物质跨膜运输速率的因素分析 浓度曲线有饱和点（受转运蛋白数量限制）；氧气通过呼吸影响主动运输速率。 曲线分析与限制因素判断。 1. 物质浓度：在一定范围内速
BIOLOGY,遗传系谱图和电泳图谱分析,遗传系谱图和电泳图谱分析★★★★☆,6,no,,系谱图判断遗传方式的四步法 先判伴Y，再判显隐性，再判常染色体或X染色体，最后对不能确定的类型判断可能性。 系谱图分析题。 1. 第一步：患者全为男性且其父亲和
BIOLOGY,遗传系谱图的分析及概率的计算,遗传系谱图的分析及概率的计算,13,yes,世代,肽键数与脱去水分子数的计算 链状多肽：肽键数＝脱去水分子数＝氨基酸数－肽链数；环状肽：肽键数＝氨基酸数。 蛋白质相关计算题。 1. n条肽链、m个氨基酸：肽键数
BIOLOGY,程序法分析遗传系谱图-规律方法,程序法分析遗传系谱图（规律方法）,1,no,,遗传系谱图的程序法分析 按先判断伴Y、再判显隐性、再判基因位置的程序分析系谱图。 系谱图分析方法。 1. 伴Y：患者全为男性且父、子皆患者。 2. 显隐性：双亲
BIOLOGY,减数分裂细胞中染色体-dna数量变化规律,减数分裂细胞中染色体、DNA数量变化规律★★★☆☆,66,yes,峰值,真核染色体 DNA 长且链状，多起点+双向复制提高效率 真核生物染色体 DNA 为链状且较长，采用多起点复制和双向复制提高效率。 原核真核复制比较。 真核生物：
BIOLOGY,种群的特征,种群的特征,5,yes,曲线,J 形增长：“J”形曲线：理想条件（食物充足、无天敌）下种群增长 种群在食物充足、空间充裕、无敌害等理想条件下，增长率（指数）恒定，增长呈 J 型曲线。 种群增
BIOLOGY,种群的数量变化,种群的数量变化,10,yes,曲线,动作电位幅度与 Na+ 通道开放的数量有关 动作电位大小取决于开放的 Na+ 通道数量（受刺激强度与通道密度影响）。 电位幅度变化分析。 动作电位的幅度与 Na
BIOLOGY,种群数量的变化,种群数量的变化★★★☆☆,8,yes,曲线,条件骤变时C3和C5含量的变化 光照减弱或CO2增多时C3升高C5下降；光照增强或CO2减少时C3下降C5上升。 快速判断环境改变瞬间C3、C5及NADPH、A
BIOLOGY,植物组织培养,植物组织培养,5,no,,植物体细胞杂交：去壁→融合→杂种细胞→组织培养 酶解去壁得原生质体→诱导融合→杂种细胞→组织培养成植株，克服远缘杂交不亲和。 '打破种间生殖隔离'方案。 流程：
BIOLOGY,探究动植物生命活动调节实验的思路与方法,探究动植物生命活动调节实验的思路与方法★★★☆☆,21,yes,曲线,重力对植物生命活动的调节 根的向地生长和茎的背地生长体现重力调节，分别利于吸水吸肥和进行光合作用。 分析重力在植物适应中的意义时使用。 根的向地生长：可以深扎根
