subject,slug,action,new_name,new_slug,reason
CHEMISTRY,某温度下-在一恒容密闭容器中进行如下两个反应并达到平衡,review,,,名称不可用（整句话当名称），需读上下文定名
CHEMISTRY,工业上常用甲烷-水蒸气重整制备氢气-体系中发生如下反应,review,,,名称不可用（整句话当名称），需读上下文定名
CHEMISTRY,北京冬奥会期间使用氢燃料清洁能源汽车-其氢氧燃料电池工作示意图如图所示,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,甲烷作燃料电池的负极反应物时-其电极反应式在不同的介质中有不同的写法,review,,,名称不可用（整句话当名称），需读上下文定名
CHEMISTRY,已知锂电池的正极反应物和产物-写出其正极反应,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,o2作为原电池的正极反应物时-其电极反应在不同的介质中有不同的写法,review,,,名称不可用（整句话当名称），需读上下文定名
CHEMISTRY,判断正误-正确的打-错误的打-x2,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,深度思考,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,在浓差电池中-为了限定某些离子的移动-常涉及到-离子交换膜,review,,,名称不可用（整句话当名称），需读上下文定名
CHEMISTRY,在一定温度下-已知以下三个反应的平衡常数,delete,,,题干/答案原文或抽取截断，节点不含知识点
CHEMISTRY,已知反应-feo-s-co-g-fe-s-co2-g-δh-0,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,已知-co-g-2h2-g-ch3oh-g-δh,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,利用nh3的还原性可以消除氮氧化物的污染-其中除去no的主要反应如下,review,,,名称不可用（整句话当名称），需读上下文定名
CHEMISTRY,氢能是极具发展潜力的清洁能源-以氢燃料为代表的燃料电池有良好的应用前景,review,,,名称不可用（整句话当名称），需读上下文定名
CHEMISTRY,下列各组物质中化学键的类型和化合物的类型都相同的是,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,写出下列物质的电子式,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,甲-乙-丙三种有机物的结构如下,rename,甲、乙、丙三种有机物的结构,,名称只含难度星号/结尾标点，清理即可
CHEMISTRY,含碳元素的物质是化学世界中最庞大的家族-请填写下列空格,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,判断下列物质中心原子的杂化方式,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,1-指出下列粒子的空间结构,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,1-比较下列分子或离子中的键角大小-填-或,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,下列说法正确的是-x1,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,有关分子的溶解性-解答下列各题,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,有关物质的熔-沸点-解答下列问题,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,下列说法不正确的是,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,填写下表,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,回答下列问题,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,下列每组物质中含有的化学键类型相同的是,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,下列表达正确的是,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,下列化学用语正确的有___________,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,柠檬酸是一种重要的有机酸-存在于柠檬-柑橘-菠萝等水果中-其结构简式如图所示,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,已知几种共价键的键能如下,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,下列描述正确的是,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,v2o5常用作so2转化为so3的催化剂,rename,V2O5常用作SO2转化为SO3的催化剂,,名称只含难度星号/结尾标点，清理即可
CHEMISTRY,下列物质的性质变化与范德华力有关的是,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,下列离子的中心原子的杂化方式与其他三种不同的是,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,下列关于ph3和nh3的说法正确的是,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,下列有关合成氨工业的说法中-正确的是,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,乙烯是石油化工最基本的原料之一,rename,乙烯是石油化工最基本的原料之一,,名称只含难度星号/结尾标点，清理即可
CHEMISTRY,常见图像形式,rename,常见图像形式,,只有标题冒号 -> 机械推导
CHEMISTRY,析图关键-关注曲线变化趋势-采取-定一议二-法,rename,析图关键——关注曲线变化趋势，采取“定一议二”法,,整句话当名称 -> 机械推导
CHEMISTRY,2024-湖南卷-恒压下-向某密闭容器中充入一定量的和-发生如下反应,delete,,,抽取事故：高考题干残句，非知识点
CHEMISTRY,以fe3o4为原料炼铁-主要发生如下反应,delete,,,题干/答案原文或抽取截断，节点不含知识点
CHEMISTRY,2025-江苏卷-甘油水蒸气重整获得过程中的主要反应,delete,,,抽取事故：高考题干残句，非知识点
CHEMISTRY,2025-北京昌平-二模-催化加氢直接合成二甲醚过程中有以下2个反应,delete,,,抽取事故：高考题干残句，非知识点
CHEMISTRY,一种新型煤气化燃烧集成制氢发生的主要反应如下,rename,一种新型煤气化燃烧集成制氢发生的主要反应,,名称只含难度星号/结尾标点，清理即可
CHEMISTRY,下列措施可以增大化学反应速率的是________-填序号,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,已知反应-4co-2no2n2-4co2在不同条件下的化学反应速率如下,review,,,名称不可用（整句话当名称），需读上下文定名
CHEMISTRY,书写下列化学反应的平衡常数表达式,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,关于中和反应反应热的测定实验-请回答下列问题,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,原电池-x1,merge,,原电池,与 原电池 是同一概念（去星号后同名）
CHEMISTRY,聚苯乙烯是一类重要的高分子材料-可通过苯乙烯聚合制得,review,,,名称不可用（整句话当名称），需读上下文定名
CHEMISTRY,化学键-x1,merge,,化学键,与 化学键 是同一概念（去星号后同名）
CHEMISTRY,共价键-x2,merge,,共价键,与 共价键 是同一概念（去星号后同名）
CHEMISTRY,按官能团的不同可以对有机物进行分类-请指出下列有机物所属的类别,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,观察下列有机物-并按碳骨架把它们分类-完成填空,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,写出下列官能团名称,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,按要求填空-x1,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,下列实验中-所采取的分离或提纯方法与对应原理都正确的是,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,下列有机物分子中所有原子一定在同一平面内的是,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,1-按要求完成下列填空,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,1-下列物质中属于乙烯的同系物的是________-填序号-下同,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,1-中含氧官能团名称是________,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,用系统命名法给下列有机物命名,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,写出下列有机物的名称,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,下列关于有机物的分离-提纯方法-正确的是,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,下列说法正确的是-x2,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,某有机物结构为-回答下列问题,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,有多种同分异构体-同时满足下列条件的同分异构体有_____种-不考虑立体异构,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,在e-的同分异构体中-同时满足下列条件的总数为_____种,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,4-溴甲基-1-环己烯的一种合成路线如下,rename,4-溴甲基-1-环己烯的一种合成路线,,名称只含难度星号/结尾标点，清理即可
CHEMISTRY,1-根据的结构特征-预测其可能的化学性质,delete,,,题干/答案原文或抽取截断，节点不含知识点
CHEMISTRY,以溴乙烷为原料制备1-2-二溴乙烷-下列方案中最合理的是,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,已知-x1,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,有机物g-是一种调香香精-也可用作抗氧化剂-工业合成路线之一如下,review,,,名称不可用（公式被剥离），需读上下文定名
CHEMISTRY,一种药物中间体-h-的合成路线如下,rename,一种药物中间体(H)的合成路线,,名称只含难度星号/结尾标点，清理即可
CHEMISTRY,黄酮哌酯是一种解痉药-可通过如下路线合成,delete,,,题干/答案原文或抽取截断，节点不含知识点
CHEMISTRY,2025-天津-一模-化合物z是合成连翘酯苷类似物的重要中间体-其合成路线如下,delete,,,抽取事故：高考题干残句，非知识点
CHEMISTRY,甲基丁香酚g-可用作食用香精-某小组设计的制备甲基丁香酚的流程如下,review,,,名称不可用（公式被剥离），需读上下文定名
CHEMISTRY,已知-①环己烯可以通过1-3-丁二烯与乙烯发生环化加成反应得到,review,,,名称不可用（整句话当名称），需读上下文定名
CHEMISTRY,在b-的同分异构体中-同时满足下列条件的共有____种-不考虑立体异构,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,高聚物g是一种合成纤维-由a与e为原料制备j和g的一种合成路线如下,review,,,名称不可用（整句话当名称），需读上下文定名
CHEMISTRY,2025-湖北卷-化合物g是某药物的关键原料-合成路线如下,delete,,,抽取事故：高考题干残句，非知识点
CHEMISTRY,2025-北京卷-一种受体拮抗剂中间体p合成路线如下,delete,,,抽取事故：高考题干残句，非知识点
CHEMISTRY,支气管扩张药物特布他林-h-的一种合成路线如下,rename,支气管扩张药物特布他林(H)的一种合成路线,,名称只含难度星号/结尾标点，清理即可
CHEMISTRY,1-按系统命名法对下列有机物进行命名,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,碳酸亚乙烯酯是锂离子电池低温电解液的重要添加剂-其分子结构如图,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,化合物g可用于药用多肽的结构修饰-其人工合成路线如下,delete,,,题干/答案原文或抽取截断，节点不含知识点
CHEMISTRY,盖斯定律,merge,,盖斯定律-x1,与 盖斯定律-x1 是同一概念（去星号后同名）
CHEMISTRY,燃烧热,merge,,燃烧热-x1,与 燃烧热-x1 是同一概念（去星号后同名）
CHEMISTRY,氢化钠-nah-广泛应用于工业生产,rename,氢化钠(NaH)广泛应用于工业生产,,名称只含难度星号/结尾标点，清理即可
CHEMISTRY,已知nabh4与水反应的化学方程式为nabh4-2h2o-nabo2-4h2,review,,,名称不可用（整句话当名称），需读上下文定名
CHEMISTRY,根据反应事实判断性质的强弱,rename,根据反应事实判断性质的强弱,,名称只含难度星号/结尾标点，清理即可
CHEMISTRY,实验室制备高铁酸钾-k2feo4-并探究其性质,rename,实验室制备高铁酸钾(K2FeO4)并探究其性质,,名称只含难度星号/结尾标点，清理即可
CHEMISTRY,已知g-q-x-y-z均为含氯元素的化合物-在一定条件下有下列转化关系-未配平,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,配平下列化学方程式,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,已知有如下反应,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,根据题给信息写出对应的方程式,rename,根据题给信息写出对应的方程式,,名称只含难度星号/结尾标点，清理即可
CHEMISTRY,在酸性条件下-黄铁矿-fes2-其中s为-1价-催化氧化的反应转化如图所示,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,1-某催化转化过程如图所示,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,按要求书写离子方程式,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,氧化还原反应-x1,merge,,氧化还原反应,与 氧化还原反应 是同一概念（去星号后同名）
CHEMISTRY,配平下列氧化还原反应方程式,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,现有下列三个氧化还原反应,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,三步法-配平缺项氧化还原反应化学方程式,rename,“三步法”配平缺项氧化还原反应化学方程式,,名称只含难度星号/结尾标点，清理即可
CHEMISTRY,平衡常数-x1,merge,,平衡常数,与 平衡常数 是同一概念（去星号后同名）
CHEMISTRY,判断正误-正确的打-错误的打-x1,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,下列电离方程式中-正确的是,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,分别测定不同浓度溶液-溶液和溶液的电导率数值-测定结果的数据处理如下表,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,部分弱酸的电离常数如下表,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,1-在一定温度下-有a-盐酸b-硫酸c-醋酸三种酸,review,,,名称不可用（整句话当名称），需读上下文定名
CHEMISTRY,利用电离常数-k-巧判溶液稀释中有关粒子浓度比值大小,review,,,名称不可用（整句话当名称），需读上下文定名
CHEMISTRY,下列关于电离常数的说法正确的是,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,下列酸碱溶液恰好完全中和-如图所示-则下列叙述正确的是,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,在相同浓度-相同温度下-与强电解质溶液做导电性对比实验,review,,,名称不可用（整句话当名称），需读上下文定名
CHEMISTRY,常温下-下列事实不能说明nh3-h2o为弱电解质的是,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,室温下-进行如下实验,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,溶度积-x1,merge,,溶度积,与 溶度积 是同一概念（去星号后同名）
CHEMISTRY,难溶电解质的ksp数值越小-表明在水中的溶解能力就越弱-这种说法对吗,review,,,名称不可用（整句话当名称），需读上下文定名
CHEMISTRY,在饱和溶液中加入少量的溶液产生沉淀-若以ksp表示的溶度积常数-则平衡后溶液中,review,,,名称不可用（整句话当名称），需读上下文定名
CHEMISTRY,常温下-过量固体溶于水的ph随时间变化的关系如图所示,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,下列说法中-正确的是,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,黑色的水溶性很差-已知-平衡常数-下列有关说法错误的是,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,化学反应速率-x1,merge,,化学反应速率,与 化学反应速率 是同一概念（去星号后同名）
CHEMISTRY,化学平衡状态,merge,,化学平衡状态-x1,与 化学平衡状态-x1 是同一概念（去星号后同名）
CHEMISTRY,化学平衡的移动,merge,,化学平衡的移动-x1,与 化学平衡的移动-x1 是同一概念（去星号后同名）
CHEMISTRY,常温下-几种弱酸的电离平衡常数如下表所示,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,下表是几种弱酸常温下的电离平衡常数,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,沉淀溶解平衡-x1,merge,,沉淀溶解平衡,与 沉淀溶解平衡 是同一概念（去星号后同名）
CHEMISTRY,在不同温度下的沉淀溶解平衡曲线如图所示-下列说法不正确的是,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,25-时-和的沉淀溶解平衡曲线如图-代表或-所示-下列说法不正确的是,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,判断正误-正确的打-错误的打-x3,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,1-判断下列溶液的酸碱性-用-酸性-碱性-中性-或-不确定-填空,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,下列有关滴定操作的顺序正确的是,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,水电离出的c-h-或c-oh-的相关计算-25,review,,,名称不可用（整句话当名称），需读上下文定名
CHEMISTRY,常温下-下列有关电解质溶液的说法正确的是,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,巧抓-四点-突破酸碱中和滴定曲线中的粒子浓度关系,review,,,名称不可用（整句话当名称），需读上下文定名
CHEMISTRY,常温下-用溶液滴定溶液过程中的变化如下图所示-下列说法错误的是,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,室温时-关于1ml盐酸的说法不正确的是,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,定义-x1,review,,,名称不可用（通用名词无主语），需读上下文定名
CHEMISTRY,规律,review,,,名称不可用（通用名词无主语），需读上下文定名
CHEMISTRY,按要求书写离子方程式-x1,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,简要回答,rename,简要回答,,只有标题冒号 -> 机械推导
CHEMISTRY,0-1-mol-l-1的na2co3溶液中各粒子浓度的关系,review,,,名称不可用（整句话当名称），需读上下文定名
CHEMISTRY,0-1-mol-l-1的-nh4-2so4溶液中各粒子浓度的关系,review,,,名称不可用（整句话当名称），需读上下文定名
CHEMISTRY,0-1-mol-l-1的nahso3溶液ph-7-各离子浓度的关系,review,,,名称不可用（整句话当名称），需读上下文定名
CHEMISTRY,书写盐类水解离子方程式的注意事项,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,分别对稀溶液进行下列操作-一定可使增大的是,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,劳动创造美好生活-下列关于劳动项目的做法或对应化学知识的描述错误的是,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,溶质为酸的溶液-oh-全部来自水的电离,rename,溶质为酸的溶液,,名称只含难度星号/结尾标点，清理即可
CHEMISTRY,溶质为碱的溶液-h-全部来自水的电离,rename,溶质为碱的溶液,,名称只含难度星号/结尾标点，清理即可
CHEMISTRY,常温下-下列操作能抑制水的电离-并使溶液的ph小于7的是,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,特点,review,,,名称不可用（通用名词无主语），需读上下文定名
CHEMISTRY,电离能,merge,,电离能-x1,与 电离能-x1 是同一概念（去星号后同名）
CHEMISTRY,键参数,merge,,键参数-x1,与 键参数-x1 是同一概念（去星号后同名）
CHEMISTRY,易错辨析-正确的打-错误的打-x1,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,写出下列原子-或离子-核外电子排布的表示方法,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,1-基态f原子核外电子的运动状态有______种,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,晶胞组成的计算-均摊法,rename,晶胞组成的计算——均摊法,,名称只含难度星号/结尾标点，清理即可
CHEMISTRY,下列有关晶体的叙述正确的是,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,某离子晶体的晶胞结构如图所示-x位于立方体的顶点-y位于立方体的中心,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,1-下面有关晶体的叙述中-不正确的是,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,按要求填空,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,碳元素的单质有多种形式-下图依次是c60-石墨和金刚石的结构图,review,,,名称不可用（整句话当名称），需读上下文定名
CHEMISTRY,下列各组晶体物质中-化学键类型相同-晶体类型也相同的是,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,下列晶体分类中正确的一组是,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,下列各图为几种晶体或晶胞的构型示意图,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,有关晶体的结构如图所示-下列说法不正确的是,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,根据下表中给出的有关数据-判断下列说法错误的是,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,一种由cu-in-te组成的晶体属四方晶系-晶胞参数如图所示,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,1-ni2c的晶胞结构如图1所示,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,共价键-x1,merge,,共价键,与 共价键 是同一概念（去星号后同名）
CHEMISTRY,下列分子晶体中-关于熔-沸点高低的叙述正确的是,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,原子结构-x1,merge,,原子结构,与 原子结构 是同一概念（去星号后同名）
CHEMISTRY,烷烃的命名,merge,,烷烃的命名-x1,与 烷烃的命名-x1 是同一概念（去星号后同名）
CHEMISTRY,1-写出分子式为c5h12的烷烃的结构简式,rename,(1)写出分子式为C5H12的烷烃的结构简式,,名称只含难度星号/结尾标点，清理即可
CHEMISTRY,完成下列方程式,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,某烷烃的结构简式为,delete,,,题干/答案原文或抽取截断，节点不含知识点
CHEMISTRY,按要求填写下列空白,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,按要求完成下列问题,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,有机物的结构可用键线式表示-如,rename,键线式,,残句当名称（机械 rename 只把 slug 的连字符换成标点，名字并未成形）
CHEMISTRY,下列叙述正确的是-x1,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,有下列物质,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,如图所示是实验室干馏煤的装置图-回答下列问题,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,石油裂解是一个复杂的过程-其产物为混合物-例如,rename,石油裂解的产物,,残句当名称（机械 rename 只把 slug 的连字符换成标点，名字并未成形）
CHEMISTRY,下列有关芳香烃的叙述不正确的是,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,一种生产聚苯乙烯的流程如图,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,实验室制备溴苯的反应装置如图所示-下列关于实验操作或叙述错误的是,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,金刚烷是一种重要的化工原料-工业上以a-环戊二烯-为原料经下列途径制备,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,月桂烯-是重要的化工原料-广泛用于香料行业,review,,,名称不可用（公式被剥离），需读上下文定名
CHEMISTRY,为了测定某卤代烃分子中所含有的卤素原子种类-可按下列步骤进行实验,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,有以下物质-①ch3cl-②ch2cl-ch2cl-③-④-⑤-⑥,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,现有下列七种有机物,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,1-现有以下物质-①-②-③-④-⑤,rename,(1)现有以下物质,,名称只含难度星号/结尾标点，清理即可
CHEMISTRY,下列说法正确的是-x3,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,丙酮-是最简单的酮-常用作有机溶剂-关于丙酮的说法正确的是,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,已知乙酸的结构如图所示,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,按要求书写酯化反应的化学方程式,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,1-写出以乙醇为原料制备的化学方程式-无机试剂任选-并注明反应类型,review,,,名称不可用（整句话当名称），需读上下文定名
CHEMISTRY,已知某有机物的结构简式为-请回答下列问题,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,下列说法中正确的是,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,某化妆品的组成z具有美白功效-可用如图反应制备-下列叙述不正确的是,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,有机物a是一种重要的化工原料-其结构简式如图所示,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,一种活性物质的结构简式为-下列有关该物质的叙述正确的是,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,苯甲酸异丙酯为无色油状液体-留香时间长-常用于香精-制备反应为,review,,,名称不可用（整句话当名称），需读上下文定名
CHEMISTRY,一种2-甲基色酮内酯-y-可通过下列反应合成,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,利用已有知识并结合已知信息-完成下列转化-写出转化的路线图,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,利用已有知识-完成下列转化-写出转化的路线图,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,惕各酸及其酯类在香精配方中有广泛用途,rename,惕各酸及其酯类在香精配方中有广泛用途,,名称只含难度星号/结尾标点，清理即可
CHEMISTRY,已知两个醛分子在naoh溶液作用下可以发生加成反应-生成一种羟基醛,review,,,名称不可用（整句话当名称），需读上下文定名
CHEMISTRY,mol-hcho-4-mol-cu-oh-2-2-mol-cu2o,review,,,名称不可用（整句话当名称），需读上下文定名
CHEMISTRY,1-mol某醛和足量的银氨溶液反应-析出432-g-ag-则该醛不可能为,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,为了检验淀粉水解产物-某学生设计了如下实验方案,rename,淀粉水解产物的检验,,残句当名称（机械 rename 只把 slug 的连字符换成标点，名字并未成形）
CHEMISTRY,下列是某蛋白质的结构片段,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,核酸是生命的基础物质-是病毒的-身份证-下列关于核酸的叙述正确的是,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,基本概念,review,,,名称不可用（通用名词无主语），需读上下文定名
CHEMISTRY,按要求书写下列反应的化学方程式并指出反应类型,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,1-聚苯乙烯的结构简式为-试回答下列问题,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,某学生设计如下实验方案用于检验淀粉水解的情况,rename,某学生设计如下实验方案用于检验淀粉水解的情况,,名称只含难度星号/结尾标点，清理即可
CHEMISTRY,半乳糖在水中可发生如下转化-下列关于半乳糖的说法错误的是,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,甘氨酸-h2nch2cooh-是最简单的氨基酸-下列说法不正确的是,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,卤代烃在生产生活中具有广泛的应用,rename,卤代烃在生产生活中具有广泛的应用,,名称只含难度星号/结尾标点，清理即可
CHEMISTRY,下列合成高分子化合物的反应及类型均正确的是,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,高分子材料在疫情防控和新冠肺炎治疗中起到了重要的作用-下列说法正确的是,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,c919大型飞机的主结构材料大量使用了铝锂合金-铝锂合金的优点是,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,工业上用某种氧化铝矿石-含fe2o3杂质-为原料冶炼铝的工艺流程如下,review,,,名称不可用（整句话当名称），需读上下文定名
CHEMISTRY,由工业废渣-主要含fe-si-al等的氧化物-制取聚合硫酸铁铝净水剂的流程如下,review,,,名称不可用（整句话当名称），需读上下文定名
CHEMISTRY,中学化学中常见的既能与盐酸反应-又能与naoh溶液反应的物质,review,,,名称不可用（整句话当名称），需读上下文定名
CHEMISTRY,既能跟稀盐酸反应-又能跟氢氧化钠溶液反应的化合物是,review,,,名称不可用（公式被剥离），需读上下文定名
CHEMISTRY,下列关于铝及其化合物的叙述正确的是,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,等质量的铝与足量的盐酸-氢氧化钠溶液分别反应,rename,等质量的铝与足量的盐酸、氢氧化钠溶液分别反应,,名称只含难度星号/结尾标点，清理即可
CHEMISTRY,一定量的铝分别与一定量的盐酸-氢氧化钠溶液反应,rename,一定量的铝分别与一定量的盐酸、氢氧化钠溶液反应,,名称只含难度星号/结尾标点，清理即可
CHEMISTRY,al3-al-oh-3-alo-al-oh-4-之间的转化,review,,,名称不可用（整句话当名称），需读上下文定名
CHEMISTRY,足量的铝分别与等物质的量的hcl和naoh反应,rename,足量的铝分别与等物质的量的HCl和NaOH反应,,名称只含难度星号/结尾标点，清理即可
BIOLOGY,实验-使用高倍显微镜观察几种细胞,rename,实验：使用高倍显微镜观察几种细胞,,名称只含难度星号/结尾标点，清理即可
