rel_path,top_dir,ext,bytes,content_bearing,pages,text_cjk_sample,text_layer
2026年新高考资料(1)/专项复习/2026年高考物理举一反三系列（新高考通用）/资料/2026版/第23讲 专题：圆周运动的临界问题（举一反三讲义）（全国通用）（教师版）.docx,2026年新高考资料(1),.docx,2853208,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理举一反三系列（新高考通用）/资料/2026版/第24讲 实验6：探究向心力大小与半径、角速度、质量的关系（举一反三讲义）（全国通用）（学生版）.docx,2026年新高考资料(1),.docx,2182630,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理举一反三系列（新高考通用）/资料/2026版/第24讲 实验6：探究向心力大小与半径、角速度、质量的关系（举一反三讲义）（全国通用）（教师版）.docx,2026年新高考资料(1),.docx,2256111,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理举一反三系列（新高考通用）/资料/2026版/第25讲 万有引力定律及应用（举一反三讲义）（全国通用）（学生版）.docx,2026年新高考资料(1),.docx,1905296,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理举一反三系列（新高考通用）/资料/2026版/第25讲 万有引力定律及应用（举一反三讲义）（全国通用）（教师版）.docx,2026年新高考资料(1),.docx,1924348,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理举一反三系列（新高考通用）/资料/2026版/第26讲 人造卫星 宇宙速度（举一反三讲义）（全国通用）（学生版）（1）.docx,2026年新高考资料(1),.docx,5694926,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理举一反三系列（新高考通用）/资料/2026版/第26讲 人造卫星 宇宙速度（举一反三讲义）（全国通用）（教师版）（1）.docx,2026年新高考资料(1),.docx,5719232,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理举一反三系列（新高考通用）/资料/2026版/第27讲 卫星变轨 多星 黑洞（举一反三讲义）（全国通用）（学生版）.docx,2026年新高考资料(1),.docx,1798254,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理举一反三系列（新高考通用）/资料/2026版/第27讲 卫星变轨 多星 黑洞（举一反三讲义）（全国通用）（教师版）.docx,2026年新高考资料(1),.docx,1849068,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理举一反三系列（新高考通用）/资料/2026版/第28讲 功和功率（举一反三讲义）（全国通用）（学生版）.docx,2026年新高考资料(1),.docx,1832464,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理举一反三系列（新高考通用）/资料/2026版/第28讲 功和功率（举一反三讲义）（全国通用）（教师版）.docx,2026年新高考资料(1),.docx,1938309,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理举一反三系列（新高考通用）/资料/2026版/第29讲 动能定理及其应用（举一反三讲义）（全国通用）（学生版）.docx,2026年新高考资料(1),.docx,2845167,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理举一反三系列（新高考通用）/资料/2026版/第29讲 动能定理及其应用（举一反三讲义）（全国通用）（教师版）.docx,2026年新高考资料(1),.docx,2223562,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理举一反三系列（新高考通用）/资料/2026版/第30讲 机械能守恒定律及其应用（举一反三讲义）（全国通用）（学生版）.docx,2026年新高考资料(1),.docx,2079467,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理举一反三系列（新高考通用）/资料/2026版/第30讲 机械能守恒定律及其应用（举一反三讲义）（全国通用）（教师版）.docx,2026年新高考资料(1),.docx,5532939,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理举一反三系列（新高考通用）/资料/2026版/第31讲 功能关系 能量守恒定律（举一反三讲义）（全国通用）（学生版）.docx,2026年新高考资料(1),.docx,1913331,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理举一反三系列（新高考通用）/资料/2026版/第31讲 功能关系 能量守恒定律（举一反三讲义）（全国通用）（教师版）.docx,2026年新高考资料(1),.docx,1991186,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理举一反三系列（新高考通用）/资料/2026版/第32讲 实验7：验证机械能守恒定律（举一反三讲义）（全国通用）（学生版）.docx,2026年新高考资料(1),.docx,1855967,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理举一反三系列（新高考通用）/资料/2026版/第32讲 实验7：验证机械能守恒定律（举一反三讲义）（全国通用）（教师版）.docx,2026年新高考资料(1),.docx,5152173,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理举一反三系列（新高考通用）/资料/2026版/第33讲 动量 动量定理（举一反三讲义）（全国通用）（学生版）.docx,2026年新高考资料(1),.docx,2354319,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理举一反三系列（新高考通用）/资料/2026版/第33讲 动量 动量定理（举一反三讲义）（全国通用）（教师版）.docx,2026年新高考资料(1),.docx,2520102,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理举一反三系列（新高考通用）/资料/2026版/第34讲 动量守恒定律（举一反三讲义）（全国通用）（学生版）.docx,2026年新高考资料(1),.docx,2204492,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理举一反三系列（新高考通用）/资料/2026版/第34讲 动量守恒定律（举一反三讲义）（全国通用）（教师版）.docx,2026年新高考资料(1),.docx,5611134,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理举一反三系列（新高考通用）/资料/2026版/第35讲 专题：碰撞模型及拓展（举一反三讲义）（全国通用）（学生版）.docx,2026年新高考资料(1),.docx,4648881,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理举一反三系列（新高考通用）/资料/2026版/第35讲 专题：碰撞模型及拓展（举一反三讲义）（全国通用）（教师版）.docx,2026年新高考资料(1),.docx,4683616,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理举一反三系列（新高考通用）/资料/2026版/第36讲 专题：子弹打木块和板块模型（举一反三讲义）（全国通用）（学生版）.docx,2026年新高考资料(1),.docx,1628360,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理举一反三系列（新高考通用）/资料/2026版/第36讲 专题：子弹打木块和板块模型（举一反三讲义）（全国通用）（教师版）.docx,2026年新高考资料(1),.docx,1965356,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理举一反三系列（新高考通用）/资料/2026版/第37讲 专题：用三大观点解决动力学问题（举一反三讲义）（全国通用）（学生版）.docx,2026年新高考资料(1),.docx,1471794,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理举一反三系列（新高考通用）/资料/2026版/第37讲 专题：用三大观点解决动力学问题（举一反三讲义）（全国通用）（教师版）.docx,2026年新高考资料(1),.docx,1922654,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理举一反三系列（新高考通用）/资料/2026版/第38讲 实验八：验证动量守恒定律（举一反三讲义）（全国通用）（学生版）.docx,2026年新高考资料(1),.docx,1682951,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理举一反三系列（新高考通用）/资料/2026版/第38讲 实验八：验证动量守恒定律（举一反三讲义）（全国通用）（教师版）.docx,2026年新高考资料(1),.docx,2542408,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理举一反三系列（新高考通用）/资料/2026版/第39讲   机械振动（举一反三讲义）（全国通用）（学生版）.docx,2026年新高考资料(1),.docx,2518427,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理举一反三系列（新高考通用）/资料/2026版/第39讲   机械振动（举一反三讲义）（全国通用）（教师版）.docx,2026年新高考资料(1),.docx,1936342,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理举一反三系列（新高考通用）/资料/2026版/第40讲   实验9：用单摆测量重力加速度（举一反三讲义）（全国通用）（学生版）.docx,2026年新高考资料(1),.docx,1727677,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理举一反三系列（新高考通用）/资料/2026版/第40讲   实验9：用单摆测量重力加速度（举一反三讲义）（全国通用）（教师版）.docx,2026年新高考资料(1),.docx,1737941,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理举一反三系列（新高考通用）/资料/2026版/第41讲   机械波（举一反三讲义）（全国通用）（学生版）.docx,2026年新高考资料(1),.docx,2757497,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理举一反三系列（新高考通用）/资料/2026版/第41讲   机械波（举一反三讲义）（全国通用）（教师版）.docx,2026年新高考资料(1),.docx,2802034,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理举一反三系列（新高考通用）/资料/2026版/第42讲   电场力的性质（举一反三讲义）（全国通用）（学生版）.docx,2026年新高考资料(1),.docx,3713532,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理举一反三系列（新高考通用）/资料/2026版/第42讲   电场力的性质（举一反三讲义）（全国通用）（教师版）.docx,2026年新高考资料(1),.docx,4410917,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理举一反三系列（新高考通用）/资料/2026版/第43讲 电场能的性质（举一反三讲义）（全国通用）（学生版）.docx,2026年新高考资料(1),.docx,1955286,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理举一反三系列（新高考通用）/资料/2026版/第43讲 电场能的性质（举一反三讲义）（全国通用）（教师版）.docx,2026年新高考资料(1),.docx,2106666,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理举一反三系列（新高考通用）/资料/2026版/第44讲 专题：电场中的图像问题（举一反三讲义）（全国通用）（学生版）.docx,2026年新高考资料(1),.docx,1997540,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理举一反三系列（新高考通用）/资料/2026版/第44讲 专题：电场中的图像问题（举一反三讲义）（全国通用）（教师版）.docx,2026年新高考资料(1),.docx,2017186,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理举一反三系列（新高考通用）/资料/2026版/第45讲 电容器 带电粒子在电场中的直线运动（举一反三讲义）（全国通用）（学生版）.docx,2026年新高考资料(1),.docx,3652476,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理举一反三系列（新高考通用）/资料/2026版/第45讲 电容器 带电粒子在电场中的直线运动（举一反三讲义）（全国通用）（教师版）.docx,2026年新高考资料(1),.docx,3666005,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理举一反三系列（新高考通用）/资料/2026版/第46讲 带电粒子在电场中的运动（举一反三讲义）（全国通用）（学生版）.docx,2026年新高考资料(1),.docx,5796111,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理举一反三系列（新高考通用）/资料/2026版/第46讲 带电粒子在电场中的运动（举一反三讲义）（全国通用）（教师版）.docx,2026年新高考资料(1),.docx,2262988,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理举一反三系列（新高考通用）/资料/2026版/第47讲 实验10：观察电容器的充、放电现象（举一反三讲义）（全国通用）（学生版）.docx,2026年新高考资料(1),.docx,2200200,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理举一反三系列（新高考通用）/资料/2026版/第47讲 实验10：观察电容器的充、放电现象（举一反三讲义）（全国通用）（教师版）.docx,2026年新高考资料(1),.docx,4443162,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理举一反三系列（新高考通用）/资料/2026版/第48讲 电路的基本概念和规律（举一反三讲义）（全国通用）（学生版）.docx,2026年新高考资料(1),.docx,1866778,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理举一反三系列（新高考通用）/资料/2026版/第48讲 电路的基本概念和规律（举一反三讲义）（全国通用）（教师版）.docx,2026年新高考资料(1),.docx,1881101,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理举一反三系列（新高考通用）/资料/2026版/第49讲 闭合电路的欧姆定律（举一反三讲义）（全国通用）（学生版）.docx,2026年新高考资料(1),.docx,2083176,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理举一反三系列（新高考通用）/资料/2026版/第49讲 闭合电路的欧姆定律（举一反三讲义）（全国通用）（教师版）.docx,2026年新高考资料(1),.docx,2175178,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理举一反三系列（新高考通用）/资料/2026版/第50讲 电学实验基础（举一反三讲义）（全国通用）（学生版）.docx,2026年新高考资料(1),.docx,2732287,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理举一反三系列（新高考通用）/资料/2026版/第50讲 电学实验基础（举一反三讲义）（全国通用）（教师版）.docx,2026年新高考资料(1),.docx,3154824,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理举一反三系列（新高考通用）/资料/2026版/第51讲   实验11：测量金属丝的电阻率（举一反三讲义）（全国通用）（学生版）.docx,2026年新高考资料(1),.docx,2012957,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理举一反三系列（新高考通用）/资料/2026版/第51讲   实验11：测量金属丝的电阻率（举一反三讲义）（全国通用）（教师版）.docx,2026年新高考资料(1),.docx,5503544,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理复习高考母题一题三练/资料/专题07 传送带模型和“滑块—木板”模型-（精讲）高考母题一题三练（学生版）.docx,2026年新高考资料(1),.docx,2100434,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理复习高考母题一题三练/资料/专题07 传送带模型和“滑块—木板”模型-（精讲）高考母题一题三练（教师版）.docx,2026年新高考资料(1),.docx,4744562,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理复习高考母题一题三练/资料/专题19 碰撞模型及拓展-（精讲）高考母题一题三练（学生版）.docx,2026年新高考资料(1),.docx,5688915,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理复习高考母题一题三练/资料/专题19 碰撞模型及拓展-（精讲）高考母题一题三练（教师版）.docx,2026年新高考资料(1),.docx,6659759,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理热点知识讲练与题型归纳（全国通用）/资料/专题01 匀变速直线运动的规律（学生版）.docx,2026年新高考资料(1),.docx,2256533,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理热点知识讲练与题型归纳（全国通用）/资料/专题01 匀变速直线运动的规律（教师版）.docx,2026年新高考资料(1),.docx,2288511,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理热点知识讲练与题型归纳（全国通用）/资料/专题02 相互作用（学生版）.docx,2026年新高考资料(1),.docx,2060930,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理热点知识讲练与题型归纳（全国通用）/资料/专题02 相互作用（教师版）.docx,2026年新高考资料(1),.docx,2258544,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理热点知识讲练与题型归纳（全国通用）/资料/专题03 共点力的平衡（学生版）.docx,2026年新高考资料(1),.docx,2449730,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理热点知识讲练与题型归纳（全国通用）/资料/专题03 共点力的平衡（教师版）.docx,2026年新高考资料(1),.docx,3018826,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理热点知识讲练与题型归纳（全国通用）/资料/专题04 牛顿运动定律的应用（学生版）.docx,2026年新高考资料(1),.docx,2573629,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理热点知识讲练与题型归纳（全国通用）/资料/专题04 牛顿运动定律的应用（教师版）.docx,2026年新高考资料(1),.docx,2622734,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理热点知识讲练与题型归纳（全国通用）/资料/专题05 曲线运动（学生版）.docx,2026年新高考资料(1),.docx,3194313,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理热点知识讲练与题型归纳（全国通用）/资料/专题05 曲线运动（教师版）.docx,2026年新高考资料(1),.docx,3441690,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理热点知识讲练与题型归纳（全国通用）/资料/专题06 抛体运动（学生版）.docx,2026年新高考资料(1),.docx,2408073,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理热点知识讲练与题型归纳（全国通用）/资料/专题06 抛体运动（教师版）.docx,2026年新高考资料(1),.docx,2564977,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理热点知识讲练与题型归纳（全国通用）/资料/专题07 圆周运动（学生版）.docx,2026年新高考资料(1),.docx,2711328,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理热点知识讲练与题型归纳（全国通用）/资料/专题07 圆周运动（教师版）.docx,2026年新高考资料(1),.docx,2840511,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理热点知识讲练与题型归纳（全国通用）/资料/专题08 天体运动 宇宙航行（学生版）.docx,2026年新高考资料(1),.docx,2379494,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理热点知识讲练与题型归纳（全国通用）/资料/专题08 天体运动 宇宙航行（教师版）.docx,2026年新高考资料(1),.docx,2430635,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理热点知识讲练与题型归纳（全国通用）/资料/专题09 功和功率 机车启动（学生版）.docx,2026年新高考资料(1),.docx,2849834,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理热点知识讲练与题型归纳（全国通用）/资料/专题09 功和功率 机车启动（教师版）.docx,2026年新高考资料(1),.docx,2933709,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理热点知识讲练与题型归纳（全国通用）/资料/专题10 动能定理的应用（学生版）.docx,2026年新高考资料(1),.docx,1870581,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理热点知识讲练与题型归纳（全国通用）/资料/专题10 动能定理的应用（教师版）.docx,2026年新高考资料(1),.docx,1974271,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理热点知识讲练与题型归纳（全国通用）/资料/专题11 机械能守恒定律的理解（学生版）.docx,2026年新高考资料(1),.docx,2575925,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理热点知识讲练与题型归纳（全国通用）/资料/专题11 机械能守恒定律的理解（教师版）.docx,2026年新高考资料(1),.docx,2598945,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理热点知识讲练与题型归纳（全国通用）/资料/专题12 功能关系能量守恒（学生版）.docx,2026年新高考资料(1),.docx,1925701,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理热点知识讲练与题型归纳（全国通用）/资料/专题12 功能关系能量守恒（教师版）.docx,2026年新高考资料(1),.docx,1992135,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理热点知识讲练与题型归纳（全国通用）/资料/专题13 动量定理及应用（学生版）.docx,2026年新高考资料(1),.docx,2292323,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理热点知识讲练与题型归纳（全国通用）/资料/专题13 动量定理及应用（教师版）.docx,2026年新高考资料(1),.docx,2382346,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理热点知识讲练与题型归纳（全国通用）/资料/专题14 动量守恒定律及应用（学生版）.docx,2026年新高考资料(1),.docx,2053407,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理热点知识讲练与题型归纳（全国通用）/资料/专题14 动量守恒定律及应用（教师版）.docx,2026年新高考资料(1),.docx,2127357,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理热点知识讲练与题型归纳（全国通用）/资料/专题15 电场的力学性质（学生版）.docx,2026年新高考资料(1),.docx,1379567,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理热点知识讲练与题型归纳（全国通用）/资料/专题15 电场的力学性质（教师版）.docx,2026年新高考资料(1),.docx,1653652,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理热点知识讲练与题型归纳（全国通用）/资料/专题16 电场能的性质（学生版）.docx,2026年新高考资料(1),.docx,2228025,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理热点知识讲练与题型归纳（全国通用）/资料/专题16 电场能的性质（教师版）.docx,2026年新高考资料(1),.docx,2317644,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理热点知识讲练与题型归纳（全国通用）/资料/专题17 带电粒子在电场中的运动（学生版）.docx,2026年新高考资料(1),.docx,2216821,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理热点知识讲练与题型归纳（全国通用）/资料/专题17 带电粒子在电场中的运动（教师版）.docx,2026年新高考资料(1),.docx,2386551,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理热点知识讲练与题型归纳（全国通用）/资料/专题18 电学基本规律的应用（学生版）.docx,2026年新高考资料(1),.docx,2019151,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理热点知识讲练与题型归纳（全国通用）/资料/专题18 电学基本规律的应用（教师版）.docx,2026年新高考资料(1),.docx,2053229,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理热点知识讲练与题型归纳（全国通用）/资料/专题19 磁场的描述 安培力（学生版）.docx,2026年新高考资料(1),.docx,1908987,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理热点知识讲练与题型归纳（全国通用）/资料/专题19 磁场的描述 安培力（教师版）.docx,2026年新高考资料(1),.docx,2102407,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理热点知识讲练与题型归纳（全国通用）/资料/专题20 磁场对运动电荷的作用（学生版）.docx,2026年新高考资料(1),.docx,1948722,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理热点知识讲练与题型归纳（全国通用）/资料/专题20 磁场对运动电荷的作用（教师版）.docx,2026年新高考资料(1),.docx,2992142,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理热点知识讲练与题型归纳（全国通用）/资料/专题21 带电粒子在组合场的运动（学生版）.docx,2026年新高考资料(1),.docx,1969118,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理热点知识讲练与题型归纳（全国通用）/资料/专题21 带电粒子在组合场的运动（教师版）.docx,2026年新高考资料(1),.docx,2567602,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理热点知识讲练与题型归纳（全国通用）/资料/专题22 带电粒子在叠加场的运动（学生版）.docx,2026年新高考资料(1),.docx,2426124,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理热点知识讲练与题型归纳（全国通用）/资料/专题22 带电粒子在叠加场的运动（教师版）.docx,2026年新高考资料(1),.docx,2786340,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理热点知识讲练与题型归纳（全国通用）/资料/专题23 电磁感应基本规律及应用（学生版）.docx,2026年新高考资料(1),.docx,1818899,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理热点知识讲练与题型归纳（全国通用）/资料/专题23 电磁感应基本规律及应用（教师版）.docx,2026年新高考资料(1),.docx,1895535,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理热点知识讲练与题型归纳（全国通用）/资料/专题24 法拉第电磁感应定律的理解及应用（学生版）.docx,2026年新高考资料(1),.docx,2266156,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理热点知识讲练与题型归纳（全国通用）/资料/专题24 法拉第电磁感应定律的理解及应用（教师版）.docx,2026年新高考资料(1),.docx,2336901,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理热点知识讲练与题型归纳（全国通用）/资料/专题25 电磁感应的综合问题（学生版）.docx,2026年新高考资料(1),.docx,2445959,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理热点知识讲练与题型归纳（全国通用）/资料/专题25 电磁感应的综合问题（教师版）.docx,2026年新高考资料(1),.docx,2557800,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理热点知识讲练与题型归纳（全国通用）/资料/专题26 交流电的产生及描述（学生版）.docx,2026年新高考资料(1),.docx,2027123,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理热点知识讲练与题型归纳（全国通用）/资料/专题26 交流电的产生及描述（教师版）.docx,2026年新高考资料(1),.docx,2100282,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理热点知识讲练与题型归纳（全国通用）/资料/专题27 变压器与远距离输电（学生版）.docx,2026年新高考资料(1),.docx,2341375,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理热点知识讲练与题型归纳（全国通用）/资料/专题27 变压器与远距离输电（教师版）.docx,2026年新高考资料(1),.docx,2412109,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理热点知识讲练与题型归纳（全国通用）/资料/专题28 近代物理（学生版）.docx,2026年新高考资料(1),.docx,1535663,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理热点知识讲练与题型归纳（全国通用）/资料/专题28 近代物理（教师版）.docx,2026年新高考资料(1),.docx,1552163,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理热点知识讲练与题型归纳（全国通用）/资料/专题29 热学（学生版）.docx,2026年新高考资料(1),.docx,1909454,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理热点知识讲练与题型归纳（全国通用）/资料/专题29 热学（教师版）.docx,2026年新高考资料(1),.docx,1927746,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理热点知识讲练与题型归纳（全国通用）/资料/专题30 机械振动 机械波（学生版）.docx,2026年新高考资料(1),.docx,3222320,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理热点知识讲练与题型归纳（全国通用）/资料/专题30 机械振动 机械波（教师版）.docx,2026年新高考资料(1),.docx,3245792,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理热点知识讲练与题型归纳（全国通用）/资料/专题31 光（学生版）.docx,2026年新高考资料(1),.docx,1841629,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理热点知识讲练与题型归纳（全国通用）/资料/专题31 光（教师版）.docx,2026年新高考资料(1),.docx,2345246,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理考前教材图像扫盲知识点/资料/高考物理考前教材图像知识盲区（必修1）-17页.docx,2026年新高考资料(1),.docx,16312426,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理考前教材图像扫盲知识点/资料/高考物理考前教材图像知识盲区（必修2）-22页.docx,2026年新高考资料(1),.docx,9982073,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理考前教材图像扫盲知识点/资料/高考物理考前教材图像知识盲区（必修3）-22页.docx,2026年新高考资料(1),.docx,10201669,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理考前教材图像扫盲知识点/资料/高考物理考前教材图像知识盲区（选择性必修1）-26页.docx,2026年新高考资料(1),.docx,12602821,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理考前教材图像扫盲知识点/资料/高考物理考前教材图像知识盲区（选择性必修2）-27页.docx,2026年新高考资料(1),.docx,20369372,yes,,,
2026年新高考资料(1)/专项复习/2026年高考物理考前教材图像扫盲知识点/资料/高考物理考前教材图像知识盲区（选择性必修3）-21页.docx,2026年新高考资料(1),.docx,11455517,yes,,,
2026年新高考资料(1)/专项复习/【1】2026年高考物理强基第一章讲义/物理强基讲义-第一章1-2节.pdf,2026年新高考资料(1),.pdf,1148908,yes,2,664,TEXT_LAYER
2026年新高考资料(1)/专项复习/【1】2026年高考物理强基第一章讲义/物理强基讲义-第一章3-4节.pdf,2026年新高考资料(1),.pdf,1144507,yes,3,1213,TEXT_LAYER
2026年新高考资料(1)/专项复习/【1】2026年高考物理强基第一章讲义/物理强基讲义-第一章5-6节.pdf,2026年新高考资料(1),.pdf,1147682,yes,3,1589,TEXT_LAYER
2026年新高考资料(1)/专项复习/【1】2026年高考物理强基第一章讲义/物理强基讲义-第一章7-9节.pdf,2026年新高考资料(1),.pdf,1507812,yes,13,2729,TEXT_LAYER
2026年新高考资料(1)/二轮复习/2026年高考物理二轮复习课件+讲义+练习（全国通用）/知识·方法·能力清单/清单01 力学（知识·方法·能力清单）（全国通用）（原卷版）.docx,2026年新高考资料(1),.docx,3542396,yes,,,
2026年新高考资料(1)/二轮复习/2026年高考物理二轮复习课件+讲义+练习（全国通用）/知识·方法·能力清单/清单01 力学（知识·方法·能力清单）（全国通用）（解析版）.docx,2026年新高考资料(1),.docx,4443023,yes,,,
2026年新高考资料(1)/二轮复习/2026年高考物理二轮复习课件+讲义+练习（全国通用）/知识·方法·能力清单/清单02 电磁学（知识·方法·能力清单）（全国通用）（原卷版）.docx,2026年新高考资料(1),.docx,3481754,yes,,,
2026年新高考资料(1)/二轮复习/2026年高考物理二轮复习课件+讲义+练习（全国通用）/知识·方法·能力清单/清单02 电磁学（知识·方法·能力清单）（全国通用）（解析版）.docx,2026年新高考资料(1),.docx,4182432,yes,,,
