subject,pdf_rel,page,page_kind,ink,rows,rule,fig,formulas,figs,note
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,524,叙述,0.0534,39,0,0.0016,7.5,1,行 39
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,525,表格式,0.0283,45,0,0.0057,14.5,2,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,526,叙述,0.0523,46,0,0.0094,21.1,0,行 46
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,527,表格式,0.0226,59,0,0.0042,6.4,3,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,528,公式密排,0.0428,51,0,0.0026,28.3,0,公式 28.3/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,529,表格式,0.0325,50,0,0.0053,15.4,3,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,530,叙述,0.0384,44,1,0.0062,22.7,1,行 44
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,531,公式密排,0.0321,48,0,0.0088,34.7,2,公式 34.7/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,532,公式密排,0.0409,49,0,0.0021,27.1,1,公式 27.1/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,533,叙述,0.0296,44,0,0.0048,23.7,0,行 44
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,534,叙述,0.0377,54,0,0.0,18.2,0,行 54
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,535,叙述,0.0247,38,0,0.0042,16.3,0,行 38
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,536,公式密排,0.024,38,0,0.0122,34.0,1,公式 34.0/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,537,图密集,0.0319,44,0,0.0074,13.4,3,【图】3
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,538,公式密排,0.0411,55,0,0.0021,30.6,5,公式 30.6/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,539,图密集,0.031,52,0,0.0062,14.8,3,【图】3
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,540,公式密排,0.0448,61,2,0.0083,29.4,0,公式 29.4/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,541,叙述,0.0386,47,0,0.0083,21.6,0,行 47
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,542,叙述,0.0337,65,0,0.0026,15.5,0,行 65
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,543,公式密排,0.0287,48,0,0.0042,35.7,1,公式 35.7/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,544,公式密排,0.0435,63,0,0.0,28.7,1,公式 28.7/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,545,公式密排,0.0261,45,1,0.0085,47.8,1,公式 47.8/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,546,公式密排,0.0386,64,0,0.0031,27.7,2,公式 27.7/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,547,表格式,0.0306,32,0,0.0052,20.0,0,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,548,叙述,0.0254,48,0,0.0,17.0,0,行 48
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,549,未定,0.0338,19,0,0.0322,,,信号弱（行 19）
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,550,叙述,0.0092,23,0,0.0,,,行 23
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,551,未定,0.1316,12,0,0.1393,,,信号弱（行 12）
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,552,未定,0.0573,14,1,0.0644,,,信号弱（行 14）
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,1,封面/扉页,0.214,7,1,0.2568,0.0,2,前 3 页
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,2,公式密排,0.0285,49,0,0.0166,25.6,0,公式 25.6/千字
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,3,图密集,0.1027,34,0,0.1143,0.0,3,【图】3
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,4,表格式,0.03,55,0,0.0052,0.0,5,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,5,叙述,0.0261,55,0,0.0,0.3,0,行 55
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,6,叙述,0.0303,57,0,0.0042,0.0,0,行 57
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,7,叙述,0.0229,46,0,0.0,0.0,0,行 46
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,8,叙述,0.0181,48,0,0.0,0.0,0,行 48
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,9,叙述,0.0274,47,0,0.0,0.3,0,行 47
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,10,图密集,0.0361,33,0,0.0135,1.9,8,【图】8
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,11,表格式,0.0256,39,0,0.0021,15.2,11,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,12,图密集,0.0413,34,0,0.0156,8.9,5,【图】5
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,13,表格式,0.0347,40,0,0.0125,7.2,8,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,14,表格式,0.0263,38,0,0.0021,7.4,9,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,15,图密集,0.0271,34,0,0.0094,0.0,8,【图】8
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,16,图密集,0.0284,36,0,0.0021,0.0,9,【图】9
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,17,表格式,0.0338,35,0,0.0042,0.0,7,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,18,图密集,0.0316,46,0,0.0031,0.0,3,【图】3
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,19,表格式,0.0529,38,0,0.0249,0.0,10,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,20,图密集,0.0419,30,0,0.0052,0.0,7,【图】7
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,21,表格式,0.0261,27,0,0.0052,0.0,7,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,22,表格式,0.0379,40,0,0.0042,0.0,11,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,23,图密集,0.0398,39,0,0.0031,0.0,12,【图】12
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,24,表格式,0.0217,49,0,0.001,0.0,7,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,25,表格式,0.0353,35,0,0.0021,0.0,8,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,26,表格式,0.0326,42,0,0.0073,0.0,6,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,27,图密集,0.0282,31,0,0.0042,0.0,9,【图】9
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,28,图密集,0.0286,34,0,0.0021,0.0,15,【图】15
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,29,图密集,0.0252,36,0,0.001,2.3,7,【图】7
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,30,图密集,0.032,37,0,0.0021,0.7,7,【图】7
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,31,表格式,0.0188,39,0,0.0031,0.4,17,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,32,图密集,0.033,43,0,0.0031,0.0,5,【图】5
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,33,表格式,0.0222,35,0,0.0062,1.3,9,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,34,图密集,0.0193,45,0,0.0032,1.8,5,【图】5
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,35,图密集,0.0398,39,0,0.0021,0.5,10,【图】10
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,36,表格式,0.0204,43,0,0.001,0.0,7,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,37,图密集,0.0287,44,0,0.0042,0.0,10,【图】10
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,38,图密集,0.0427,38,0,0.0125,0.0,8,【图】8
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,39,图密集,0.0296,41,0,0.0,0.0,4,【图】4
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,40,表格式,0.0254,39,0,0.001,0.0,9,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,41,图密集,0.0205,39,0,0.0,0.0,10,【图】10
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,42,表格式,0.0305,38,0,0.001,0.0,8,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,43,公式密排,0.0256,38,0,0.001,25.2,7,公式 25.2/千字
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,44,表格式,0.0313,43,0,0.0,15.0,5,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,45,表格式,0.0227,43,0,0.0,11.2,9,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,46,表格式,0.0215,29,0,0.0042,15.0,10,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,47,表格式,0.0284,48,0,0.001,13.5,10,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,48,表格式,0.0278,43,0,0.0,9.6,10,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,49,表格式,0.0181,40,0,0.0,9.3,10,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,50,图密集,0.0362,30,0,0.0094,15.4,6,【图】6
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,51,表格式,0.0302,44,0,0.0073,9.0,8,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,52,表格式,0.0272,49,0,0.0,9.9,8,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,53,表格式,0.0345,24,0,0.0239,16.0,8,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,54,图密集,0.0248,42,0,0.0,10.8,9,【图】9
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,55,表格式,0.0248,44,0,0.0,9.8,3,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,56,图密集,0.0236,32,0,0.0062,12.6,5,【图】5
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,57,公式密排,0.0209,44,0,0.0,26.8,6,公式 26.8/千字
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,58,图密集,0.0253,35,0,0.001,12.1,3,【图】3
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,59,表格式,0.0165,34,0,0.001,19.9,6,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,60,公式密排,0.0255,37,0,0.001,27.9,4,公式 27.9/千字
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,61,公式密排,0.0277,50,0,0.001,40.7,8,公式 40.7/千字
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,62,公式密排,0.0246,46,0,0.0011,26.3,7,公式 26.3/千字
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,63,公式密排,0.0216,46,0,0.0,36.8,3,公式 36.8/千字
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,64,公式密排,0.0209,44,0,0.001,35.6,4,公式 35.6/千字
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,65,公式密排,0.0254,47,0,0.0,33.1,3,公式 33.1/千字
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,66,公式密排,0.0248,48,0,0.0,25.1,6,公式 25.1/千字
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,67,表格式,0.0308,51,0,0.001,15.2,5,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,68,公式密排,0.0261,47,0,0.0,32.6,6,公式 32.6/千字
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,69,公式密排,0.0241,42,0,0.001,35.8,6,公式 35.8/千字
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,70,公式密排,0.0345,32,0,0.0146,31.3,11,公式 31.3/千字
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,71,表格式,0.0374,36,0,0.0043,6.7,8,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,72,图密集,0.0324,38,0,0.0021,10.0,7,【图】7
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,73,表格式,0.0322,39,0,0.0021,12.4,9,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,74,图密集,0.036,35,0,0.0062,7.0,5,【图】5
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,75,图密集,0.048,40,0,0.0151,7.3,9,【图】9
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,76,图密集,0.0383,34,0,0.0086,13.1,10,【图】10
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,77,图密集,0.03,44,0,0.0032,9.0,7,【图】7
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,78,图密集,0.0319,38,0,0.0,13.4,10,【图】10
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,79,表格式,0.0334,42,0,0.001,2.3,6,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,80,图密集,0.0241,44,0,0.0021,10.9,9,【图】9
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,81,图密集,0.0298,47,0,0.0022,16.0,4,【图】4
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,82,图密集,0.0325,46,0,0.0032,10.9,10,【图】10
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,83,表格式,0.0355,31,0,0.0073,11.9,6,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,84,图密集,0.0274,42,0,0.001,7.2,6,【图】6
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,85,图密集,0.0392,43,0,0.0011,15.0,4,【图】4
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,86,公式密排,0.0298,48,0,0.001,25.4,3,公式 25.4/千字
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,87,公式密排,0.0271,47,0,0.0011,25.5,7,公式 25.5/千字
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,88,图密集,0.031,42,0,0.0,20.2,9,【图】9
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,89,公式密排,0.0204,36,0,0.0,34.6,8,公式 34.6/千字
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,90,公式密排,0.0218,44,0,0.0042,28.1,3,公式 28.1/千字
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,91,表格式,0.0308,42,0,0.0,10.5,4,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,92,公式密排,0.0334,39,0,0.0011,26.4,9,公式 26.4/千字
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,93,公式密排,0.0362,41,0,0.0108,35.5,6,公式 35.5/千字
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,94,公式密排,0.0322,45,0,0.0011,42.3,0,公式 42.3/千字
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,95,表格式,0.0302,38,0,0.0021,22.0,3,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,96,公式密排,0.0322,37,0,0.0022,41.2,7,公式 41.2/千字
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,97,公式密排,0.0269,46,0,0.0,34.9,4,公式 34.9/千字
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,98,公式密排,0.0307,38,0,0.0052,29.7,4,公式 29.7/千字
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,99,图密集,0.021,29,0,0.001,12.1,9,【图】9
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,100,图密集,0.0301,32,0,0.001,8.6,7,【图】7
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,101,图密集,0.0343,49,0,0.0032,3.7,16,【图】16
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,102,表格式,0.0309,45,0,0.0021,2.3,7,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,103,表格式,0.0324,32,0,0.0076,3.0,9,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,104,表格式,0.0399,39,0,0.0108,1.0,10,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,105,表格式,0.0294,35,0,0.0086,0.4,8,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,106,图密集,0.0247,45,0,0.0031,10.7,12,【图】12
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,107,表格式,0.0244,36,0,0.0042,8.1,6,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,108,表格式,0.0264,43,0,0.0042,9.6,9,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,109,表格式,0.0246,35,0,0.0073,3.5,6,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,110,表格式,0.0345,34,0,0.0162,9.0,4,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,111,表格式,0.019,33,0,0.0065,5.6,11,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,112,图密集,0.0191,53,0,0.0021,11.3,9,【图】9
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,113,表格式,0.0221,49,0,0.0022,14.8,3,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,114,叙述,0.0222,30,0,0.0062,14.4,2,行 30
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,115,表格式,0.0376,36,0,0.0166,12.7,7,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,116,表格式,0.0289,33,0,0.0054,6.8,4,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,117,图密集,0.0278,40,0,0.0032,8.5,9,【图】9
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,118,表格式,0.025,43,0,0.0032,14.6,6,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,119,图密集,0.0218,40,0,0.0043,13.8,8,【图】8
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,120,表格式,0.0442,33,0,0.0216,3.6,8,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,121,表格式,0.0434,38,0,0.0166,1.8,5,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,122,表格式,0.0342,40,0,0.0073,6.3,8,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,123,图密集,0.0226,47,0,0.001,12.5,9,【图】9
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,124,图密集,0.022,33,0,0.0021,16.4,5,【图】5
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,125,图密集,0.0331,25,0,0.0208,10.4,3,【图】3
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,126,表格式,0.0386,34,0,0.0229,10.5,4,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,127,表格式,0.0472,27,0,0.0374,0.0,8,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,128,表格式,0.0225,35,0,0.0031,0.0,6,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,129,表格式,0.0238,36,0,0.0032,0.0,7,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,130,表格式,0.048,34,0,0.0405,0.0,11,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,131,表格式,0.0448,24,0,0.0281,0.0,9,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,132,表格式,0.0263,35,0,0.0083,0.0,8,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,133,表格式,0.0255,37,0,0.0022,0.0,5,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,134,图密集,0.0222,36,0,0.0021,0.0,12,【图】12
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,135,表格式,0.0265,38,0,0.0021,0.0,8,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,136,图密集,0.0232,37,0,0.0031,0.0,11,【图】11
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,137,图密集,0.031,41,0,0.0031,0.0,6,【图】6
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,138,表格式,0.0324,43,0,0.0073,0.0,7,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,139,表格式,0.0248,47,0,0.0031,0.0,9,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,140,表格式,0.0239,42,0,0.0042,0.0,8,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,141,表格式,0.0225,35,0,0.0021,4.3,7,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,142,图密集,0.0306,43,0,0.0021,20.0,3,【图】3
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,143,表格式,0.0198,39,0,0.0031,9.0,9,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,144,图密集,0.027,39,0,0.0021,3.2,13,【图】13
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,145,表格式,0.0273,44,0,0.0021,4.5,17,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,146,表格式,0.024,35,0,0.0042,2.9,5,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,147,表格式,0.0241,25,0,0.0052,8.8,7,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,148,表格式,0.0208,36,0,0.0021,3.5,8,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,149,表格式,0.0224,42,0,0.0021,3.3,9,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,150,表格式,0.0144,30,0,0.0031,12.2,9,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,151,表格式,0.0208,37,0,0.0031,8.3,12,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,152,表格式,0.021,32,0,0.0052,1.2,6,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,153,表格式,0.023,25,0,0.0052,0.4,8,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,154,表格式,0.0253,33,0,0.0094,5.1,10,含表行
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,155,公式密排,0.0475,37,0,0.0021,25.6,8,公式 25.6/千字
