subject,material_slug,node_slug,node_name,confidence,evidence,slice
CHEMISTRY,chem-fx-entry-f09x09,常见阳离子的检验与推断依据,常见阳离子的检验与推断依据,medium,材料是Mg2+用NaOH溶液检验先产生沉淀的现象条目；属常见阳离子检验依据,slice_24
CHEMISTRY,chem-fx-entry-f09x10,fe2-fe3-的检验方法,Fe2＋、Fe3＋的检验方法,high,材料给出Fe2+加NaOH先生成白色沉淀再迅速变灰绿最后变红褐的检验现象；属该节点Fe2+检验试剂与现象的范围,slice_25
CHEMISTRY,chem-fx-entry-f09x12,卤素离子的检验方法,卤素离子的检验方法,high,材料讲Cl- Br- I-用AgNO3溶液和稀HNO3生成白淡黄黄三种不同颜色银盐沉淀的检验,slice_26
CHEMISTRY,chem-fx-entry-f09x14,常见阴离子的检验与推断依据,常见阴离子的检验与推断依据,medium,材料讲加稀硫酸产生能使品红褪色的气体以检验SO3^2-与HSO3-；该节点别名含「硫酸根与亚硫酸根的检验方法」「常见阴离子的检验：硫酸根、碳酸根与亚硫酸根」,slice_27
CHEMISTRY,chem-fx-entry-f55x02,影响沉淀溶解平衡的因素,影响沉淀溶解平衡的因素,high,材料讲沉淀溶解平衡图像中d→c由加入BaCl2固体引起；该节点别名即「沉淀溶解平衡图像中点的移动」,slice_28
CHEMISTRY,chem-fx-entry-f58x03,同分异构体,同分异构体,low,材料给出通式CnH2nO2对应的饱和一元羧酸和酯与羟基醛等类别；用于同分异构体的书写与类别判断,slice_29
CHEMISTRY,chem-fx-entry-f74x13,氯的常见氧化物,氯的常见氧化物,medium,材料讲Cl2O与水反应生成HClO及其在CCl4中的溶解度远大于在水中；节点已收「氯的常见氧化物 ClO2 与 Cl2O」,slice_30
CHEMISTRY,chem-fx-entry-f76x03,fe2-fe3-的检验方法,Fe2＋、Fe3＋的检验方法,high,材料给出Fe2+用铁氰化钾溶液检验生成蓝色沉淀；属该节点的检验试剂与现象范围,slice_01
CHEMISTRY,chem-fx-entry-f76x04,fe2-fe3-的检验方法,Fe2＋、Fe3＋的检验方法,high,材料讲Fe2+先加KSCN溶液再加氯水为先无明显变化后变红的检验方法；即Fe2+与Fe3+的检验方法,slice_02
CHEMISTRY,chem-fx-entry-f76x05,卤素离子的检验方法,卤素离子的检验方法,high,材料讲氯溴碘离子用AgNO3和稀HNO3检验及沉淀颜色；属卤素离子检验方法,slice_03
CHEMISTRY,chem-fx-entry-f80x05,大π键,大π键,high,材料以CO2为例按中心原子与端原子提供电子数推算大π键n=4；与节点同名,slice_04
CHEMISTRY,chem-fx-fan-ying-f45x05,化学平衡移动方向和转化率的判断,化学平衡移动方向和转化率的判断,medium,材料讲投料比等于计量数比时转化率相等以及增加A的量时A减B增；正是平衡移动方向与转化率判断,slice_05
CHEMISTRY,chem-fx-fan-ying-zhong-f38x05,反应热大小的比较,反应热大小的比较,high,材料比较ΔH3与ΔH4（完全燃烧放热更多但ΔH为负故ΔH3>ΔH4）；主题就是反应热大小的比较,slice_06
CHEMISTRY,chem-fx-fang-an-f14x09,纯碱中碳酸钠含量的测定方法,纯碱中碳酸钠含量的测定方法,high,材料给出方案I（加热后测剩余固体质量并计算Na2CO3质量分数）；属纯碱中碳酸钠含量的测定,slice_07
CHEMISTRY,chem-fx-fang-an-yi-f14x11,纯碱中碳酸钠含量的测定方法,纯碱中碳酸钠含量的测定方法,high,材料讲沉淀法测定Na2CO3含量；该节点已含「纯碱中碳酸钠含量的测定：气体法与沉淀法」,slice_08
CHEMISTRY,chem-fx-fang-fa-yi-f38x06,反应热大小的比较,反应热大小的比较,high,材料用能量随反应过程的图像与盖斯定律构造新热化学方程式比较ΔH5与ΔH6大小；主题即反应热大小的比较,slice_09
CHEMISTRY,chem-fx-fang-fen-jie-f65x06,化学试剂的保存方法,化学试剂的保存方法,high,材料讲防分解即保存在棕色瓶中并置于阴暗处（浓硝酸高锰酸钾硝酸银氯水）；即化学试剂的保存方法,slice_10
CHEMISTRY,chem-fx-fang-fu-shi-f65x07,化学试剂的保存方法,化学试剂的保存方法,high,材料讲腐蚀橡胶或玻璃的试剂该用玻璃塞或塑料塞或塑料瓶并给出氢氟酸存塑料瓶；即该节点别名『化学试剂瓶的选用与保存方法』,slice_11
CHEMISTRY,chem-fx-fang-nian-jie-f65x08,化学试剂的保存方法,化学试剂的保存方法,high,材料讲NaOH与Na2CO3与Na2SiO3等碱性溶液须用橡胶塞防黏结；该节点边界即瓶塞选择：碱性溶液用橡胶塞,slice_12
CHEMISTRY,chem-fx-fang-sheng-jian-f41x04,惰性电极电解的四种类型,惰性电极电解的四种类型,medium,材料讲NaCl与KCl溶液电解的放H2生碱型电极反应与总反应式；即惰性电极电解四类型中的放氢生碱型,slice_13
CHEMISTRY,chem-fx-fang-shui-jie-f74x02,盐类水解的影响因素,盐类水解的影响因素,high,材料讲加酸或加碱抑制水解（FeCl3溶液加稀盐酸与Na2S溶液加NaOH）；节点别名含「易水解盐类的制备、结晶与保存条件」,slice_14
CHEMISTRY,chem-fx-fang-yang-hua-f74x01,化学试剂的保存方法,化学试剂的保存方法,medium,材料讲防氧化的三种措施及Na2SO3与FeSO4与K与Na等试剂的保存实例；属化学试剂的保存方法,slice_15
CHEMISTRY,chem-fx-fen-bie-yong-biao-shi-he-f35x12,晶胞投影,晶胞投影,medium,材料给出KH2PO4四方晶胞及H2PO4-与K+在xz面yz面上的位置；属晶胞投影图判读,slice_16
CHEMISTRY,chem-fx-fen-qiang-ji-f63x06,官能团的保护,官能团的保护,high,材料讲酚羟基在氧化其他基团前用NaOH或CH3I保护；该节点别名含「常见需要保护的官能团及保护方法」,slice_17
CHEMISTRY,chem-fx-fen-qiang-ji-f64x04,酚的结构和性质,酚的结构和性质,medium,材料讲酚羟基的弱酸性 遇FeCl3显紫色 与浓溴水取代三点性质；同讲其它官能团卡片（醇羟基）亦归对应的类节点,slice_18
CHEMISTRY,chem-fx-gai-jin-de-mu-f28x12,气体制备,气体制备,medium,材料讲气体发生装置改进目的与固液类装置创新；属常见气体的实验室制备,slice_19
CHEMISTRY,chem-fx-gai-nian-dan-ti-tong-guo-de-fang-shi-s-f63x01,聚合反应,聚合反应,medium,材料讲单体间缩合生成高分子并伴小分子副产物的缩聚反应概念；该节点边界明确包含加聚与缩聚的区别,slice_20
CHEMISTRY,chem-fx-gao-ji-zhi-fang-suan-f61x06,羧酸,羧酸,medium,材料讲高级脂肪酸的组成（RCOOH）与饱和高级脂肪酸固态、油酸不饱和液态；属羧酸的组成与分类且该节点已收录「羧酸的组成与羧基」,slice_21
CHEMISTRY,chem-fx-gao-wen-jie-gou-f18x05,陶瓷,陶瓷,high,材料讲高温结构陶瓷与氮化硅陶瓷用于汽轮机叶片、轴承等；该节点别名即「新型陶瓷的种类与用途」且范围涵盖新型陶瓷,slice_22
CHEMISTRY,chem-fx-gei-rong-ye-jia-re-f54x05,影响沉淀溶解平衡的因素,影响沉淀溶解平衡的因素,medium,材料判断加热与加Na2CO3或加NaOH对沉淀溶解平衡体系的影响；属影响沉淀溶解平衡的因素,slice_23
CHEMISTRY,chem-fx-gu-ti-ye-ti-f28x02,气体制备,气体制备,high,材料按固体加液体等反应物状态归纳气体发生装置与Cl2及C2H4制取实例；属气体制备,slice_24
CHEMISTRY,chem-fx-guang-fan-shi-zhi-zhi-neng-du-chu-zhen-f65x14,ph试纸的规范使用,pH试纸的规范使用,high,材料讲广泛pH试纸只能读出整数且不能测漂白性与强氧化性试剂；与该节点边界第(3)(4)条逐字对应,slice_25
CHEMISTRY,chem-fx-guo-zai-shi-ke-f47x04,v-t图像分析改变条件对化学平衡的影响,v－t图像分析改变条件对化学平衡的影响,high,材料要求在t6时刻移出部分氨的图中画出t6至t7反应速率的变化曲线,slice_26
CHEMISTRY,chem-fx-han-you-zhi-ji-han-you-ben-huan-he-ci-f63x11,限定条件下同分异构体的书写步骤,限定条件下同分异构体的书写步骤,medium,材料给出含酯基、含苯环、核磁共振氢谱两组峰的结构限定并接合成路线设问；属该节点用限定条件加氢谱确定结构的思路且同为选择性必修3合成高分子章,slice_27
CHEMISTRY,chem-fx-hao-yang-liang-ke-gen-ju-f59x05,烃类的燃烧规律,烃类的燃烧规律,high,材料讲等物质的量与等质量两种设定下烃完全燃烧耗氧量的比较依据；该节点边界即等质量与等物质的量条件下耗氧量大小的比较,slice_28
CHEMISTRY,chem-fx-he-xin-fan-ying-f56x01,陌生化学方程式的书写方法,陌生化学方程式的书写方法,medium,材料讲化工流程中按箭头指向定反应物与生成物并据氧化还原规律判断产物与配平的陌生方程式书写,slice_29
CHEMISTRY,chem-fx-hong-te-gui-ze-f29x08,原子核外电子排布,原子核外电子排布,high,材料讲洪特规则及能量相同的轨道全充满半充满全空时体系能量最低（以基态24Cr排布式为例）；节点已收「核外电子排布的三条规律与洪特规则特例」,slice_30
CHEMISTRY,chem-fx-hua-xue-yu-yi-yao-f73x05,化学与医药的常考常识,化学与医药的常考常识,high,材料讲抗酸药物与医用酒精消毒；该节点边界正是抗酸药不能选强碱与医用酒精使蛋白质变性,slice_01
CHEMISTRY,chem-fx-huo-jian-de-di-yi-er-ji-fa-dong-ji-zho-f38x03,反应热,反应热,low,材料为肼作燃料四氧化二氮作氧化剂生成氮气与气态水并给出已知条件的情境题；段落被已知二字截断无法判定用盖斯定律还是键能；只能确定属反应热范畴,slice_02
CHEMISTRY,chem-fx-jia-de-huo-yan-yan-se-yao-tou-guo-lan-f13x15,焰色试验-易错点,焰色试验“易错点”,high,材料列钾焰色透过蓝色钴玻璃与铂丝灼烧盐酸洗净等注意点；同节点已有焰色试验的注意事项,slice_03
CHEMISTRY,chem-fx-jia-he-xing-f22x07,三类漂白剂的区别,三类漂白剂的区别,medium,材料讲加合型漂白（SO2与有机色质生色团化合、可逆不持久有选择性）；是三类漂白剂中的加合型,slice_04
CHEMISTRY,chem-fx-jia-re-fa-f67x09,熟练掌握溶解-过滤-蒸发等操作-认识化学方法在物质分离和提纯中的重要作用,物质分离提纯的常用方法,medium,材料讲加热法分离热稳定性差的杂质（如Na2CO3固体中的NaHCO3）；属物质分离提纯的常用方法,slice_05
CHEMISTRY,chem-fx-jia-zai-shi-f46x17,控制变量法探究影响化学反应速率的因素,控制变量法探究影响化学反应速率的因素,low,材料列甲乙丙丁四组仅温度、催化剂、投料不同的条件作对比；属控制变量法探究速率影响因素的条件表,slice_06
CHEMISTRY,chem-fx-jian-jie-ce-liang-fa-f66x06,气体体积的测定方法,气体体积的测定方法,medium,材料讲间接测量法即由排出液体的体积确定气体体积（末句附装置气密性检查须在装药品前）；主属气体体积的测定方法,slice_07
CHEMISTRY,chem-fx-jian-jie-ce-liang-fa-f70x06,量气分析法,量气分析法,high,材料讲排水量气的间接测量法；该节点材料明确把气体测量分为直接法与间接法,slice_08
CHEMISTRY,chem-fx-jian-ya-zheng-liu-f71x05,蒸馏,蒸馏,high,材料讲减压蒸馏减小压强使沸点降低以防H2O2与浓硝酸等受热分解；属蒸馏方法的应用,slice_09
CHEMISTRY,chem-fx-jiang-dai-ru-zhong-f52x06,溶液中粒子等量关系-三大守恒,溶液中粒子等量关系——三大守恒,high,材料把电荷守恒与物料守恒代入整理得质子守恒；属溶液中粒子等量关系的三大守恒,slice_10
CHEMISTRY,chem-fx-jiang-wen-ma-zui-f73x07,化学与医药的常考常识,化学与医药的常考常识,high,材料讲氯乙烷气雾剂汽化吸热在损伤处降温麻醉快速镇痛；该节点已收录含降温麻醉在内的医药常识条目,slice_11
CHEMISTRY,chem-fx-jie-gou-shi-f02x06,有机物结构的表示方法,有机物结构的表示方法,medium,材料界定结构式能反映物质结构但不表示空间结构；属有机物结构表示方法之一并已有结构式与结构简式辨析条目,slice_12
CHEMISTRY,chem-fx-jie-jing-cao-zuo-f67x04,结晶方法的选择与操作,结晶方法的选择与操作,medium,材料讲蒸发结晶与降温结晶与重结晶等结晶操作；与节点结晶方法的选择与操作一致,slice_13
CHEMISTRY,chem-fx-jin-xian-dai-de-cheng-jiu-f73x13,为化学作出贡献的科学家与重大成就,为化学作出贡献的科学家与重大成就,high,材料讲结晶牛胰岛素与CO2转化为淀粉等近现代成就及陶瓷黑火药等我国古代发明；节点别名即「我国化学科学家与古代重大发明」,slice_14
CHEMISTRY,chem-fx-jing-duo-ci-yang-hua-he-xi-shou-f06x06,化学计算中的守恒法,化学计算中的守恒法,medium,材料由氮元素守恒得NH3～HNO3的定量关系并接电子转移守恒法；属化学计算中的守恒法,slice_15
CHEMISTRY,chem-fx-ken-ding-xing-yuan-ze-f76x01,离子推断的基本原则,离子推断的基本原则,medium,材料列肯定性原则与互斥性原则及进出性原则；即离子推断的基本原则,slice_16
CHEMISTRY,chem-fx-leng-que-fa-f56x07,分离提纯,分离提纯,medium,材料讲冷却法利用气体液化分离气体（合成氨中分离氨气）；属分离提纯的常用方法之一,slice_17
CHEMISTRY,chem-fx-li-yong-lv-hui-f17x12,含铝物质的制备和转化,含铝物质的制备和转化,medium,材料是以铝灰（Al与Al2O3与AlN等）制备铝鞣剂的工艺流程；该节点专收含铝物质的制备与转化路径,slice_18
CHEMISTRY,chem-fx-liang-yuan-su-shou-heng-f52x04,溶液中粒子等量关系-三大守恒,溶液中粒子等量关系——三大守恒,high,材料讲NaHCO3溶液的元素守恒式与质子守恒定义；属溶液中粒子等量关系的三大守恒,slice_19
CHEMISTRY,chem-fx-lie-jie-zai-gao-wen-xia-shi-fen-zi-ju-f59x12,石油的综合利用,石油的综合利用,high,材料给出裂解的定义与目的（长链烃断裂得短链不饱和烃作化工原料）；该节点边界含裂化、裂解等加工过程,slice_20
CHEMISTRY,chem-fx-liu-de-han-yang-suan-gen-you-hen-duo-f75x03,焦亚硫酸钠,焦亚硫酸钠,medium,材料围绕由NaHSO3过饱和溶液结晶脱水制Na2S2O5的工艺与方程式正误判断；该节点已收录焦亚硫酸钠的制备与性质,slice_21
CHEMISTRY,chem-fx-mao-xi-guan-lian-tong-da-qi-f74x09,蒸馏,蒸馏,medium,材料讲减压蒸馏中毛细管连通大气防暴沸与减压降低沸点；属蒸馏装置与操作要点（防暴沸的安全设错点另属安全性节点）,slice_22
CHEMISTRY,chem-fx-mi-du-zhi-liang-fen-shu-f05x02,有关物质的量浓度的计算,有关物质的量浓度的计算,medium,材料由密度与质量分数求浓硫酸的物质的量浓度并给质量分数与溶解度及浓度的换算；属有关物质的量浓度的计算,slice_23
CHEMISTRY,chem-fx-na-jian-tuo-liu-fa-f23x08,二氧化硫的尾气处理,二氧化硫的尾气处理,high,材料讲用NaOH或Na2CO3吸收烟气中SO2的钠碱脱硫法；即二氧化硫尾气处理,slice_24
CHEMISTRY,chem-fx-pai-kong-qi-fa-f28x08,气体制备,气体制备,medium,材料讲向上排空气法的适用条件（密度大于空气且不与之反应）与Cl2 SO2 NO2 CO2；属气体制备的收集环节（同讲义排水法条目同绑此节点）,slice_25
CHEMISTRY,chem-fx-pai-shui-fa-f28x07,气体制备,气体制备,medium,材料讲排水法适用于难溶于水或微溶且不与水反应的气体（O2 H2 NO CO）；属气体制备的收集环节,slice_26
CHEMISTRY,chem-fx-pao-mo-mie-huo-qi-yuan-li-f73x09,盐类水解的规律及拓展应用,盐类水解的规律及拓展应用,high,材料讲Al2(SO4)3与小苏打相互促进水解生成Al(OH)3和CO2泡沫灭火；属水解规律的生活应用,slice_27
CHEMISTRY,chem-fx-pei-li-zi-f78x06,配合物,配合物,medium,材料给出配离子由中心离子与配位体组成的定义及[Cu(NH3)4]2+等实例；属该节点配合物的基本概念与组成,slice_28
CHEMISTRY,chem-fx-pei-wei-shu-f78x05,配合物,配合物,high,材料讲配合物中配位数的定义与[Cu(NH3)4]2+与[Fe(CN)6]4-等实例；同考点配离子与颜色材料均绑配合物,slice_29
CHEMISTRY,chem-fx-pei-wei-yuan-zi-f78x03,配位键,配位键,medium,材料讲配位原子是配体中提供孤对电子的原子；属配位键的形成条件这一要点,slice_30
CHEMISTRY,chem-fx-pin-hong-rong-ye-f12x12,na22,过氧化钠的强氧化性与还原性,medium,材料讲Na2O2的强氧化性使品红溶液褪色；属过氧化钠的强氧化性专题（Na2O2的性质及应用边界已声明强氧化性专题另属）,slice_01
CHEMISTRY,chem-fx-ping-jun-zhi-fa-f03x14,平均值法,平均值法,high,材料讲把混合烃当一种烃算平均摩尔质量再求平均分子式以确定烃的范围；即平均值法,slice_02
CHEMISTRY,chem-fx-po-huai-chou-yang-ceng-f25x02,n2o-no和no2等氮氧化物是空气污染物-含有氮氧化物的尾气需处理后才能排放,氮氧化物的污染与尾气处理,high,材料讲NO2破坏臭氧层与NO中毒及NOx尾气碱液吸收处理,slice_03
CHEMISTRY,chem-fx-pu-tong-bo-li-f73x11,干冰萤石与三类玻璃的成分,干冰萤石与三类玻璃的成分,medium,材料给出普通玻璃、有机玻璃、玻璃钢三类玻璃的成分与原料；正对应三类玻璃的成分,slice_04
CHEMISTRY,chem-fx-qi-mi-xing-jian-cha-de-ji-ben-si-lu-f66x07,装置气密性检查,装置气密性检查,high,材料讲气密性检查思路即使装置内外压强不等再观察气泡或液面变化；与节点同名,slice_05
CHEMISTRY,chem-fx-qi-ta-chang-jian-tie-yan-f16x05,铁盐的性质及应用,铁盐的性质及应用,medium,材料介绍绿矾与铁铵矾的性质和用途（补血剂、分析试剂、媒染剂）；属铁盐的性质及应用,slice_06
CHEMISTRY,chem-fx-qi-ti-chu-le-liang-qu-wai-f70x10,定量测定型综合实验,定量测定型综合实验,medium,材料讲气体除量取外还可称量（称反应装置减重或吸收装置增重）；属定量测定型综合实验中的气体质量测定方法,slice_07
CHEMISTRY,chem-fx-qi-ti-fa-f14x04,纯碱中碳酸钠含量的测定方法,纯碱中碳酸钠含量的测定方法,high,材料讲气体法测定Na2CO3含量；与节点主题完全一致,slice_08
CHEMISTRY,chem-fx-qian-hou-f59x04,烃类的燃烧规律,烃类的燃烧规律,high,材料给有机物完全燃烧气体体积减小（V前减V后等于+1）与等物质的量耗氧量规律；出自烃与化石燃料一讲,slice_09
CHEMISTRY,chem-fx-qing-xi-bo-si-f13x11,焰色试验,焰色试验,high,材料讲焰色试验用盐酸洗铂丝并灼烧至与原来火焰颜色相同、钾需透过蓝色钴玻璃；即焰色试验操作,slice_10
CHEMISTRY,chem-fx-ran-shao-an-yi-ding-liu-su-tong-ru-yi-f51x09,滴定操作,滴定操作,low,材料是燃烧后按流速通入再滴定至颜色复现的操作片段；只能判定属滴定操作且原文残缺无完整实验目的,slice_11
CHEMISTRY,chem-fx-rong-qi-bi-shang-fu-zhuo-de-liu-f74x06,仪器的洗涤,仪器的洗涤,medium,材料讲容器壁上附着的硫用CS2或热NaOH溶液除去；该节点别名即「玻璃仪器的洗涤与残留物的去除」,slice_12
CHEMISTRY,chem-fx-ruo-an-yuan-bi-li-tong-bei-shu-di-zeng-f45x06,化学平衡移动方向和转化率的判断,化学平衡移动方向和转化率的判断,medium,材料讲按原比例同倍数改变A与B浓度等效于压缩容器体积并据此判断转化率；同讲相邻条目已归此节点,slice_13
CHEMISTRY,chem-fx-ruo-shi-jia-re-yi-qi-f65x01,常见仪器,常见仪器,high,材料按加热与量器与分离三类用途选仪器（蒸发皿坩埚与量器精度与过滤分液蒸馏）；节点别名含「化学仪器的选用原则」与「量器的选择与读数精度」,slice_14
CHEMISTRY,chem-fx-san-te-shu-f76x12,离子共存,离子共存,high,材料列离子共存三种特殊情况（AlO2-与HCO3-不能共存与NO3-加H+具强氧化性及水解互促仍大量共存）,slice_15
CHEMISTRY,chem-fx-se-an-tong-lai-yuan-yu-tian-ran-zhi-wu-f36x10,配位键和配合物,配位键和配合物,medium,材料讲Co2+与色胺酮分子配位结合形成色胺酮钴配合物；属配位键与配合物的形成,slice_16
CHEMISTRY,chem-fx-se-qi-wei-f22x03,二氧化硫,二氧化硫,high,材料讲SO2的颜色气味与溶解性（1体积水约溶解40体积SO2）,slice_17
CHEMISTRY,chem-fx-sheng-gao-wen-du-f54x04,影响沉淀溶解平衡的因素,影响沉淀溶解平衡的因素,high,材料为沉淀溶解平衡移动的判断（升温 加碳酸钠 加NaOH 加CaO）；同讲材料「沉淀溶解平衡的影响因素」即绑此节点,slice_18
CHEMISTRY,chem-fx-shi-pin-dai-nei-de-gan-zao-ji-f73x04,食品的保护与食品袋中的干燥剂,食品的保护与食品袋中的干燥剂,high,材料讲食品袋内干燥剂（生石灰与硅胶等）选择及SO2抗氧化剂；节点名完全对应,slice_19
CHEMISTRY,chem-fx-shi-yan-f13x07,碳酸钠和碳酸氢钠易错知识点,碳酸钠和碳酸氢钠易错知识点,low,材料以四个实验探究Na2CO3与NaHCO3混合溶液性质并判断说法正误（酚酞、稀盐酸、CO2、Ba(OH)2沉淀）；属两盐性质的正误辨析,slice_20
CHEMISTRY,chem-fx-shi-yan-f76x22,离子推断的基本原则,离子推断的基本原则,low,材料给出两份溶液实验现象（烧碱加热放出气体224 mL与BaCl2得固体2.33 g）用于推断所含离子；属离子推断题的实验数据片段,slice_21
CHEMISTRY,chem-fx-shi-yan-jie-shu-hou-f20x03,cl2的实验室制法,Cl2的实验室制法,high,材料讲氯气制取实验结束后先停止反应排出残留氯气再拆卸并用NaOH吸收尾气；该节点边界即含收集与尾气吸收且限本实验操作,slice_22
CHEMISTRY,chem-fx-shi-yan-kai-shi-shi-f69x09,物质制备流程与条件控制,物质制备流程与条件控制,medium,材料是NH4SCN制备实验中实验开始时的通气与加热操作及反应终点判断；同讲邻题材料均归制备流程与条件控制,slice_23
CHEMISTRY,chem-fx-shi-yan-xiao-jie-f38x11,反应热,反应热,low,材料是反应焓变测定实验小结（有气体生成不能直接测需另设无气体方案）；节点表无测定类节点只能上位归入反应热,slice_24
CHEMISTRY,chem-fx-shi-yang-chu-shi-zhi-liang-wei-f01x05,热重分析法,热重分析法,medium,材料给出试样初始质量m0与失重后质量m1及失重质量Δm与失重百分数的算式；该节点边界即区分失重质量与残留固体质量的热重分析,slice_25
CHEMISTRY,chem-fx-shi-ying-dui-xiang-f04x05,看-气体-是否处于-标准状况-0-101kpa,气体摩尔体积的适用条件,high,材料讲气体摩尔体积只适用于气体并辨析NO2 HF SO3在标准状况下不是气体等易错点,slice_26
CHEMISTRY,chem-fx-shi-yong-yi-qi-f74x03,药品取用,药品取用,medium,材料列药匙或纸槽、镊子、托盘天平、胶头滴管、试剂瓶倾倒、量筒滴定管移液管量取等取用与量取仪器；属药品取用的规范操作,slice_27
CHEMISTRY,chem-fx-shi-zheng-tu-ran-jian-xiao-f47x03,v-t图像分析改变条件对化学平衡的影响,v－t图像分析改变条件对化学平衡的影响,high,材料讲t1时刻正速率突然减小而逆速率逐渐减小故平衡逆向移动对应减小反应物浓度；正是速率-时间图像判断改变的条件,slice_28
CHEMISTRY,chem-fx-shi-zheng-tu-ran-zeng-da-f47x02,v-t图像分析改变条件对化学平衡的影响,v－t图像分析改变条件对化学平衡的影响,high,材料讲t1时v正突然增大而v逆逐渐增大使平衡正移对应增大反应物浓度；即v-t图像分析改变条件对平衡的影响,slice_29
CHEMISTRY,chem-fx-shu-ji-ji-ben-mo-xing-f02x13,有机化合物的共面共线的判断,有机化合物的共面共线的判断,high,材料熟记烯平面羰基平面苯平面与炔直线等基本模型及对应杂化；同讲相邻片段「直线与平面连接」已绑该节点,slice_30
CHEMISTRY,chem-fx-shui-ni-chang-he-ye-jin-chang-chang-yo-f07x15,胶体的性质及应用,胶体的性质及应用,high,材料讲水泥厂冶金厂用高压直流电除尘即电泳；属胶体性质在生产生活中的应用,slice_01
CHEMISTRY,chem-fx-si-fan-ying-f76x13,下列溶液中-离子一定能大量共存的有____________,离子不能大量共存的常见类型,medium,材料讲离子间四类反应即复分解与氧化还原等使离子不能大量共存；即离子不能大量共存的常见类型,slice_02
CHEMISTRY,chem-fx-suan-ye-sa-zai-pi-fu-shang-f65x12,化学实验安全与事故处理,化学实验安全与事故处理,high,材料讲酸液洒到皮肤先大量水冲洗再用NaHCO3溶液冲洗,slice_03
CHEMISTRY,chem-fx-tan-jiu-f27x08,喷泉实验,喷泉实验,high,材料为NO2与O2混合气体的喷泉实验探究（含补画导管的装置任务）；服务喷泉实验,slice_04
CHEMISTRY,chem-fx-tan-lu-jian-f64x02,卤代烃的水解反应和消去反应,卤代烃的水解反应和消去反应,high,材料讲碳卤键的水解（NaOH水溶液加热得醇）与消去（NaOH醇溶液共热得不饱和烃）,slice_05
CHEMISTRY,chem-fx-ti-dai-fa-f03x06,判断同分异构体数目的常用方法和思路,判断同分异构体数目的常用方法和思路,medium,材料讲替代法（二氯苯与四氯苯同分异构体数目相同）并接等效氢法；属判断同分异构体数目的常用方法,slice_06
CHEMISTRY,chem-fx-tian-gong-kai-wu-zhong-fan-shi-hui-jin-f73x17,化学与传统文化,化学与传统文化,high,材料出自《天工开物》《梦溪笔谈》《开宝本草》等古文献；内容为古文献中物质成分、变化与分离操作的判断,slice_07
CHEMISTRY,chem-fx-tiao-jie-fa-f54x08,调节pH分离提纯金属离子,调节pH分离提纯金属离子,high,材料讲调节pH除去CuCl2溶液中的FeCl3；该节点已含「用调节pH的方法除杂提纯」,slice_08
CHEMISTRY,chem-fx-tiao-jie-fa-f54x09,调节pH分离提纯金属离子,调节pH分离提纯金属离子,high,材料讲加入试剂调节pH至4左右除去NH4Cl溶液中的FeCl3杂质；即调节pH法分离提纯金属离子,slice_09
CHEMISTRY,chem-fx-tiao-jie-fa-f67x13,调节pH分离提纯金属离子,调节pH分离提纯金属离子,high,材料讲加CuO调pH使Fe3+生成Fe(OH)3沉淀后过滤以除去CuCl2中的氯化铁；即调节pH法分离提纯,slice_10
CHEMISTRY,chem-fx-tie-ding-biao-mian-du-tong-f72x01,化学实验方案的评价,化学实验方案的评价,low,材料是表格型实验基础题的四个选项（铁钉镀铜与配制银氨溶液与验证卤素氧化性与检验消去产物）；四个考点并列无主考点,slice_11
CHEMISTRY,chem-fx-ting-zhi-jia-re-f69x17,有机物制备实验的常用操作与仪器,有机物制备实验的常用操作与仪器,medium,材料给出有机制备操作序列：沸腾平息后加料、加热回流、冷却析出、过滤洗涤、乙醇重结晶；属有机制备的常用操作,slice_12
CHEMISTRY,chem-fx-tong-si-biao-mian-huan-man-fang-chu-qi-f25x07,硝酸与金属反应的规律,硝酸与金属反应的规律,medium,材料描述铜丝与硝酸反应的红棕色气体与液面下降现象序列；属硝酸与金属反应,slice_13
CHEMISTRY,chem-fx-tong-zhong-yuan-zi-f30x02,电离能的三个重要应用,电离能的三个重要应用,medium,材料讲同种原子逐级电离能越来越大并用于判断元素金属性强弱；节点已收录「逐级电离能规律及应用」,slice_14
CHEMISTRY,chem-fx-tou-xi-fen-bu-qu-xian-que-ding-si-wei-f53x02,分布分数图像,分布分数图像,high,材料界定分布曲线为以pH为横坐标与分布系数为纵坐标的关系曲线；即分布分数图像,slice_15
CHEMISTRY,chem-fx-tu-jie-liang-qi-de-du-shu-fang-fa-f51x06,滴定操作,滴定操作,medium,材料讲量筒与移液管及滴定管的平视俯视读数方法；同主题的「量筒与滴定管的读数方法」在库中亦绑滴定操作,slice_16
CHEMISTRY,chem-fx-tuo-pan-tian-ping-f05x05,常见仪器,常见仪器,high,材料讲托盘天平的调零与左物右码与读数规范；该节点别名即「托盘天平的使用与读数」,slice_17
CHEMISTRY,chem-fx-wei-rong-wu-f08x21,离子方程式,离子方程式,high,材料讲微溶物写不写离子形式及固体间反应不写离子方程式；该节点别名即含「微溶物在离子方程式中的处理」,slice_18
CHEMISTRY,chem-fx-wei-zhi-yi-gou-f02x10,同分异构现象和同分异构体,同分异构现象和同分异构体,high,材料讲位置异构即官能团位置不同这一同分异构类型并举例,slice_19
