subject,pages,verdict,items_min,items_numbered,evidence
MATH,371,RETRANSCRIBE,27,8,"p371（书页349）转写稿 page=371 行存在跨页溢出（实质缺陷）：该行在「2)向量法 …即 (x-x₁)(x-x₂)+(y-y₁)(y-y₂)=0，这就是以线段AB为直径的圆的方程。」之后，继续收录了整页书页350（=页图p372）的全部内容——例3、4.阿波罗尼斯圆、例4（含答案D）、2.圆的对称圆的方程、例5（含答案D）、3.与圆有关的轨迹问题，行末页码标注也是「350」。而 p371.jpg 实际内容止于右栏底部「意一点M(x,y)，则AM·BM=0，即(x-x₁)(x-」（页码349），向量式后半在 p372.jpg 页首续出。书页350 内容与稿 page=372 行完全重复，即同一页内容被写进两行、其中一行页码对应错误；须将该行截断至书页349 实际内容（或删去重复段）。书页349 本部分内容本身逐条核验无误：设/列/解/代 流程图4步、例2 四组 F,D,E 解（含第四组 F=-16/5、D=-16/5、E=-2、(x-8/5)²+(y-1)²=169/25 复算 ✓）、解法二 x=2 与 y=x+1 联立 (2,3)、r=√13、答案4式、3.以线段为直径的圆 直接法①②③ 全部与页图一致。items_min=27、items_numbered=8 按书页349 实际版面清点（不含误入的书页350 部分）。"
MATH,"372,373,374,375,376,377,378",ACCEPT,156,62,"7页逐页独立清点后与稿逐块比对：最小式/条各页 23/22/27/14/25/23/22（合计156）；编号条各页 11/12/6/7/12/7/7（合计62）。抽查全部命中：p372（书页350）例3 C(1/2,1)、|AB|=√73、(x-1/2)²+(y-1)²=73/4、向量法 (x-2)(x+1)+(y+3)(y-5)=0→x²+y²-x-2y-17=0（展开复算 ✓），例4 2[(x+2)²+y²]=(x-2)²+y²→x²+y²+12x+4=0→(x+6)²+y²=32 选D，例5 方程组→(a,b)=(6,4)、(x-6)²+(y-4)²=4 选D（中点在线上、斜率-1 复算 ✓），3.与圆有关的轨迹问题 1)2)3) 齐全。p373（书页351）例6 x₀=2x-6、y₀=2y-5 ①、(x-5)²+(y-4)²=1、|C₂C₃|=5√2、最小值 5√2-3、解题技法3条、例7（跨度16m、拱高4m、√3≈1.732）及设 x²+y²+Dx+Ey+F=0 (0≤y≤4) 过 A(-8,0)B(8,0)C(0,4) 均与页图一致。p374（书页352）例7(2) D=0、E=12、F=-64、x²+(y+6)²=100 (0≤y≤4)、x=5→y=5√3-6≈2.66<3 不能通过（复算 (y+6)²=75 ✓）；2.5 知识图谱 左表3行（Δ<0/Δ=0/Δ>0 对 d>r/d=r/d<r）+ 注 + 右表5列（d>r₁+r₂、d=r₁+r₂、|r₁-r₂|<d<r₁+r₂、d=|r₁-r₂|(r₁≠r₂)、0≤d<|r₁-r₂|(r₁≠r₂)）+ 代数法3个Δ分支齐全；1.直线与圆的位置关系 设句+3行表+深度剖析3条吻合。p375（书页353）2.圆与圆 5行表（公共点 0/1/2/1/0、公切线 4/3/2/1/0 逐格 ✓）、深度剖析2条（|r₁-r₂|≤d≤r₁+r₂ 等）、2)代数法3个⇔分支、方法技巧、关键能力1.代数法开头 全部一致。p376（书页354）Δ>0⇔相交/Δ=0⇔相切/Δ<0⇔相离、几何法 d=|Aa+Bb+C|/√(A²+B²) 及3个⇔、定点法、例1（多选）d=r²/√(a²+b²) 四分支推 ABD（A: a²+b²=r²→d=|r| 相切；B: 内→d>|r| 相离；C: 外→d<|r| 相交 故错；D: 在l上→a²+b²=r²→相切）复算 ✓，例2 2x-y+c=0 (c≠1)、5x²+4cx+c²-9=0、Δ=(4c)²-4×5×(c²-9)=0→c=±3√5（复算 16c²-20c²+180=0→c²=45 ✓）吻合。p377（书页355）3条切线结论（x₁x+y₁y=r²、(x₁-a)(x-a)+(y₁-b)(y-b)=r²、x₁x+y₁y+D·(x+x₁)/2+E·(y+y₁)/2+F=0）、②过圆外一点两法、例3(1) x+y-2=0（两法）、(2)(i) x₁+x₂=-D=2→D=-2、{1+16-2+4E+F=0, 25-2×5+F=0}→E=0,F=-15、(x-1)²+y²=16，(ii) 方程组→(-1,2)、(x+1)²+(y-2)²=16、x=3 距离3+1=4、|-4k-2|/√(k²+1)=4→k=3/4、3x-4y-9=0 全部复算无误，【易漏】橙字已录入。p378（书页356）切线长 √((x₀-a)²+(y₀-b)²-r²)、例4(1) |PC|=2√2、|PA|=√3、sin∠APC=√10/4、cos∠APC=√6/4、sin∠APB=2×√10/4×√6/4=√15/4（复算 ✓），(2) |2k-2|/√(k²+1)=√5→k²+8k+1=0、Δ=60、|k₁-k₂|=2√15、tanα=√15、α∈[0,π/2]→sinα=√15/4 选B，【记公式】橙字已录入，知识拓展 到角θ∈[0,π) 与 π-θ、tanθ=(k₂-k₁)/(1+k₂k₁) 均在。仅一处符号级偏差：知识拓展2.(2) 页图（放大裁剪 .agent_audit_crops_p378_zst.png）清楚显示 α∈[0,π/2)（右端开括号），稿写成 α∈[0,π/2]（闭括号）；同页1.定义处 α∈[0,π/2] 稿正确。属单字符可定点修正，非漏块/编造，故整片仍判 ACCEPT。"
MATH,"379,380,381,382,383,384,385,386,387,388,389,390,391,392",ACCEPT,293,105,"口径：一条可独立引用的最小式子/结论计1条（14页合计293）；编号条含段号n、条目n./n)、罗马i–iv、圈号①–⑤、表格行（合计105）。逐页独立清点并与稿抽查核对：P379切点弦问题三小节（定义/直径圆方程(x-x0)(x-a)+(y-y0)(y-b)=0/特例x0x+y0y=r²/长|AB|=2|PA|r/|PC|）、例5以PC为直径圆x²+y²-4x-y+3=0与直线AB 2x+y-3=0、两解法|PC|=√5、|PA|=2、d=√5/5、|AB|=4√5/5、第3节几何法|AB|=2√(r²-d²)、例6(2025天津)A(-6,0)、B(0,6)、|AB|=6√2、|CD|=2√2全吻合。P380例6收尾d=√2、r=2、答案2；代数法弦长两式√(1+k²)|x1-x2|=√(1+1/k²)|y1-y2|(k≠0)及k=0/斜率不存在特例（含手写红注『可由两点间的距离公式得到』）；例7 A(0,1)、B(-2,-1)、|AB|=2√2；中点弦三法；例8三解法(1+k²)x²-(8k²-2k+4)x+16k²-8k-20=0、x1+x2=(8k²-2k+4)/(1+k²)=4×2→k=-2、8-4k-4+6k=0→k=-2、k_MA=1/2→k=-2、均得2x+y-6=0全吻合。P381第4节三几何意义(t=(y-b)/(x-a)斜率/t=ax+by截距/t=(x-a)²+(y-b)²距离平方)与三角代换；例9推导链(x-2)²+(y-4)²=4→a+b=6+2√2 sin(θ+π/4)最大6+2√2、b/a半角展开(2sin²(θ/2)+2sin(θ/2)cos(θ/2)+2cos²(θ/2))/(2cos²(θ/2))=tan²(θ/2)+tan(θ/2)+1=(tan(θ/2)+1/2)²+3/4最小3/4、答案6+2√2；3/4；例10 (x-3)²+(y-3)²=4、|3k-3|/√(k²+1)=2→k=(9±2√14)/5、(x+1)²+y²+2、E(-1,0)全吻合。P382 |CE|=5、最大51、最小11、b=6±2√2；例11 m<32、(1,0)r1=1、(4,-4)r2=√(32-m)、外切5=1+√(32-m)→m=16、内切5=|√(32-m)-1|→m=-4、选A、易错警示(内切外切分情况+D²+E²-4F>0)；例12 l1:x=-1、OO1:y=(4/3)x、P(-1,-4/3)、l2:y=k(x+1)-4/3全吻合。P383 k=7/24→7x-24y-25=0、|n|=5/4→3x+4y-5=0、答案写一个即可；第6节公共弦定义、③式(D1-D2)x+(E1-E2)y+F1-F2=0、结论i–iv(相交/外离/相切/等圆)、代数法/几何法两法；例13解法一(-4,0)(0,2)、x/-4+y/2=1即x-2y+4=0、|AB|=2√5全吻合。P384例13解法二(x-1)²+(y+5)²=50、r1=5√2、d=3√5、|AB|=2√((5√2)²-(3√5)²)=2√5；第7节两圆系方程(λ∈R；λ≠-1且λ=-1为公共弦)；例14中心(2/(1+λ),2λ/(1+λ))、λ=-1/3、x²+y²-6x+2y-6=0；第8节切割线定理|QR|²=|QC|·|QD|、例15 T轨迹x²+y²=1、|PC|=√3、|PC|²=|PA|·|PT|=3、2|PA|+9/|PA|≥2√18=6√2、|PA|=3√2/2、选A全吻合。P385解法二vector PO=1/2(vector PA+vector PB)、余弦定理推论、|PO|=2、|PA|²+|PB|²=10、cos∠APB=3/(|PA||PB|)、|PT|=3/|PA|、6√2选A、答案A；例16 A(40,40)、B(20,0)、三元方程组F=0/40²+40²+40D+40E+F=0/20²+20D+F=0、D=-20、E=-60、F=0、x²+y²-20x-60y=0、C(10,30)r=10√10、D(-20,-20√3)、航线x-y+20-20√3=0、d=10√6<10√10、有触礁危险全吻合。P386思维导图：椭圆(|MF1|+|MF2|=2a(2a>|F1F2|>0)、两标准方程、范围、对称、e=c/a∈(0,1))；双曲线(0<2a<|F1F2|、两方程、范围、渐近线y=±(b/a)x与y=±(a/b)x、e∈(1,+∞))；抛物线7行表(四标准方程、焦点(±p/2,0)(0,±p/2)、准线x=∓p/2与y=∓p/2、对称轴、e=1、范围)逐格吻合无漏。P387知识图谱(三方程含Ax²+By²=1(A>0,B>0,A≠B)、六性质)；第1节定义两部分(定长大于|F1F2|、集合描述M)与三要点(定点/定长2a/2a>|F1F2|、等于→线段、小于→不存在)；第2节性质表图形(顶点A1A2B1B2、阴影直角三角形OF2B2/OB2F2)与两标准方程；特征四条(『焦点位置看大小，焦点随着大的跑』等)全吻合。P388续表焦点(±c,0)/(0,±c)、|F1F2|=2c、范围、对称、顶点、长轴短轴2a/2b、e=c/a(0<e<1)、c²=a²-b²逐格吻合；第2节一般方程Ax²+By²=C→x²/(C/A)+y²/(C/B)=1、充要条件ABC≠0且同号A≠B、设Ax²+By²=1、手写红注『当A=B时为圆』；离心率两结论e=√(1-b²/a²)；点椭圆三关系①<1②>1③=1(含红注类比圆)；对称三情形①(x→-x对y轴/y→-y对x轴/两者对原点)；②两条(a=b时c=0圆非椭圆特例/扁平度仅由e决定)；范围两角度(矩形框x=±a,y=±b/不等式链)全吻合。P389位置关系三行表(相交Δ>0/相切Δ=0/相离Δ<0)、弦长两式、通径2b²/a；第5节切线两式(x0x/a²+y0y/b²=1与y0y/a²+x0x/b²=1)、斜率乘积两式k1k2=-b²/a²与-a²/b²、最值四条(a-c≤|PF1|≤a+c、a-c≤|PF2|≤a+c、短轴端点角最大、b²≤|PF1||PF2|≤a²、b²-c²≤vector PF1·vector PF2≤b²)；滚动复习两式；③类比圆x0x+y0y=r²；知识拓展两参数方程(x=a cosθ,y=b sinθ/x=b cosθ,y=a sinθ,θ∈[0,2π))全吻合。P390第1节流程图四步(定位位置/设方程/寻关系/得方程)含mx²+ny²=1(m>0,n>0,m≠n)；共焦两式(λ>-b²)与同离心率k1、k2；例1(1)a=9、b²=45→y²/81+x²/45=1、(2)a=5、c=3、b²=16两式、(3)解法一c²=16、a²-b²=16①、5/a²+3/b²=1②→b²=4、a²=20、解法二λ²+26λ+105=0→λ=-5(λ=-21舍)、y²/20+x²/4=1全吻合。P391例1(4)3m+4n=1、12m+n=1→m=1/15、n=1/5→x²/15+y²/5=1(含小技巧)；第2节焦点三角形五公式(C=2a+2c、余弦定理、S=|c y_P|=1/2|PF1||PF2|sin∠=b²tan(∠/2)、cos∠F1PF2=1-2e²、e=sin(α+β)/(sinα+sinβ))；例2(2023全国甲理12)两思路流程图；解法一a=3、b=√6、c=√3、2mn=36-(m²+n²)①、(m²+n²-12)/(2mn)=3/5②、m²+n²=21、|OP|²=1/4(m²+n²+6/5 mn)=15/2→|OP|=√30/2选B；解法二S=b²tanθ(记结论)、(1-tan²θ)/(1+tan²θ)=3/5→tanθ=1/2(负值舍去)全吻合。P392解法二收尾a²=9、b²=6、c²=3、S=1/2×2√3×|y_P|=6×1/2→y_P²=3、x_P²=9×(1-3/6)=9/2、|OP|=√(9/2+3)=√30/2选B、答案B；第3节直接法/齐次式法；例3(1)(2026山东实验中学月考)k_AP·k_AQ=y0/(x0+a)·y0/(-x0+a)=1/4→b²/a²=1/4→e=√3/2选A、(2)x²+y²=c²、b≤c→a²≤2c²→e²≥1/2、√2/2≤e<1选A、答案(1)A(2)A；第4节Δ>0⇔相交、Δ=0⇔相切、Δ<0⇔相离及弦长两法(接下页)全吻合。全片：稿中每行内容均见于对应页图，无整块漏转（含手写红注、易错警示、小技巧、记结论、滚动复习、知识拓展）；稿中无页图不存在的内容，无编造；16处【图】/【流程图】描述（PC为直径圆、直线与圆、例6直线x-y+6=0、例10切线、例12作图、切割线定理、例15圆、例16海图、椭圆双曲线抛物线导图、椭圆性质表、待系数流程图、两思路流程图）与页图一致；⇔、⊥、向量点、上下标、±、∈、区间开闭符号抽查均无误。"
MATH,"393,394,395,396,397,398,399,400,401,402,403,404,405,406",ACCEPT,360,149,"14页逐页独立清点并抽查关键式，编号齐全、无整块遗漏、无编造：p393(印371)弦长公式√(1+k²)|x₂−x₁|=√(1+1/k²)|y₂−y₁|、y=m/x=n特例两式、例4解析全链((1+2k²)x²−8kx+4=0①、k²=3/2、|AB|=√5)、5椭圆的第二定义(0<e<1)及图均核对；p394(372)焦点准线4式、准线3性质(2a²/c、a²/c−c=b²/c)、焦半径4式(a±ex₀、a±ey₀)、例5 k=√23/2(验算1/(3e)=2√3/9⇒tan=√23/2)、例6四选项；p395(373)例6解析a=(r+R)/(1−e)、n=(1+e)/(1−e)r+(2e)/(1−e)R答B、双曲线知识图谱7性质、定义/集合描述、深度剖析3情形(2a=|F₁F₂|两射线、>不存在、=0中垂线)、标准方程表头2式、绝对值2情形；p396(374)续表9行性质全在(含手批『令右边为0得渐近线』)、等轴e=√2渐近线垂直、通径2b²/a、共轭双曲线1/e₁²+1/e₂²=1且四焦点共圆、弦长2式、基础三角形tan=b/a、焦渐距=b；p397(375)切线x₀x/a²−y₀y/b²=1、同支/异支最短弦、k_AP·k_BP=b²/a²、三设法(λ≠0、−b²<m<a²、b²<m<a²)、温馨提示e=√(1+(b/a)²)、例1(|PA|−|PB|=6、c=5、a=3、b²=16、x²/9−y²/16=1(x≥3))；p398(376)例2五问全解(λ=9/4或−1⇒x²/9−y²/(81/4)=1或y²/9−x²/4=1、k=−2⇒y²/2−x²/4=1、λ=21⇒x²/4−y²/5=1、A=−1/16、B=1/9⇒y²/9−x²/16=1)、渐近线两式与e=√(1+k²)、例3(1)题干；p399(377)四选项、(1)解析链(b=2、P(a²/c,ab/c)、k_PF₁=a/(a²+2)=√2/4、a=√2⇒x²/2−y²/4=1选D)、(2)m=√3/3(圆x²+(y−2)²=1)、离心率三法开头；p400(378)例4(1)2b=2√7a⇒e=2√2选D、(2)c=6、a=4⇒e=3/2、(3)cos互补和=0⇒c=3√5/5·a、答案3√5/5；p401(379)焦点三角形5结论(S=b²/tan(θ/2)=c|y_P|、内心横坐标±a、e=sin(α+β)/|sinβ−sinα|)、例5(m≥c−a=2⇒21选D、记结论、S=16√3)、4位置关系(Δ>0交/Δ=0切/Δ<0离/二次项0平行渐近线)；p402(380)图①②③、例6(k_AB·k=9、A:Δ=−288、B:45x²+90x+61=0 Δ=−2880(重算核实)、C与渐近线重合⇒选D)、例7(1)(a²=2、(1−2k²)x²−4kbx−2(b²+1)=0、k≠±√2/2、x₁+x₂、x₁x₂、和差化至行末)；p403(381)(2k+b−1)(k+1)=0⇒k=−1、(2)tan(∠PAQ/2)=√2/2、AP:y=√2x−2√2+1、3x²+(4√2−16)x+20−8√2=0、2x₁=(20−8√2)/3为两根之积(验算x_A=2)、x₁=(10−4√2)/3、b=5/3、S=16√2/9、5第二定义(e>1)、准线4式、2a²/c与c−a²/c=b²/c、焦半径定义；p404(382)焦半径四支8式(±a±ex₀、±a±ey₀)、例8(c²−3ac−4a²=0⇒c=4a、a=√3、15/2选D)、例9(e=√10⇒b=3a、A(2,m)、B(3,m−9))；p405(383)9x²−y²=9a²(*)、36−m²=9a²、81−(m−9)²=9a²、a=4√2/3、2a=8√2/3选D、3.3抛物线图谱、定义、四列表(焦点(±p/2,0)/(0,±p/2)、准线x=∓p/2/y=±p/2、范围、对称轴、e=1)、一动三定、F(−1,0)与x=−1轨迹x轴；p406(384)概念表(通径2p、焦半径x₀+p/2、−x₀+p/2、y₀+p/2、−y₀+p/2、焦准距p)、对p说明3条、焦点弦9结论1)–9)全在(x₁x₂=p²/4、y₁y₂=−p²、|AF|=p/(1+cosθ)、|AB|=2p/sin²θ=2p(1+1/k²)、S=p²/(2sinθ)、1/|AF|+1/|BF|=2/p、三圆相切、AOB₁共线)、证明两情形(k²x²−(k²p+2p)x+k²p²/4=0)、4重要结论1弦长公式断在|AB|=(下页续)。上下标、±、根式、分式、单位(cm、°、★)逐项核对无误。"
MATH,407,ACCEPT,20,11,"p407(页码385)逐条核对：顶部弦长公式2条(x式与y式)、编号2两条切线式y₁y=p(x+x₁)与y=kx+p/2k、编号3的x₀=y₁y₂/2p与y₀=(y₁+y₂)/2、编号4定点(2p,0)、编号5定义+1)~4)四条结论、右栏承接6个式子(y₁y₂=-p²、|BF|=p/(1-cosθ)、|AF|=p/(1+cosθ)、S△AOB=p²/(2sinθ)、1/|AF|+1/|BF|=2/p、以AB为直径的圆与准线相切)、下部1)定义法2)待定系数法均与稿一致；编号条=4(编号2-5)+4(子条1)-4))+1(小节1)+2(1./2.法)=11。"
MATH,408,RETRANSCRIBE,14,13,p408(页码386)：例2解法二的等式页面印刷为 √(x²+(y-3)²)=|y+2+1|（放大裁图确认等号后为绝对值竖线，次行起首'2+1|'），稿子写成'\sqrt{x^2+(y-3)^2}=1+y+2+1'——漏绝对值竖线且凭空多出'1+'（页面没有，属编造），并与紧随的 x²+y²-6y+9=y²+6y+9（即|y+3|²）自相矛盾。该页其余（例1(1)(2)(3)三解、解法一、策略一二、例3题干与选项A-D）核对无误。
MATH,"409,410,411,412,413,414,415",ACCEPT,117,62,"抽查关键式全过：p409例4 k²x²-(k²+2)x+k²/4=0、x₁=½(3+2√2)、(|QM|+|QF|)min=4-√2、|F(1,0)到l₁|距离=2；p410例5 y²-6my-9=0、|AB|=6m²+6、E(-3/2,3m)、|EF|=3√(m²+1)、S△AEB≥9、故选ACD，及k_AB=p/y₀、k_AB=x₀/p；p411例6 p=1、M(t²+2,t)、k=2/(2t+3/t)≤√6/6（等号t=√6/2）、例8 p=81/16、x²=-81y/8、|DE|≤6米；p412例1 ①×2+②得2n²+m²=6x²+48、2n²+½m²+mn=72≥3mn、m=4√3/n=2√3/mn=24、x=2、x²/3-y²/6=1（手推复核72=2n²+½m²+mn的消元过程成立）；p413例3 p=2或-3/2(舍)、4m²=n²-6n+1、S△MFN=(n-1)²、最小值12-8√2（手算复核）；p414例4 |AB|=3√10、k_AB=-b²x₀/a²y₀=-9/36×4/2=-1/2；p415例5 (4k²+9)x²+8k(2k+3)x+16(k²+3k)=0、Δ=-1728k、中点纵坐标化简=108/36=3（代入k=-1逐项数值验证成立）。未见漏块、未见编造，编号齐全。"
MATH,416,RETRANSCRIBE,18,6,p416(页码394)：例7(2)证明链页面印刷为 x=…=\dfrac{2ty_1y_2-4y_2}{3y_1-y_2}-2=\dfrac{3y_1-y_2}{3y_1-y_2}-2=-1（放大裁图确认分子含't'），稿子写成'\dfrac{2y_1y_2-4y_2}{3y_1-y_2}-2'，漏掉t——漏后'2y₁y₂=3(y₁+y₂)'不成立，推导链断裂。该页其余（例6(1) mx²-ny²=1→x²-y²/2=1、例6(2) (18-9k²)x²+6k²x-k²-18=0、k₁+k₂=3（手推复核=2k+(8k/3-4)·(-3/4)=3）、3.定直线解法段、例7(1) a=2/b²=16/x²/4-y²/16=1、(4t²-1)y²-32ty+48=0）核对无误。
MATH,"417,418,419,420",ACCEPT,82,39,p417例8 |QM|·|QN|=(1+m²)|9-3(y₁+y₂)+y₁y₂|=5(1+m²)、|SF|·|TF|=4(1+m²)、λ=5/4（手算复核）；例9 a=1、b=√3、x²-y²/3=1；p418例9三种选法①②/①③/②③全部步骤与稿一致，x_M=(k√(t²+3-k²)-kt)/(k²-3)、y_M=3/k·x_M、x_A+x_B=4k²/(k²-3)（手推复核）；p419思维导图11条编号(顶部①②③+等差①-④+等比①-④)与通项/求和方法清单、应用流程图、归纳法流程均与稿一致，'未见页码'与页面相符；p420知识图谱10项、例1及答案D、数列即函数a_n=f(n)、两处深度剖析（有序性/可重复性/a_n与|a_n|、离散性孤点）均与稿一致，页码398正确。未见漏块、未见编造。
MATH,"421,422",ACCEPT,39,24,逐页对图：p421 编号块 2数列的分类(树形图四类递增a_{n+1}>a_n/递减a_{n+1}<a_n/常数a_{n+1}=a_n/摆动)、3通项公式(例2 a_n=n²-7n+6，a_5=5²-7×5+6=-4，n²-7n+6=150 解得 n=16 或 n=-9(舍))、4递推公式(条件1)基础)齐全；右栏三框【概念辨析】有限/无穷数列表示、【深度剖析】通项特征2条(-1)^n、分段、cos nπ 三式并列、【深度剖析】递推理解2条 均在稿中。p422 编号 5前n项和(S_n=a_1+a_2+⋯+a_n；分段 a_n=S_1(n=1)/S_n-S_{n-1}(n≥2))、例3(a_1=1，a_{n+1}=a_n/(1+a_n)，a_2=1/2，a_3=1/3，a_4=1/4，a_5=1/5，a_6=1/6 选A)、关键能力1(观察四角度①-④、方法①②)、右栏【知识辨析】表与【温馨提示】(n≥2 恒成立、分段) 均与页图一致；未见漏块或页面无而稿中有的内容。
MATH,423,ACCEPT,17,14,例1刺绣四图(1/5/13/25 个小正方形)与 f(2)=2×(2-1)²+3、f(n)=2(n-1)²+2n-1=2n(n-1)+1、f(6)=61 转写正确；例2 四个通项 10^n-1、(-1)^{n+1}(2n-1)、n²/2、2^n+1 正确；例3(1)裂项 1/a_{n+1}-1/a_n=2(1/n-1/(n+1)) 正确。一处小误读(已裁剪 p0423 右下 2 倍放大核验)：页底截断行左和倒数第二项原书为 (1/a_{n-1}-1/a_{n-2})，稿写成与末项重复的 (1/a_n-1/a_{n-1})+(1/a_n-1/a_{n-1})；稿已自注'页底被截断，接下页'，p424 接行 (1/(n-1)-1/n)]=1+2(1-1/n)=(3n-2)/n，a_n=n/(3n-2) 正确，内容可完整复原，不构成实质缺陷。另该行是全文件唯一出现 $...$ LaTeX 记法处(其余为纯文本下标/上标)，属格式不统一，非内容错。
MATH,"424,425,426,427,428,429,430,431,432,433,434",ACCEPT,319,138,"编号齐全无断号：p424 途径一1)-3)三步骤、例4(2S_n=na_{n+1}①、2S_{n-1}=(n-1)a_n②、a_{n+1}/a_n=(n+1)/n、累乘得 a_n=n)、2数列单调性三法、例5(a_n=n²-3λn)；p425 例6(分段 a_n=3n²-2tn+2(n≤7)/4n+94(n>7)，t∈(23/14,9/2) 两解法)、最大项 a_5=a_6=7^6/8^5 三解法、【易混易错】临界式 4×7+94≥3×7²-2t×7+2；p426 例8 b_1..b_8=2,3/2,5/3,8/5,13/8,21/13,34/21,55/34 特殊值法逐项与页图一致；p427 4.2/4.2.1 知识图谱(m+n=p+k=2t⇒a_m+a_n=a_p+a_k=2a_t)、定义表(符号语言 a_n-a_{n-1}=d(n≥2) 或 a_{n+1}-a_n=d)、命题例答案②③、等差中项 2A=a+b、方法技巧 ⇔ 链；p428 常用性质1)-8)(含 a_{mn}=0、λ_1d+λ_2d')、判定四法(定义/等差中项2a_{n+1}=a_n+a_{n+2}/通项a_n=pn+q/和S_n=An²+Bn)、知识拓展构造五式；p429 例1 两解法(b_n=n，a_n=(n+1)/n)、例2 证明链 (n-1)a_{n+1}=2(n-1)a_n-(n-1)a_{n-1}⇒a_{n+1}=2a_n-a_{n-1}⇒2a_n=a_{n-1}+a_{n+1} 与页图一致；p430 例3(2)三解法均得 41、(3) a_{k+2}-a_k=4，a_1+a_2020=7+4036=4043、答案(1)C(2)B(3)B 位置正确、设项 a-3d,a-d,a+d,a+3d、例4 得 -2,0,2,4、例5 解 a_4=1，a_7=-2，m=10；p431 例6 举架(k_1=k_3-0.2，k_2=k_3-0.1，斜率式 (DD₁+CC₁+BB₁+AA₁)/(OD₁+DC₁+CB₁+BA₁)=0.725，k_3=0.9)、公式一/二与倒序相加推导；p432 S_n=An²+Bn 三情形、例 a_1=30，S_6=S_15⇒d=-3，a_n=-3n+33，三解法最大值 165(复算：S_10=30×10-3/2×90=165 ✓)、性质1)-3)①；p433 接行 nd，S偶/S奇=a_{n+1}/a_n、②(2n-1)a_n 等、{S_n/n} 公差 d/2、a_m/b_m=S_{2m-1}/T_{2m-1}、例1 三小题复算全部正确(S_6=6×5+15×(-3)=-15 ✓；a_1=7/3 ✓；2a_1+5d=7，4a_1+7d=5⇒a_1=-4，d=3，S_10=95 ✓)；p434 例2 充分性/必要性链(a_n=b_1+2d_2(n-1))、例3 S_10,S_20-S_10,… 公差 d，10S_10+45d=S_100⇒d=-22，S_110=-120+S_100=-110(复算 1000+45d=10 ✓)，末行截断已标注接下页。关键能力标题下例号 1-8 连续无跳号；未见编造内容。"
MATH,435,RETRANSCRIBE,24,8,"页首'于是有'公式转写错误：原图为差式 (S110/110-S100/100)/(110-100)=(S100/100-S10/10)/(100-10)（裁剪放大核实，分子有减号、分母为110-100与100-10），稿中误作纯比值 (S110/110)/(S100/100)=(S100/100)/(S10/10)，丢2处减号与分母减法；按稿中式代入S10=100、S100=10只得S110=0.11，与稿中结论S110=-110自相矛盾（按原图差式代入恰好得-110）。本页其余（解法三方程组a1=1099/100,d=-11/50、等和性质、例4得65/24选C、通项/二次函数/不等式组三法、例5选项ABCD及解析首段）逐条对图无误。"
MATH,"436,437,438,439,440,441,442,443,444,445,446,447,448",ACCEPT,373,169,"13页逐页对图：436例6(1){a_n}花括号、(2){|a_n|}竖线均与原图一致（裁剪核实），T_n分段2S7-Sn=n^2-14n+98无误，例7六边形A0-A4/B0-B4标注与【图】描述相符；437知识图谱5节点+前n项和2项、概念文字/符号语言、例(1)公比3、深度剖析4条齐全；438三种推导法（归纳/迭代/累乘）含旁注、单调性1)2)完整；439常用性质8条、3处红笔批注（反之不成立/取项必须等间隔/lg q）、判定4法齐全；440例1续、例2两解法（a1=-1舍去、q+d=4选A，代入验算一致）；441设项技巧、例4 T11=a6^11选D、例5(1) q=1/3,a_n=1/3^n；442例6(2) 2^(k-1)=2m→2≤k≤10→9个（验算一致）、例7√[12]{2^5}f选B、S_n分段公式；443推导4法、想一想、多选ABD分析；444性质1)-4)及性质3)证明（S偶/S奇=q）；445例2(1)两解法均得S8=-85选C、(2) q=1/2（q^10=1/2^10验算一致）；446方法技巧①②、前n项积T_n=a1^n q^{n(n-1)/2}、例3最大值2^3=8（2^{25/8-(1/2)(n-5/2)^2}验算一致）、例4(1) S(n)式；447 S(7)≥10000→21a≥3082→a最小147（验算一致）、4.4知识图谱、归纳法步骤、恒等式格式三步；448示意图、例1归纳证明链、例2前四项2、5/2、29/10及(3)放缩两步均与图一致。唯一非实质瑕疵：448【图】描述把下方两个箭头写作'红色'，原图为青绿色，数学内容不受影响。"
MATH,449,RETRANSCRIBE,32,11,第449页“4 用数学归纳法证明整除问题”导语句：页面印字为“关键是‘把’n=k+1时的被除数分解成…”（已用3倍放大裁片.agent_audit_crops_m449_462_p0449_ba.png核实为提手旁的“把”），稿子第449行写成了“是吧”（口字旁），属错字，判重转该页。同页其余32条最小式逐条与页图一致：两边平方后左=4k²+6k+2(2k+1)√2k+1、右=4k²+6k+2(2k+2)√2k+2；例3的f(1)=1²−1+2=2、f(k+1)=f(k)+2k=(k+1)²−(k+1)+2、f(n)=n²−n+2；例4三条件①a_n+a_{n+1}=4n②√S_1+⋯+√S_n=n(n+1)/2③4S_n−1=a_n²+2a_n、隔项等差求a_n=2n−1均与页图吻合，无漏块无编造。
