subject,pdf_rel,page,span,status,page_kind,plan,chars,formulas,figs,numbered,uncertainties,truncated,items_min,verdict,gate,note
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,35,0029_0042,done,图密集,审计-全,2219,1,10,34,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,36,0029_0042,done,表格式,审计-全,2832,0,7,12,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,37,0029_0042,done,图密集,重转-全协议,1849,0,10,20,0,,49,RETRANSCRIBE,fail,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,38,0029_0042,done,图密集,重转-全协议,2432,0,8,7,0,,36,RETRANSCRIBE,fail,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,39,0029_0042,done,图密集,审计-全,1632,0,4,16,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,40,0029_0042,done,表格式,审计-全,2379,0,9,31,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,41,0029_0042,done,图密集,审计-全,2595,0,10,14,0,,35,UNCERTAIN,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,42,0029_0042,done,表格式,审计-全,2167,0,8,19,0,,29,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,43,0043_0056,done,公式密排,审计-全,3177,80,7,14,0,,34,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,44,0043_0056,done,表格式,重转-全协议,3074,46,5,20,0,,,RETRANSCRIBE,fail,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,45,0043_0056,done,表格式,重转-全协议,3470,39,9,10,0,,,RETRANSCRIBE,fail,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,46,0043_0056,done,表格式,审计-全,2406,36,10,4,0,,40,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,47,0043_0056,done,表格式,重转-全协议,2733,37,10,28,0,,40,RETRANSCRIBE,fail,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,48,0043_0056,done,表格式,审计-全,3028,29,10,4,0,,50,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,49,0043_0056,done,表格式,重转-全协议,2807,26,10,3,0,,,RETRANSCRIBE,fail,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,50,0043_0056,done,图密集,重转-全协议,2723,42,6,6,0,,,RETRANSCRIBE,fail,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,51,0043_0056,done,表格式,重转-全协议,2667,24,8,6,0,,,RETRANSCRIBE,fail,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,52,0043_0056,done,表格式,审计-全,3551,35,8,4,0,,33,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,53,0043_0056,done,表格式,重转-全协议,2873,46,8,20,0,,,RETRANSCRIBE,fail,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,54,0043_0056,done,图密集,重转-全协议,2879,31,9,20,0,,,RETRANSCRIBE,fail,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,55,0043_0056,done,表格式,重转-全协议,3074,30,3,27,0,,,RETRANSCRIBE,fail,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,56,0043_0056,done,图密集,重转-全协议,2932,37,5,15,0,,,RETRANSCRIBE,fail,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,57,0057_0070,done,公式密排,审计-全,3548,95,6,35,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,58,0057_0070,done,图密集,审计-全,3303,40,3,65,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,59,0057_0070,done,表格式,审计-全,3066,61,6,44,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,60,0057_0070,done,公式密排,审计-全,3508,98,4,6,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,61,0057_0070,done,公式密排,审计-全,2827,115,8,27,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,62,0057_0070,done,公式密排,审计-全,3457,91,7,58,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,63,0057_0070,done,公式密排,审计-全,3312,122,3,63,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,64,0057_0070,done,公式密排,审计-全,3459,123,4,12,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,65,0057_0070,done,公式密排,审计-全,3774,125,3,4,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,66,0057_0070,done,公式密排,审计-全,3109,78,6,33,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,67,0057_0070,done,表格式,审计-全,2829,43,5,39,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,68,0057_0070,done,公式密排,审计-全,3465,113,6,16,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,69,0057_0070,done,公式密排,审计-全,3741,134,6,25,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,70,0057_0070,done,公式密排,审计-全,3194,100,11,19,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,71,0071_0084,done,表格式,重转-全协议,2552,17,8,46,0,,42,RETRANSCRIBE,fail,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,72,0071_0084,done,图密集,审计-全,2793,28,7,35,0,,31,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,73,0071_0084,done,表格式,重转-全协议,3375,42,9,7,0,,31,RETRANSCRIBE,fail,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,74,0071_0084,done,图密集,审计-全,2287,16,5,28,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,75,0071_0084,done,图密集,审计-全,2893,21,9,42,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,76,0071_0084,done,图密集,审计-全,3433,45,10,29,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,77,0071_0084,done,图密集,重转-全协议,3442,31,7,9,0,,,ACCEPT,fail,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,78,0071_0084,done,图密集,重转-全协议,2904,39,10,27,0,,29,RETRANSCRIBE,fail,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,79,0071_0084,done,表格式,审计-全,2602,6,6,51,0,,38,UNCERTAIN,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,80,0071_0084,done,图密集,重转-全协议,2932,32,9,19,0,,23,ACCEPT,fail,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,81,0071_0084,done,图密集,重转-全协议,3303,53,4,22,0,,35,RETRANSCRIBE,fail,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,82,0071_0084,done,图密集,重转-全协议,2560,28,10,14,0,,34,UNCERTAIN,fail,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,83,0071_0084,done,表格式,重转-全协议,3034,36,6,20,0,,28,ACCEPT,fail,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,84,0071_0084,done,图密集,重转-全协议,2784,20,6,38,0,,28,ACCEPT,fail,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,85,0085_0098,done,图密集,审计-全,3326,50,4,15,0,,39,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,86,0085_0098,done,公式密排,重转-全协议,2523,64,3,28,0,,51,RETRANSCRIBE,fail,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,87,0085_0098,done,公式密排,重转-全协议,2786,71,7,21,0,,,ACCEPT,fail,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,88,0085_0098,done,图密集,重转-全协议,2778,56,9,29,0,,,ACCEPT,fail,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,89,0085_0098,done,公式密排,审计-全,3263,113,8,15,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,90,0085_0098,done,公式密排,重转-全协议,2742,77,3,19,0,,,ACCEPT,fail,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,91,0085_0098,done,表格式,审计-全,2856,30,4,37,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,92,0085_0098,done,公式密排,审计-全,2760,73,9,61,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,93,0085_0098,done,公式密排,审计-全,3070,109,6,45,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,94,0085_0098,done,公式密排,重转-全协议,2622,111,0,50,0,,79,RETRANSCRIBE,fail,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,95,0085_0098,done,表格式,审计-全,2731,60,3,57,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,96,0085_0098,done,公式密排,重转-全协议,3037,125,7,41,0,,,ACCEPT,fail,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,97,0085_0098,done,公式密排,重转-全协议,3866,135,4,15,0,,,ACCEPT,fail,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,98,0085_0098,done,公式密排,重转-全协议,3066,91,4,19,0,,55,RETRANSCRIBE,fail,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,99,0099_0112,done,图密集,审计-全,3153,38,9,53,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,100,0099_0112,done,图密集,审计-全,3146,27,7,11,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,101,0099_0112,done,图密集,重转-全协议,2672,10,16,47,0,,,ACCEPT,fail,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,102,0099_0112,done,表格式,审计-全,2996,7,7,51,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,103,0099_0112,done,表格式,审计-全,2686,8,9,19,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,104,0099_0112,done,表格式,审计-全,2956,3,10,55,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,105,0099_0112,done,表格式,重转-全协议,2629,1,8,24,0,,,ACCEPT,fail,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,106,0099_0112,done,图密集,重转-全协议,2711,29,12,101,0,,,ACCEPT,fail,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,107,0099_0112,done,表格式,重转-全协议,2718,22,6,55,0,,,ACCEPT,fail,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,108,0099_0112,done,表格式,重转-全协议,2925,28,9,9,0,,,ACCEPT,fail,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,109,0099_0112,done,表格式,审计-全,2317,8,6,50,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,110,0099_0112,done,表格式,重转-全协议,3440,31,4,64,0,,,ACCEPT,fail,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,111,0099_0112,done,表格式,重转-全协议,3059,17,11,57,0,,,ACCEPT,fail,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,112,0099_0112,done,图密集,审计-全,3621,41,9,27,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,113,0113_0126,done,表格式,审计-全,3246,48,3,25,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,114,0113_0126,done,叙述,审计-轻,2717,39,2,27,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,115,0113_0126,done,表格式,审计-全,3000,38,7,50,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,116,0113_0126,done,表格式,审计-全,2503,17,4,46,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,117,0113_0126,done,图密集,重转-全协议,2712,23,9,72,0,,46,RETRANSCRIBE,fail,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,118,0113_0126,done,表格式,重转-全协议,3013,44,6,26,0,,26,RETRANSCRIBE,fail,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,119,0113_0126,done,图密集,重转-全协议,2981,41,8,6,0,,46,RETRANSCRIBE,fail,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,120,0113_0126,done,表格式,重转-全协议,2491,9,8,64,0,,36,UNCERTAIN,fail,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,121,0113_0126,done,表格式,重转-全协议,2843,5,5,28,0,,33,RETRANSCRIBE,fail,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,122,0113_0126,done,表格式,审计-全,2686,17,8,20,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,123,0113_0126,done,图密集,审计-全,3360,42,9,5,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,124,0113_0126,done,图密集,重转-全协议,3298,54,5,10,0,,44,RETRANSCRIBE,fail,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,125,0113_0126,done,图密集,审计-全,2216,23,3,22,0,,28,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,126,0113_0126,done,表格式,重转-全协议,2953,31,4,67,0,,43,RETRANSCRIBE,fail,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,127,0127_0140,done,表格式,审计-全,2379,0,8,42,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,128,0127_0140,done,表格式,审计-全,2427,0,6,20,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,129,0127_0140,done,表格式,审计-全,2510,0,7,28,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,130,0127_0140,done,表格式,重转-全协议,3969,0,11,95,0,,34,RETRANSCRIBE,fail,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,131,0127_0140,done,表格式,审计-全,2577,0,9,76,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,132,0127_0140,done,表格式,审计-全,2548,0,8,29,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,133,0127_0140,done,表格式,审计-全,2548,0,5,29,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,134,0127_0140,done,图密集,审计-全,2222,0,12,32,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,135,0127_0140,done,表格式,审计-全,1998,0,8,28,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,136,0127_0140,done,图密集,审计-全,2275,0,11,20,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,137,0127_0140,done,图密集,审计-全,2814,0,6,2,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,138,0127_0140,done,表格式,审计-全,2062,0,7,14,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,139,0127_0140,done,表格式,审计-全,2368,0,9,12,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,140,0127_0140,done,表格式,审计-全,2783,0,8,8,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,141,0141_0154,done,表格式,审计-全,2815,12,7,6,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,142,0141_0154,done,图密集,审计-全,3543,71,3,20,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,143,0141_0154,done,表格式,审计-全,3557,32,9,11,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,144,0141_0154,done,图密集,审计-全,3449,11,13,21,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,145,0141_0154,done,表格式,审计-全,2644,12,17,35,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,146,0141_0154,done,表格式,审计-全,2727,8,5,46,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,147,0141_0154,done,表格式,审计-全,2965,26,7,38,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,148,0141_0154,done,表格式,审计-全,2868,10,8,33,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,149,0141_0154,done,表格式,审计-全,2993,10,9,11,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,150,0141_0154,done,表格式,审计-全,3280,40,9,48,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,151,0141_0154,done,表格式,审计-全,3149,26,12,63,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,152,0141_0154,done,表格式,审计-全,2608,3,6,40,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,153,0141_0154,done,表格式,重转-全协议,2434,1,8,22,0,,31,RETRANSCRIBE,fail,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,154,0141_0154,done,表格式,审计-全,2724,14,10,24,0,,41,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,155,0155_0168,done,公式密排,审计-全,2930,75,8,51,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,156,0155_0168,done,公式密排,审计-全,3338,131,5,24,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,157,0155_0168,done,表格式,重转-全协议,3053,74,6,16,0,,,ACCEPT,fail,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,158,0155_0168,done,公式密排,审计-全,2898,91,9,35,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,159,0155_0168,done,公式密排,审计-全,3306,105,6,10,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,160,0155_0168,done,公式密排,审计-全,3863,120,4,19,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,161,0155_0168,done,表格式,审计-全,2781,42,13,43,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,162,0155_0168,done,公式密排,审计-全,2073,57,6,25,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,163,0155_0168,done,表格式,审计-全,2143,6,8,35,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,164,0155_0168,done,公式密排,审计-全,2855,92,4,28,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,165,0155_0168,done,表格式,审计-全,2406,34,9,29,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,166,0155_0168,done,表格式,审计-全,2710,62,12,11,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,167,0155_0168,done,公式密排,审计-全,2394,63,6,10,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,168,0155_0168,done,图密集,审计-全,2041,41,3,35,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,169,0169_0182,done,图密集,审计-全,2561,0,7,60,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,170,0169_0182,done,叙述,审计-轻,2318,0,2,30,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,171,0169_0182,done,图密集,审计-全,2075,0,4,33,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,172,0169_0182,done,叙述,审计-轻,2507,0,2,32,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,173,0169_0182,done,表格式,重转-全协议,2191,0,8,14,0,,10,RETRANSCRIBE,fail,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,174,0169_0182,done,图密集,审计-全,2073,0,8,35,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,175,0169_0182,done,图密集,审计-全,2410,0,6,37,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,176,0169_0182,done,图密集,审计-全,2483,0,3,26,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,177,0169_0182,done,叙述,重转-全协议,2739,0,2,26,0,,12,RETRANSCRIBE,fail,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,178,0169_0182,done,图密集,审计-全,2761,0,3,19,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,179,0169_0182,done,图密集,审计-全,2158,0,7,39,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,180,0169_0182,done,图密集,审计-全,2177,0,6,28,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,181,0169_0182,done,叙述,审计-轻,1565,0,2,18,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,182,0169_0182,done,图密集,审计-全,2401,0,6,19,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,183,0183_0196,done,图密集,审计-全,2347,27,4,39,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,184,0183_0196,done,图密集,审计-全,2444,13,3,37,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,185,0183_0196,done,图密集,审计-全,1966,0,4,31,0,,11,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,186,0183_0196,done,图密集,审计-全,2455,0,7,43,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,187,0183_0196,done,表格式,审计-全,2904,41,6,52,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,188,0183_0196,done,图密集,审计-全,2353,8,7,37,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,189,0183_0196,done,图密集,审计-全,2746,20,10,57,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,190,0183_0196,done,图密集,审计-全,2311,10,4,32,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,191,0183_0196,done,表格式,审计-全,2586,31,3,24,0,,,ACCEPT,pass,
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,192,0183_0196,done,图密集,审计-全,2510,13,6,43,0,,25,ACCEPT,pass,
