subject,candidate_slug,status,target_node_slug,evidence_phrase,note
CHEMISTRY,required-inorganic-substances-candidate-006,NOT_COVERED,,",物质转化的社会价值面未设节点",
CHEMISTRY,required-inorganic-substances-candidate-007,COVERED,铁及其化合物的转化,"铁及其化合物的性质,不同价态含硫物质的转化,硫转化另见 应用氧化还原反应的原理实现不同价态含硫物质的转化",除杂另见 熟练掌握溶解-过滤-蒸发等操作
CHEMISTRY,required-structure-reaction-laws-candidate-001,COVERED,原子结构,认识原子结构、元素性质与元素在元素周期表中位置的关系,核素另见 核素
CHEMISTRY,required-structure-reaction-laws-candidate-002,COVERED,化学键,"结合典型实例认识离子键和共价键的形成,建立化学键概念",离子键/共价键另见 离子键/共价键
CHEMISTRY,required-structure-reaction-laws-candidate-003,COVERED,化学平衡,"了解可逆反应的含义,知道可逆反应在一定条件下能达到化学平衡",速率另见 化学反应速率
CHEMISTRY,required-structure-reaction-laws-candidate-004,COVERED,吸热反应和放热反应,"认识吸热反应与放热反应,以原电池为例认识化学能可以转化为电能",原电池另见 原电池
CHEMISTRY,required-structure-reaction-laws-candidate-005,COVERED,原电池,"化学能转化成电能,速率因素另见 控制变量法探究影响化学反应速率的因素",金属性判断另见 元素金属性强弱的判断
CHEMISTRY,required-organic-compounds-candidate-001,COVERED,有机物的结构特点,"以甲烷、乙烯、乙炔、苯为例认识碳原子的成键特点,认识官能团",同分异构另见 同分异构体
CHEMISTRY,required-organic-compounds-candidate-002,COVERED,乙烯,认识乙烯、乙醇、乙酸的结构及其主要性质与应用,反应类型另见 加成反应/取代反应/酯化反应
CHEMISTRY,required-organic-compounds-candidate-003,COVERED,基本营养物质,认识合成高分子、油脂、糖类、蛋白质等有机化合物在生产生活中的重要应用,合成高分子另见 合成高分子
CHEMISTRY,required-organic-compounds-candidate-004,COVERED,乙醇,"乙醇、乙酸的主要性质,球棍模型另见 有机化合物的空间结构",酯化另见 酯化反应实验探究
CHEMISTRY,required-chemistry-social-development-candidate-001,PARTIAL,绿色化学,认识到化学科学与技术对我国走生产发展、生活富裕、生态良好的文明发展道路发挥的重要作用,可持续发展价值面
CHEMISTRY,required-chemistry-social-development-candidate-002,PARTIAL,金属材料,"知道金属材料、无机非金属材料、高分子材料等常见材料类型,陶瓷/玻璃/水泥另见 陶瓷/玻璃/水泥",药物另见 蛋白质
CHEMISTRY,required-chemistry-social-development-candidate-003,COVERED,石油的综合利用,"结合工业合成氨、工业制硫酸、石油化工等实例了解化学在生产中的具体应用,合成氨另见 合成氨反应的特点",煤另见 煤的综合利用
CHEMISTRY,required-chemistry-social-development-candidate-004,PARTIAL,酸雨,依据物质的性质及其变化认识环境污染的成因、主要危害及其防治措施,大气/废水防治面未单设
CHEMISTRY,required-chemistry-social-development-candidate-005,NOT_COVERED,,",法规/安全意识未设节点",
CHEMISTRY,selective-reaction-principles-candidate-001,NOT_COVERED,,",内能未设节点",
CHEMISTRY,selective-reaction-principles-candidate-002,COVERED,焓变,"恒温恒压条件下化学反应的反应热可以用焓变表示,了解盖斯定律及其简单应用",盖斯定律另见 盖斯定律
CHEMISTRY,selective-reaction-principles-candidate-003,COVERED,原电池,"认识化学能与电能相互转化的实际意义及其重要应用,了解电解池的工作原理",金属电化学腐蚀另见 金属电化学腐蚀规律
CHEMISTRY,selective-reaction-principles-candidate-004,COVERED,简单的电镀实验,"简单的电镀实验,制作简单的燃料电池",燃料电池另见 燃料电池
CHEMISTRY,selective-reaction-principles-candidate-005,COVERED,化学平衡常数,"知道化学反应的方向与反应的焓变和熵变有关,认识化学平衡常数是表征反应限度的物理量",熵变另见 熵和熵变的含义
CHEMISTRY,selective-reaction-principles-candidate-006,COVERED,化学反应速率,"知道化学反应速率的表示方法,了解温度、浓度、压强和催化剂对化学反应速率的影响",基元反应/活化能另见 基元反应/活化能
CHEMISTRY,selective-reaction-principles-candidate-007,COVERED,催化剂与化学反应,"知道催化剂可以改变反应历程,对调控化学反应速率具有重要意义",
CHEMISTRY,selective-reaction-principles-candidate-008,COVERED,影响化学平衡的因素,探究影响化学平衡移动的因素,
CHEMISTRY,selective-reaction-principles-candidate-009,COVERED,强电解质与弱电解质,从电离、离子反应、化学平衡的角度认识电解质水溶液的组成、性质和反应,
CHEMISTRY,selective-reaction-principles-candidate-010,COVERED,电离平衡,"认识弱电解质在水溶液中存在电离平衡,认识水的电离,认识溶液的酸碱性及pH",水的电离另见 水的电离
CHEMISTRY,selective-reaction-principles-candidate-011,COVERED,盐类水解,认识盐类水解的原理和影响盐类水解的主要因素,
CHEMISTRY,selective-reaction-principles-candidate-012,COVERED,沉淀溶解平衡,"认识难溶电解质在水溶液中存在沉淀溶解平衡,了解沉淀的生成、溶解与转化",溶度积另见 溶度积
CHEMISTRY,selective-reaction-principles-candidate-013,COVERED,溶液的ph,了解溶液pH的调控在工农业生产和科学研究中的应用,微粒浓度比较另见 溶液中微粒浓度大小的比较
CHEMISTRY,selective-reaction-principles-candidate-014,COVERED,酸碱中和滴定,"强酸与强碱的中和滴定,盐类水解的应用",水解应用另见 盐类水解的规律及拓展应用
CHEMISTRY,selective-structure-properties-candidate-001,COVERED,核外电子运动状态,"认识核外电子的运动特点,知道电子运动的能量状态具有量子化的特征",能层/能级另见 能层/能级
CHEMISTRY,selective-structure-properties-candidate-002,COVERED,原子核外电子排布,"了解原子核外电子排布的构造原理,认识基态原子中核外电子的排布遵循能量最低原理、泡利不相容原理和洪特规则",构造原理另见 构造原理
CHEMISTRY,selective-structure-properties-candidate-003,COVERED,元素周期律,认识原子半径、第一电离能、电负性等元素性质的周期性变化,电离能/电负性另见 电离能/电负性
CHEMISTRY,selective-structure-properties-candidate-004,COVERED,化学键,"认识物质是由原子、离子、分子等微观粒子构成的,微粒之间存在不同类型的相互作用",
CHEMISTRY,selective-structure-properties-candidate-005,COVERED,共价键,"认识原子间通过原子轨道重叠形成共价键,了解共价键具有饱和性和方向性",键的极性另见 键的极性和分子的极性
CHEMISTRY,selective-structure-properties-candidate-006,COVERED,分子空间构型,"了解共价分子具有特定的空间结构,并可运用相关理论和模型进行解释和预测",VSEPR/杂化另见 vsepr模型/杂化轨道
CHEMISTRY,selective-structure-properties-candidate-007,COVERED,晶体,"了解晶体中微粒的空间排布存在周期性,认识简单的晶胞,晶胞另见 晶胞",四晶体另见 分子晶体/共价晶体/离子晶体/金属晶体
CHEMISTRY,selective-structure-properties-candidate-008,COVERED,配位化合物,简单配合物的制备,配位键另见 配位键
CHEMISTRY,selective-structure-properties-candidate-009,NOT_COVERED,,",物质结构探索史/超分子尺度未设节点",
CHEMISTRY,selective-structure-properties-candidate-010,NOT_COVERED,,",结构测定方法论（光谱/衍射）未设节点",
CHEMISTRY,selective-structure-properties-candidate-011,NOT_COVERED,,",结构研究价值面未设节点",
CHEMISTRY,selective-organic-foundations-candidate-001,COVERED,有机物组成和结构的确定,"认识有机化合物存在构造异构和立体异构等同分异构现象,知道红外光谱、核磁共振等现代仪器分析方法",同分异构另见 同分异构现象和同分异构体
CHEMISTRY,selective-organic-foundations-candidate-002,COVERED,依据官能团分类,"认识官能团的种类,从官能团的视角认识有机化合物的分类,知道简单有机化合物的命名",命名另见 含官能团的链状有机物命名
CHEMISTRY,selective-organic-foundations-candidate-003,COVERED,有机化合物中的共价键,"认识有机化合物分子中共价键的类型、极性,知道基团之间的相互影响会导致键的极性发生改变",
CHEMISTRY,selective-organic-foundations-candidate-004,COVERED,烷烃,认识烷烃、烯烃、炔烃和芳香烃的组成和结构特点,烯烃/炔烃/芳香烃另见 烯烃/炔烃/芳香烃
CHEMISTRY,selective-organic-foundations-candidate-005,COVERED,醇,认识卤代烃、醇、酚、醛、羧酸、酯的组成和结构特点、性质、转化关系,醚/酮/胺/酰胺另见 醚的结构与性质/酮/胺-酰胺的结构和性质
CHEMISTRY,selective-organic-foundations-candidate-006,COVERED,有机合成,"认识加成、取代、消去反应,认识有机合成的关键是碳骨架的构建和官能团的转化",碳骨架另见 有机合成中碳骨架的构建
CHEMISTRY,selective-organic-foundations-candidate-007,PARTIAL,常见有机合成路线,了解有机化合物的性质和转化在新材料开发、药物研制等方面的重要应用,新材料/药物面未单设
CHEMISTRY,selective-organic-foundations-candidate-008,COVERED,实验探究乙酸乙酯的制备,乙酸乙酯的制备与性质,官能团检验另见 根据试剂或特征现象推知官能团的种类
CHEMISTRY,selective-organic-foundations-candidate-009,COVERED,基本概念,"认识单体和重复结构单元(链节)及其与聚合物结构的关系,了解加聚反应和缩聚反应的特点",聚合反应另见 聚合反应
CHEMISTRY,selective-organic-foundations-candidate-010,COVERED,糖类,"认识糖类和蛋白质的组成与主要性质,了解淀粉和纤维素及其与葡萄糖的关系",蛋白质/氨基酸另见 蛋白质/氨基酸的结构与性质
CHEMISTRY,selective-organic-foundations-candidate-011,COVERED,合成高分子,"认识塑料、合成橡胶、合成纤维的组成和结构特点,了解新型高分子材料的优异性能",
CHEMISTRY,selective-organic-foundations-candidate-012,COVERED,糖类的结构和性质,糖类的性质,
CHEMISTRY,elective-experimental-chemistry-candidate-001,COVERED,分离提纯,围绕物质性质和反应规律的研究、物质的制备、物质的分离与提纯、物质的检测等方面选取实验活动,实验方案设计另见 实验方案设计
CHEMISTRY,elective-experimental-chemistry-candidate-002,PARTIAL,阿伏加德罗常数,阿伏加德罗常数、平衡常数、速率常数的测定,探究实验面未单设
CHEMISTRY,elective-experimental-chemistry-candidate-003,PARTIAL,金属冶炼,"以真实的化工生产过程为研究对象,对化工生产的原理、流程进行复原和模拟",硫酸/硝酸工艺另见 硫酸/硝酸
CHEMISTRY,elective-experimental-chemistry-candidate-004,NOT_COVERED,,",综合实验项目（水质检测等）未设节点",
CHEMISTRY,elective-chemistry-society-candidate-001,NOT_COVERED,,",化学与生活（STS）未设节点",
CHEMISTRY,elective-chemistry-society-candidate-002,NOT_COVERED,,",化学与技术（STS）未设节点",
CHEMISTRY,elective-chemistry-society-candidate-003,NOT_COVERED,,",综合实践活动未设节点",
CHEMISTRY,elective-developing-chemical-science-candidate-001,NOT_COVERED,,",现代化学研究前沿未设节点",
CHEMISTRY,elective-developing-chemical-science-candidate-002,NOT_COVERED,,",交叉学科化学未设节点",
CHEMISTRY,elective-developing-chemical-science-candidate-003,NOT_COVERED,,",化学工程进展未设节点",
BIOLOGY,required-molecules-cells-candidate-001,COVERED,生物大分子以碳链为骨架,"细胞主要由C、H、O、N、P、S等元素构成,它们以碳链为骨架形成复杂的生物大分子",元素另见 组成细胞的元素
BIOLOGY,required-molecules-cells-candidate-002,COVERED,细胞中的水,"水大约占细胞质量的2/3,以自由水和结合水的形式存在",
BIOLOGY,required-molecules-cells-candidate-003,COVERED,细胞中的无机盐,"举例说出无机盐在细胞内含量虽少,但与生命活动密切相关",
BIOLOGY,required-molecules-cells-candidate-004,COVERED,细胞中的糖类,"糖类有多种类型,它们既是细胞的重要结构成分,又是生命活动的主要能源物质",
BIOLOGY,required-molecules-cells-candidate-005,COVERED,细胞中的脂质,举例说出不同种类的脂质对维持细胞结构和功能有重要作用,
BIOLOGY,required-molecules-cells-candidate-006,COVERED,蛋白质的结构及其多样性,"蛋白质通常由20种氨基酸分子组成,它的功能取决于氨基酸序列及其形成的空间结构",
BIOLOGY,required-molecules-cells-candidate-007,COVERED,核酸,"核酸由核苷酸聚合而成,是储存与传递遗传信息的生物大分子",
BIOLOGY,required-molecules-cells-candidate-008,COVERED,细胞膜-质膜-的功能,"细胞都由质膜包裹,质膜将细胞与其生活环境分开,能控制物质进出",
BIOLOGY,required-molecules-cells-candidate-009,COVERED,细胞器的结构和功能,"细胞内具有多个相对独立的结构,担负着物质运输、合成与分解、能量转换和信息传递等生命活动",
BIOLOGY,required-molecules-cells-candidate-010,COVERED,细胞核的结构和功能,遗传信息主要储存在细胞核中,
BIOLOGY,required-molecules-cells-candidate-011,COVERED,生物膜系统,"细胞各部分结构之间相互联系、协调一致,共同执行细胞的各项生命活动",
BIOLOGY,required-molecules-cells-candidate-012,COVERED,细胞的多样性和统一性,"有些生物体只有一个细胞,而有的由很多细胞构成,但都具有相似的基本结构",
BIOLOGY,required-molecules-cells-candidate-013,COVERED,原核细胞和真核细胞,原核细胞与真核细胞的最大区别是原核细胞没有由核膜包被的细胞核,
BIOLOGY,required-molecules-cells-candidate-014,COVERED,细胞膜的结构和功能,质膜具有选择透过性,
BIOLOGY,required-molecules-cells-candidate-015,COVERED,物质出入细胞的方式,"有些物质顺浓度梯度进出细胞,有些物质逆浓度梯度进出细胞,需要能量和载体蛋白",
BIOLOGY,required-molecules-cells-candidate-016,COVERED,胞吞,大分子物质可以通过胞吞、胞吐进出细胞,胞吐另见 胞吐
BIOLOGY,required-molecules-cells-candidate-017,COVERED,酶的本质,"绝大多数酶是一类能催化生化反应的蛋白质,酶活性受到环境因素(如pH和温度等)的影响",
BIOLOGY,required-molecules-cells-candidate-018,COVERED,atp的合成和利用,ATP是驱动细胞生命活动的直接能源物质,
BIOLOGY,required-molecules-cells-candidate-019,COVERED,光合作用,"植物细胞的叶绿体从太阳光中捕获能量,转换并储存为糖分子中的化学能",
BIOLOGY,required-molecules-cells-candidate-020,COVERED,细胞呼吸概念-实质和意义,生物通过细胞呼吸将储存在有机分子中的能量转化为生命活动可以利用的能量,
BIOLOGY,required-molecules-cells-candidate-021,COVERED,有丝分裂,有丝分裂保证了遗传信息在亲代和子代细胞中的一致性,
BIOLOGY,required-molecules-cells-candidate-022,COVERED,细胞分化,"细胞在形态、结构和功能方面发生特异性的分化,形成了复杂的多细胞生物体",
BIOLOGY,required-molecules-cells-candidate-023,COVERED,细胞衰老,"在正常情况下,细胞衰老和死亡是一种自然的生理过程",凋亡另见 细胞凋亡
BIOLOGY,required-genetics-evolution-candidate-001,COVERED,基因的本质,"多数生物的基因是DNA分子的功能片段,有些病毒的基因在RNA分子上",
BIOLOGY,required-genetics-evolution-candidate-002,COVERED,dna的双螺旋结构,"DNA分子由四种脱氧核苷酸构成,两条碱基互补配对的反向平行长链形成双螺旋结构",
BIOLOGY,required-genetics-evolution-candidate-003,COVERED,dna的复制,DNA分子通过半保留方式进行复制,
BIOLOGY,required-genetics-evolution-candidate-004,COVERED,基因的表达,"DNA分子上的遗传信息通过RNA指导蛋白质的合成,细胞分化的本质是基因选择性表达",基因表达与性状另见 基因表达与性状的关系
BIOLOGY,required-genetics-evolution-candidate-005,NOT_COVERED,,",表观遗传未设节点",
BIOLOGY,required-genetics-evolution-candidate-006,COVERED,减数分裂,减数分裂产生染色体数量减半的精细胞或卵细胞,
BIOLOGY,required-genetics-evolution-candidate-007,COVERED,受精作用,"进行有性生殖的生物体,其遗传信息通过配子传递给子代",
BIOLOGY,required-genetics-evolution-candidate-008,COVERED,分离定律,有性生殖中基因的分离和自由组合使得子代的基因型和表型具有多样性,自由组合另见 自由组合定律
BIOLOGY,required-genetics-evolution-candidate-009,COVERED,伴性遗传,性染色体上的基因传递和性别相关联,
BIOLOGY,required-genetics-evolution-candidate-010,COVERED,基因突变,碱基的替换、插入或缺失会引发基因中碱基序列的改变,
BIOLOGY,required-genetics-evolution-candidate-011,COVERED,基因突变,基因中碱基序列的改变有可能导致它所编码的蛋白质及相应的细胞功能发生变化,
BIOLOGY,required-genetics-evolution-candidate-012,COVERED,基因突变与细胞癌变,"细胞在某些化学物质、射线,以及病毒的作用下,基因突变概率可能提高,甚至发生癌变",
BIOLOGY,required-genetics-evolution-candidate-013,COVERED,基因重组,"减数分裂过程中,染色体所发生的自由组合和交叉互换,会导致控制不同性状的基因重组",
BIOLOGY,required-genetics-evolution-candidate-014,COVERED,染色体变异-x1,染色体结构和数量的变异都可能导致生物性状的改变甚至死亡,
BIOLOGY,required-genetics-evolution-candidate-015,COVERED,人类遗传病,人类遗传病是可以检测和预防的,
BIOLOGY,required-genetics-evolution-candidate-016,COVERED,生物有共同祖先的证据,"通过化石记录、比较解剖学和胚胎学等事实,说明当今生物具有共同的祖先",
BIOLOGY,required-genetics-evolution-candidate-017,PARTIAL,生物有共同祖先的证据,"通过细胞生物学和分子生物学等知识,说明当今生物具有许多共同特征",分子水平共性面未单设
BIOLOGY,required-genetics-evolution-candidate-018,COVERED,自然选择,种群内的某些可遗传变异将赋予个体在特定环境中的生存和繁殖优势,
BIOLOGY,required-genetics-evolution-candidate-019,COVERED,基因频率,具有优势性状的个体在种群中所占比例将会增加,
BIOLOGY,required-genetics-evolution-candidate-020,COVERED,自然选择,自然选择促进生物更好地适应特定的生存环境,
BIOLOGY,required-genetics-evolution-candidate-021,PARTIAL,自然选择,"现代生物进化理论以自然选择学说为核心,为地球上的生命进化史提供了科学的解释",理论体系节点未单设
BIOLOGY,required-genetics-evolution-candidate-022,COVERED,物种的形成,变异、选择和隔离可导致新物种形成,隔离作用另见 隔离在物种形成中的作用
BIOLOGY,selective-homeostasis-regulation-candidate-001,COVERED,内环境,血浆、组织液和淋巴等细胞外液共同构成高等动物细胞赖以生存的内环境,
BIOLOGY,selective-homeostasis-regulation-candidate-002,COVERED,细胞生活的环境,"机体细胞生活在内环境中,通过内环境与外界环境进行物质交换",
BIOLOGY,selective-homeostasis-regulation-candidate-003,PARTIAL,内环境,机体通过呼吸、消化、循环和泌尿等系统参与内、外环境间的物质交换,系统参与面未单设
BIOLOGY,selective-homeostasis-regulation-candidate-004,COVERED,内环境的稳态,"以血糖、体温、pH和渗透压等为例,阐明机体通过调节作用保持内环境的相对稳定",体温/酸碱/渗透压另见 体温调节/酸碱平衡/渗透压
BIOLOGY,selective-homeostasis-regulation-candidate-005,COVERED,稳态,"机体不同器官、系统协调统一地共同完成各项生命活动,是维持内环境稳态的基础",
BIOLOGY,selective-homeostasis-regulation-candidate-006,COVERED,反射弧,"神经调节的基本方式是反射,其结构基础是反射弧",反射另见 反射
BIOLOGY,selective-homeostasis-regulation-candidate-007,COVERED,兴奋的产生和传导,"神经细胞膜内外在静息状态具有电位差,受到外界刺激后形成动作电位,并沿神经纤维传导",
BIOLOGY,selective-homeostasis-regulation-candidate-008,COVERED,突触,神经冲动在突触处的传递通常通过化学传递方式完成,神经递质另见 神经递质
BIOLOGY,selective-homeostasis-regulation-candidate-009,COVERED,神经系统的分级调节,位于脊髓的低级神经中枢和脑中相应的高级神经中枢相互联系、相互协调,
BIOLOGY,selective-homeostasis-regulation-candidate-010,PARTIAL,神经系统的结构,中枢神经系统通过自主神经来调节内脏的活动,自主神经未单设
BIOLOGY,selective-homeostasis-regulation-candidate-011,COVERED,人脑的高级功能,语言活动和条件反射是由大脑皮层控制的高级神经活动,
BIOLOGY,selective-homeostasis-regulation-candidate-012,COVERED,激素,"人体内分泌系统主要由内分泌腺组成,它们分泌的各类激素参与生命活动的调节",内分泌系统另见 内分泌系统
BIOLOGY,selective-homeostasis-regulation-candidate-013,COVERED,甲状腺激素,"激素通过分级调节、反馈调节等机制维持机体的稳态,如甲状腺激素分泌的调节和血糖平衡的调节",反馈/血糖另见 反馈调节/胰岛素
BIOLOGY,selective-homeostasis-regulation-candidate-014,COVERED,体液调节和神经调节的区别与联系,"神经调节与体液调节相互协调共同维持机体的稳态,如体温调节和水盐平衡的调节",
BIOLOGY,selective-homeostasis-regulation-candidate-015,NOT_COVERED,,",CO2对呼吸的体液调节未设节点",
BIOLOGY,selective-homeostasis-regulation-candidate-016,COVERED,免疫系统的组成和功能,免疫细胞、免疫器官和免疫活性物质等是免疫调节的结构与物质基础,
BIOLOGY,selective-homeostasis-regulation-candidate-017,COVERED,非特异性免疫,人体的免疫包括与生俱来的非特异性免疫和后天获得的特异性免疫,
BIOLOGY,selective-homeostasis-regulation-candidate-018,COVERED,体液免疫,"特异性免疫是通过体液免疫和细胞免疫两种方式,针对特定病原体发生的免疫应答",细胞免疫另见 细胞免疫
BIOLOGY,selective-homeostasis-regulation-candidate-019,COVERED,免疫失调,"免疫功能异常可能引发疾病,如过敏、自身免疫病、艾滋病和先天性免疫缺陷病等",
BIOLOGY,selective-homeostasis-regulation-candidate-020,COVERED,生长素,"科学家经过不断的探索,发现了植物生长素,并揭示了它在调节植物生长时表现出两重性",两重性另见 生长素的两重性
BIOLOGY,selective-homeostasis-regulation-candidate-021,COVERED,其他植物激素,"几种主要植物激素的作用,这些激素可通过协同、拮抗等方式共同实现对植物生命活动的调节",
BIOLOGY,selective-homeostasis-regulation-candidate-022,COVERED,植物生长调节剂,生长素、细胞分裂素、赤霉素、脱落酸和乙烯等植物激素及其类似物在生产上得到了广泛应用,
BIOLOGY,selective-homeostasis-regulation-candidate-023,COVERED,环境因素参与调节植物的生命活动,"其他因素参与植物生命活动的调节,如光、重力和温度等",
BIOLOGY,selective-biology-environment-candidate-001,COVERED,种群的数量特征,种群具有种群密度、出生率和死亡率、迁入率和迁出率、年龄结构、性别比例等特征,
BIOLOGY,selective-biology-environment-candidate-002,COVERED,种群的数量变化,尝试建立数学模型解释种群的数量变动,K值另见 K值
BIOLOGY,selective-biology-environment-candidate-003,PARTIAL,种群的数量变化,阳光、温度和水等非生物因素以及不同物种之间的相互作用都会影响生物的种群特征,影响因素面未单设
BIOLOGY,selective-biology-environment-candidate-004,COVERED,群落的结构,"群落具有垂直结构和水平结构等特征,并可随时间而改变",
BIOLOGY,selective-biology-environment-candidate-005,COVERED,群落的演替,"一个群落替代另一个群落的演替过程,包括初生演替和次生演替两种类型",
BIOLOGY,selective-biology-environment-candidate-006,COVERED,群落的结构,不同群落中的生物具有与该群落环境相适应的形态结构、生理特征和分布特点,
BIOLOGY,selective-biology-environment-candidate-007,COVERED,生态系统的结构,生态系统由生产者、消费者和分解者等生物因素以及阳光、空气、水等非生物因素组成,
BIOLOGY,selective-biology-environment-candidate-008,COVERED,食物链,生产者和消费者通过食物链和食物网联系在一起形成复杂的营养结构,食物网另见 食物网
BIOLOGY,selective-biology-environment-candidate-009,COVERED,能量流动,"物质在生物群落与无机环境之间不断循环,能量在生物群落中单向流动并逐级递减",物质循环另见 物质循环
BIOLOGY,selective-biology-environment-candidate-010,PARTIAL,物质循环,"利用物质循环和能量流动规律,人们能够更加科学、有效地利用生态系统中的资源",利用面未单设
BIOLOGY,selective-biology-environment-candidate-011,NOT_COVERED,,",生态金字塔未设节点",
BIOLOGY,selective-biology-environment-candidate-012,NOT_COVERED,,",生物富集未设节点",
BIOLOGY,selective-biology-environment-candidate-013,COVERED,信息传递,生态系统中物理、化学和行为信息的传递对生命活动的正常进行、生物种群的繁衍和种间关系的调节起着重要作用,
BIOLOGY,selective-biology-environment-candidate-014,COVERED,生态系统的结构,特定生态系统的生物与非生物因素决定其营养结构,
BIOLOGY,selective-biology-environment-candidate-015,COVERED,生态系统的稳定性,"生态系统具有保持或恢复自身结构和功能相对稳定,并维持动态平衡的能力",
BIOLOGY,selective-biology-environment-candidate-016,COVERED,生态系统的稳定性,"生态系统的稳定性会受到自然或人为因素的影响,如气候变化、自然事件、人类活动或外来物种入侵等",
BIOLOGY,selective-biology-environment-candidate-017,COVERED,生态系统的稳定性,"生态系统在受到一定限度的外来干扰时,能够通过自我调节维持稳定",
BIOLOGY,selective-biology-environment-candidate-018,NOT_COVERED,,",人口增长与环境未设节点",
BIOLOGY,selective-biology-environment-candidate-019,NOT_COVERED,,",全球性环境问题未设节点",
BIOLOGY,selective-biology-environment-candidate-020,COVERED,生物多样性,生物多样性对维持生态系统的稳定性以及人类生存和发展的重要意义,
BIOLOGY,selective-biology-environment-candidate-021,COVERED,生态工程,"根据生态学原理、采用系统工程的方法和技术,达到资源多层次和循环利用的目的",
BIOLOGY,selective-biology-environment-candidate-022,NOT_COVERED,,",环保意识类要求,非知识点对象",
BIOLOGY,selective-biotech-engineering-candidate-001,COVERED,无菌技术,在发酵工程中灭菌是获得纯净的微生物培养物的前提,
BIOLOGY,selective-biotech-engineering-candidate-002,COVERED,无菌技术,"无菌技术是在操作过程中,保持无菌物品与无菌区域不被微生物污染的技术",
BIOLOGY,selective-biotech-engineering-candidate-003,COVERED,微生物的培养,通过调整培养基的配方可有目的地培养某种微生物,
BIOLOGY,selective-biotech-engineering-candidate-004,COVERED,微生物的培养,平板划线法和稀释涂布平板法是实验室中进行微生物分离和纯化的常用方法,
BIOLOGY,selective-biotech-engineering-candidate-005,COVERED,微生物的培养,稀释涂布平板法和显微镜计数法是测定微生物数量的常用方法,
BIOLOGY,selective-biotech-engineering-candidate-006,COVERED,传统发酵技术,日常生活中的某些食品是运用传统发酵技术生产的,
BIOLOGY,selective-biotech-engineering-candidate-007,COVERED,发酵工程,"发酵工程利用现代工程技术及微生物的特定功能,工业化生产人类所需产品",
BIOLOGY,selective-biotech-engineering-candidate-008,COVERED,发酵工程,发酵工程在医药、食品及其他工农业生产上有重要的应用价值,
BIOLOGY,selective-biotech-engineering-candidate-009,COVERED,植物组织培养,"植物组织培养是将离体植物器官、组织和细胞在适宜的培养条件下诱导形成愈伤组织,并重新分化,最终形成完整植株的过程",
BIOLOGY,selective-biotech-engineering-candidate-010,COVERED,细胞融合,"植物体细胞杂交是将不同植物体细胞在一定条件下融合成杂合细胞,继而培育成新植物体的技术",
BIOLOGY,selective-biotech-engineering-candidate-011,PARTIAL,植物组织培养,植物细胞工程利用快速繁殖、脱毒、次生代谢产物生产、育种等方式有效提高了生产效率,快速繁殖/脱毒面未单设
BIOLOGY,selective-biotech-engineering-candidate-012,COVERED,动物细胞培养,"动物细胞培养是从动物体获得相关组织,分散成单个细胞后,在适宜的培养条件下让细胞生长和增殖的过程",
BIOLOGY,selective-biotech-engineering-candidate-013,NOT_COVERED,,",动物细胞核移植未设节点",
BIOLOGY,selective-biotech-engineering-candidate-014,COVERED,细胞融合,"动物细胞融合是指通过物理、化学或生物学等手段,使两个或多个动物细胞结合形成一个细胞的过程",
BIOLOGY,selective-biotech-engineering-candidate-015,COVERED,单克隆抗体,细胞融合技术是单克隆抗体制备的重要技术,
BIOLOGY,selective-biotech-engineering-candidate-016,NOT_COVERED,,",干细胞未设节点",
BIOLOGY,selective-biotech-engineering-candidate-017,COVERED,胚胎工程,胚胎形成经过了受精及早期发育等过程,
BIOLOGY,selective-biotech-engineering-candidate-018,COVERED,胚胎工程,胚胎工程包括体外受精、胚胎移植和胚胎分割等技术,
BIOLOGY,selective-biotech-engineering-candidate-019,COVERED,基因工程,基因工程是在遗传学、微生物学、生物化学和分子生物学等学科基础上发展而来的,
BIOLOGY,selective-biotech-engineering-candidate-020,COVERED,限制酶,DNA重组技术的实现需要利用限制性内切核酸酶、DNA连接酶和载体三种基本工具,DNA连接酶/载体另见 dna连接酶/载体
BIOLOGY,selective-biotech-engineering-candidate-021,COVERED,基因工程,基因工程的基本操作程序主要包括目的基因的获取、基因表达载体的构建、目的基因导入受体细胞和目的基因及其表达产物的检测,
BIOLOGY,selective-biotech-engineering-candidate-022,PARTIAL,基因工程,基因工程在农牧、食品及医药等行业的广泛应用改善了人类的生活品质,应用面未单设
BIOLOGY,selective-biotech-engineering-candidate-023,COVERED,蛋白质工程,"人们根据基因工程原理,进行蛋白质设计和改造,可以获得性状和功能更符合人类需求的蛋白质",
BIOLOGY,selective-biotech-engineering-candidate-024,COVERED,蛋白质工程,依据人类需要对原有蛋白质结构进行基因改造、生产目标蛋白的过程,
BIOLOGY,selective-biotech-engineering-candidate-025,COVERED,转基因生物的安全性,日常生活中的转基因产品,
BIOLOGY,selective-biotech-engineering-candidate-026,COVERED,转基因生物的安全性,转基因技术在应用过程中带来的影响,
BIOLOGY,selective-biotech-engineering-candidate-027,NOT_COVERED,,",生殖性克隆伦理未设节点",
BIOLOGY,selective-biotech-engineering-candidate-028,NOT_COVERED,,",我国克隆人立场未设节点",
BIOLOGY,selective-biotech-engineering-candidate-029,NOT_COVERED,,",生物武器未设节点",
BIOLOGY,selective-biotech-engineering-candidate-030,NOT_COVERED,,",反对生物武器扩散未设节点",
